Region,Resource,Zone,Cluster,R_ID,SubsidyRevenue
MO,NGCC_bf,1,1,1,0.0
MO,NGCC_gf,1,1,2,0.0
MO,NGCT_bf,1,1,3,0.0
MO,NGCT_gf,1,1,4,0.0
MO,SolarPV,1,1,5,0.0
MO,Retro_NGCC_CCS,1,1,6,0.0
MO,Retro_NGCC_H2,1,1,7,0.0
