Time_Index,MA_natural_gas_combined_cycle,MA_solar_pv_1,MA_solar_pv_2,CT_natural_gas_combined_cycle,CT_onshore_wind_1,CT_onshore_wind_2,CT_solar_pv_1,CT_solar_pv_2,ME_natural_gas_combined_cycle,ME_onshore_wind_1,ME_onshore_wind_2,MA_battery,CT_battery,ME_battery
1860,1,0.678,0.678,1,0.000552898,0.000552898,0.683,0.683,1,0.149639636,0.149639636,1,1,1
1861,1,0.6611,0.6611,1,0.000874054,0.000874054,0.6739,0.6739,1,0.119550511,0.119550511,1,1,1
1862,1,0.6551,0.6551,1,0.003476053,0.003476053,0.6618,0.6618,1,0.132416099,0.132416099,1,1,1
1863,1,0.6173,0.6173,1,0.019248929,0.019248929,0.6523,0.6523,1,0.152063802,0.152063802,1,1,1
1864,1,0.4965,0.4965,1,0.119166195,0.119166195,0.546,0.546,1,0.258123368,0.258123368,1,1,1
1865,1,0.3363,0.3363,1,0.274659663,0.274659663,0.3826,0.3826,1,0.426247716,0.426247716,1,1,1
1866,1,0.1242,0.1242,1,0.392801732,0.392801732,0.1625,0.1625,1,0.560484052,0.560484052,1,1,1
1867,1,0,0,1,0.536450446,0.536450446,0,0,1,0.601749539,0.601749539,1,1,1
1868,1,0,0,1,0.939421058,0.939421058,0,0,1,0.709239244,0.709239244,1,1,1
1869,1,0,0,1,0.438982993,0.438982993,0,0,1,0.753030419,0.753030419,1,1,1
1870,1,0,0,1,0.353878379,0.353878379,0,0,1,0.699030638,0.699030638,1,1,1
1871,1,0,0,1,0.556829035,0.556829035,0,0,1,0.5368644,0.5368644,1,1,1
1872,1,0,0,1,0.65021956,0.65021956,0,0,1,0.578089058,0.578089058,1,1,1
1873,1,0,0,1,0.622024417,0.622024417,0,0,1,0.555813074,0.555813074,1,1,1
1874,1,0,0,1,0.764623284,0.764623284,0,0,1,0.538930714,0.538930714,1,1,1
1875,1,0,0,1,0.715029895,0.715029895,0,0,1,0.462965727,0.462965727,1,1,1
1876,1,0,0,1,0.372809708,0.372809708,0,0,1,0.360287905,0.360287905,1,1,1
1877,1,0,0,1,0.113940589,0.113940589,0,0,1,0.488380849,0.488380849,1,1,1
1878,1,0,0,1,0.056374628,0.056374628,0,0,1,0.599999964,0.599999964,1,1,1
1879,1,0,0,1,0.016238747,0.016238747,0,0,1,0.561654091,0.561654091,1,1,1
1880,1,0.1809,0.1809,1,0.333949357,0.333949357,0.1937,0.1937,1,0.482259929,0.482259929,1,1,1
1881,1,0.3869,0.3869,1,0.144480377,0.144480377,0.4011,0.4011,1,0.261952311,0.261952311,1,1,1
1882,1,0.5486,0.5486,1,2.18E-05,2.18E-05,0.5435,0.5435,1,0.171321541,0.171321541,1,1,1
1883,1,0.673,0.673,1,0.000401923,0.000401923,0.6766,0.6766,1,0.103632301,0.103632301,1,1,1
1884,1,0.688,0.688,1,0.009390152,0.009390152,0.6954,0.6954,1,0.086341038,0.086341038,1,1,1
1885,1,0.6933,0.6933,1,0.15701367,0.15701367,0.698,0.698,1,0.134537384,0.134537384,1,1,1
1886,1,0.6864,0.6864,1,0.406255186,0.406255186,0.6964,0.6964,1,0.17796576,0.17796576,1,1,1
1887,1,0.65,0.65,1,0.417066693,0.417066693,0.6672,0.6672,1,0.189786106,0.189786106,1,1,1
1888,1,0.5134,0.5134,1,0.336111903,0.336111903,0.5446,0.5446,1,0.208149701,0.208149701,1,1,1
1889,1,0.3401,0.3401,1,0.290232033,0.290232033,0.3849,0.3849,1,0.401330531,0.401330531,1,1,1
1890,1,0.123,0.123,1,0.256617188,0.256617188,0.17,0.17,1,0.471578002,0.471578002,1,1,1
1891,1,0,0,1,0.407308728,0.407308728,0,0,1,0.758596778,0.758596778,1,1,1
1892,1,0,0,1,0.214790255,0.214790255,0,0,1,0.877489209,0.877489209,1,1,1
1893,1,0,0,1,0.390825689,0.390825689,0,0,1,0.815006971,0.815006971,1,1,1
1894,1,0,0,1,0.471649319,0.471649319,0,0,1,0.755335033,0.755335033,1,1,1
1895,1,0,0,1,0.307960331,0.307960331,0,0,1,0.65353626,0.65353626,1,1,1
1896,1,0,0,1,0.340681136,0.340681136,0,0,1,0.605977595,0.605977595,1,1,1
1897,1,0,0,1,0.290637463,0.290637463,0,0,1,0.56266588,0.56266588,1,1,1
1898,1,0,0,1,0.219434485,0.219434485,0,0,1,0.582483292,0.582483292,1,1,1
1899,1,0,0,1,0.292016774,0.292016774,0,0,1,0.645784974,0.645784974,1,1,1
1900,1,0,0,1,0.488625586,0.488625586,0,0,1,0.775624633,0.775624633,1,1,1
1901,1,0,0,1,0.340097755,0.340097755,0,0,1,0.69383806,0.69383806,1,1,1
1902,1,0,0,1,0.235136852,0.235136852,0,0,1,0.752719223,0.752719223,1,1,1
1903,1,0.0004,0.0004,1,0.588210523,0.588210523,0,0,1,0.862523913,0.862523913,1,1,1
1904,1,0.1559,0.1559,1,0.332647651,0.332647651,0.1358,0.1358,1,0.737461805,0.737461805,1,1,1
1905,1,0.3681,0.3681,1,0.093162946,0.093162946,0.3612,0.3612,1,0.54701364,0.54701364,1,1,1
1906,1,0.5112,0.5112,1,0.001849365,0.001849365,0.4843,0.4843,1,0.360572845,0.360572845,1,1,1
1907,1,0.7546,0.7546,1,0,0,0.723,0.723,1,0.313053399,0.313053399,1,1,1
1908,1,0.6648,0.6648,1,0,0,0.6153,0.6153,1,0.266081452,0.266081452,1,1,1
1909,1,0.6766,0.6766,1,0.000464521,0.000464521,0.642,0.642,1,0.223596364,0.223596364,1,1,1
1910,1,0.6849,0.6849,1,0.103742942,0.103742942,0.6483,0.6483,1,0.218776628,0.218776628,1,1,1
1911,1,0.6482,0.6482,1,0.370955497,0.370955497,0.6173,0.6173,1,0.203460976,0.203460976,1,1,1
1912,1,0.5121,0.5121,1,0.341479361,0.341479361,0.5187,0.5187,1,0.224217921,0.224217921,1,1,1
1913,1,0.3377,0.3377,1,0.444000244,0.444000244,0.3615,0.3615,1,0.330130666,0.330130666,1,1,1
1914,1,0.1213,0.1213,1,0.292105019,0.292105019,0.1552,0.1552,1,0.519130349,0.519130349,1,1,1
1915,1,0,0,1,0.224894032,0.224894032,0,0,1,0.726869047,0.726869047,1,1,1
1916,1,0,0,1,0.31001246,0.31001246,0,0,1,0.743680954,0.743680954,1,1,1
1917,1,0,0,1,0.206186026,0.206186026,0,0,1,0.728035569,0.728035569,1,1,1
1918,1,0,0,1,0.352164268,0.352164268,0,0,1,0.608524561,0.608524561,1,1,1
1919,1,0,0,1,0.416088998,0.416088998,0,0,1,0.492403865,0.492403865,1,1,1
1920,1,0,0,1,0.530061185,0.530061185,0,0,1,0.513981462,0.513981462,1,1,1
1921,1,0,0,1,0.507622302,0.507622302,0,0,1,0.533729076,0.533729076,1,1,1
1922,1,0,0,1,0.678049803,0.678049803,0,0,1,0.674548864,0.674548864,1,1,1
1923,1,0,0,1,0.010443158,0.010443158,0,0,1,0.062698871,0.062698871,1,1,1
1924,1,0,0,1,0.427970886,0.427970886,0,0,1,0.841359735,0.841359735,1,1,1
1925,1,0,0,1,0.334010154,0.334010154,0,0,1,0.914813161,0.914813161,1,1,1
1926,1,0,0,1,0.451444775,0.451444775,0,0,1,0.974680662,0.974680662,1,1,1
1927,1,0.0008,0.0008,1,0.351748496,0.351748496,0,0,1,0.978852689,0.978852689,1,1,1
1928,1,0.1746,0.1746,1,0.381634384,0.381634384,0.157,0.157,1,0.922392011,0.922392011,1,1,1
1929,1,0.3796,0.3796,1,0.204491615,0.204491615,0.3642,0.3642,1,0.839634836,0.839634836,1,1,1
1930,1,0.555,0.555,1,0.022155629,0.022155629,0.5463,0.5463,1,0.690602899,0.690602899,1,1,1
1931,1,0.6824,0.6824,1,0.087142006,0.087142006,0.6775,0.6775,1,0.606630445,0.606630445,1,1,1
1932,1,0.6979,0.6979,1,0.034761738,0.034761738,0.6949,0.6949,1,0.617718577,0.617718577,1,1,1
1933,1,0.6999,0.6999,1,0.114951245,0.114951245,0.6981,0.6981,1,0.573944688,0.573944688,1,1,1
1934,1,0.6953,0.6953,1,0.093523912,0.093523912,0.6977,0.6977,1,0.547802687,0.547802687,1,1,1
1935,1,0.6556,0.6556,1,0.116833173,0.116833173,0.6681,0.6681,1,0.769956887,0.769956887,1,1,1
1936,1,0.5221,0.5221,1,0.247117937,0.247117937,0.5478,0.5478,1,0.80558908,0.80558908,1,1,1
1937,1,0.3484,0.3484,1,0.302383065,0.302383065,0.3858,0.3858,1,0.87547338,0.87547338,1,1,1
1938,1,0.1274,0.1274,1,0.435858846,0.435858846,0.1707,0.1707,1,0.963667393,0.963667393,1,1,1
1939,1,0,0,1,0.296017647,0.296017647,0,0,1,0.995695174,0.995695174,1,1,1
1940,1,0,0,1,0.382669896,0.382669896,0,0,1,0.942333877,0.942333877,1,1,1
1941,1,0,0,1,0.432901084,0.432901084,0,0,1,0.954547882,0.954547882,1,1,1
1942,1,0,0,1,0.662971437,0.662971437,0,0,1,0.963854551,0.963854551,1,1,1
1943,1,0,0,1,0.961305439,0.961305439,0,0,1,0.918889642,0.918889642,1,1,1
1944,1,0,0,1,0.951534867,0.951534867,0,0,1,0.831322074,0.831322074,1,1,1
1945,1,0,0,1,0.68373543,0.68373543,0,0,1,0.881467462,0.881467462,1,1,1
1946,1,0,0,1,0.600812972,0.600812972,0,0,1,0.858075261,0.858075261,1,1,1
1947,1,0,0,1,0.814034224,0.814034224,0,0,1,0.935281634,0.935281634,1,1,1
1948,1,0,0,1,0.911757529,0.911757529,0,0,1,0.955151796,0.955151796,1,1,1
1949,1,0,0,1,0.600341201,0.600341201,0,0,1,0.945564926,0.945564926,1,1,1
1950,1,0,0,1,0.718456745,0.718456745,0,0,1,0.966163337,0.966163337,1,1,1
1951,1,0,0,1,0.47460106,0.47460106,0,0,1,0.964919329,0.964919329,1,1,1
1952,1,0.1287,0.1287,1,0.611973166,0.611973166,0.1307,0.1307,1,0.897765279,0.897765279,1,1,1
1953,1,0.2969,0.2969,1,0.462337017,0.462337017,0.3218,0.3218,1,0.894047737,0.894047737,1,1,1
1954,1,0.4366,0.4366,1,0.286065727,0.286065727,0.4241,0.4241,1,0.956014991,0.956014991,1,1,1
1955,1,0.5574,0.5574,1,0.410449386,0.410449386,0.4843,0.4843,1,0.987810135,0.987810135,1,1,1
1956,1,0.6471,0.6471,1,0.18657057,0.18657057,0.5087,0.5087,1,0.994437337,0.994437337,1,1,1
1957,1,0.6988,0.6988,1,0.044284698,0.044284698,0.6118,0.6118,1,0.996686101,0.996686101,1,1,1
1958,1,0.7057,0.7057,1,0.004641407,0.004641407,0.6588,0.6588,1,0.995325267,0.995325267,1,1,1
1959,1,0.6681,0.6681,1,0.010756869,0.010756869,0.6495,0.6495,1,0.998466611,0.998466611,1,1,1
1960,1,0.5204,0.5204,1,0.062138144,0.062138144,0.4946,0.4946,1,0.99398303,0.99398303,1,1,1
1961,1,0.3357,0.3357,1,0.268422604,0.268422604,0.3379,0.3379,1,0.999444008,0.999444008,1,1,1
1962,1,0.1217,0.1217,1,0.549905419,0.549905419,0.1415,0.1415,1,0.999931455,0.999931455,1,1,1
1963,1,0,0,1,0.59516722,0.59516722,0,0,1,0.999659896,0.999659896,1,1,1
1964,1,0,0,1,0.463209748,0.463209748,0,0,1,0.966383457,0.966383457,1,1,1
1965,1,0,0,1,0.327129066,0.327129066,0,0,1,0.997240305,0.997240305,1,1,1
1966,1,0,0,1,0.395001531,0.395001531,0,0,1,0.944750071,0.944750071,1,1,1
1967,1,0,0,1,0.458472908,0.458472908,0,0,1,0.916571379,0.916571379,1,1,1
1968,1,0,0,1,0.448081851,0.448081851,0,0,1,0.854930699,0.854930699,1,1,1
1969,1,0,0,1,0.686663628,0.686663628,0,0,1,0.823605299,0.823605299,1,1,1
1970,1,0,0,1,0.94721055,0.94721055,0,0,1,0.599495888,0.599495888,1,1,1
1971,1,0,0,1,0.968070626,0.968070626,0,0,1,0.448240101,0.448240101,1,1,1
1972,1,0,0,1,0.751041591,0.751041591,0,0,1,0.363844037,0.363844037,1,1,1
1973,1,0,0,1,0.725488186,0.725488186,0,0,1,0.316084772,0.316084772,1,1,1
1974,1,0,0,1,0.857096016,0.857096016,0,0,1,0.199303448,0.199303448,1,1,1
1975,1,0,0,1,0.570255101,0.570255101,0,0,1,0.130830407,0.130830407,1,1,1
1976,1,0.1681,0.1681,1,0.35289073,0.35289073,0.2003,0.2003,1,0.043213755,0.043213755,1,1,1
1977,1,0.3275,0.3275,1,0.291729033,0.291729033,0.3963,0.3963,1,0.095006242,0.095006242,1,1,1
1978,1,0.47,0.47,1,0.255962312,0.255962312,0.4968,0.4968,1,0.191337913,0.191337913,1,1,1
1979,1,0.4264,0.4264,1,0.155585855,0.155585855,0.4553,0.4553,1,0.145866185,0.145866185,1,1,1
1980,1,0.4459,0.4459,1,0.157079071,0.157079071,0.4639,0.4639,1,0.17013973,0.17013973,1,1,1
1981,1,0.4834,0.4834,1,0.132549644,0.132549644,0.4762,0.4762,1,0.067343056,0.067343056,1,1,1
1982,1,0.6303,0.6303,1,0.238282189,0.238282189,0.6118,0.6118,1,0.06855081,0.06855081,1,1,1
1983,1,0.3922,0.3922,1,0.239939079,0.239939079,0.4236,0.4236,1,0.056210428,0.056210428,1,1,1
1984,1,0.3528,0.3528,1,0.271274298,0.271274298,0.2969,0.2969,1,0.087241471,0.087241471,1,1,1
1985,1,0.2192,0.2192,1,0.236726984,0.236726984,0.2024,0.2024,1,0.109862432,0.109862432,1,1,1
1986,1,0.0833,0.0833,1,0.160334155,0.160334155,0.0789,0.0789,1,0.181660235,0.181660235,1,1,1
1987,1,0,0,1,0.292999268,0.292999268,0,0,1,0.27242738,0.27242738,1,1,1
1988,1,0,0,1,0.401110888,0.401110888,0,0,1,0.286082685,0.286082685,1,1,1
1989,1,0,0,1,0.149256185,0.149256185,0,0,1,0.269473583,0.269473583,1,1,1
1990,1,0,0,1,0.163049132,0.163049132,0,0,1,0.340033472,0.340033472,1,1,1
1991,1,0,0,1,0.166977257,0.166977257,0,0,1,0.344270676,0.344270676,1,1,1
1992,1,0,0,1,0.205250561,0.205250561,0,0,1,0.205188617,0.205188617,1,1,1
1993,1,0,0,1,0.307979465,0.307979465,0,0,1,0.204994872,0.204994872,1,1,1
1994,1,0,0,1,0.422584713,0.422584713,0,0,1,0.256006956,0.256006956,1,1,1
1995,1,0,0,1,0.406198055,0.406198055,0,0,1,0.247988999,0.247988999,1,1,1
1996,1,0,0,1,0.361611843,0.361611843,0,0,1,0.211419225,0.211419225,1,1,1
1997,1,0,0,1,0.24808161,0.24808161,0,0,1,0.200011283,0.200011283,1,1,1
1998,1,0,0,1,0.122475065,0.122475065,0,0,1,0.178104073,0.178104073,1,1,1
1999,1,0,0,1,0.061104923,0.061104923,0,0,1,0.129664958,0.129664958,1,1,1
2000,1,0.0483,0.0483,1,0.001909042,0.001909042,0.0107,0.0107,1,0.224155784,0.224155784,1,1,1
2001,1,0.1379,0.1379,1,0.030662451,0.030662451,0.1244,0.1244,1,0.195972994,0.195972994,1,1,1
2002,1,0.2279,0.2279,1,0.035824325,0.035824325,0.1986,0.1986,1,0.191820532,0.191820532,1,1,1
2003,1,0.2641,0.2641,1,0.026189856,0.026189856,0.2571,0.2571,1,0.244714767,0.244714767,1,1,1
2004,1,0.2979,0.2979,1,0.000577044,0.000577044,0.3222,0.3222,1,0.256400168,0.256400168,1,1,1
2005,1,0.3468,0.3468,1,0.000226538,0.000226538,0.3903,0.3903,1,0.260348976,0.260348976,1,1,1
2006,1,0.3644,0.3644,1,0.003640169,0.003640169,0.4114,0.4114,1,0.264438897,0.264438897,1,1,1
2007,1,0.3465,0.3465,1,0.009475692,0.009475692,0.4116,0.4116,1,0.303551227,0.303551227,1,1,1
2008,1,0.324,0.324,1,0.039171852,0.039171852,0.3266,0.3266,1,0.221615791,0.221615791,1,1,1
2009,1,0.2125,0.2125,1,0.049333788,0.049333788,0.2253,0.2253,1,0.249633402,0.249633402,1,1,1
2010,1,0.0673,0.0673,1,0.006074722,0.006074722,0.0732,0.0732,1,0.26829651,0.26829651,1,1,1
2011,1,0,0,1,0.0032244,0.0032244,0,0,1,0.258434594,0.258434594,1,1,1
2012,1,0,0,1,0.03518948,0.03518948,0,0,1,0.27804935,0.27804935,1,1,1
2013,1,0,0,1,0.186126143,0.186126143,0,0,1,0.306461513,0.306461513,1,1,1
2014,1,0,0,1,0.45455578,0.45455578,0,0,1,0.285110682,0.285110682,1,1,1
2015,1,0,0,1,0.378552973,0.378552973,0,0,1,0.393156409,0.393156409,1,1,1
2016,1,0,0,1,0.702663004,0.702663004,0,0,1,0.476771116,0.476771116,1,1,1
2017,1,0,0,1,0.852579296,0.852579296,0,0,1,0.487304091,0.487304091,1,1,1
2018,1,0,0,1,0.797943115,0.797943115,0,0,1,0.537947059,0.537947059,1,1,1
2019,1,0,0,1,0.723407269,0.723407269,0,0,1,0.525322258,0.525322258,1,1,1
2020,1,0,0,1,0.855060756,0.855060756,0,0,1,0.514870703,0.514870703,1,1,1
2021,1,0,0,1,0.766495049,0.766495049,0,0,1,0.637689829,0.637689829,1,1,1
2022,1,0,0,1,0.917808056,0.917808056,0,0,1,0.736771882,0.736771882,1,1,1
2023,1,0.0093,0.0093,1,0.897461355,0.897461355,0.0024,0.0024,1,0.86055696,0.86055696,1,1,1
2024,1,0.1704,0.1704,1,0.778992474,0.778992474,0.1838,0.1838,1,0.971676111,0.971676111,1,1,1
2025,1,0.328,0.328,1,0.896172822,0.896172822,0.3654,0.3654,1,0.995107532,0.995107532,1,1,1
2026,1,0.4703,0.4703,1,1,1,0.5204,0.5204,1,0.998193145,0.998193145,1,1,1
2027,1,0.6274,0.6274,1,1,1,0.692,0.692,1,1,1,1,1,1
2028,1,0.7216,0.7216,1,1,1,0.7504,0.7504,1,1,1,1,1,1
2029,1,0.7561,0.7561,1,1,1,0.7711,0.7711,1,1,1,1,1,1
2030,1,0.7595,0.7595,1,1,1,0.773,0.773,1,1,1,1,1,1
2031,1,0.7269,0.7269,1,1,1,0.7412,0.7412,1,1,1,1,1,1
2032,1,0.5849,0.5849,1,1,1,0.6155,0.6155,1,1,1,1,1,1
2033,1,0.3979,0.3979,1,1,1,0.4425,0.4425,1,1,1,1,1,1
2034,1,0.1641,0.1641,1,1,1,0.2161,0.2161,1,1,1,1,1,1
2035,1,0,0,1,1,1,0.0076,0.0076,1,1,1,1,1,1
2036,1,0,0,1,1,1,0,0,1,1,1,1,1,1
2037,1,0,0,1,1,1,0,0,1,1,1,1,1,1
2038,1,0,0,1,1,1,0,0,1,1,1,1,1,1
2039,1,0,0,1,0.984032452,0.984032452,0,0,1,1,1,1,1,1
2040,1,0,0,1,0.991840005,0.991840005,0,0,1,1,1,1,1,1
2041,1,0,0,1,0.999139071,0.999139071,0,0,1,1,1,1,1,1
2042,1,0,0,1,0.999326229,0.999326229,0,0,1,1,1,1,1,1
2043,1,0,0,1,0.989499927,0.989499927,0,0,1,1,1,1,1,1
2044,1,0,0,1,0.999794304,0.999794304,0,0,1,1,1,1,1,1
2045,1,0,0,1,0.998307705,0.998307705,0,0,1,1,1,1,1,1
2046,1,0,0,1,0.992375493,0.992375493,0,0,1,0.999821901,0.999821901,1,1,1
2047,1,0.0322,0.0322,1,0.980406642,0.980406642,0.0473,0.0473,1,1,1,1,1,1
2048,1,0.2371,0.2371,1,0.999647796,0.999647796,0.2558,0.2558,1,1,1,1,1,1
2049,1,0.4628,0.4628,1,1,1,0.4783,0.4783,1,1,1,1,1,1
2050,1,0.6346,0.6346,1,1,1,0.6419,0.6419,1,1,1,1,1,1
2051,1,0.8577,0.8577,1,1,1,0.8593,0.8593,1,0.999952912,0.999952912,1,1,1
2052,1,0.7819,0.7819,1,1,1,0.7843,0.7843,1,0.999069452,0.999069452,1,1,1
2053,1,0.7841,0.7841,1,0.997413874,0.997413874,0.7864,0.7864,1,0.99682343,0.99682343,1,1,1
2054,1,0.778,0.778,1,0.889047742,0.889047742,0.7818,0.7818,1,0.994352698,0.994352698,1,1,1
2055,1,0.7305,0.7305,1,0.884335041,0.884335041,0.749,0.749,1,0.983014345,0.983014345,1,1,1
2056,1,0.5829,0.5829,1,0.878349721,0.878349721,0.6151,0.6151,1,0.968489766,0.968489766,1,1,1
2057,1,0.3959,0.3959,1,0.795663357,0.795663357,0.4406,0.4406,1,0.95810771,0.95810771,1,1,1
2058,1,0.1617,0.1617,1,0.811115444,0.811115444,0.2144,0.2144,1,0.951675594,0.951675594,1,1,1
2059,1,0.002,0.002,1,0.258717716,0.258717716,0.0139,0.0139,1,0.917614579,0.917614579,1,1,1
2060,1,0,0,1,0.267320901,0.267320901,0,0,1,0.747226477,0.747226477,1,1,1
2061,1,0,0,1,0.17149435,0.17149435,0,0,1,0.743958235,0.743958235,1,1,1
2062,1,0,0,1,0.122640364,0.122640364,0,0,1,0.664900959,0.664900959,1,1,1
2063,1,0,0,1,0.021122465,0.021122465,0,0,1,0.519724309,0.519724309,1,1,1
2064,1,0,0,1,0.099507339,0.099507339,0,0,1,0.433110118,0.433110118,1,1,1
2065,1,0,0,1,0.166391268,0.166391268,0,0,1,0.385191858,0.385191858,1,1,1
2066,1,0,0,1,0.521043241,0.521043241,0,0,1,0.301437497,0.301437497,1,1,1
2067,1,0,0,1,0.837817073,0.837817073,0,0,1,0.131068543,0.131068543,1,1,1
2068,1,0,0,1,0.673360586,0.673360586,0,0,1,0.10847123,0.10847123,1,1,1
2069,1,0,0,1,0.089788079,0.089788079,0,0,1,0.110736042,0.110736042,1,1,1
2070,1,0,0,1,0.089486092,0.089486092,0,0,1,0.135487199,0.135487199,1,1,1
2071,1,0.0062,0.0062,1,0.343248814,0.343248814,0.0214,0.0214,1,0.200717673,0.200717673,1,1,1
2072,1,0.1823,0.1823,1,0.178686649,0.178686649,0.1952,0.1952,1,0.271656543,0.271656543,1,1,1
2073,1,0.3468,0.3468,1,0.598292649,0.598292649,0.4136,0.4136,1,0.327603728,0.327603728,1,1,1
2074,1,0.4701,0.4701,1,0.685672641,0.685672641,0.4593,0.4593,1,0.309224546,0.309224546,1,1,1
2075,1,0.5805,0.5805,1,0.437297285,0.437297285,0.4825,0.4825,1,0.410252959,0.410252959,1,1,1
2076,1,0.4333,0.4333,1,0.375626296,0.375626296,0.3521,0.3521,1,0.403166413,0.403166413,1,1,1
2077,1,0.3946,0.3946,1,0.138225913,0.138225913,0.3159,0.3159,1,0.420478642,0.420478642,1,1,1
2078,1,0.4064,0.4064,1,0.159168631,0.159168631,0.5105,0.5105,1,0.533952713,0.533952713,1,1,1
2079,1,0.471,0.471,1,0.232613146,0.232613146,0.5995,0.5995,1,0.48210305,0.48210305,1,1,1
2080,1,0.4242,0.4242,1,0.269608974,0.269608974,0.4973,0.4973,1,0.42041105,0.42041105,1,1,1
2081,1,0.3109,0.3109,1,0.433558702,0.433558702,0.3863,0.3863,1,0.530856133,0.530856133,1,1,1
2082,1,0.1233,0.1233,1,0.176054463,0.176054463,0.1823,0.1823,1,0.47797209,0.47797209,1,1,1
2083,1,0,0,1,0.099776924,0.099776924,0,0,1,0.482055038,0.482055038,1,1,1
2084,1,0,0,1,0.024232212,0.024232212,0,0,1,0.544486523,0.544486523,1,1,1
2085,1,0,0,1,0.010666513,0.010666513,0,0,1,0.513719082,0.513719082,1,1,1
2086,1,0,0,1,0.084635921,0.084635921,0,0,1,0.412986219,0.412986219,1,1,1
2087,1,0,0,1,0.137772456,0.137772456,0,0,1,0.355791032,0.355791032,1,1,1
2088,1,0,0,1,0.780260384,0.780260384,0,0,1,0.315356672,0.315356672,1,1,1
2089,1,0,0,1,0.918155015,0.918155015,0,0,1,0.268459976,0.268459976,1,1,1
2090,1,0,0,1,0.988091588,0.988091588,0,0,1,0.303658426,0.303658426,1,1,1
2091,1,0,0,1,0.996267676,0.996267676,0,0,1,0.330027223,0.330027223,1,1,1
2092,1,0,0,1,0.998215854,0.998215854,0,0,1,0.32130903,0.32130903,1,1,1
2093,1,0,0,1,1,1,0,0,1,0.318246812,0.318246812,1,1,1
2094,1,0,0,1,0.971673012,0.971673012,0,0,1,0.383813441,0.383813441,1,1,1
2095,1,0.0003,0.0003,1,0.964759111,0.964759111,0.0086,0.0086,1,0.363850176,0.363850176,1,1,1
2096,1,0.1554,0.1554,1,0.619487166,0.619487166,0.1543,0.1543,1,0.267551601,0.267551601,1,1,1
2097,1,0.3028,0.3028,1,0.931196034,0.931196034,0.2992,0.2992,1,0.152889952,0.152889952,1,1,1
2098,1,0.3862,0.3862,1,0.998134136,0.998134136,0.4224,0.4224,1,0.27738148,0.27738148,1,1,1
2099,1,0.422,0.422,1,0.945727885,0.945727885,0.4196,0.4196,1,0.233413398,0.233413398,1,1,1
2100,1,0.4326,0.4326,1,0.936696768,0.936696768,0.4247,0.4247,1,0.174914777,0.174914777,1,1,1
2101,1,0.4121,0.4121,1,0.942874849,0.942874849,0.4602,0.4602,1,0.150560528,0.150560528,1,1,1
2102,1,0.4057,0.4057,1,0.922583699,0.922583699,0.4552,0.4552,1,0.17640771,0.17640771,1,1,1
2103,1,0.4261,0.4261,1,0.95099771,0.95099771,0.4655,0.4655,1,0.344275653,0.344275653,1,1,1
2104,1,0.3988,0.3988,1,0.962947547,0.962947547,0.4156,0.4156,1,0.484949529,0.484949529,1,1,1
2105,1,0.2941,0.2941,1,0.995479226,0.995479226,0.3156,0.3156,1,0.419991344,0.419991344,1,1,1
2106,1,0.1285,0.1285,1,0.99674952,0.99674952,0.1611,0.1611,1,0.510480404,0.510480404,1,1,1
2107,1,0,0,1,0.869486749,0.869486749,0,0,1,0.577740788,0.577740788,1,1,1
2108,1,0,0,1,0.868167937,0.868167937,0,0,1,0.789268494,0.789268494,1,1,1
2109,1,0,0,1,0.883054256,0.883054256,0,0,1,0.788100719,0.788100719,1,1,1
2110,1,0,0,1,0.151461393,0.151461393,0,0,1,0.735628247,0.735628247,1,1,1
2111,1,0,0,1,0.164869457,0.164869457,0,0,1,0.863365293,0.863365293,1,1,1
2112,1,0,0,1,0.466266364,0.466266364,0,0,1,0.907729566,0.907729566,1,1,1
2113,1,0,0,1,0.592694283,0.592694283,0,0,1,0.889083982,0.889083982,1,1,1
2114,1,0,0,1,0.450009376,0.450009376,0,0,1,0.888404012,0.888404012,1,1,1
2115,1,0,0,1,0.290970713,0.290970713,0,0,1,0.872890592,0.872890592,1,1,1
2116,1,0,0,1,0.20091112,0.20091112,0,0,1,0.902803659,0.902803659,1,1,1
2117,1,0,0,1,0.808302581,0.808302581,0,0,1,0.94507432,0.94507432,1,1,1
2118,1,0,0,1,0.572936416,0.572936416,0,0,1,0.976426005,0.976426005,1,1,1
2119,1,0.0348,0.0348,1,0.532757521,0.532757521,0.0441,0.0441,1,0.983393967,0.983393967,1,1,1
2120,1,0.2341,0.2341,1,0.454101712,0.454101712,0.2563,0.2563,1,0.992747724,0.992747724,1,1,1
2121,1,0.4473,0.4473,1,0.985007107,0.985007107,0.4724,0.4724,1,0.945454359,0.945454359,1,1,1
2122,1,0.6206,0.6206,1,0.997929454,0.997929454,0.6332,0.6332,1,0.960593581,0.960593581,1,1,1
2123,1,0.7471,0.7471,1,0.830399454,0.830399454,0.7473,0.7473,1,0.97049582,0.97049582,1,1,1
2124,1,0.7657,0.7657,1,0.762485087,0.762485087,0.7719,0.7719,1,0.960268617,0.960268617,1,1,1
2125,1,0.7661,0.7661,1,0.392786503,0.392786503,0.7706,0.7706,1,0.975355148,0.975355148,1,1,1
2126,1,0.7566,0.7566,1,0.232597366,0.232597366,0.7614,0.7614,1,0.988254905,0.988254905,1,1,1
2127,1,0.7129,0.7129,1,0.075443029,0.075443029,0.7266,0.7266,1,0.975831509,0.975831509,1,1,1
