Time_Index,MA_natural_gas_combined_cycle,MA_solar_pv_1,MA_solar_pv_2,CT_natural_gas_combined_cycle,CT_onshore_wind_1,CT_onshore_wind_2,CT_solar_pv_1,CT_solar_pv_2,ME_natural_gas_combined_cycle,ME_onshore_wind_1,ME_onshore_wind_2,MA_battery,CT_battery,ME_battery
5022,1,0,0,1,0.182788923,0.182788923,0,0,1,0.129397139,0.129397139,1,1,1
5023,1,0.0332,0.0332,1,0.111883864,0.111883864,0.0514,0.0514,1,0.108976513,0.108976513,1,1,1
5024,1,0.1747,0.1747,1,0.017390583,0.017390583,0.2047,0.2047,1,0.061598711,0.061598711,1,1,1
5025,1,0.2926,0.2926,1,0.001600682,0.001600682,0.3065,0.3065,1,0.023479396,0.023479396,1,1,1
5026,1,0.3854,0.3854,1,1.20E-05,1.20E-05,0.3813,0.3813,1,0.031821597,0.031821597,1,1,1
5027,1,0.4568,0.4568,1,0.022567702,0.022567702,0.4341,0.4341,1,0.059751909,0.059751909,1,1,1
5028,1,0.4712,0.4712,1,0.047610044,0.047610044,0.441,0.441,1,0.052140657,0.052140657,1,1,1
5029,1,0.4664,0.4664,1,0.039290167,0.039290167,0.4547,0.4547,1,0.133274838,0.133274838,1,1,1
5030,1,0.5758,0.5758,1,0.024763504,0.024763504,0.5636,0.5636,1,0.113429397,0.113429397,1,1,1
5031,1,0.3979,0.3979,1,0.009788874,0.009788874,0.3996,0.3996,1,0.057648621,0.057648621,1,1,1
5032,1,0.3435,0.3435,1,0.000131154,0.000131154,0.3548,0.3548,1,0.081942245,0.081942245,1,1,1
5033,1,0.2533,0.2533,1,0.001019059,0.001019059,0.247,0.247,1,0.044573568,0.044573568,1,1,1
5034,1,0.1416,0.1416,1,0.000613961,0.000613961,0.1639,0.1639,1,0.150546938,0.150546938,1,1,1
5035,1,0.037,0.037,1,0.002940915,0.002940915,0.0612,0.0612,1,0.159694746,0.159694746,1,1,1
5036,1,0,0,1,0.021703508,0.021703508,0,0,1,0.184309036,0.184309036,1,1,1
5037,1,0,0,1,0.039637364,0.039637364,0,0,1,0.197666094,0.197666094,1,1,1
5038,1,0,0,1,0.036990535,0.036990535,0,0,1,0.194875732,0.194875732,1,1,1
5039,1,0,0,1,0.150117502,0.150117502,0,0,1,0.254858881,0.254858881,1,1,1
5040,1,0,0,1,0,0,0,0,1,0.000942688,0.000942688,1,1,1
5041,1,0,0,1,0.070915267,0.070915267,0,0,1,0.309777021,0.309777021,1,1,1
5042,1,0,0,1,0.043208748,0.043208748,0,0,1,0.348425627,0.348425627,1,1,1
5043,1,0,0,1,0,0,0,0,1,0.000302052,0.000302052,1,1,1
5044,1,0,0,1,0.0110688,0.0110688,0,0,1,0.373376966,0.373376966,1,1,1
5045,1,0,0,1,0.007946659,0.007946659,0,0,1,0.35363096,0.35363096,1,1,1
5046,1,0.0006,0.0006,1,0.033296984,0.033296984,0,0,1,0.301773489,0.301773489,1,1,1
5047,1,0.0743,0.0743,1,0.000645855,0.000645855,0.1022,0.1022,1,0.288553774,0.288553774,1,1,1
5048,1,0.2155,0.2155,1,0,0,0.2321,0.2321,1,0.166386425,0.166386425,1,1,1
5049,1,0.3828,0.3828,1,0,0,0.4014,0.4014,1,0.080956228,0.080956228,1,1,1
5050,1,0.5145,0.5145,1,0,0,0.5211,0.5211,1,0.031050146,0.031050146,1,1,1
5051,1,0.6114,0.6114,1,1.70E-05,1.70E-05,0.6106,0.6106,1,0.031276762,0.031276762,1,1,1
5052,1,0.6382,0.6382,1,0.005639311,0.005639311,0.6374,0.6374,1,0.013134919,0.013134919,1,1,1
5053,1,0.6077,0.6077,1,0.05526524,0.05526524,0.6107,0.6107,1,0.010250557,0.010250557,1,1,1
5054,1,0.6255,0.6255,1,0.077861935,0.077861935,0.635,0.635,1,0.050023109,0.050023109,1,1,1
5055,1,0.584,0.584,1,0.041203178,0.041203178,0.6011,0.6011,1,0.141820222,0.141820222,1,1,1
5056,1,0.4761,0.4761,1,0.061525494,0.061525494,0.5084,0.5084,1,0.261842787,0.261842787,1,1,1
5057,1,0.3395,0.3395,1,0.09562622,0.09562622,0.3821,0.3821,1,0.535275817,0.535275817,1,1,1
5058,1,0.168,0.168,1,0.170016035,0.170016035,0.2194,0.2194,1,0.603050292,0.603050292,1,1,1
5059,1,0.0586,0.0586,1,0.260981232,0.260981232,0.0915,0.0915,1,0.795469463,0.795469463,1,1,1
5060,1,0,0,1,0.151073858,0.151073858,0,0,1,0.013854817,0.013854817,1,1,1
5061,1,0,0,1,0.112023287,0.112023287,0,0,1,0.011654522,0.011654522,1,1,1
5062,1,0,0,1,0.343510419,0.343510419,0,0,1,0.551721454,0.551721454,1,1,1
5063,1,0,0,1,0.143388748,0.143388748,0,0,1,0.536015332,0.536015332,1,1,1
5064,1,0,0,1,0.122517228,0.122517228,0,0,1,0.558786213,0.558786213,1,1,1
5065,1,0,0,1,0.132900581,0.132900581,0,0,1,0.646175206,0.646175206,1,1,1
5066,1,0,0,1,0.135985076,0.135985076,0,0,1,0.669126391,0.669126391,1,1,1
5067,1,0,0,1,0.103737071,0.103737071,0,0,1,0.669939458,0.669939458,1,1,1
5068,1,0,0,1,0.125444695,0.125444695,0,0,1,0.632594705,0.632594705,1,1,1
5069,1,0,0,1,0.070505142,0.070505142,0,0,1,0.588258624,0.588258624,1,1,1
5070,1,0,0,1,0.090014815,0.090014815,0,0,1,0.451001406,0.451001406,1,1,1
5071,1,0.078,0.078,1,0.031014584,0.031014584,0.0684,0.0684,1,0.351589739,0.351589739,1,1,1
5072,1,0.1981,0.1981,1,0.004913063,0.004913063,0.2084,0.2084,1,0.25680697,0.25680697,1,1,1
5073,1,0.3184,0.3184,1,0.019887092,0.019887092,0.3294,0.3294,1,0.160794526,0.160794526,1,1,1
5074,1,0.4295,0.4295,1,0.034846477,0.034846477,0.4428,0.4428,1,0.290460497,0.290460497,1,1,1
5075,1,0.5029,0.5029,1,0.164779395,0.164779395,0.5,0.5,1,0.285688639,0.285688639,1,1,1
5076,1,0.5136,0.5136,1,0.195900679,0.195900679,0.4964,0.4964,1,0.513419032,0.513419032,1,1,1
5077,1,0.5054,0.5054,1,0.263350904,0.263350904,0.4662,0.4662,1,0.577247262,0.577247262,1,1,1
5078,1,0.4654,0.4654,1,0.213311806,0.213311806,0.4529,0.4529,1,0.687300801,0.687300801,1,1,1
5079,1,0.3574,0.3574,1,0.082600109,0.082600109,0.3612,0.3612,1,0.779374123,0.779374123,1,1,1
5080,1,0.2901,0.2901,1,0.041978907,0.041978907,0.2925,0.2925,1,0.870692909,0.870692909,1,1,1
5081,1,0.1878,0.1878,1,0.017881326,0.017881326,0.2143,0.2143,1,0.847734392,0.847734392,1,1,1
5082,1,0.0768,0.0768,1,0.029801216,0.029801216,0.1306,0.1306,1,0.921869874,0.921869874,1,1,1
5083,1,0.005,0.005,1,0.000959686,0.000959686,0.038,0.038,1,0.79312551,0.79312551,1,1,1
5084,1,0,0,1,0.000549327,0.000549327,0,0,1,0.756677151,0.756677151,1,1,1
5085,1,0,0,1,0.000347153,0.000347153,0,0,1,0.73504734,0.73504734,1,1,1
5086,1,0,0,1,0.000623577,0.000623577,0,0,1,0.500007391,0.500007391,1,1,1
5087,1,0,0,1,0.008795181,0.008795181,0,0,1,0.534654856,0.534654856,1,1,1
5088,1,0,0,1,0.017629707,0.017629707,0,0,1,0.454697281,0.454697281,1,1,1
5089,1,0,0,1,0.102648832,0.102648832,0,0,1,0.460441262,0.460441262,1,1,1
5090,1,0,0,1,0.079731904,0.079731904,0,0,1,0.411491841,0.411491841,1,1,1
5091,1,0,0,1,0.168646559,0.168646559,0,0,1,0.367942393,0.367942393,1,1,1
5092,1,0,0,1,0.132434964,0.132434964,0,0,1,0.346752942,0.346752942,1,1,1
5093,1,0,0,1,0.203392714,0.203392714,0,0,1,0.315849662,0.315849662,1,1,1
5094,1,0,0,1,0.166350022,0.166350022,0,0,1,0.222955987,0.222955987,1,1,1
5095,1,0.071,0.071,1,0.208058029,0.208058029,0.0808,0.0808,1,0.136019588,0.136019588,1,1,1
5096,1,0.2055,0.2055,1,0.101042807,0.101042807,0.2048,0.2048,1,0.076777577,0.076777577,1,1,1
5097,1,0.3566,0.3566,1,0.018733529,0.018733529,0.3516,0.3516,1,0.04628972,0.04628972,1,1,1
5098,1,0.4565,0.4565,1,0.023087339,0.023087339,0.4262,0.4262,1,0.094196051,0.094196051,1,1,1
5099,1,0.5028,0.5028,1,0.070396572,0.070396572,0.4966,0.4966,1,0.067183465,0.067183465,1,1,1
5100,1,0.5223,0.5223,1,0.104521126,0.104521126,0.4919,0.4919,1,0.045026191,0.045026191,1,1,1
5101,1,0.5359,0.5359,1,0.090305232,0.090305232,0.5043,0.5043,1,0.043990359,0.043990359,1,1,1
5102,1,0.507,0.507,1,0.100690171,0.100690171,0.4904,0.4904,1,0.051302925,0.051302925,1,1,1
5103,1,0.4455,0.4455,1,0.472824931,0.472824931,0.4355,0.4355,1,0.027781833,0.027781833,1,1,1
5104,1,0.3584,0.3584,1,0.42435348,0.42435348,0.3301,0.3301,1,0.050994843,0.050994843,1,1,1
5105,1,0.2457,0.2457,1,0.62239784,0.62239784,0.2432,0.2432,1,0.074718848,0.074718848,1,1,1
5106,1,0.1507,0.1507,1,0.261925668,0.261925668,0.1657,0.1657,1,0.106692605,0.106692605,1,1,1
5107,1,0.0369,0.0369,1,0.134082243,0.134082243,0.0175,0.0175,1,0.226426572,0.226426572,1,1,1
5108,1,0,0,1,0.093476802,0.093476802,0,0,1,0.59328407,0.59328407,1,1,1
5109,1,0,0,1,0.047184266,0.047184266,0,0,1,0.429892302,0.429892302,1,1,1
5110,1,0,0,1,0.163679302,0.163679302,0,0,1,0.362330884,0.362330884,1,1,1
5111,1,0,0,1,0.118311837,0.118311837,0,0,1,0.383110523,0.383110523,1,1,1
5112,1,0,0,1,0.262232393,0.262232393,0,0,1,0.1140652,0.1140652,1,1,1
5113,1,0,0,1,0.222818285,0.222818285,0,0,1,0.070332408,0.070332408,1,1,1
5114,1,0,0,1,0.269841582,0.269841582,0,0,1,0.084023096,0.084023096,1,1,1
5115,1,0,0,1,0.253300786,0.253300786,0,0,1,0.075349852,0.075349852,1,1,1
5116,1,0,0,1,0.421197981,0.421197981,0,0,1,0.079368487,0.079368487,1,1,1
5117,1,0,0,1,0.365757763,0.365757763,0,0,1,0.125505835,0.125505835,1,1,1
5118,1,0,0,1,0.225884259,0.225884259,0,0,1,0.074210964,0.074210964,1,1,1
5119,1,0.0634,0.0634,1,0.140923858,0.140923858,0.0673,0.0673,1,0.057250559,0.057250559,1,1,1
5120,1,0.1998,0.1998,1,0.007357907,0.007357907,0.2118,0.2118,1,0.054892085,0.054892085,1,1,1
5121,1,0.3594,0.3594,1,0,0,0.3812,0.3812,1,0.063776821,0.063776821,1,1,1
5122,1,0.4807,0.4807,1,0.003414272,0.003414272,0.5091,0.5091,1,0.025671881,0.025671881,1,1,1
5123,1,0.5724,0.5724,1,0.006177597,0.006177597,0.5982,0.5982,1,0.042220108,0.042220108,1,1,1
5124,1,0.5843,0.5843,1,0.047582462,0.047582462,0.6102,0.6102,1,0.040112823,0.040112823,1,1,1
5125,1,0.6006,0.6006,1,0.038374592,0.038374592,0.6215,0.6215,1,0.125482142,0.125482142,1,1,1
5126,1,0.5989,0.5989,1,0.048109129,0.048109129,0.6195,0.6195,1,0.226983219,0.226983219,1,1,1
5127,1,0.5624,0.5624,1,0.108380832,0.108380832,0.5816,0.5816,1,0.199975371,0.199975371,1,1,1
5128,1,0.4613,0.4613,1,0.217648,0.217648,0.4955,0.4955,1,0.274515599,0.274515599,1,1,1
5129,1,0.3293,0.3293,1,0.439095944,0.439095944,0.374,0.374,1,0.319634348,0.319634348,1,1,1
5130,1,0.1622,0.1622,1,0.49271968,0.49271968,0.2097,0.2097,1,0.181389824,0.181389824,1,1,1
5131,1,0.0508,0.0508,1,0.139052004,0.139052004,0.0811,0.0811,1,0.190462455,0.190462455,1,1,1
5132,1,0,0,1,0.093283795,0.093283795,0,0,1,0.324285179,0.324285179,1,1,1
5133,1,0,0,1,0.132594347,0.132594347,0,0,1,0.38106966,0.38106966,1,1,1
5134,1,0,0,1,0.442664206,0.442664206,0,0,1,0.334854931,0.334854931,1,1,1
5135,1,0,0,1,0.414853841,0.414853841,0,0,1,0.261629999,0.261629999,1,1,1
5136,1,0,0,1,0.594603896,0.594603896,0,0,1,0.194285825,0.194285825,1,1,1
5137,1,0,0,1,0.899843693,0.899843693,0,0,1,0.139612034,0.139612034,1,1,1
5138,1,0,0,1,0.859262407,0.859262407,0,0,1,0.188129097,0.188129097,1,1,1
5139,1,0,0,1,0.964735806,0.964735806,0,0,1,0.307068467,0.307068467,1,1,1
5140,1,0,0,1,0.858143985,0.858143985,0,0,1,0.421585321,0.421585321,1,1,1
5141,1,0,0,1,0.574355662,0.574355662,0,0,1,0.49153167,0.49153167,1,1,1
5142,1,0,0,1,0.489393651,0.489393651,0,0,1,0.457968414,0.457968414,1,1,1
5143,1,0.073,0.073,1,0.571570575,0.571570575,0.0916,0.0916,1,0.342094958,0.342094958,1,1,1
5144,1,0.2057,0.2057,1,0.256252497,0.256252497,0.2137,0.2137,1,0.184859276,0.184859276,1,1,1
5145,1,0.3553,0.3553,1,0.011219631,0.011219631,0.3534,0.3534,1,0.102810107,0.102810107,1,1,1
5146,1,0.4562,0.4562,1,0.054915525,0.054915525,0.4531,0.4531,1,0.086486749,0.086486749,1,1,1
5147,1,0.4998,0.4998,1,0.058484294,0.058484294,0.4717,0.4717,1,0.084523648,0.084523648,1,1,1
5148,1,0.5687,0.5687,1,0.092676252,0.092676252,0.5288,0.5288,1,0.109857976,0.109857976,1,1,1
5149,1,0.5299,0.5299,1,0.041595124,0.041595124,0.5318,0.5318,1,0.114588529,0.114588529,1,1,1
5150,1,0.5972,0.5972,1,0.07349997,0.07349997,0.603,0.603,1,0.278873742,0.278873742,1,1,1
5151,1,0.564,0.564,1,0.101013891,0.101013891,0.576,0.576,1,0.276495308,0.276495308,1,1,1
5152,1,0.4604,0.4604,1,0.209304363,0.209304363,0.4606,0.4606,1,0.409936547,0.409936547,1,1,1
5153,1,0.3121,0.3121,1,0.255189776,0.255189776,0.3235,0.3235,1,0.384340078,0.384340078,1,1,1
5154,1,0.1584,0.1584,1,0.476442665,0.476442665,0.1753,0.1753,1,0.439774662,0.439774662,1,1,1
5155,1,0.0394,0.0394,1,0.209831789,0.209831789,0.0437,0.0437,1,0.425190926,0.425190926,1,1,1
5156,1,0,0,1,0.34931007,0.34931007,0,0,1,0.527950168,0.527950168,1,1,1
5157,1,0,0,1,0.62692982,0.62692982,0,0,1,0.563988984,0.563988984,1,1,1
5158,1,0,0,1,0.189138651,0.189138651,0,0,1,0.477102041,0.477102041,1,1,1
5159,1,0,0,1,0.26017195,0.26017195,0,0,1,0.447281778,0.447281778,1,1,1
5160,1,0,0,1,0.245002493,0.245002493,0,0,1,0.371874303,0.371874303,1,1,1
5161,1,0,0,1,0.374451518,0.374451518,0,0,1,0.225363225,0.225363225,1,1,1
5162,1,0,0,1,0.508826733,0.508826733,0,0,1,0.142932042,0.142932042,1,1,1
5163,1,0,0,1,0.344439834,0.344439834,0,0,1,0.156074077,0.156074077,1,1,1
5164,1,0,0,1,0.129520863,0.129520863,0,0,1,0.181099802,0.181099802,1,1,1
5165,1,0,0,1,0.032760069,0.032760069,0,0,1,0.165841267,0.165841267,1,1,1
5166,1,0,0,1,0.038477287,0.038477287,0,0,1,0.159103006,0.159103006,1,1,1
5167,1,0.0648,0.0648,1,0.005595809,0.005595809,0.0818,0.0818,1,0.103686184,0.103686184,1,1,1
5168,1,0.204,0.204,1,0.000225392,0.000225392,0.2138,0.2138,1,0.034921736,0.034921736,1,1,1
5169,1,0.365,0.365,1,1.72E-05,1.72E-05,0.3722,0.3722,1,0.00382924,0.00382924,1,1,1
5170,1,0.4921,0.4921,1,0.00011585,0.00011585,0.4891,0.4891,1,0.002723673,0.002723673,1,1,1
5171,1,0.5866,0.5866,1,0.006432365,0.006432365,0.5846,0.5846,1,0.007592865,0.007592865,1,1,1
5172,1,0.607,0.607,1,0.01321273,0.01321273,0.6077,0.6077,1,0.014689274,0.014689274,1,1,1
5173,1,0.6048,0.6048,1,0.133369267,0.133369267,0.6073,0.6073,1,0.017831365,0.017831365,1,1,1
5174,1,0.5919,0.5919,1,0.187196389,0.187196389,0.6026,0.6026,1,0.040629856,0.040629856,1,1,1
5175,1,0.5448,0.5448,1,0.320473164,0.320473164,0.5793,0.5793,1,0.063267797,0.063267797,1,1,1
5176,1,0.4365,0.4365,1,0.422538102,0.422538102,0.4894,0.4894,1,0.231333286,0.231333286,1,1,1
5177,1,0.2947,0.2947,1,0.419950515,0.419950515,0.3709,0.3709,1,0.35787639,0.35787639,1,1,1
5178,1,0.136,0.136,1,0.270328492,0.270328492,0.2093,0.2093,1,0.423865795,0.423865795,1,1,1
5179,1,0.0379,0.0379,1,0.372612178,0.372612178,0.079,0.079,1,0.537350178,0.537350178,1,1,1
5180,1,0,0,1,0.363471001,0.363471001,0,0,1,0.564467549,0.564467549,1,1,1
5181,1,0,0,1,0.642579496,0.642579496,0,0,1,0.715863883,0.715863883,1,1,1
5182,1,0,0,1,0.653346777,0.653346777,0,0,1,0.564332008,0.564332008,1,1,1
5183,1,0,0,1,0.54029429,0.54029429,0,0,1,0.49223882,0.49223882,1,1,1
5184,1,0,0,1,0.399268389,0.399268389,0,0,1,0.481817722,0.481817722,1,1,1
5185,1,0,0,1,0.258871853,0.258871853,0,0,1,0.481899828,0.481899828,1,1,1
5186,1,0,0,1,0.221074373,0.221074373,0,0,1,0.545598805,0.545598805,1,1,1
5187,1,0,0,1,0.18691349,0.18691349,0,0,1,0.594973981,0.594973981,1,1,1
5188,1,0,0,1,0.202118307,0.202118307,0,0,1,0.626642406,0.626642406,1,1,1
5189,1,0,0,1,0.311555803,0.311555803,0,0,1,0.655284166,0.655284166,1,1,1
5190,1,0,0,1,0.255144477,0.255144477,0,0,1,0.685106933,0.685106933,1,1,1
5191,1,0.0634,0.0634,1,0.014676225,0.014676225,0.0685,0.0685,1,0.645588338,0.645588338,1,1,1
5192,1,0.1953,0.1953,1,0.046334174,0.046334174,0.2031,0.2031,1,0.626110256,0.626110256,1,1,1
5193,1,0.3401,0.3401,1,0.258614153,0.258614153,0.3378,0.3378,1,0.489660054,0.489660054,1,1,1
5194,1,0.4563,0.4563,1,0.244596422,0.244596422,0.4464,0.4464,1,0.568287134,0.568287134,1,1,1
5195,1,0.5382,0.5382,1,0.431832463,0.431832463,0.5376,0.5376,1,0.765148401,0.765148401,1,1,1
5196,1,0.5595,0.5595,1,0.649898291,0.649898291,0.5692,0.5692,1,0.856351376,0.856351376,1,1,1
5197,1,0.5479,0.5479,1,0.805081904,0.805081904,0.5578,0.5578,1,0.903832674,0.903832674,1,1,1
5198,1,0.5425,0.5425,1,0.913683653,0.913683653,0.5184,0.5184,1,0.976546168,0.976546168,1,1,1
5199,1,0.4874,0.4874,1,0.891577005,0.891577005,0.4012,0.4012,1,0.974174261,0.974174261,1,1,1
5200,1,0.3436,0.3436,1,0.562027514,0.562027514,0.2949,0.2949,1,0.9985466,0.9985466,1,1,1
5201,1,0.2091,0.2091,1,0.530714929,0.530714929,0.1362,0.1362,1,0.987996936,0.987996936,1,1,1
5202,1,0.0838,0.0838,1,0.559276283,0.559276283,0.0494,0.0494,1,0.991862118,0.991862118,1,1,1
5203,1,0.0077,0.0077,1,0.300751209,0.300751209,0.0186,0.0186,1,0.965740323,0.965740323,1,1,1
5204,1,0,0,1,0.387668461,0.387668461,0,0,1,0.981848598,0.981848598,1,1,1
5205,1,0,0,1,0.485216528,0.485216528,0,0,1,0.970619977,0.970619977,1,1,1
5206,1,0,0,1,0.677736521,0.677736521,0,0,1,0.993181467,0.993181467,1,1,1
5207,1,0,0,1,0.832562149,0.832562149,0,0,1,0.984236956,0.984236956,1,1,1
5208,1,0,0,1,0.742311597,0.742311597,0,0,1,0.960289717,0.960289717,1,1,1
5209,1,0,0,1,0.593552351,0.593552351,0,0,1,0.907955587,0.907955587,1,1,1
5210,1,0,0,1,0.568567097,0.568567097,0,0,1,0.829117656,0.829117656,1,1,1
5211,1,0,0,1,0.638490975,0.638490975,0,0,1,0.706816792,0.706816792,1,1,1
5212,1,0,0,1,0.455806464,0.455806464,0,0,1,0.615430593,0.615430593,1,1,1
5213,1,0,0,1,0.608601332,0.608601332,0,0,1,0.699898899,0.699898899,1,1,1
5214,1,0,0,1,0.65823102,0.65823102,0,0,1,0.757248938,0.757248938,1,1,1
5215,1,0.0532,0.0532,1,0.472235829,0.472235829,0.0727,0.0727,1,0.634148479,0.634148479,1,1,1
5216,1,0.1963,0.1963,1,0.340141565,0.340141565,0.2192,0.2192,1,0.471102595,0.471102595,1,1,1
5217,1,0.3625,0.3625,1,0.279009938,0.279009938,0.3872,0.3872,1,0.438420773,0.438420773,1,1,1
5218,1,0.5001,0.5001,1,0.386058092,0.386058092,0.5172,0.5172,1,0.486595273,0.486595273,1,1,1
5219,1,0.5954,0.5954,1,0.6263538,0.6263538,0.6211,0.6211,1,0.481748611,0.481748611,1,1,1
5220,1,0.6276,0.6276,1,0.626852691,0.626852691,0.6258,0.6258,1,0.562712371,0.562712371,1,1,1
5221,1,0.6399,0.6399,1,0.56454289,0.56454289,0.631,0.631,1,0.438270092,0.438270092,1,1,1
5222,1,0.6237,0.6237,1,0.529545248,0.529545248,0.6245,0.6245,1,0.548363209,0.548363209,1,1,1
5223,1,0.5738,0.5738,1,0.394948572,0.394948572,0.5806,0.5806,1,0.551940739,0.551940739,1,1,1
5224,1,0.436,0.436,1,0.407272696,0.407272696,0.4625,0.4625,1,0.630974889,0.630974889,1,1,1
5225,1,0.335,0.335,1,0.439121842,0.439121842,0.3753,0.3753,1,0.548314333,0.548314333,1,1,1
5226,1,0.1634,0.1634,1,0.434082419,0.434082419,0.2149,0.2149,1,0.487197697,0.487197697,1,1,1
5227,1,0.0531,0.0531,1,0.373856485,0.373856485,0.0789,0.0789,1,0.213190421,0.213190421,1,1,1
5228,1,0,0,1,0.225796655,0.225796655,0,0,1,0.268532217,0.268532217,1,1,1
5229,1,0,0,1,0.276473075,0.276473075,0,0,1,0.333996713,0.333996713,1,1,1
5230,1,0,0,1,0.272939116,0.272939116,0,0,1,0.453800201,0.453800201,1,1,1
5231,1,0,0,1,0.27445659,0.27445659,0,0,1,0.47115016,0.47115016,1,1,1
5232,1,0,0,1,0.369212478,0.369212478,0,0,1,0.404253572,0.404253572,1,1,1
5233,1,0,0,1,0.444630146,0.444630146,0,0,1,0.396101415,0.396101415,1,1,1
5234,1,0,0,1,0.365330964,0.365330964,0,0,1,0.361373335,0.361373335,1,1,1
5235,1,0,0,1,0.336812347,0.336812347,0,0,1,0.408423781,0.408423781,1,1,1
5236,1,0,0,1,0.225206524,0.225206524,0,0,1,0.370141804,0.370141804,1,1,1
5237,1,0,0,1,0.077368006,0.077368006,0,0,1,0.249215037,0.249215037,1,1,1
5238,1,0,0,1,0.036299072,0.036299072,0,0,1,0.167208388,0.167208388,1,1,1
5239,1,0.0746,0.0746,1,0.023691365,0.023691365,0.0994,0.0994,1,0.108387329,0.108387329,1,1,1
5240,1,0.2162,0.2162,1,0,0,0.2393,0.2393,1,0.020573728,0.020573728,1,1,1
5241,1,0.3836,0.3836,1,0,0,0.3989,0.3989,1,0.013496801,0.013496801,1,1,1
5242,1,0.5163,0.5163,1,0,0,0.519,0.519,1,0.018589254,0.018589254,1,1,1
5243,1,0.6003,0.6003,1,0,0,0.5913,0.5913,1,0.00773895,0.00773895,1,1,1
5244,1,0.5951,0.5951,1,0.000805553,0.000805553,0.5587,0.5587,1,0.019620012,0.019620012,1,1,1
5245,1,0.5868,0.5868,1,0.006604289,0.006604289,0.5667,0.5667,1,0.032423213,0.032423213,1,1,1
5246,1,0.5494,0.5494,1,0.031210985,0.031210985,0.5267,0.5267,1,0.088113248,0.088113248,1,1,1
5247,1,0.4993,0.4993,1,0.108228423,0.108228423,0.4768,0.4768,1,0.141622782,0.141622782,1,1,1
5248,1,0.4083,0.4083,1,0.181228295,0.181228295,0.4037,0.4037,1,0.073648199,0.073648199,1,1,1
5249,1,0.2849,0.2849,1,0.21335867,0.21335867,0.3163,0.3163,1,0.150034904,0.150034904,1,1,1
5250,1,0.1536,0.1536,1,0.208176702,0.208176702,0.1734,0.1734,1,0.234185308,0.234185308,1,1,1
5251,1,0.0439,0.0439,1,0.046553545,0.046553545,0.0594,0.0594,1,0.227774441,0.227774441,1,1,1
5252,1,0,0,1,0.038083911,0.038083911,0,0,1,0.401484877,0.401484877,1,1,1
5253,1,0,0,1,0.157425806,0.157425806,0,0,1,0.488372654,0.488372654,1,1,1
5254,1,0,0,1,0.272268742,0.272268742,0,0,1,0.505999804,0.505999804,1,1,1
5255,1,0,0,1,0.284268856,0.284268856,0,0,1,0.455288351,0.455288351,1,1,1
5256,1,0,0,1,0.413445532,0.413445532,0,0,1,0.443690151,0.443690151,1,1,1
5257,1,0,0,1,0.277795881,0.277795881,0,0,1,0.465400815,0.465400815,1,1,1
5258,1,0,0,1,0.490632147,0.490632147,0,0,1,0.384776652,0.384776652,1,1,1
5259,1,0,0,1,0.705119193,0.705119193,0,0,1,0.407313228,0.407313228,1,1,1
5260,1,0,0,1,0.729735017,0.729735017,0,0,1,0.43199119,0.43199119,1,1,1
5261,1,0,0,1,0.473977864,0.473977864,0,0,1,0.520299673,0.520299673,1,1,1
5262,1,0.0006,0.0006,1,0.39414826,0.39414826,0,0,1,0.500073552,0.500073552,1,1,1
5263,1,0.082,0.082,1,0.158279747,0.158279747,0.0875,0.0875,1,0.335600376,0.335600376,1,1,1
5264,1,0.2113,0.2113,1,0.01678979,0.01678979,0.232,0.232,1,0.109377019,0.109377019,1,1,1
5265,1,0.3761,0.3761,1,0,0,0.3817,0.3817,1,0.03426484,0.03426484,1,1,1
5266,1,0.4866,0.4866,1,0,0,0.4963,0.4963,1,0.016049905,0.016049905,1,1,1
5267,1,0.5673,0.5673,1,8.63E-06,8.63E-06,0.5618,0.5618,1,0.049708243,0.049708243,1,1,1
5268,1,0.5762,0.5762,1,0.001798477,0.001798477,0.5639,0.5639,1,0.086975411,0.086975411,1,1,1
5269,1,0.5534,0.5534,1,0.007883409,0.007883409,0.5343,0.5343,1,0.235126406,0.235126406,1,1,1
5270,1,0.4949,0.4949,1,0.060826309,0.060826309,0.5166,0.5166,1,0.193900853,0.193900853,1,1,1
5271,1,0.4754,0.4754,1,0.082929634,0.082929634,0.479,0.479,1,0.298054278,0.298054278,1,1,1
5272,1,0.3653,0.3653,1,0.126735315,0.126735315,0.3406,0.3406,1,0.311619043,0.311619043,1,1,1
5273,1,0.2285,0.2285,1,0.120160803,0.120160803,0.2405,0.2405,1,0.333521664,0.333521664,1,1,1
5274,1,0.1159,0.1159,1,0.196345687,0.196345687,0.1271,0.1271,1,0.311926514,0.311926514,1,1,1
5275,1,0.0169,0.0169,1,0.042470284,0.042470284,0.0277,0.0277,1,0.320567787,0.320567787,1,1,1
5276,1,0,0,1,0.027059507,0.027059507,0,0,1,0.324050397,0.324050397,1,1,1
5277,1,0,0,1,0.093288533,0.093288533,0,0,1,0.274528563,0.274528563,1,1,1
5278,1,0,0,1,0.22192809,0.22192809,0,0,1,0.247457176,0.247457176,1,1,1
5279,1,0,0,1,0.241745353,0.241745353,0,0,1,0.191276193,0.191276193,1,1,1
5280,1,0,0,1,0.400600255,0.400600255,0,0,1,0.187594861,0.187594861,1,1,1
5281,1,0,0,1,0.241860256,0.241860256,0,0,1,0.210261822,0.210261822,1,1,1
