Zone,1,2,3,Total
AnnualSum,8.880693e6,4.3369335e6,1.4236506e6,1.4641277e7
t1,1355.980152255043,1754.0097439729795,541.6276613286674,3651.61755755669
t2,1321.5488446927202,1692.0716818906196,507.8899559786002,3521.5104825619396
t3,1321.5488446927202,1754.0097439729795,507.8899559786002,3583.4485446443
t4,1321.5488446927202,1701.8335141872426,507.8899559786002,3531.272314858563
t5,1321.5488446927202,1754.0097439729795,507.8899559786002,3583.4485446443
t6,1684.2981383170227,1754.0097439729795,541.6276613286674,3979.9355436186697
t7,2394.1567430600408,1754.0097439729795,541.6276613286674,4689.794148361688
t8,2740.6851508753393,1754.0097439729795,541.6276613286674,5036.322556176986
t9,2791.729627813427,1754.0097439729795,541.6276613286674,5087.367033115074
t10,2774.308427032137,1754.0097439729795,541.6276613286674,5069.945832333784
t11,2745.5110239476176,1754.0097439729795,541.6276613286674,5041.148429249264
t12,2718.3911957731802,1754.0097439729795,541.6276613286674,5014.028601074827
t13,2590.6090148456883,1754.0097439729795,541.6276613286674,4886.246420147335
t14,2537.040529104931,1754.0097439729795,541.6276613286674,4832.677934406578
t15,2503.7534712235456,1754.0097439729795,541.6276613286674,4799.390876525193
t16,2506.7365735313283,1754.0097439729795,541.6276613286674,4802.373978832975
t17,2527.2351909732974,1754.0097439729795,541.6276613286674,4822.872596274944
t18,2682.2023248024702,1754.0097439729795,541.6276613286674,4977.839730104117
t19,2776.438273441563,1754.0097439729795,541.6276613286674,5072.07567874321
t20,2805.8953592376,1861.2784517538284,541.6276613286674,5208.801472320096
t21,2805.8953592376,1861.2784517538284,541.6276613286674,5208.801472320096
t22,2730.040524227192,1754.0097439729795,541.6276613286674,5025.677929528839
t23,2275.1539545268415,1754.0097439729795,541.6276613286674,4570.791359828489
t24,1822.5702477140712,1754.0097439729795,541.6276613286674,4118.207653015718
t25,1529.6530949839105,1754.0097439729795,541.6276613286674,3825.2905002855573
t26,1536.4627810841173,1754.0097439729795,541.6276613286674,3832.100186385764
t27,1384.0279660893207,1754.0097439729795,541.6276613286674,3679.6653713909673
t28,1404.9148194969566,1754.0097439729795,541.6276613286674,3700.5522247986037
t29,1485.2252474038642,1754.0097439729795,541.6276613286674,3780.862652705511
t30,1869.1941989668899,1754.0097439729795,541.6276613286674,4164.8316042685365
