Resource,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NENGREST_natural_gas_fired_combined_cycle_1,NENGREST_natural_gas_fired_combined_cycle_2,NENGREST_natural_gas_fired_combustion_turbine_1,NENGREST_natural_gas_fired_combustion_turbine_2,NENGREST_natural_gas_steam_turbine_1,NENGREST_nuclear_1,NENGREST_offshore_wind_turbine_1,NENGREST_onshore_wind_turbine_1,NENGREST_small_hydroelectric_1,NENGREST_solar_photovoltaic_1,NENG_CT_biomass_1,NENG_CT_conventional_hydroelectric_1,NENG_CT_hydroelectric_pumped_storage_1,NENG_CT_natural_gas_fired_combined_cycle_1,NENG_CT_natural_gas_fired_combined_cycle_2,NENG_CT_natural_gas_fired_combustion_turbine_1,NENG_CT_natural_gas_fired_combustion_turbine_2,NENG_CT_nuclear_1,NENG_CT_onshore_wind_turbine_1,NENG_CT_small_hydroelectric_1,NENG_CT_solar_photovoltaic_1,NENG_ME_biomass_1,NENG_ME_conventional_hydroelectric_1,NENG_ME_natural_gas_fired_combined_cycle_1,NENG_ME_natural_gas_fired_combined_cycle_2,NENG_ME_natural_gas_fired_combustion_turbine_1,NENG_ME_onshore_wind_turbine_1,NENG_ME_small_hydroelectric_1,NENG_ME_solar_photovoltaic_1,NENGREST_naturalgas_ccccsavgcf_mid_0,NENGREST_naturalgas_ccavgcf_mid_0,NENGREST_naturalgas_ctavgcf_mid_0,NENGREST_battery_mid_0,NENGREST_naturalgas_ccs100_mid_0,NENGREST_landbasedwind_ltrg1_mid_130_1,NENGREST_utilitypv_losangeles_mid_80_0_2_1,NENGREST_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_CT_naturalgas_ccccsavgcf_mid_0,NENG_CT_naturalgas_ccavgcf_mid_0,NENG_CT_naturalgas_ctavgcf_mid_0,NENG_CT_battery_mid_0,NENG_CT_naturalgas_ccs100_mid_0,NENG_CT_landbasedwind_ltrg1_mid_110_1,NENG_CT_utilitypv_losangeles_mid_80_0_2_1,NENG_CT_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_ME_naturalgas_ccccsavgcf_mid_0,NENG_ME_naturalgas_ccavgcf_mid_0,NENG_ME_naturalgas_ctavgcf_mid_0,NENG_ME_battery_mid_0,NENG_ME_naturalgas_ccs100_mid_0,NENG_ME_landbasedwind_ltrg1_mid_110_1,NENG_ME_utilitypv_losangeles_mid_100_0_2_1,NENGREST_heat_load_shifting_1,NENG_CT_heat_load_shifting_1,NENG_ME_heat_load_shifting_1,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,2,3,0
AnnualSum,309701.03,690119.9,542510.75,1.8363432e7,3.5193885e6,87343.195,183095.69,1752.0,0.0,87600.0,0.0,0.0,430604.75,79564.16,56731.52,6087.0864,1.0104744e7,12775.242,144148.77,215092.4,0.0,0.0,0.0,202567.66,72854.0,562467.06,78367.68,2.9805222e6,477420.0,0.0,0.0,6136.6367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632594.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78065.61,0.0,0.0,0.0,0.0,141263.88,43139.336,19525.676,4.0129616e7
t1,106.06199999999998,294.3405158454581,0.0,3399.5132363865564,0.0,0.0,62.70399999999999,0.6,0.0,30.0,0.0,0.0,0.0,27.248000000000005,17.805099999999996,0.0,3488.704,0.0,25.874278909537836,124.9,0.0,0.0,0.0,0.0,24.95,178.754793,0.0,1114.1,163.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.8023569686729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.75189880079998,0.0,0.0,0.0,0.0,88.32000003064002,25.229999986370004,12.03999999408,9972.200179922114
t2,106.06199999999998,239.31292684545812,0.0,3312.1764000000003,0.0,0.0,62.70399999999999,0.6,0.0,30.0,0.0,0.0,0.0,27.248000000000005,12.185999999999998,0.0,3488.704,0.0,25.874278909537836,124.9,0.0,0.0,0.0,0.0,24.95,151.546563,0.0,1114.1,163.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.8911261486752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.525569640239993,0.0,0.0,0.0,0.0,83.54999998023999,23.8600000003,11.390000010719998,9608.080864535174
t3,106.06199999999998,184.28533784545814,0.0,3312.1764000000003,0.0,0.0,62.70399999999999,0.6,0.0,30.0,0.0,0.0,0.0,27.248000000000005,12.185999999999998,0.0,3488.704,0.0,25.874278909537836,124.9,0.0,0.0,0.0,0.0,24.95,131.77962000000002,0.0,1114.1,163.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.8023569686729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.525569640239993,0.0,0.0,0.0,0.0,191.28359494853063,61.10999998694001,46.899999995040005,9831.69115829442
t4,106.06199999999998,219.83594980454185,0.0,3312.1764000000003,0.0,0.0,62.70399999999999,0.6,0.0,30.0,0.0,0.0,0.0,27.248000000000005,12.185999999999998,0.0,3488.704,0.0,25.874278909537836,124.9,0.0,0.0,0.0,0.0,24.95,143.72829449999998,0.0,1114.1,163.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.4746856346452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.525569640239993,0.0,0.0,0.0,0.0,217.39640518162935,0.0,0.0,9697.965583670595
t5,106.06199999999998,274.86353880454186,0.0,3312.1764000000003,0.0,0.0,62.70399999999999,0.6,0.0,30.0,0.0,0.0,0.0,27.248000000000005,12.185999999999998,0.0,3488.704,0.0,25.874278909537836,124.9,0.0,0.0,0.0,0.0,24.95,170.93652449999996,0.0,1114.1,163.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.8023569686729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.525569640239993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9662.132668822995
t6,106.06199999999998,329.89112780454184,0.0,4232.3092078888385,0.0,0.0,62.70399999999999,0.6,0.0,30.0,0.0,0.0,0.0,27.248000000000005,17.805099999999996,0.0,3488.704,0.0,25.874278909537836,124.9,0.0,0.0,0.0,0.0,24.95,198.14475449999998,0.0,1114.1,163.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.8023569686729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.75189880079998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10734.346724872392
t7,106.06199999999998,301.00349499545825,0.0,6032.903179169523,0.0,0.0,62.70399999999999,0.6,0.0,30.0,0.0,0.0,16.592280000000002,27.248000000000005,21.454130000000003,0.0,3488.704,0.0,25.874278909537836,124.9,0.0,0.0,0.0,13.223380000000002,24.95,225.35298449999996,0.0,1114.1,163.5,0.0,0.0,0.39412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.8023569686729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.75189880079998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12567.120103343992
t8,106.06199999999998,315.11581989999996,0.0,6911.890850546143,0.0,0.0,62.70399999999999,0.6,0.0,30.0,0.0,0.0,164.52642,27.248000000000005,21.440589999999997,0.0,3488.704,0.0,25.874278909537836,124.9,0.0,0.0,0.0,87.20688000000001,24.95,203.84045325000002,0.0,1114.1,163.5,0.0,0.0,2.6668000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.8023569686729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.75189880079998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13662.884348375153
