Period_Index,Rep_Period,Rep_Period_Index
1,13,1
2,7,1
3,17,1
4,14,1
5,18,2
6,18,2
7,9,2
8,19,2
9,16,3
10,12,3
11,4,3
12,11,3
13,4,4
14,2,4
15,2,4
16,2,4
17,2,4
18,5,5
19,15,5
20,5,5
21,5,5
22,5,6
23,5,6
24,15,6
25,5,6
26,5,7
27,15,7
28,15,7
29,3,7
30,15,7
31,15,8
32,3,8
33,20,8
34,15,8
35,3,9
36,8,9
37,8,9
38,3,9
39,8,9
40,8,10
41,9,10
42,13,10
43,9,10
44,18,11
45,6,11
46,6,11
47,6,11
48,1,12
49,13,12
50,6,12
51,10,12
52,18,12
