Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6
,,,,,,,,983,14983,21027,10630,16673,24570,11777
,,,,,,,,984,14025,19681,10176,15928,23135,11333
,,,,,,,,985,13249,18594,9912,15426,22169,11275
,,,,,,,,986,12820,17990,9775,15193,21690,11518
,,,,,,,,987,12587,17665,9744,14988,21571,11445
,,,,,,,,988,12300,17261,9796,15052,21736,11451
,,,,,,,,989,12246,17185,10042,15300,22317,11657
,,,,,,,,990,12464,16925,10462,15792,23515,11765
,,,,,,,,991,12660,15259,10910,15884,25095,12040
,,,,,,,,992,12874,16612,11350,16341,26595,12462
,,,,,,,,993,13188,17611,11663,16446,27668,12616
,,,,,,,,994,13379,18003,11667,16395,27774,12468
,,,,,,,,995,13415,17789,11511,16271,27104,12402
,,,,,,,,996,13272,17412,11312,15940,26292,12420
,,,,,,,,997,13197,18180,11114,15594,25478,12362
,,,,,,,,998,13666,18902,10967,15991,24771,12404
,,,,,,,,999,13942,19715,10945,17018,24371,12862
,,,,,,,,1000,14333,20115,11190,17486,24638,13337
,,,,,,,,1001,14968,21005,11867,18589,26142,13907
,,,,,,,,1002,16621,23326,12303,19463,27968,13882
,,,,,,,,1003,16888,23700,12149,19152,27988,13735
,,,,,,,,1004,16610,23310,11968,18801,27594,13535
,,,,,,,,1005,16179,22705,11682,18329,26974,13109
,,,,,,,,1006,15498,21750,11204,17555,25889,12579
,,,,,,,,1007,14584,20466,10714,16787,24508,12104
,,,,,,,,1008,13721,19255,10296,16132,23146,11815
,,,,,,,,1009,12997,18240,10321,17177,21935,12050
,,,,,,,,1010,12470,17499,10237,16971,21326,12182
,,,,,,,,1011,12118,17007,10192,16967,21107,12272
,,,,,,,,1012,11994,16832,10238,17054,21171,12356
,,,,,,,,1013,12045,16904,10433,17476,21609,12488
,,,,,,,,1014,12304,15962,10846,18058,22567,12645
,,,,,,,,1015,12460,14524,11275,17763,23968,12357
,,,,,,,,1016,12164,13213,11643,17329,25496,12408
,,,,,,,,1017,11775,12855,11960,16951,26780,12433
,,,,,,,,1018,10971,12865,12020,16674,27246,12413
,,,,,,,,1019,10788,13174,11864,16493,27028,12359
,,,,,,,,1020,10526,13771,11730,16422,26474,12489
,,,,,,,,1021,10472,14834,11525,16503,25922,12597
,,,,,,,,1022,11718,16476,11370,17058,25240,12919
,,,,,,,,1023,13162,18546,11269,17753,24674,13109
,,,,,,,,1024,13704,19232,11549,18507,24772,13603
,,,,,,,,1025,14152,19859,12233,19818,26191,14475
,,,,,,,,1026,16144,22656,12849,21356,28212,14729
,,,,,,,,1027,16734,23483,12848,21361,28423,14722
,,,,,,,,1028,16536,23206,12667,20990,28071,14447
,,,,,,,,1029,16101,22596,12360,20378,27338,13892
,,,,,,,,1030,15324,21505,11732,19394,25887,13163
,,,,,,,,1031,14217,19951,11076,18352,24018,12578
,,,,,,,,1032,13261,18610,10607,17689,22367,12243
,,,,,,,,1033,12627,17720,10373,17360,21417,12203
,,,,,,,,1034,12220,17149,10341,17336,21042,12469
,,,,,,,,1035,12042,16900,10386,17451,20980,12550
,,,,,,,,1036,12099,16980,10618,18062,21386,12776
,,,,,,,,1037,12516,17564,11167,19350,22538,13323
,,,,,,,,1038,13245,17224,12256,21271,24854,14176
,,,,,,,,1039,13121,17620,13255,21302,28112,14249
,,,,,,,,1040,12714,17476,13397,20032,29750,14076
,,,,,,,,1041,12162,16966,13219,19061,29412,13854
,,,,,,,,1042,11830,16644,13055,18402,28858,13742
,,,,,,,,1043,11914,16809,12775,17846,28382,13595
,,,,,,,,1044,12216,17260,12532,17583,27839,13451
,,,,,,,,1045,12934,18231,12328,17606,27521,13533
,,,,,,,,1046,14272,20021,12102,17716,27092,13610
,,,,,,,,1047,15866,22249,11997,18318,26876,13734
,,,,,,,,1048,16241,22792,12175,19244,27247,14122
,,,,,,,,1049,16417,23038,12854,20567,28524,15074
,,,,,,,,1050,18090,25387,13394,22112,29871,15117
,,,,,,,,1051,18386,25802,13265,22130,29771,14798
,,,,,,,,1052,18020,25288,13035,21860,29128,14647
,,,,,,,,1053,17442,24477,12648,21215,28290,13944
,,,,,,,,1054,16505,23163,11935,19958,26643,13113
,,,,,,,,1055,15146,21256,11161,18900,24451,12466
,,,,,,,,1056,13953,19582,10641,18423,22560,12115
,,,,,,,,1057,13211,18540,10341,18092,21571,12008
,,,,,,,,1058,12734,17870,10244,18024,21094,12219
,,,,,,,,1059,12478,17511,10271,18228,21027,12299
,,,,,,,,1060,12469,17498,10482,18807,21410,12494
,,,,,,,,1061,12865,18054,10998,20144,22602,13000
,,,,,,,,1062,13573,17707,12051,21755,25133,13828
,,,,,,,,1063,13488,18114,13035,21487,28422,13826
,,,,,,,,1064,13109,18039,13247,20020,30131,13573
,,,,,,,,1065,12288,17211,13030,18965,29673,13252
,,,,,,,,1066,11797,16702,12841,18155,28923,13015
,,,,,,,,1067,11865,16797,12560,17508,28066,12848
,,,,,,,,1068,12299,17313,12339,17296,27493,12874
,,,,,,,,1069,12961,18261,12156,17169,27009,13109
,,,,,,,,1070,14099,19886,12073,17442,26575,13466
,,,,,,,,1071,15666,22054,12001,17966,26218,13662
,,,,,,,,1072,16186,22715,12208,18928,26519,14084
,,,,,,,,1073,16351,22947,12888,20233,28040,14951
,,,,,,,,1074,18044,25322,13492,21608,30379,15134
,,,,,,,,1075,18394,25812,13484,21690,30809,14965
,,,,,,,,1076,18035,25309,13327,21541,30490,14692
,,,,,,,,1077,17495,24552,12947,21110,30000,14174
,,,,,,,,1078,16599,23295,12293,19959,28612,13372
,,,,,,,,1079,15318,21497,11542,19033,26480,12816
,,,,,,,,1080,14105,19794,11062,18280,24762,12484
,,,,,,,,1081,13320,18693,10802,18006,23770,12458
,,,,,,,,1082,12789,17948,10736,17907,23422,12686
,,,,,,,,1083,12540,17598,10781,18182,23519,12758
,,,,,,,,1084,12566,17636,11022,18748,23992,12926
,,,,,,,,1085,12982,18219,11534,20074,25227,13519
,,,,,,,,1086,13627,17977,12573,21667,27777,14326
,,,,,,,,1087,13453,18320,13615,21578,31120,14627
,,,,,,,,1088,13058,18163,13826,20182,32799,14554
,,,,,,,,1089,12372,17449,13568,19209,32212,14559
,,,,,,,,1090,12101,17221,13375,18425,31359,14788
,,,,,,,,1091,12033,17191,13085,17843,30269,14758
,,,,,,,,1092,12298,17504,12792,17476,29335,14653
,,,,,,,,1093,12991,18387,12566,17294,28482,14635
,,,,,,,,1094,14221,19978,12387,17485,27683,14689
,,,,,,,,1095,15801,22121,12284,18126,27280,14992
,,,,,,,,1096,16238,22788,12447,18955,27531,15541
,,,,,,,,1097,16511,23170,13173,20307,29198,16308
,,,,,,,,1098,18140,25458,13903,21649,31687,16432
,,,,,,,,1099,18453,25895,13886,21755,32111,16185
,,,,,,,,1100,18085,25380,13728,21568,31791,15795
,,,,,,,,1101,17571,24659,13390,21195,31137,15130
,,,,,,,,1102,16709,23448,12683,19967,29603,14280
,,,,,,,,1103,15473,21713,11940,19006,27339,13643
,,,,,,,,1104,14244,19990,11461,18432,25701,13317
,,,,,,,,1105,13370,18763,11229,18196,24839,13226
,,,,,,,,1106,12871,18062,11206,18126,24537,13482
,,,,,,,,1107,12605,17690,11266,18290,24663,13559
,,,,,,,,1108,12609,17696,11501,18913,25119,13723
,,,,,,,,1109,12949,18171,12058,20186,26351,14197
,,,,,,,,1110,13498,17654,13101,21727,28814,15061
,,,,,,,,1111,13342,17826,14131,21495,32180,15258
,,,,,,,,1112,12854,17480,14233,20320,33767,15072
,,,,,,,,1113,12282,16859,13989,19653,33108,14794
,,,,,,,,1114,12015,16621,13671,18918,32072,14554
,,,,,,,,1115,12118,16831,13324,18293,31025,14241
,,,,,,,,1116,12461,17363,12943,17981,29958,14023
,,,,,,,,1117,13239,18467,12658,17941,28901,14010
,,,,,,,,1118,14568,20366,12424,18156,28184,14214
,,,,,,,,1119,16092,22579,12313,18748,27741,14423
,,,,,,,,1120,16584,23274,12465,19641,28022,14946
,,,,,,,,1121,16675,23400,13148,20966,29496,15759
,,,,,,,,1122,18010,25275,13854,22466,31512,15869
,,,,,,,,1123,18360,25765,13862,22650,31715,15707
,,,,,,,,1124,18005,25267,13691,22552,31285,15357
,,,,,,,,1125,17520,24588,13334,22143,30482,14744
,,,,,,,,1126,16650,23366,12693,20984,28964,13936
,,,,,,,,1127,15334,21519,11921,20036,26891,13293
,,,,,,,,1128,14175,19892,11438,19316,25193,12875
,,,,,,,,1129,13362,18752,11182,19058,24166,12750
,,,,,,,,1130,12884,18081,11133,19102,23885,12945
,,,,,,,,1131,12610,17696,11180,19262,24027,13046
,,,,,,,,1132,12608,17694,11386,19841,24572,13316
,,,,,,,,1133,12910,18116,11916,21222,25836,13881
,,,,,,,,1134,13425,17698,12913,22827,28383,14706
,,,,,,,,1135,13337,18109,13904,22729,31747,14544
,,,,,,,,1136,12944,18056,14180,21264,33655,14258
,,,,,,,,1137,12276,17403,13933,19965,33167,13910
,,,,,,,,1138,11963,17165,13536,18874,32105,13800
,,,,,,,,1139,12010,17333,13177,18068,31075,13709
,,,,,,,,1140,12279,17706,12757,17533,29908,13591
,,,,,,,,1141,12932,18562,12428,17277,29035,13606
,,,,,,,,1142,14229,20241,12184,17399,28362,13679
,,,,,,,,1143,15833,22236,12052,17938,28051,13724
,,,,,,,,1144,16294,22867,12146,18682,28206,14097
,,,,,,,,1145,16448,23083,12621,19706,29263,14893
,,,,,,,,1146,17832,25024,13238,21087,30847,15087
,,,,,,,,1147,18043,25321,13140,21160,30710,14869
,,,,,,,,1148,17624,24733,12930,21084,30011,14549
,,,,,,,,1149,17140,24053,12637,20983,29221,14100
,,,,,,,,1150,16362,22962,12138,20281,27950,13347
,,,,,,,,1151,15238,21384,11549,19575,26287,12732
,,,,,,,,1152,14109,19800,11061,19010,24659,12372
,,,,,,,,1153,13237,18576,10803,18735,23584,12264
,,,,,,,,1154,12714,17842,10722,18637,23060,12429
,,,,,,,,1155,12395,17394,10706,18755,22897,12404
,,,,,,,,1156,12293,17252,10793,19028,22964,12425
,,,,,,,,1157,12442,17460,11018,19677,23473,12567
,,,,,,,,1158,12397,15966,11489,20270,24550,12879
,,,,,,,,1159,11198,14894,12021,20060,26028,12979
,,,,,,,,1160,10419,14157,12427,19475,27677,12793
,,,,,,,,1161,10410,14266,12673,18743,28977,12734
,,,,,,,,1162,10586,14530,12704,17931,29618,12654
,,,,,,,,1163,10918,14874,12505,17221,29699,12562
,,,,,,,,1164,11615,15308,12178,16670,29359,12309
,,,,,,,,1165,12764,16042,11856,16469,28748,12267
,,,,,,,,1166,13724,17469,11637,16645,28081,12403
,,,,,,,,1167,14342,19477,11508,17252,27539,12558
,,,,,,,,1168,14497,20345,11658,18182,27572,12889
,,,,,,,,1169,14831,20813,12253,19313,28603,13840
,,,,,,,,1170,16488,23138,12808,20407,30158,14018
,,,,,,,,1171,17026,23893,12746,20461,30059,13836
,,,,,,,,1172,16744,23498,12514,20282,29477,13662
,,,,,,,,1173,16384,22994,12255,20034,28845,13328
,,,,,,,,1174,15729,22075,11777,19286,27619,12770
,,,,,,,,1175,14785,20749,11168,18476,25977,12277
,,,,,,,,1176,13771,19325,10729,17869,24551,11893
,,,,,,,,1177,15990,22440,9449,20116,17766,10940
,,,,,,,,1178,15292,21459,9199,19460,17172,10792
,,,,,,,,1179,14784,20747,9042,19006,16882,10646
,,,,,,,,1180,14366,20162,8983,18758,16714,10625
,,,,,,,,1181,13791,19193,9080,18686,16927,10680
,,,,,,,,1182,12619,17533,9189,17882,17279,10391
,,,,,,,,1183,11459,15823,9434,17844,17838,10267
,,,,,,,,1184,10655,14847,9944,18699,18960,10562
,,,,,,,,1185,10986,15354,10531,20041,20307,10804
,,,,,,,,1186,12048,16574,10992,21487,21130,11256
,,,,,,,,1187,13529,18316,11465,22925,21742,11542
,,,,,,,,1188,15140,20631,11965,24061,22046,11989
,,,,,,,,1189,16462,23140,12404,25066,22278,12521
,,,,,,,,1190,18115,25858,12757,26253,22394,13104
,,,,,,,,1191,20059,28639,13081,27355,22522,13823
,,,,,,,,1192,21888,31072,13262,28102,22712,14412
,,,,,,,,1193,22704,31862,13268,27934,22915,14650
,,,,,,,,1194,22439,31490,13105,27206,23232,14601
,,,,,,,,1195,21819,30619,12993,27009,23381,14602
,,,,,,,,1196,21860,30676,12727,26008,23540,14347
,,,,,,,,1197,21541,30230,12023,24504,22869,13813
,,,,,,,,1198,20181,28322,11155,22933,21273,13030
,,,,,,,,1199,18347,25746,10387,21444,19513,12339
,,,,,,,,1200,16776,23543,9826,20201,18228,11912
,,,,,,,,1201,15800,22172,9470,19440,17449,11615
,,,,,,,,1202,15267,21425,9311,18964,17065,11441
,,,,,,,,1203,14957,20990,9254,18773,16937,11333
,,,,,,,,1204,14803,20774,9442,19089,17145,11490
,,,,,,,,1205,14442,20213,10043,19979,18182,12027
,,,,,,,,1206,14024,20036,10758,20233,20099,12248
,,,,,,,,1207,13816,20454,11300,20312,21934,12168
,,,,,,,,1208,13894,21507,11629,20813,22864,12207
,,,,,,,,1209,14408,22784,11993,21704,23284,12486
,,,,,,,,1210,15361,23652,12270,23006,23594,12815
,,,,,,,,1211,16572,24328,12451,24123,23823,13077
,,,,,,,,1212,17805,25630,12715,25471,23959,13560
,,,,,,,,1213,18591,27062,12899,26639,24080,14083
,,,,,,,,1214,19674,29644,13122,27810,24114,14685
,,,,,,,,1215,21000,31328,13208,28723,24022,15279
,,,,,,,,1216,22646,32365,13216,29456,23935,15764
,,,,,,,,1217,25050,35155,13099,29489,23924,15887
,,,,,,,,1218,24648,34590,12917,28877,23867,15518
,,,,,,,,1219,23744,33321,12855,28514,24002,15558
,,,,,,,,1220,23566,33070,12666,27541,24262,15266
,,,,,,,,1221,23075,32382,11950,25892,23538,14450
,,,,,,,,1222,21551,30244,11111,23815,21852,13369
,,,,,,,,1223,19532,27411,10407,21885,20065,12604
,,,,,,,,1224,17793,24970,9885,20660,18655,12015
,,,,,,,,1225,16291,22862,9533,19687,17800,11586
,,,,,,,,1226,15619,21920,9330,19077,17443,11366
,,,,,,,,1227,15240,21386,9259,18830,17321,11257
,,,,,,,,1228,15019,21077,9427,19040,17594,11494
,,,,,,,,1229,14864,20471,10051,19909,18691,11989
,,,,,,,,1230,14488,19866,10812,20178,20670,12494
,,,,,,,,1231,14332,19672,11216,20093,22652,12395
,,,,,,,,1232,14980,19790,11463,20027,23393,12548
,,,,,,,,1233,15373,20351,11724,20449,23498,12854
,,,,,,,,1234,15943,21229,11912,20999,23621,13303
,,,,,,,,1235,15977,22458,12076,21697,23632,13742
,,,,,,,,1236,16845,23836,12258,22379,23660,14104
,,,,,,,,1237,18258,25419,12327,22909,23771,14430
,,,,,,,,1238,19629,27504,12371,23243,23829,14581
,,,,,,,,1239,21424,29890,12305,23477,23728,14678
,,,,,,,,1240,22861,32097,12206,23972,23742,14667
,,,,,,,,1241,23240,32614,12074,24254,23761,14648
,,,,,,,,1242,22735,31906,11991,24248,23704,14461
,,,,,,,,1243,21976,30840,12064,24568,23867,14499
,,,,,,,,1244,22041,30932,11991,24076,24199,14087
,,,,,,,,1245,21693,30443,11442,22964,23668,13453
,,,,,,,,1246,20364,28579,10533,21310,21873,12464
,,,,,,,,1247,18485,25942,9887,19795,19997,11723
,,,,,,,,1248,16744,23497,9361,18527,18621,11307
,,,,,,,,1249,15719,22060,9083,17813,17867,11004
,,,,,,,,1250,15067,21145,8958,17333,17525,10759
,,,,,,,,1251,14724,20664,8917,17221,17367,10762
,,,,,,,,1252,14548,20417,9142,17567,17689,11066
,,,,,,,,1253,14315,19825,9772,18458,18859,11516
,,,,,,,,1254,13636,18923,10546,18539,20961,11898
,,,,,,,,1255,13871,19541,10962,18927,22811,11904
,,,,,,,,1256,13756,19591,11123,19529,23470,11975
,,,,,,,,1257,14133,20009,11245,20138,23551,11946
,,,,,,,,1258,14745,20710,11374,20928,23384,12016
,,,,,,,,1259,15797,21851,11676,21950,23553,12042
,,,,,,,,1260,17965,23500,11851,23050,23653,12059
,,,,,,,,1261,19950,25382,11940,24173,23705,12181
,,,,,,,,1262,21379,27996,12100,25394,23785,12408
,,,,,,,,1263,22556,30869,12204,26454,23890,12612
,,,,,,,,1264,23742,33331,12268,27198,23553,12761
,,,,,,,,1265,24231,34004,12259,27298,23859,12908
,,,,,,,,1266,23774,33363,12197,26831,23836,12903
,,,,,,,,1267,22928,32177,12246,26550,23932,13147
,,,,,,,,1268,22956,32215,12105,25592,24250,12951
,,,,,,,,1269,22493,31565,11491,24121,23624,12333
,,,,,,,,1270,20911,29346,10601,22645,21863,11544
,,,,,,,,1271,18971,26623,9894,20866,19970,10953
,,,,,,,,1272,17058,23937,9403,19766,18516,10642
,,,,,,,,1273,15862,22260,9099,18797,17728,10452
,,,,,,,,1274,15115,21212,8924,18199,17286,10266
,,,,,,,,1275,14630,20531,8883,17892,17209,10195
,,,,,,,,1276,14370,20167,9077,18125,17480,10513
,,,,,,,,1277,14197,19633,9665,19034,18528,11112
,,,,,,,,1278,14024,18966,10440,18607,20579,11477
,,,,,,,,1279,13985,19376,10861,18680,22490,11334
,,,,,,,,1280,13825,20316,11072,19121,23215,11430
,,,,,,,,1281,13893,20836,11276,19862,23445,11414
,,,,,,,,1282,14380,21540,11443,20931,23580,11538
,,,,,,,,1283,15525,22491,11687,22032,23855,11599
,,,,,,,,1284,16987,24132,11839,23153,23955,11874
,,,,,,,,1285,18564,26285,12114,24378,24248,12008
,,,,,,,,1286,20558,29146,12331,25638,24528,12361
,,,,,,,,1287,22627,32175,12522,26932,24741,12788
,,,,,,,,1288,24715,35027,12662,27780,24936,12909
,,,,,,,,1289,25550,35855,12671,27797,25013,12994
,,,,,,,,1290,25172,35326,12559,27180,24788,12952
,,,,,,,,1291,24332,34146,12569,26881,24807,13194
,,,,,,,,1292,24265,34052,12293,25983,24872,13032
,,,,,,,,1293,23578,33088,11652,24449,24094,12372
,,,,,,,,1294,21857,30672,10773,23022,22360,11531
,,,,,,,,1295,19620,27534,10046,21273,20351,11016
,,,,,,,,1296,17603,24702,9518,19852,18818,10580
,,,,,,,,1297,16091,22582,9209,18851,17973,10391
,,,,,,,,1298,15131,21235,9043,18244,17450,10288
,,,,,,,,1299,14738,20683,8946,17945,17218,10200
,,,,,,,,1300,14583,20466,9088,18074,17387,10384
,,,,,,,,1301,14347,19926,9668,18845,18364,10870
,,,,,,,,1302,13680,18930,10338,18297,20131,11258
,,,,,,,,1303,13554,18844,10740,18279,21967,11176
,,,,,,,,1304,13292,18718,11074,18488,22956,11347
,,,,,,,,1305,13783,19551,11284,19019,23226,11413
,,,,,,,,1306,14802,21119,11541,19692,23568,11614
,,,,,,,,1307,16142,23087,11767,20423,23862,11936
,,,,,,,,1308,17761,25399,11972,21302,24055,12171
,,,,,,,,1309,19521,27908,12267,22395,24408,12455
,,,,,,,,1310,21628,30884,12552,23555,24652,12622
,,,,,,,,1311,23826,33951,12822,24601,24879,12863
,,,,,,,,1312,25748,36501,12948,25424,25084,13004
,,,,,,,,1313,26616,37352,12843,25486,25023,12992
,,,,,,,,1314,26127,36666,12530,24905,24567,12771
,,,,,,,,1315,25114,35244,12312,24462,24243,12809
,,,,,,,,1316,24786,34783,12100,23589,24143,12662
,,,,,,,,1317,23994,33674,11542,22389,23367,12191
,,,,,,,,1318,22346,31359,10774,21549,21895,11469
,,,,,,,,1319,20350,28558,10070,20153,20156,10964
,,,,,,,,1320,18423,25854,9543,18923,18758,10597
,,,,,,,,1321,16891,23704,9147,18091,17764,10431
,,,,,,,,1322,15808,22184,8920,17470,17184,10289
,,,,,,,,1323,15023,21082,8806,17054,16914,10171
,,,,,,,,1324,14498,20346,8811,16940,16859,10235
,,,,,,,,1325,13975,19343,9012,17091,17159,10376
,,,,,,,,1326,12742,17657,9159,16034,17692,10339
,,,,,,,,1327,11770,16425,9451,15984,18593,10258
,,,,,,,,1328,11343,15783,9952,16589,19744,10540
,,,,,,,,1329,12050,16873,10499,17529,20985,10968
,,,,,,,,1330,13044,18618,10842,18602,21795,11149
,,,,,,,,1331,14332,20599,11116,19703,22120,11303
,,,,,,,,1332,16052,23019,11445,20886,22267,11513
,,,,,,,,1333,17880,25615,11773,22100,22407,11544
,,,,,,,,1334,19719,28215,12095,23477,22602,11957
,,,,,,,,1335,21735,31013,12366,24769,22787,12385
,,,,,,,,1336,23743,33695,12577,25686,23062,12736
,,,,,,,,1337,24416,34265,12555,25870,23132,12996
,,,,,,,,1338,24086,33802,12358,25246,22924,12816
,,,,,,,,1339,23278,32667,12169,24544,22966,12985
,,,,,,,,1340,23012,32293,11935,23430,23020,12803
,,,,,,,,1341,22181,31128,11379,22108,22401,12268
,,,,,,,,1342,20897,29326,10662,21246,21089,11681
,,,,,,,,1343,19210,26958,9979,19814,19523,11085
,,,,,,,,1344,17528,24598,9492,18681,18244,10737
,,,,,,,,1345,13356,18743,8716,15364,18813,10511
,,,,,,,,1346,12889,18088,8596,14890,18425,10483
,,,,,,,,1347,12500,17542,8533,14579,18251,10604
,,,,,,,,1348,12422,17432,8619,14400,18398,10624
,,,,,,,,1349,12384,17128,8910,14481,18999,10805
,,,,,,,,1350,11612,15452,9254,14170,19955,10763
,,,,,,,,1351,10430,14006,9679,13768,21316,10494
,,,,,,,,1352,9460,13002,10023,14147,22647,10556
,,,,,,,,1353,9266,13057,10246,14829,23578,10514
,,,,,,,,1354,9436,13426,10332,15661,23821,10650
,,,,,,,,1355,9855,14102,10310,16345,23500,10707
,,,,,,,,1356,10276,14695,10216,17214,23019,10803
,,,,,,,,1357,10989,15777,10157,18617,22589,10930
,,,,,,,,1358,11882,17020,10082,19550,22150,11221
,,,,,,,,1359,13337,18941,10140,20063,22059,11855
,,,,,,,,1360,14778,20796,10286,20470,22321,12179
,,,,,,,,1361,14958,20991,10594,20669,23049,12449
,,,,,,,,1362,15304,21476,10920,21068,24201,12919
,,,,,,,,1363,16505,23162,11109,20773,25057,12935
,,,,,,,,1364,16980,23829,10909,20103,24833,12718
,,,,,,,,1365,16565,23246,10400,19005,23983,12090
,,,,,,,,1366,15660,21977,9791,17875,22380,11475
,,,,,,,,1367,14698,20627,9259,16622,20775,10936
,,,,,,,,1368,13618,19110,8948,15822,19511,10679
,,,,,,,,1369,13094,18375,8749,15075,18885,10569
,,,,,,,,1370,12673,17786,8678,14740,18715,10643
,,,,,,,,1371,12446,17466,8739,14613,18740,10860
,,,,,,,,1372,12423,17433,9032,14990,19442,11133
,,,,,,,,1373,12759,17699,9775,15954,21090,11646
,,,,,,,,1374,12904,17078,10822,16451,23828,12311
,,,,,,,,1375,12680,16930,11411,16045,26466,12358
,,,,,,,,1376,12232,16856,11551,15794,27285,12184
,,,,,,,,1377,11817,16724,11598,15900,27176,11970
,,,,,,,,1378,12120,17256,11691,16367,27089,12101
,,,,,,,,1379,12561,17629,11632,17076,26797,12008
,,,,,,,,1380,12956,18115,11615,17785,26533,12129
,,,,,,,,1381,13694,19050,11569,18444,26261,12296
,,,,,,,,1382,14918,20580,11544,19319,26064,12529
,,,,,,,,1383,16159,22311,11508,20166,25894,12997
,,,,,,,,1384,16917,23762,11558,20862,26141,13195
,,,,,,,,1385,16842,23636,11792,21079,26863,13282
,,,,,,,,1386,16915,23739,12000,21381,27725,13704
,,,,,,,,1387,17840,25036,12031,21154,27854,13637
,,,,,,,,1388,18076,25369,11707,20267,27315,13262
,,,,,,,,1389,17705,24846,11155,19193,26089,12687
,,,,,,,,1390,16779,23548,10454,17973,24232,11935
,,,,,,,,1391,15513,21771,9810,16651,22213,11313
,,,,,,,,1392,14212,19943,9352,15730,20611,10851
,,,,,,,,1393,13479,18916,9103,15106,19900,10718
,,,,,,,,1394,13031,18287,9080,14760,19570,10797
,,,,,,,,1395,12707,17833,9127,14635,19632,10970
,,,,,,,,1396,12561,17628,9391,15010,20082,11250
,,,,,,,,1397,12833,17844,10144,15944,21638,11918
,,,,,,,,1398,12804,17165,11176,16491,24256,12612
,,,,,,,,1399,12759,17224,11739,15975,26731,12389
,,,,,,,,1400,12199,16892,11747,15674,27332,12233
,,,,,,,,1401,11717,16441,11728,15789,26883,12089
,,,,,,,,1402,11647,16489,11632,16130,26376,12208
,,,,,,,,1403,11987,17037,11498,16718,25856,12198
,,,,,,,,1404,12406,17717,11415,17315,25420,12386
,,,,,,,,1405,14818,18771,11330,18080,25102,12614
,,,,,,,,1406,16138,20628,11235,18900,24784,12816
,,,,,,,,1407,15732,22384,11169,19617,24503,13141
,,,,,,,,1408,16584,23330,11263,20142,24726,13185
,,,,,,,,1409,16578,23264,11480,20303,25412,13285
,,,,,,,,1410,16600,23296,11772,20822,26606,13635
,,,,,,,,1411,17693,24829,11983,20672,27306,13652
,,,,,,,,1412,18062,25348,11710,20032,26856,13297
,,,,,,,,1413,17626,24735,11190,18953,25701,12745
,,,,,,,,1414,16765,23528,10471,17842,23888,11970
,,,,,,,,1415,15343,21532,9847,16554,22021,11389
,,,,,,,,1416,14135,19836,9491,15719,20569,11070
,,,,,,,,1417,13285,18643,9230,15083,19833,10806
,,,,,,,,1418,12888,18086,9163,14664,19460,10888
,,,,,,,,1419,12724,17857,9273,14658,19428,11104
,,,,,,,,1420,12620,17711,9561,14993,19987,11356
,,,,,,,,1421,12734,17690,10299,15931,21496,12029
,,,,,,,,1422,12504,16839,11324,16408,24141,12661
,,,,,,,,1423,12334,16901,11909,15795,26598,12844
,,,,,,,,1424,11913,16615,11817,15567,27272,12705
,,,,,,,,1425,11468,16206,11744,15579,26895,12546
,,,,,,,,1426,11503,16363,11711,16108,26457,12696
,,,,,,,,1427,11781,16813,11563,16270,26047,12689
,,,,,,,,1428,12795,17513,11477,16755,25530,12630
,,,,,,,,1429,14489,18430,11387,17364,25109,12916
,,,,,,,,1430,15769,19948,11265,18040,24722,13007
,,,,,,,,1431,16468,21734,11246,18847,24504,13354
,,,,,,,,1432,16723,23460,11327,19489,24637,13526
,,,,,,,,1433,16721,23466,11552,19723,25330,13811
,,,,,,,,1434,16764,23525,11943,20131,26580,14148
,,,,,,,,1435,17808,24991,12110,19993,27074,14149
,,,,,,,,1436,18095,25394,11858,19414,26699,13884
,,,,,,,,1437,17620,24726,11289,18388,25576,13224
,,,,,,,,1438,16706,23444,10530,17547,23752,12481
,,,,,,,,1439,15352,21544,9918,16282,21907,11889
,,,,,,,,1440,14076,19753,9488,15600,20429,11505
,,,,,,,,1441,13208,18536,9314,15116,19677,11360
,,,,,,,,1442,12792,17953,9209,14870,19290,11439
,,,,,,,,1443,12676,17790,9273,14875,19319,11731
,,,,,,,,1444,12608,17694,9536,15203,19805,11985
,,,,,,,,1445,12821,17785,10308,16166,21385,12545
,,,,,,,,1446,13047,16623,11319,16328,23997,13133
,,,,,,,,1447,12770,16788,11880,15730,26412,12910
,,,,,,,,1448,12095,16637,11908,15183,27063,12786
,,,,,,,,1449,11613,16329,11761,15073,26591,12702
,,,,,,,,1450,12151,16415,11675,15103,26010,12789
,,,,,,,,1451,11876,16996,11472,15311,25354,12695
,,,,,,,,1452,12364,17944,11330,15732,24651,12662
,,,,,,,,1453,13155,18805,11164,16298,24215,12761
,,,,,,,,1454,14785,20418,11063,17013,23773,12957
,,,,,,,,1455,16711,22455,11014,17813,23524,13360
,,,,,,,,1456,17127,24035,11066,18799,23617,13654
,,,,,,,,1457,17108,24008,11327,19061,24300,13992
,,,,,,,,1458,17132,24042,11666,19644,25538,14434
,,,,,,,,1459,18121,25431,11894,19622,26307,14313
,,,,,,,,1460,18372,25783,11689,18977,26028,13997
