Time_Index,CA_N_biomass_1,CA_N_conventional_hydroelectric_1,CA_N_geothermal_1,CA_N_hydroelectric_pumped_storage_1,CA_N_natural_gas_fired_combined_cycle_1,CA_N_natural_gas_fired_combined_cycle_2,CA_N_natural_gas_fired_combustion_turbine_1,CA_N_natural_gas_fired_combustion_turbine_2,CA_N_onshore_wind_turbine_1,CA_N_small_hydroelectric_1,CA_N_solar_photovoltaic_1,CA_S_biomass_1,CA_S_conventional_hydroelectric_1,CA_S_geothermal_1,CA_S_hydroelectric_pumped_storage_1,CA_S_natural_gas_fired_combined_cycle_1,CA_S_natural_gas_fired_combined_cycle_2,CA_S_natural_gas_fired_combustion_turbine_1,CA_S_natural_gas_fired_combustion_turbine_2,CA_S_onshore_wind_turbine_1,CA_S_small_hydroelectric_1,CA_S_solar_photovoltaic_1,WECC_N_biomass_1,WECC_N_conventional_hydroelectric_1,WECC_N_conventional_steam_coal_1,WECC_N_conventional_steam_coal_2,WECC_N_geothermal_1,WECC_N_natural_gas_fired_combined_cycle_1,WECC_N_natural_gas_fired_combined_cycle_2,WECC_N_natural_gas_fired_combustion_turbine_1,WECC_N_natural_gas_fired_combustion_turbine_2,WECC_N_onshore_wind_turbine_1,WECC_N_solar_photovoltaic_1,WECC_NMAZ_biomass_1,WECC_NMAZ_conventional_hydroelectric_1,WECC_NMAZ_conventional_steam_coal_1,WECC_NMAZ_conventional_steam_coal_2,WECC_NMAZ_geothermal_1,WECC_NMAZ_hydroelectric_pumped_storage_1,WECC_NMAZ_natural_gas_fired_combined_cycle_1,WECC_NMAZ_natural_gas_fired_combined_cycle_2,WECC_NMAZ_natural_gas_fired_combustion_turbine_1,WECC_NMAZ_natural_gas_fired_combustion_turbine_2,WECC_NMAZ_nuclear_1,WECC_NMAZ_onshore_wind_turbine_1,WECC_NMAZ_solar_photovoltaic_1,WECC_PNW_biomass_1,WECC_PNW_conventional_hydroelectric_1,WECC_PNW_geothermal_1,WECC_PNW_hydroelectric_pumped_storage_1,WECC_PNW_natural_gas_fired_combined_cycle_1,WECC_PNW_natural_gas_fired_combined_cycle_2,WECC_PNW_natural_gas_fired_combustion_turbine_1,WECC_PNW_natural_gas_fired_combustion_turbine_2,WECC_PNW_nuclear_1,WECC_PNW_onshore_wind_turbine_1,WECC_PNW_solar_photovoltaic_1,WECC_WYCO_biomass_1,WECC_WYCO_conventional_hydroelectric_1,WECC_WYCO_conventional_steam_coal_1,WECC_WYCO_conventional_steam_coal_2,WECC_WYCO_hydroelectric_pumped_storage_1,WECC_WYCO_natural_gas_fired_combined_cycle_1,WECC_WYCO_natural_gas_fired_combined_cycle_2,WECC_WYCO_natural_gas_fired_combustion_turbine_1,WECC_WYCO_natural_gas_fired_combustion_turbine_2,WECC_WYCO_onshore_wind_turbine_1,WECC_WYCO_solar_photovoltaic_1,CA_N_naturalgas_ccavgcf_mid_0,CA_N_naturalgas_ctavgcf_mid_0,CA_N_naturalgas_ccccsavgcf_mid_0,CA_N_nuclear_mid_0,CA_N_naturalgas_ccs100_mid_0,CA_N_offshorewind_otrg6_low_floating_1_180_1,CA_N_offshorewind_otrg6_low_floating_1_180_2,CA_N_offshorewind_otrg6_low_floating_1_180_3,CA_N_offshorewind_otrg6_low_floating_1_180_4,CA_N_offshorewind_otrg6_low_floating_1_180_5,CA_N_offshorewind_otrg6_low_floating_1_180_6,CA_S_naturalgas_ccavgcf_mid_0,CA_S_naturalgas_ctavgcf_mid_0,CA_S_naturalgas_ccccsavgcf_mid_0,CA_S_nuclear_mid_0,CA_S_naturalgas_ccs100_mid_0,WECC_N_naturalgas_ccavgcf_mid_0,WECC_N_naturalgas_ctavgcf_mid_0,WECC_N_naturalgas_ccccsavgcf_mid_0,WECC_N_nuclear_mid_0,WECC_N_naturalgas_ccs100_mid_0,WECC_NMAZ_naturalgas_ccavgcf_mid_0,WECC_NMAZ_naturalgas_ctavgcf_mid_0,WECC_NMAZ_naturalgas_ccccsavgcf_mid_0,WECC_NMAZ_nuclear_mid_0,WECC_NMAZ_naturalgas_ccs100_mid_0,WECC_PNW_naturalgas_ccavgcf_mid_0,WECC_PNW_naturalgas_ctavgcf_mid_0,WECC_PNW_naturalgas_ccccsavgcf_mid_0,WECC_PNW_nuclear_mid_0,WECC_PNW_naturalgas_ccs100_mid_0,WECC_PNW_offshorewind_otrg6_low_floating_1_150_1,WECC_PNW_offshorewind_otrg6_low_floating_1_150_2,WECC_PNW_offshorewind_otrg6_low_floating_1_150_3,WECC_WYCO_naturalgas_ccavgcf_mid_0,WECC_WYCO_naturalgas_ctavgcf_mid_0,WECC_WYCO_naturalgas_ccccsavgcf_mid_0,WECC_WYCO_nuclear_mid_0,WECC_WYCO_naturalgas_ccs100_mid_0,CA_N_ev_load_shifting_1,CA_S_ev_load_shifting_1,WECC_N_ev_load_shifting_1,WECC_NMAZ_ev_load_shifting_1,WECC_PNW_ev_load_shifting_1,WECC_WYCO_ev_load_shifting_1
21,1,0.35767352,1,1,1,1,1,1,0.189,0.35767352,0,1,0.219247603,1,1,1,1,1,1,0.586555902,0.219247603,0,1,0.386993345,1,1,1,1,1,1,1,0.189557112,0,1,0.264051043,1,1,1,1,1,1,1,1,1,0.279621529,0,1,0.4447,1,1,1,1,1,1,1,0.2567,0,1,0.383483401,1,1,1,1,1,1,1,0.365008479,0,1,1,1,1,1,0.430061251,0.081931956,0,0.513793528,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.079534411,0.04649787,0.05718746,1,1,1,1,1,0.594996619,0.595069499,0.528409091,0.52869166,0.476273726,0.650823828
22,1,0.357466307,1,1,1,1,1,1,0.1499,0.357466307,0,1,0.219320661,1,1,1,1,1,1,0.448177,0.219320661,0,1,0.386637436,1,1,1,1,1,1,1,0.147190572,0,1,0.2638484,1,1,1,1,1,1,1,1,1,0.339118541,0,1,0.4443,1,1,1,1,1,1,1,0.1193,0,1,0.383262683,1,1,1,1,1,1,1,0.412157673,0,1,1,1,1,1,0.486481667,0.104455069,5.91E-05,0.355309755,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0014709,0.011391518,0.03018301,1,1,1,1,1,0.513353617,0.513506425,0.451298701,0.451798011,0.381618382,0.536596958
23,1,0.357266307,1,1,1,1,1,1,0.1431,0.357266307,0,1,0.219354396,1,1,1,1,1,1,0.504555573,0.219354396,0,1,0.386319879,1,1,1,1,1,1,1,0.161340702,0,1,0.263645757,1,1,1,1,1,1,1,1,1,0.355928427,0,1,0.4439,1,1,1,1,1,1,1,0.0648,0,1,0.383121844,1,1,1,1,1,1,1,0.425087181,0,1,1,1,1,1,0.412030816,0.095108271,0,0.327696741,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.034791604,0.060452454,1,1,1,1,1,0.429513185,0.429583006,0.38474026,0.385042081,0.276973027,0.436470215
24,1,0.356966307,1,1,1,1,1,1,0.1933,0.356966307,0,1,0.219386555,1,1,1,1,1,1,0.518201183,0.219386555,0,1,0.38596397,1,1,1,1,1,1,1,0.174660947,0,1,0.263443114,1,1,1,1,1,1,1,1,1,0.27316797,0,1,0.4435,1,1,1,1,1,1,1,0.1488,0,1,0.382901125,1,1,1,1,1,1,1,0.496759403,0,1,1,1,1,1,0.355248511,0.084158853,0,0.167849153,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.032671075,0.071188077,1,1,1,1,1,0.33586883,0.33595594,0.304383117,0.304322877,0.16008991,0.336739544
25,1,0.356766307,1,1,1,1,1,1,0.2931,0.356766307,0,1,0.21942029,1,1,1,1,1,1,0.473365314,0.21942029,0,1,0.385607824,1,1,1,1,1,1,1,0.180116641,0,1,0.263243114,1,1,1,1,1,1,1,1,1,0.157485175,0,1,0.4431,1,1,1,1,1,1,1,0.3305,0,1,0.382760287,1,1,1,1,1,1,1,0.566278982,0,1,1,1,1,1,0.30723086,0.067945704,0.007974123,0.078145854,0.000176672,0.000724053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.009551313,0.050979074,1,1,1,1,1,0.232927654,0.233018621,0.212662338,0.212509564,0.071178821,0.230988593
26,1,0.356559095,1,1,1,1,1,1,0.3279,0.356559095,0,1,0.219399801,1,1,1,1,1,1,0.421246915,0.219399801,0,1,0.385290505,1,1,1,1,1,1,1,0.225411138,0,1,0.263040471,1,1,1,1,1,1,1,1,1,0.137689985,0,1,0.4427,1,1,1,1,1,1,1,0.357,0,1,0.382539568,1,1,1,1,1,1,1,0.528174941,0,1,1,1,1,1,0.277529299,0.065150179,0.025053674,0.027935285,0.003262978,0.00099411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.00070517,0.02554239,1,1,1,1,1,0.127620014,0.127720955,0.114448052,0.114766641,0.051448551,0.121831432
27,1,0.356359095,1,1,1,1,1,1,0.2597,0.356359095,0,1,0.219471285,1,1,1,1,1,1,0.347343023,0.219471285,0,1,0.384929094,1,1,1,1,1,1,1,0.314017936,0,1,0.262837828,1,1,1,1,1,1,1,1,1,0.08240217,0,1,0.4423,1,1,1,1,1,1,1,0.2656,0,1,0.38239873,1,1,1,1,1,1,1,0.433941748,0,1,1,1,1,1,0.256492108,0.063731827,0.017160799,0.015754728,0.001507504,0.000781989,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.022512252,1,1,1,1,1,0.055104801,0.055074744,0.056006494,0.055661821,0.037962038,0.055925222
28,1,0.356151883,1,1,1,1,1,1,0.2646,0.356151883,0,1,0.219505019,1,1,1,1,1,1,0.187969668,0.219505019,0,1,0.384517277,1,1,1,1,1,1,1,0.361845122,0,1,0.262637828,1,1,1,1,1,1,1,1,1,0.055641041,0,1,0.4419,1,1,1,1,1,1,1,0.292,0,1,0.382257891,1,1,1,1,1,1,1,0.376959177,0,1,1,1,1,1,0.194934458,0.046389036,0.023806142,0.01807013,0.001656658,0.002490285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.050488219,1,1,1,1,1,0.046822177,0.046682402,0.046266234,0.04648049,0.010739261,0.04626109
29,1,0.355951883,1,1,1,1,1,1,0.2185,0.355951883,0,1,0.219538754,1,1,1,1,1,1,0.16109553,0.219538754,0,1,0.38419972,1,1,1,1,1,1,1,0.344211919,0,1,0.262435185,1,1,1,1,1,1,1,1,1,0.065009319,0,1,0.4415,1,1,1,1,1,1,1,0.2705,0,1,0.382037173,1,1,1,1,1,1,1,0.34775317,0,1,1,1,1,1,0.127866417,0.022565756,0.014437336,0.005988896,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.00169683,0.041148148,1,1,1,1,1,0.031609195,0.031602413,0.028409091,0.028309105,0.018981019,0.029150824
30,1,0.355751883,1,1,1,1,1,1,0.1604,0.355751883,0,1,0.219570913,1,1,1,1,1,1,0.111694184,0.219570913,0,1,0.383843811,1,1,1,1,1,1,1,0.352177195,0.00144809,1,0.262232542,1,1,1,1,1,1,1,1,1,0.102948441,0.020263571,1,0.441,1,1,1,1,1,1,1,0.2397,0,1,0.381896334,1,1,1,1,1,1,1,0.344372867,0.167579902,1,1,1,1,1,0.105924562,0.023305167,0.007485033,9.17E-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.017255425,0.075190231,1,1,1,1,1,0.008282623,0.008392342,0.011363636,0.011667942,0.03971029,0.009980989
31,1,0.35554467,1,1,1,1,1,1,0.0203,0.35554467,0.2067,1,0.219592187,1,1,1,1,1,1,0.28796199,0.219592187,0.190613338,1,0.383487665,1,1,1,1,1,1,1,0.088068772,0.314085696,1,0.262029899,1,1,1,1,1,1,1,1,1,0.037536823,0.255451315,1,0.4406,1,1,1,1,1,1,1,0.0508,0.1932,1,0.381675615,1,1,1,1,1,1,1,0.098192027,0.432630939,1,1,1,1,1,0.324294984,0.069531515,0.006319956,0.452259004,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.146251529,1,1,1,1,1,0.023157539,0.02307894,0.028409091,0.028309105,0.067682318,0.026140684
32,1,0.355251883,1,1,1,1,1,1,0.0116,0.355251883,0.4165,1,0.219623483,1,1,1,1,1,1,0.094061673,0.219623483,0.369499588,1,0.383170346,1,1,1,1,1,1,1,0.045351283,0.480788201,1,0.261829899,1,1,1,1,1,1,1,1,1,0.028082852,0.424506562,1,0.4402,1,1,1,1,1,1,1,0.0195,0.3777,1,0.381534777,1,1,1,1,1,1,1,0.16741023,0.583970157,1,1,1,1,1,0.388304889,0.083607137,0.000447807,0.286912322,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.002988232,0.345320106,1,1,1,1,1,0.043948614,0.044059795,0.051948052,0.052027544,0.124375624,0.049588086
33,1,0.35504467,1,1,1,1,1,1,0.002,0.35504467,0.5545,1,0.219657218,1,1,1,1,1,1,0.027197848,0.219657218,0.485391692,1,0.382814199,1,1,1,1,1,1,1,0.039468402,0.585404554,1,0.261627256,1,1,1,1,1,1,1,1,1,0.042976828,0.537398822,1,0.4398,1,1,1,1,1,1,1,0.028,0.5091,1,0.381314058,1,1,1,1,1,1,1,0.184848711,0.638300337,1,1,1,1,1,0.299186051,0.054054026,0,0.22756581,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.007938839,0.280732095,1,1,1,1,1,0.074205544,0.074219774,0.092532468,0.092769702,0.221278721,0.088323828
34,1,0.35484467,1,1,1,1,1,1,0.0029,0.35484467,0.6828,1,0.219689377,1,1,1,1,1,1,0.01619025,0.219689377,0.589033543,1,0.382458291,1,1,1,1,1,1,1,0.076288595,0.681531796,1,0.261424613,1,1,1,1,1,1,1,1,1,0.017660797,0.627118202,1,0.4394,1,1,1,1,1,1,1,0.137,0.6247,1,0.38117322,1,1,1,1,1,1,1,0.108789942,0.709051054,1,1,1,1,1,0.093878821,0.037902735,0.010762062,0.125124335,0.000559595,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001006377,0.038279556,0.093855545,1,1,1,1,1,0.133029074,0.133097299,0.170454545,0.170428462,0.313436563,0.162547529
35,1,0.354637458,1,1,1,1,1,1,0.0002,0.354637458,0.7138,1,0.219723111,1,1,1,1,1,1,0.025138354,0.219723111,0.650796581,1,0.382140734,1,1,1,1,1,1,1,0.062300483,0.705091912,1,0.26122197,1,1,1,1,1,1,1,1,1,0.044201214,0.660278903,1,0.439,1,1,1,1,1,1,1,0.1155,0.6702,1,0.380952501,1,1,1,1,1,1,1,0.094037116,0.708981622,1,1,1,1,1,0.165495932,0.052906521,0.087600052,0.103229716,0.000170509,0.001136019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.023470018,0.092510067,1,1,1,1,1,0.223968898,0.223970627,0.262987013,0.262624331,0.405094905,0.259980989
36,1,0.354437458,1,1,1,1,1,1,0.0008,0.354437458,0.7287,1,0.219798609,1,1,1,1,1,1,0.05155485,0.219798609,0.669923548,1,0.381784587,1,1,1,1,1,1,1,0.095797853,0.70878891,1,0.26102197,1,1,1,1,1,1,1,1,1,0.101090406,0.671192362,1,0.4386,1,1,1,1,1,1,1,0.2011,0.6835,1,0.380811662,1,1,1,1,1,1,1,0.203923244,0.69871359,1,1,1,1,1,0.309836924,0.097434416,0.150327593,0.331987977,0.022622658,0.011767874,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000602029,0.041613512,0.115069218,1,1,1,1,1,0.305949966,0.305927092,0.345779221,0.346021423,0.513736264,0.349334601
37,1,0.354230245,1,1,1,1,1,1,0.0012,0.354230245,0.7278,1,0.219774106,1,1,1,1,1,1,0.150719049,0.219774106,0.683051486,1,0.381428679,1,1,1,1,1,1,1,0.156029759,0.705088758,1,0.260819327,1,1,1,1,1,1,1,1,1,0.201666319,0.666891772,1,0.4382,1,1,1,1,1,1,1,0.2603,0.6976,1,0.380590944,1,1,1,1,1,1,1,0.264628767,0.700472703,1,1,1,1,1,0.854964495,0.255180925,0.197688758,0.721665561,0.02582388,0.021383796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.006107793,0.049019508,0.064863876,1,1,1,1,1,0.402636917,0.402570155,0.435064935,0.435156848,0.552947053,0.44391635
38,1,0.354030245,1,1,1,1,1,1,0.0123,0.354030245,0.7139,1,0.219807841,1,1,1,1,1,1,0.174749124,0.219807841,0.670568289,1,0.381111122,1,1,1,1,1,1,1,0.202590747,0.693090132,1,0.260616684,1,1,1,1,1,1,1,1,1,0.202869209,0.653432634,1,0.4378,1,1,1,1,1,1,1,0.5117,0.689,1,0.380450105,1,1,1,1,1,1,1,0.188178864,0.675162789,1,1,1,1,1,0.893745542,0.27271089,0.185575545,0.995262027,0.03488652,0.029026244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.020255661,0.141797081,0.128030866,1,1,1,1,1,0.495267072,0.495410438,0.506493506,0.506694721,0.573176823,0.530418251
39,1,0.353823033,1,1,1,1,1,1,0.1087,0.353823033,0.7097,1,0.219841576,1,1,1,1,1,1,0.149108533,0.219841576,0.650040167,1,0.380755213,1,1,1,1,1,1,1,0.240713524,0.672644227,1,0.260416684,1,1,1,1,1,1,1,1,1,0.252291086,0.62758379,1,0.4374,1,1,1,1,1,1,1,0.6997,0.647,1,0.380309267,1,1,1,1,1,1,1,0.166939072,0.614232406,1,1,1,1,1,0.96845305,0.302956998,0.190562889,1,0.018088067,0.023485921,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.022676745,0.232640445,0.225556046,1,1,1,1,1,0.519100744,0.519276161,0.512987013,0.512815608,0.598401598,0.549429658
40,1,0.353530245,1,1,1,1,1,1,0.221,0.353530245,0.6845,1,0.219873735,1,1,1,1,1,1,0.084769305,0.219873735,0.602535262,1,0.380437656,1,1,1,1,1,1,1,0.303116775,0.631199393,1,0.260214041,1,1,1,1,1,1,1,1,1,0.159402461,0.562130375,1,0.437,1,1,1,1,1,1,1,0.7,0.5768,1,0.380088548,1,1,1,1,1,1,1,0.177965549,0.506092194,1,1,1,1,1,1,0.36148724,0.194243431,1,0.026883231,0.026569612,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.012221571,0.268083215,0.282186151,1,1,1,1,1,0.534989858,0.535011802,0.512987013,0.513198164,0.645354645,0.570025349
41,1,0.353323033,1,1,1,1,1,1,0.2191,0.353323033,0.6201,1,0.219949232,1,1,1,1,1,1,0.032123813,0.219949232,0.499572818,1,0.380025839,1,1,1,1,1,1,1,0.24947823,0.541165767,1,0.260011398,1,1,1,1,1,1,1,1,1,0.1428547,0.43276299,1,0.4366,1,1,1,1,1,1,1,0.7236,0.4848,1,0.37994771,1,1,1,1,1,1,1,0.177212304,0.31941187,1,1,1,1,1,1,0.475147456,0.431261063,1,0.188447714,0.175701469,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.034967393,0.313852668,0.34338665,1,1,1,1,1,0.56643002,0.566483084,0.523538961,0.523909717,0.590659341,0.607889734
42,1,0.353123033,1,1,1,1,1,1,0.2706,0.353123033,0.4503,1,0.219980528,1,1,1,1,1,1,0.151736234,0.219980528,0.310206737,1,0.379669692,1,1,1,1,1,1,1,0.181965115,0.356494231,1,0.259906112,1,1,1,1,1,1,1,1,1,0.175942167,0.227322542,1,0.4362,1,1,1,1,1,1,1,0.7923,0.3881,1,0.379726991,1,1,1,1,1,1,1,0.187654062,0.095881487,1,1,1,1,1,0.94188112,0.403796107,0.316243321,1,0.185665593,0.161090687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.043802649,0.29810065,0.304036796,1,1,1,1,1,0.597701149,0.597823236,0.51461039,0.514919663,0.656093906,0.6378327
43,1,0.35291582,1,1,1,1,1,1,0.2502,0.35291582,0.2066,1,0.219958464,1,1,1,1,1,1,0.433680007,0.219958464,0.059898665,1,0.379352373,1,1,1,1,1,1,1,0.206328683,0.08561971,1,0.259706112,1,1,1,1,1,1,1,1,1,0.176111732,0.001040853,1,0.4358,1,1,1,1,1,1,1,0.853,0.2054,1,0.379586152,1,1,1,1,1,1,1,0.265228122,0,1,1,1,1,1,0.978080094,0.633601308,0.481600612,1,0.47961688,0.374643624,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.104041316,0.266802341,0.238337487,1,1,1,1,1,0.538708587,0.538683451,0.502435065,0.502869166,0.652847153,0.616603295
44,1,0.35271582,1,1,1,1,1,1,0.2199,0.35271582,0,1,0.219992199,1,1,1,1,1,1,0.471225986,0.219992199,0,1,0.378996227,1,1,1,1,1,1,1,0.390399196,0,1,0.259503469,1,1,1,1,1,1,1,1,1,0.267260084,0,1,0.4353,1,1,1,1,1,1,1,0.8522,0,1,0.379365434,1,1,1,1,1,1,1,0.306805814,0,1,1,1,1,1,1,0.727633953,0.627109587,1,0.539988041,0.449239761,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.116779283,0.152078286,0.168533221,1,1,1,1,1,0.612407032,0.612509835,0.580357143,0.580145371,0.557942058,0.698748416
45,1,0.352508608,1,1,1,1,1,1,0.2628,0.352508608,0,1,0.220025933,1,1,1,1,1,1,0.597296066,0.220025933,0,1,0.378635054,1,1,1,1,1,1,1,0.483887005,0,1,0.259300826,1,1,1,1,1,1,1,1,1,0.382277994,0,1,0.4349,1,1,1,1,1,1,1,0.7067,0,1,0.379224595,1,1,1,1,1,1,1,0.361862681,0,1,1,1,1,1,1,0.753690124,0.729148805,1,0.569287598,0.500822544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.12057846,0.09600953,0.142375946,1,1,1,1,1,0.614604462,0.614739051,0.560876623,0.56082632,0.468531469,0.653041825
46,1,0.352308608,1,1,1,1,1,1,0.2419,0.352308608,0,1,0.220099855,1,1,1,1,1,1,0.690725733,0.220099855,0,1,0.378317497,1,1,1,1,1,1,1,0.495509916,0,1,0.259098183,1,1,1,1,1,1,1,1,1,0.404859032,0,1,0.4345,1,1,1,1,1,1,1,0.5299,0,1,0.379003877,1,1,1,1,1,1,1,0.433270654,0,1,1,1,1,1,1,0.691068232,0.764833629,1,0.496106744,0.432101965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.075175479,0.085412383,0.125451744,1,1,1,1,1,0.526707235,0.52675059,0.471590909,0.471882173,0.374125874,0.534854246
47,1,0.35201582,1,1,1,1,1,1,0.2433,0.35201582,0,1,0.220131151,1,1,1,1,1,1,0.692506618,0.220131151,0,1,0.377961589,1,1,1,1,1,1,1,0.508272426,0,1,0.258898183,1,1,1,1,1,1,1,1,1,0.367433147,0,1,0.4341,1,1,1,1,1,1,1,0.3481,0,1,0.378863038,1,1,1,1,1,1,1,0.527093499,0,1,1,1,1,1,1,0.636879206,0.848876476,0.985020041,0.429959208,0.447999835,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.046063453,0.089364126,0.176558554,1,1,1,1,1,0.435598377,0.435615001,0.392857143,0.392884468,0.268981019,0.434806717
48,1,0.351808608,1,1,1,1,1,1,0.2746,0.351808608,0,1,0.220110663,1,1,1,1,1,1,0.675359536,0.220110663,0,1,0.377605442,1,1,1,1,1,1,1,0.538337204,0,1,0.25869554,1,1,1,1,1,1,1,1,1,0.278621221,0,1,0.4337,1,1,1,1,1,1,1,0.3531,0,1,0.378642319,1,1,1,1,1,1,1,0.538317355,0,1,1,1,1,1,1,0.575111508,0.889140546,0.962167025,0.360593587,0.444950044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.034952037,0.13861616,0.178939909,1,1,1,1,1,0.334178499,0.334120115,0.308441558,0.308913542,0.084415584,0.334125475
49,1,0.351608608,1,1,1,1,1,1,0.3739,0.351608608,0,1,0.220144397,1,1,1,1,1,1,0.641949753,0.220144397,0,1,0.377288123,1,1,1,1,1,1,1,0.470049552,0,1,0.258492897,1,1,1,1,1,1,1,1,1,0.25678494,0,1,0.4333,1,1,1,1,1,1,1,0.3059,0,1,0.378501481,1,1,1,1,1,1,1,0.546556921,0,1,1,1,1,1,1,0.561354876,0.784252286,0.875157833,0.35346669,0.460699499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.035727847,0.115988769,0.176997155,1,1,1,1,1,0.221264368,0.22121689,0.191558442,0.191277735,0.041958042,0.210709759
50,1,0.351401396,1,1,1,1,1,1,0.3436,0.351401396,0,1,0.220176556,1,1,1,1,1,1,0.578778303,0.220176556,0,1,0.376931977,1,1,1,1,1,1,1,0.441069575,0,1,0.258292897,1,1,1,1,1,1,1,1,1,0.186511003,0,1,0.4329,1,1,1,1,1,1,1,0.3057,0,1,0.378360642,1,1,1,1,1,1,1,0.520910875,0,1,1,1,1,1,1,0.542437792,0.755367637,0.815281391,0.321438074,0.386430383,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.047533501,0.106470421,0.161496133,1,1,1,1,1,0.0556119,0.055599266,0.053571429,0.053749044,0.021228771,0.054261724
51,1,0.351201396,1,1,1,1,1,1,0.226,0.351201396,0,1,0.220252054,1,1,1,1,1,1,0.523690481,0.220252054,0,1,0.37657583,1,1,1,1,1,1,1,0.567830324,0,1,0.258090254,1,1,1,1,1,1,1,1,1,0.15436529,0,1,0.4325,1,1,1,1,1,1,1,0.4019,0,1,0.378139924,1,1,1,1,1,1,1,0.448195412,0,1,1,1,1,1,1,0.600736856,0.69680059,0.870130301,0.377596468,0.413886249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.065679431,0.134969682,0.174840689,1,1,1,1,1,0.036004057,0.035929714,0.034090909,0.033856159,0.023226773,0.033903676
52,1,0.350994183,1,1,1,1,1,1,0.1603,0.350994183,0,1,0.22028335,1,1,1,1,1,1,0.535628431,0.22028335,0,1,0.376258511,1,1,1,1,1,1,1,0.526370058,0,1,0.257887611,1,1,1,1,1,1,1,1,1,0.045646029,0,1,0.4321,1,1,1,1,1,1,1,0.3356,0,1,0.377999085,1,1,1,1,1,1,1,0.464614152,0,1,1,1,1,1,1,0.822243452,0.795225024,0.894141138,0.667125702,0.672729135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.142268568,0.215771466,0.216298997,1,1,1,1,1,0.018931711,0.018882769,0.021103896,0.021231829,0.014235764,0.019565906
53,1,0.350794183,1,1,1,1,1,1,0.1653,0.350794183,0,1,0.220315509,1,1,1,1,1,1,0.459055452,0.220315509,0,1,0.375902365,1,1,1,1,1,1,1,0.462057503,0,1,0.257684968,1,1,1,1,1,1,1,1,1,0.063278811,0,1,0.4317,1,1,1,1,1,1,1,0.3152,0,1,0.377778366,1,1,1,1,1,1,1,0.46195734,0,1,1,1,1,1,1,0.982441425,0.905104518,0.953201592,0.933376312,0.947493672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.28906855,0.366566956,0.296189755,1,1,1,1,1,0.022650439,0.022554419,0.022727273,0.022379495,0.046453546,0.021704689
