Time_Index,CA_N_biomass_1,CA_N_conventional_hydroelectric_1,CA_N_geothermal_1,CA_N_hydroelectric_pumped_storage_1,CA_N_natural_gas_fired_combined_cycle_1,CA_N_natural_gas_fired_combined_cycle_2,CA_N_natural_gas_fired_combustion_turbine_1,CA_N_natural_gas_fired_combustion_turbine_2,CA_N_onshore_wind_turbine_1,CA_N_small_hydroelectric_1,CA_N_solar_photovoltaic_1,CA_S_biomass_1,CA_S_conventional_hydroelectric_1,CA_S_geothermal_1,CA_S_hydroelectric_pumped_storage_1,CA_S_natural_gas_fired_combined_cycle_1,CA_S_natural_gas_fired_combined_cycle_2,CA_S_natural_gas_fired_combustion_turbine_1,CA_S_natural_gas_fired_combustion_turbine_2,CA_S_onshore_wind_turbine_1,CA_S_small_hydroelectric_1,CA_S_solar_photovoltaic_1,WECC_N_biomass_1,WECC_N_conventional_hydroelectric_1,WECC_N_conventional_steam_coal_1,WECC_N_conventional_steam_coal_2,WECC_N_geothermal_1,WECC_N_natural_gas_fired_combined_cycle_1,WECC_N_natural_gas_fired_combined_cycle_2,WECC_N_natural_gas_fired_combustion_turbine_1,WECC_N_natural_gas_fired_combustion_turbine_2,WECC_N_onshore_wind_turbine_1,WECC_N_solar_photovoltaic_1,WECC_NMAZ_biomass_1,WECC_NMAZ_conventional_hydroelectric_1,WECC_NMAZ_conventional_steam_coal_1,WECC_NMAZ_conventional_steam_coal_2,WECC_NMAZ_geothermal_1,WECC_NMAZ_hydroelectric_pumped_storage_1,WECC_NMAZ_natural_gas_fired_combined_cycle_1,WECC_NMAZ_natural_gas_fired_combined_cycle_2,WECC_NMAZ_natural_gas_fired_combustion_turbine_1,WECC_NMAZ_natural_gas_fired_combustion_turbine_2,WECC_NMAZ_nuclear_1,WECC_NMAZ_onshore_wind_turbine_1,WECC_NMAZ_solar_photovoltaic_1,WECC_PNW_biomass_1,WECC_PNW_conventional_hydroelectric_1,WECC_PNW_geothermal_1,WECC_PNW_hydroelectric_pumped_storage_1,WECC_PNW_natural_gas_fired_combined_cycle_1,WECC_PNW_natural_gas_fired_combined_cycle_2,WECC_PNW_natural_gas_fired_combustion_turbine_1,WECC_PNW_natural_gas_fired_combustion_turbine_2,WECC_PNW_nuclear_1,WECC_PNW_onshore_wind_turbine_1,WECC_PNW_solar_photovoltaic_1,WECC_WYCO_biomass_1,WECC_WYCO_conventional_hydroelectric_1,WECC_WYCO_conventional_steam_coal_1,WECC_WYCO_conventional_steam_coal_2,WECC_WYCO_hydroelectric_pumped_storage_1,WECC_WYCO_natural_gas_fired_combined_cycle_1,WECC_WYCO_natural_gas_fired_combined_cycle_2,WECC_WYCO_natural_gas_fired_combustion_turbine_1,WECC_WYCO_natural_gas_fired_combustion_turbine_2,WECC_WYCO_onshore_wind_turbine_1,WECC_WYCO_solar_photovoltaic_1,CA_N_naturalgas_ccavgcf_mid_0,CA_N_naturalgas_ctavgcf_mid_0,CA_N_naturalgas_ccccsavgcf_mid_0,CA_N_nuclear_mid_0,CA_N_naturalgas_ccs100_mid_0,CA_N_offshorewind_otrg6_low_floating_1_180_1,CA_N_offshorewind_otrg6_low_floating_1_180_2,CA_N_offshorewind_otrg6_low_floating_1_180_3,CA_N_offshorewind_otrg6_low_floating_1_180_4,CA_N_offshorewind_otrg6_low_floating_1_180_5,CA_N_offshorewind_otrg6_low_floating_1_180_6,CA_S_naturalgas_ccavgcf_mid_0,CA_S_naturalgas_ctavgcf_mid_0,CA_S_naturalgas_ccccsavgcf_mid_0,CA_S_nuclear_mid_0,CA_S_naturalgas_ccs100_mid_0,WECC_N_naturalgas_ccavgcf_mid_0,WECC_N_naturalgas_ctavgcf_mid_0,WECC_N_naturalgas_ccccsavgcf_mid_0,WECC_N_nuclear_mid_0,WECC_N_naturalgas_ccs100_mid_0,WECC_NMAZ_naturalgas_ccavgcf_mid_0,WECC_NMAZ_naturalgas_ctavgcf_mid_0,WECC_NMAZ_naturalgas_ccccsavgcf_mid_0,WECC_NMAZ_nuclear_mid_0,WECC_NMAZ_naturalgas_ccs100_mid_0,WECC_PNW_naturalgas_ccavgcf_mid_0,WECC_PNW_naturalgas_ctavgcf_mid_0,WECC_PNW_naturalgas_ccccsavgcf_mid_0,WECC_PNW_nuclear_mid_0,WECC_PNW_naturalgas_ccs100_mid_0,WECC_PNW_offshorewind_otrg6_low_floating_1_150_1,WECC_PNW_offshorewind_otrg6_low_floating_1_150_2,WECC_PNW_offshorewind_otrg6_low_floating_1_150_3,WECC_WYCO_naturalgas_ccavgcf_mid_0,WECC_WYCO_naturalgas_ctavgcf_mid_0,WECC_WYCO_naturalgas_ccccsavgcf_mid_0,WECC_WYCO_nuclear_mid_0,WECC_WYCO_naturalgas_ccs100_mid_0,CA_N_ev_load_shifting_1,CA_S_ev_load_shifting_1,WECC_N_ev_load_shifting_1,WECC_NMAZ_ev_load_shifting_1,WECC_PNW_ev_load_shifting_1,WECC_WYCO_ev_load_shifting_1
54,1,0.350586971,1,1,1,1,1,1,0.17,0.350586971,0,1,0.220295021,1,1,1,1,1,1,0.436698184,0.220295021,0,1,0.375490547,1,1,1,1,1,1,1,0.477711354,0.002569284,1,0.257484968,1,1,1,1,1,1,1,1,1,0.086096818,0.014370433,1,0.4313,1,1,1,1,1,1,1,0.3277,0,1,0.377637528,1,1,1,1,1,1,1,0.439394283,0.18311998,1,1,1,1,1,1,1,1,0.912016571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.440749466,0.490755409,0.379274845,1,1,1,1,1,0.017579446,0.017571466,0.026785714,0.027161438,0.123876124,0.022417617
55,1,0.350294183,1,1,1,1,1,1,0.1774,0.350294183,0.1817,1,0.220328755,1,1,1,1,1,1,0.358648788,0.220328755,0.108314929,1,0.37517299,1,1,1,1,1,1,1,0.459711474,0.267350122,1,0.257282325,1,1,1,1,1,1,1,1,1,0.057912898,0.22037177,1,0.4309,1,1,1,1,1,1,1,0.2615,0.1598,1,0.377416809,1,1,1,1,1,1,1,0.379187202,0.442570427,1,1,1,1,1,1,1,1,0.865834832,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.586471438,0.58556515,0.373944432,1,1,1,1,1,0.063387424,0.063335956,0.086850649,0.086457536,0.234765235,0.074461343
56,1,0.350086971,1,1,1,1,1,1,0.1822,0.350086971,0.4215,1,0.220402677,1,1,1,1,1,1,0.221374195,0.220402677,0.349011557,1,0.374817082,1,1,1,1,1,1,1,0.336316844,0.478811048,1,0.257079682,1,1,1,1,1,1,1,1,1,0.010896996,0.416597756,1,0.4305,1,1,1,1,1,1,1,0.1721,0.3812,1,0.377275971,1,1,1,1,1,1,1,0.266829443,0.596561254,1,1,1,1,1,1,0.99609524,1,0.87117517,0.986146331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.634191215,0.509297729,0.329920828,1,1,1,1,1,0.148749155,0.14870181,0.185876623,0.186113236,0.265484515,0.165557668
57,1,0.349886971,1,1,1,1,1,1,0.0288,0.349886971,0.59,1,0.220433973,1,1,1,1,1,1,0.023841154,0.220433973,0.509121814,1,0.374460935,1,1,1,1,1,1,1,0.354519741,0.619757746,1,0.256877039,1,1,1,1,1,1,1,1,1,0.007053826,0.550995835,1,0.4301,1,1,1,1,1,1,1,0.0993,0.546,1,0.377055252,1,1,1,1,1,1,1,0.27946109,0.675590727,1,1,1,1,1,1,0.922212362,0.993877053,0.883092999,0.869334459,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.653544784,0.430215955,0.303010523,1,1,1,1,1,0.251521298,0.251507999,0.280032468,0.279839327,0.2504995,0.2628327
58,1,0.349679758,1,1,1,1,1,1,0.0049,0.349679758,0.6495,1,0.220467708,1,1,1,1,1,1,0.001846537,0.220467708,0.584704739,1,0.374143616,1,1,1,1,1,1,1,0.349991533,0.683464207,1,0.256677039,1,1,1,1,1,1,1,1,1,0.009236936,0.614297638,1,0.4296,1,1,1,1,1,1,1,0.0896,0.6349,1,0.376914414,1,1,1,1,1,1,1,0.35198804,0.720190288,1,1,1,1,1,1,0.919509232,1,0.980112076,0.872144341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.760538161,0.416912377,0.300346613,1,1,1,1,1,0.266227181,0.266194597,0.288961039,0.289211936,0.278221778,0.275903042
59,1,0.349479758,1,1,1,1,1,1,0.0004,0.349479758,0.6953,1,0.220445644,1,1,1,1,1,1,0.004916819,0.220445644,0.636545215,1,0.37378747,1,1,1,1,1,1,1,0.365383202,0.713552087,1,0.256474396,1,1,1,1,1,1,1,1,1,0.0220641,0.648724636,1,0.4292,1,1,1,1,1,1,1,0.1265,0.6899,1,0.376693695,1,1,1,1,1,1,1,0.401324973,0.725250632,1,1,1,1,1,1,0.97340852,1,0.927330256,0.918608546,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.786746264,0.360582829,0.283398688,1,1,1,1,1,0.250169033,0.250196696,0.276785714,0.276587605,0.337412587,0.265525982
60,1,0.349272546,1,1,1,1,1,1,0.0039,0.349272546,0.6291,1,0.220479378,1,1,1,1,1,1,0.069377401,0.220479378,0.61773298,1,0.373470151,1,1,1,1,1,1,1,0.346711736,0.634096525,1,0.256271753,1,1,1,1,1,1,1,1,1,0.031927949,0.594319293,1,0.4288,1,1,1,1,1,1,1,0.2481,0.6438,1,0.376552856,1,1,1,1,1,1,1,0.462840974,0.641752453,1,1,1,1,1,1,0.83413744,0.397039235,1,0.695214272,0.590148509,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.494727373,0.168191031,0.215292305,1,1,1,1,1,0.286342123,0.28638867,0.321428571,0.321346595,0.389360639,0.306796578
61,1,0.349072546,1,1,1,1,1,1,0.0041,0.349072546,0.6938,1,0.220554876,1,1,1,1,1,1,0.208404584,0.220554876,0.65521218,1,0.373114004,1,1,1,1,1,1,1,0.285828285,0.712341511,1,0.256071753,1,1,1,1,1,1,1,1,1,0.106799935,0.641291504,1,0.4284,1,1,1,1,1,1,1,0.1868,0.7179,1,0.376412018,1,1,1,1,1,1,1,0.26302349,0.703262755,1,1,1,1,1,1,1,1,0.711676955,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.994890273,0.466068476,0.309535086,1,1,1,1,1,0.352941176,0.352871755,0.383116883,0.382938026,0.402597403,0.368979721
62,1,0.348872546,1,1,1,1,1,1,0.0008,0.348872546,0.6931,1,0.220584596,1,1,1,1,1,1,0.114974343,0.220584596,0.631806717,1,0.372758095,1,1,1,1,1,1,1,0.254264868,0.711309294,1,0.25586911,1,1,1,1,1,1,1,1,1,0.085826751,0.636263596,1,0.428,1,1,1,1,1,1,1,0.2553,0.7205,1,0.376191299,1,1,1,1,1,1,1,0.327101773,0.65905333,1,1,1,1,1,1,1,1,0.56977427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.569813609,0.331242323,1,1,1,1,1,0.400270453,0.400340939,0.413149351,0.413351186,0.453546454,0.408745247
63,1,0.348572546,1,1,1,1,1,1,0.0079,0.348572546,0.6488,1,0.220618331,1,1,1,1,1,1,0.08583181,0.220618331,0.556440012,1,0.372435275,1,1,1,1,1,1,1,0.257615378,0.675655503,1,0.255666467,1,1,1,1,1,1,1,1,1,0.069616946,0.57973612,1,0.4276,1,1,1,1,1,1,1,0.2017,0.7062,1,0.376050461,1,1,1,1,1,1,1,0.373466506,0.638152301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.680725455,0.349804908,1,1,1,1,1,0.413793103,0.413716234,0.421266234,0.421193573,0.605144855,0.4246673
64,1,0.348372546,1,1,1,1,1,1,0.0084,0.348372546,0.6252,1,0.220652065,1,1,1,1,1,1,0.116004247,0.220652065,0.518041481,1,0.372079128,1,1,1,1,1,1,1,0.263845263,0.607225799,1,0.255463824,1,1,1,1,1,1,1,1,1,0.051844579,0.519464378,1,0.4272,1,1,1,1,1,1,1,0.1951,0.6702,1,0.375829742,1,1,1,1,1,1,1,0.307790533,0.591182853,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.757398069,0.377392828,1,1,1,1,1,0.48056119,0.480592709,0.483766234,0.483741393,0.806693307,0.501188213
65,1,0.348165333,1,1,1,1,1,1,0.0126,0.348165333,0.5452,1,0.220630001,1,1,1,1,1,1,0.211246585,0.220630001,0.44053546,1,0.37172322,1,1,1,1,1,1,1,0.248189196,0.512839833,1,0.255263824,1,1,1,1,1,1,1,1,1,0.118750482,0.362825498,1,0.4268,1,1,1,1,1,1,1,0.3729,0.5897,1,0.375688904,1,1,1,1,1,1,1,0.381115216,0.42482234,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92018187,0.475051224,1,1,1,1,1,0.642832995,0.642932074,0.617694805,0.618018363,0.965034965,0.67126109
66,1,0.347965333,1,1,1,1,1,1,0.1814,0.347965333,0.371,1,0.220705499,1,1,1,1,1,1,0.174557268,0.220705499,0.272873892,1,0.371405663,1,1,1,1,1,1,1,0.23407568,0.338172894,1,0.255061181,1,1,1,1,1,1,1,1,1,0.169327318,0.146422294,1,0.4264,1,1,1,1,1,1,1,0.3039,0.4412,1,0.375468185,1,1,1,1,1,1,1,0.508835376,0.09824141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.946990013,0.512179613,1,1,1,1,1,0.827079108,0.827170207,0.732142857,0.732211171,0.776973027,0.86462294
67,1,0.347758121,1,1,1,1,1,1,0.158,0.347758121,0.1371,1,0.220736795,1,1,1,1,1,1,0.296191629,0.220736795,0.046378324,1,0.370993845,1,1,1,1,1,1,1,0.205045849,0.084602201,1,0.254858538,1,1,1,1,1,1,1,1,1,0.205722403,0,1,0.426,1,1,1,1,1,1,1,0.3333,0.222,1,0.375327346,1,1,1,1,1,1,1,0.463904621,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997218609,0.629717052,1,1,1,1,1,0.915314402,0.915420928,0.753246753,0.753442999,0.4498002,0.943757921
68,1,0.347558121,1,1,1,1,1,1,0.1069,0.347558121,0,1,0.220770529,1,1,1,1,1,1,0.297326797,0.220770529,0,1,0.370637699,1,1,1,1,1,1,1,0.206132577,0,1,0.254655895,1,1,1,1,1,1,1,1,1,0.203624654,0,1,0.4256,1,1,1,1,1,1,1,0.2931,0,1,0.375106628,1,1,1,1,1,1,1,0.514649657,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.640088379,1,1,1,1,1,0.68356998,0.683582481,0.550324675,0.5506886,0.321678322,0.687975285
69,1,0.347350909,1,1,1,1,1,1,0.1108,0.347350909,0,1,0.220802688,1,1,1,1,1,1,0.430298594,0.220802688,0,1,0.37032038,1,1,1,1,1,1,1,0.190263515,0,1,0.254455895,1,1,1,1,1,1,1,1,1,0.278116865,0,1,0.4252,1,1,1,1,1,1,1,0.3083,0,1,0.374965789,1,1,1,1,1,1,1,0.537969418,0,1,1,1,1,1,1,1,1,0.890319526,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.984948039,0.56628263,1,1,1,1,1,0.383536173,0.383556255,0.326298701,0.326128539,0.24025974,0.38973384
70,1,0.347058121,1,1,1,1,1,1,0.1571,0.347058121,0,1,0.220836423,1,1,1,1,1,1,0.471604194,0.220836423,0,1,0.369964233,1,1,1,1,1,1,1,0.175579681,0,1,0.254253252,1,1,1,1,1,1,1,1,1,0.293549324,0,1,0.4248,1,1,1,1,1,1,1,0.2786,0,1,0.37474507,1,1,1,1,1,1,1,0.605088277,0,1,1,1,1,1,1,1,1,0.763354003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.938545942,0.489293635,1,1,1,1,1,0.299188641,0.299239444,0.253246753,0.253060444,0.161588412,0.292141952
71,1,0.346850909,1,1,1,1,1,1,0.1728,0.346850909,0,1,0.220857698,1,1,1,1,1,1,0.534230258,0.220857698,0,1,0.369608324,1,1,1,1,1,1,1,0.197933912,0,1,0.254050609,1,1,1,1,1,1,1,1,1,0.201351907,0,1,0.4243,1,1,1,1,1,1,1,0.1724,0,1,0.374604232,1,1,1,1,1,1,1,0.605720696,0,1,1,1,1,1,1,1,1,0.71921277,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.90688467,0.487110049,1,1,1,1,1,0.222109533,0.222003672,0.1875,0.187834736,0.114135864,0.210392902
72,1,0.346650909,1,1,1,1,1,1,0.2346,0.346650909,0,1,0.220887418,1,1,1,1,1,1,0.649506869,0.220887418,0,1,0.369290768,1,1,1,1,1,1,1,0.17817041,0,1,0.253850609,1,1,1,1,1,1,1,1,1,0.240376334,0,1,0.4239,1,1,1,1,1,1,1,0.1243,0,1,0.374463393,1,1,1,1,1,1,1,0.505887911,0,1,1,1,1,1,1,0.968524754,1,0.573657155,0.906277418,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.77367717,0.443166614,1,1,1,1,1,0.145199459,0.145292421,0.128246753,0.128538638,0.066433566,0.14028834
73,1,0.346443696,1,1,1,1,1,1,0.2287,0.346443696,0,1,0.220921153,1,1,1,1,1,1,0.651102916,0.220921153,0,1,0.368934859,1,1,1,1,1,1,1,0.222712671,0,1,0.253647966,1,1,1,1,1,1,1,1,1,0.266236005,0,1,0.4235,1,1,1,1,1,1,1,0.1302,0,1,0.374242675,1,1,1,1,1,1,1,0.505729487,0,1,1,1,1,1,1,0.979908645,1,0.294619292,0.944598436,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.667283714,0.420651555,1,1,1,1,1,0.101588911,0.101494886,0.090909091,0.090474369,0.041708292,0.096720532
74,1,0.346243696,1,1,1,1,1,1,0.268,0.346243696,0,1,0.220954887,1,1,1,1,1,1,0.660633873,0.220954887,0,1,0.368578713,1,1,1,1,1,1,1,0.186464663,0,1,0.253445323,1,1,1,1,1,1,1,1,1,0.203005489,0,1,0.4231,1,1,1,1,1,1,1,0.1485,0,1,0.374101836,1,1,1,1,1,1,1,0.570809919,0,1,1,1,1,1,1,0.987185121,1,0.183195949,0.969298899,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6377756,0.414554596,1,1,1,1,1,0.057471264,0.05743509,0.053571429,0.05317521,0.021228771,0.055212294
75,1,0.346036484,1,1,1,1,1,1,0.228,0.346036484,0,1,0.220987046,1,1,1,1,1,1,0.666440145,0.220987046,0,1,0.368261393,1,1,1,1,1,1,1,0.15614469,0,1,0.25324268,1,1,1,1,1,1,1,1,1,0.133710615,0,1,0.4227,1,1,1,1,1,1,1,0.1164,0,1,0.373881118,1,1,1,1,1,1,1,0.560792489,0,1,1,1,1,1,1,0.974045873,1,0.131066114,0.926659584,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.629499912,0.411693245,1,1,1,1,1,0.037356322,0.037372148,0.033279221,0.033473604,0.023226773,0.034299747
76,1,0.345836484,1,1,1,1,1,1,0.2374,0.345836484,0,1,0.221008321,1,1,1,1,1,1,0.590041621,0.221008321,0,1,0.367905247,1,1,1,1,1,1,1,0.158072739,0,1,0.25304268,1,1,1,1,1,1,1,1,1,0.076047502,0,1,0.4223,1,1,1,1,1,1,1,0.1347,0,1,0.373740279,1,1,1,1,1,1,1,0.552763218,0,1,1,1,1,1,1,0.971560478,1,0.094017394,0.915780783,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.641034603,0.455938399,1,1,1,1,1,0.019607843,0.019538421,0.021103896,0.020849273,0.014235764,0.019803549
77,1,0.345629271,1,1,1,1,1,1,0.143,0.345629271,0,1,0.221039617,1,1,1,1,1,1,0.498703643,0.221039617,0,1,0.367549338,1,1,1,1,1,1,1,0.14440301,0,1,0.252840037,1,1,1,1,1,1,1,1,1,0.055523148,0,1,0.4219,1,1,1,1,1,1,1,0.1318,0,1,0.37351956,1,1,1,1,1,1,1,0.517520031,0,1,1,1,1,1,1,0.97421962,1,0.11178194,0.926282644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.576163769,0.396567583,1,1,1,1,1,0.023157539,0.023210071,0.021915584,0.02199694,0.046203796,0.021863118
78,1,0.345336484,1,1,1,1,1,1,0.1807,0.345336484,0,1,0.221071776,1,1,1,1,1,1,0.349392605,0.221071776,0,1,0.367231782,1,1,1,1,1,1,1,0.104456042,0.001787889,1,0.252637394,1,1,1,1,1,1,1,1,1,0.047572901,0.021398079,1,0.4215,1,1,1,1,1,1,1,0.0675,0,1,0.373378722,1,1,1,1,1,1,1,0.485968924,0.182742269,1,1,1,1,1,1,0.982695282,1,0.081605017,0.949789524,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.61237973,0.417403132,1,1,1,1,1,0.017748479,0.017833727,0.026785714,0.026778883,0.123126873,0.022496831
79,1,0.345136484,1,1,1,1,1,1,0.1687,0.345136484,0.1679,1,0.22110551,1,1,1,1,1,1,0.216447738,0.22110551,0.123269663,1,0.366875635,1,1,1,1,1,1,1,0.073283212,0.242168635,1,0.252437394,1,1,1,1,1,1,1,1,1,0.050020751,0.181306501,1,0.4211,1,1,1,1,1,1,1,0.0496,0.1929,1,0.373158003,1,1,1,1,1,1,1,0.371121149,0.438332558,1,1,1,1,1,1,0.981107891,1,0.026240576,0.948189259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.599214673,0.398343563,1,1,1,1,1,0.06372549,0.063729347,0.084415584,0.084736037,0.231768232,0.074936629
80,1,0.344929271,1,1,1,1,1,1,0.1845,0.344929271,0.4082,1,0.221139245,1,1,1,1,1,1,0.160670842,0.221139245,0.330067632,1,0.366502407,1,1,1,1,1,1,1,0.034415465,0.440117062,1,0.252234751,1,1,1,1,1,1,1,1,1,0.005962311,0.383536442,1,0.4207,1,1,1,1,1,1,1,0.0243,0.4064,1,0.373017165,1,1,1,1,1,1,1,0.209163809,0.591741055,1,1,1,1,1,1,0.975430429,1,0.031579163,0.937631607,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.935428023,0.51265502,0.345789403,1,1,1,1,1,0.148918188,0.14896407,0.18262987,0.182478959,0.262737263,0.16539924
81,1,0.344729271,1,1,1,1,1,1,0.0588,0.344729271,0.5748,1,0.221213167,1,1,1,1,1,1,0.023377186,0.221213167,0.472340136,1,0.366140997,1,1,1,1,1,1,1,0.014680184,0.583288378,1,0.252032108,1,1,1,1,1,1,1,1,1,0.004477532,0.527697887,1,0.4203,1,1,1,1,1,1,1,0.0062,0.5693,1,0.372796446,1,1,1,1,1,1,1,0.323748335,0.652810285,1,1,1,1,1,1,0.987903476,1,0.001443662,0.975366592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.923066378,0.52941978,0.334655702,1,1,1,1,1,0.248309669,0.248360871,0.273538961,0.273335884,0.246003996,0.265922053
82,1,0.344522059,1,1,1,1,1,1,0.0401,0.344522059,0.6488,1,0.22119024,1,1,1,1,1,1,0.018122327,0.22119024,0.539810661,1,0.365785088,1,1,1,1,1,1,1,0.010580629,0.634187965,1,0.251829465,1,1,1,1,1,1,1,1,1,0.008593191,0.590011685,1,0.4199,1,1,1,1,1,1,1,0.0019,0.6534,1,0.372655607,1,1,1,1,1,1,1,0.340640244,0.698530197,1,1,1,1,1,1,0.98684907,0.997090459,0.001364378,0.961972892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.915361881,0.480284572,0.31193912,1,1,1,1,1,0.264705882,0.264752164,0.284090909,0.283856159,0.277972028,0.278121039
83,1,0.344322059,1,1,1,1,1,1,0.0018,0.344322059,0.6846,1,0.221223974,1,1,1,1,1,1,0.043256909,0.221223974,0.580757882,1,0.365467531,1,1,1,1,1,1,1,0.023003755,0.684031796,1,0.251629465,1,1,1,1,1,1,1,1,1,0.03591008,0.61789421,1,0.4195,1,1,1,1,1,1,1,0,0.7098,1,0.372514769,1,1,1,1,1,1,1,0.33886612,0.710641528,1,1,1,1,1,1,1,0.984121442,0.00153409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.958431721,0.470949471,0.310210228,1,1,1,1,1,0.245774172,0.245738264,0.271915584,0.27199694,0.34015984,0.267427123
84,1,0.344114847,1,1,1,1,1,1,0.0089,0.344114847,0.702,1,0.221257709,1,1,1,1,1,1,0.139113802,0.221257709,0.572948653,1,0.365111622,1,1,1,1,1,1,1,0.0254837,0.678610121,1,0.251426822,1,1,1,1,1,1,1,1,1,0.063518492,0.63071644,1,0.4191,1,1,1,1,1,1,1,0.0005,0.7342,1,0.37229405,1,1,1,1,1,1,1,0.350648034,0.704932709,1,1,1,1,1,1,1,0.996289134,0.019754667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.613303781,0.392026722,1,1,1,1,1,0.280087897,0.280225544,0.315746753,0.315990819,0.397602398,0.309569075
85,1,0.343914847,1,1,1,1,1,1,0.0196,0.343914847,0.702,1,0.221331631,1,1,1,1,1,1,0.184755653,0.221331631,0.575678649,1,0.364755476,1,1,1,1,1,1,1,0.047807745,0.688189753,1,0.251224179,1,1,1,1,1,1,1,1,1,0.10197588,0.61756103,1,0.4186,1,1,1,1,1,1,1,0.0039,0.7357,1,0.372153212,1,1,1,1,1,1,1,0.367264174,0.708282027,1,1,1,1,1,1,1,0.997341633,0.02749192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.856109858,0.494086981,1,1,1,1,1,0.341954023,0.341987936,0.375811688,0.376243305,0.412337662,0.371752218
86,1,0.343614847,1,1,1,1,1,1,0.0496,0.343614847,0.7089,1,0.221365366,1,1,1,1,1,1,0.206363073,0.221365366,0.544020891,1,0.364438157,1,1,1,1,1,1,1,0.067298734,0.667452577,1,0.251021536,1,1,1,1,1,1,1,1,1,0.046144037,0.616312996,1,0.4182,1,1,1,1,1,1,1,0.0022,0.7485,1,0.371932493,1,1,1,1,1,1,1,0.475795713,0.68739248,1,1,1,1,1,1,1,1,0.104585119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997438908,0.609095335,1,1,1,1,1,0.384381339,0.384474167,0.408279221,0.408377965,0.462787213,0.412468314
87,1,0.343414847,1,1,1,1,1,1,0.2764,0.343414847,0.6761,1,0.221342439,1,1,1,1,1,1,0.110564178,0.221342439,0.489170123,1,0.364082011,1,1,1,1,1,1,1,0.117011613,0.639129358,1,0.250821536,1,1,1,1,1,1,1,1,1,0.136185264,0.562391009,1,0.4178,1,1,1,1,1,1,1,0.0076,0.7284,1,0.371791655,1,1,1,1,1,1,1,0.460607027,0.63866375,1,1,1,1,1,1,1,1,0.123034112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.725942612,1,1,1,1,1,0.39739689,0.397456071,0.417207792,0.417559296,0.613136863,0.429024081
