Time_Index,CA_N_utilitypv_losangeles_low_90_0_2_1,CA_N_utilitypv_losangeles_low_90_0_2_2,CA_N_utilitypv_losangeles_low_90_0_2_3,CA_N_utilitypv_losangeles_low_90_0_2_4,CA_S_utilitypv_losangeles_low_90_0_2_1,CA_S_utilitypv_losangeles_low_90_0_2_2,CA_S_utilitypv_losangeles_low_90_0_2_3,CA_S_utilitypv_losangeles_low_90_0_2_4,WECC_N_utilitypv_losangeles_low_70_0_2_1,WECC_N_utilitypv_losangeles_low_70_0_2_2,WECC_N_utilitypv_losangeles_low_70_0_2_3,WECC_N_utilitypv_losangeles_low_70_0_2_4,WECC_N_utilitypv_losangeles_low_70_0_2_5,WECC_N_utilitypv_losangeles_low_70_0_2_6,WECC_N_utilitypv_losangeles_low_70_0_2_7,WECC_N_utilitypv_losangeles_low_70_0_2_8,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_1,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_2,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_3,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_4,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_5,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_6,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_7,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_8,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_9,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_10,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_11,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_12,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_13,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_14,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_15,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_16,WECC_PNW_utilitypv_losangeles_low_70_0_2_1,WECC_PNW_utilitypv_losangeles_low_70_0_2_2,WECC_PNW_utilitypv_losangeles_low_70_0_2_3,WECC_PNW_utilitypv_losangeles_low_70_0_2_4,WECC_WYCO_utilitypv_losangeles_low_70_0_2_1,WECC_WYCO_utilitypv_losangeles_low_70_0_2_2,WECC_WYCO_utilitypv_losangeles_low_70_0_2_3,WECC_WYCO_utilitypv_losangeles_low_70_0_2_4,WECC_WYCO_utilitypv_losangeles_low_70_0_2_5,CA_N_battery_low_0,CA_S_battery_low_0,WECC_N_battery_low_0,WECC_NMAZ_battery_low_0,WECC_PNW_battery_low_0,WECC_WYCO_battery_low_0,CA_N_landbasedwind_ltrg1_low_110_1,CA_N_landbasedwind_ltrg1_low_110_2,CA_N_landbasedwind_ltrg1_low_110_3,CA_N_landbasedwind_ltrg1_low_110_4,CA_N_landbasedwind_ltrg1_low_110_5,CA_S_landbasedwind_ltrg1_low_90_1,CA_S_landbasedwind_ltrg1_low_90_2,CA_S_landbasedwind_ltrg1_low_90_3,CA_S_landbasedwind_ltrg1_low_90_4,CA_S_landbasedwind_ltrg1_low_90_5,CA_S_landbasedwind_ltrg1_low_90_6,CA_S_landbasedwind_ltrg1_low_90_7,CA_S_landbasedwind_ltrg1_low_90_8,CA_S_landbasedwind_ltrg1_low_90_9,CA_S_landbasedwind_ltrg1_low_90_10,WECC_N_landbasedwind_ltrg1_low_70_1,WECC_N_landbasedwind_ltrg1_low_70_2,WECC_N_landbasedwind_ltrg1_low_70_3,WECC_N_landbasedwind_ltrg1_low_70_4,WECC_N_landbasedwind_ltrg1_low_70_5,WECC_N_landbasedwind_ltrg1_low_70_6,WECC_N_landbasedwind_ltrg1_low_70_7,WECC_N_landbasedwind_ltrg1_low_70_8,WECC_N_landbasedwind_ltrg1_low_70_9,WECC_NMAZ_landbasedwind_ltrg1_low_70_1,WECC_NMAZ_landbasedwind_ltrg1_low_70_2,WECC_NMAZ_landbasedwind_ltrg1_low_70_3,WECC_NMAZ_landbasedwind_ltrg1_low_70_4,WECC_NMAZ_landbasedwind_ltrg1_low_70_5,WECC_NMAZ_landbasedwind_ltrg1_low_70_6,WECC_NMAZ_landbasedwind_ltrg1_low_70_7,WECC_NMAZ_landbasedwind_ltrg1_low_70_8,WECC_NMAZ_landbasedwind_ltrg1_low_70_9,WECC_NMAZ_landbasedwind_ltrg1_low_70_10,WECC_PNW_landbasedwind_ltrg1_low_70_1,WECC_PNW_landbasedwind_ltrg1_low_70_2,WECC_PNW_landbasedwind_ltrg1_low_70_3,WECC_PNW_landbasedwind_ltrg1_low_70_4,WECC_PNW_landbasedwind_ltrg1_low_70_5,WECC_PNW_landbasedwind_ltrg1_low_70_6,WECC_PNW_landbasedwind_ltrg1_low_70_7,WECC_PNW_landbasedwind_ltrg1_low_70_8,WECC_WYCO_landbasedwind_ltrg1_low_70_1,WECC_WYCO_landbasedwind_ltrg1_low_70_2,WECC_WYCO_landbasedwind_ltrg1_low_70_3,WECC_WYCO_landbasedwind_ltrg1_low_70_4,WECC_WYCO_landbasedwind_ltrg1_low_70_5,WECC_WYCO_landbasedwind_ltrg1_low_70_6,WECC_WYCO_landbasedwind_ltrg1_low_70_7,WECC_WYCO_landbasedwind_ltrg1_low_70_8
152,0.615420759,0.626368999,0.61504221,0.604700923,0.48682043,0.605051875,0.432111681,0.646710098,0.674383461,0.693028331,0.715817034,0.685960412,0.72575891,0.761562824,0.685248852,0.749930978,0.77059716,0.690313339,0.763769388,0.616565585,0.740117192,0.681012273,0.763655007,0.613011241,0.45900479,0.614265203,0.762545288,0.689326763,0.754446328,0.518387377,0.613971531,0.76171869,0.68974638,0.680120289,0.584764659,0.677704334,0.822475255,0.619769335,0.768333256,0.605661452,0.753055573,1,1,1,1,1,1,0.485197842,0.006984724,0.012567317,0.646906435,0.239903599,0.495132864,0.003596078,0.371012509,0.013456713,0.006010517,0.215862691,0.458500564,0.060906768,0.006272204,0,0.157378554,0.226593465,0.074740298,0.143768787,0.54016459,0.157958344,0.030337643,0.524451673,0.145846978,0.177329868,0.095725089,0.062760785,0.060923219,0.073961407,0.072111331,0.310406923,0.06987492,0.07362631,0.060898528,0.551883161,0.424802601,0.590023518,0.542884946,0.412329197,0.569505453,0.516601741,0.414573431,0.527896047,0.473382771,0.406229734,0.452320904,0.284744561,0.456589103,0.452794552,0.497847021
153,0.790440917,0.83596921,0.825213611,0.836072922,0.653823733,0.800245345,0.62814045,0.848712683,0.889977634,0.896024704,0.85530901,0.890676498,0.8617993,0.923051596,0.886431515,0.913536549,0.892066717,0.872562289,0.884141088,0.766600788,0.866968632,0.868975401,0.884831131,0.764855742,0.685651064,0.76445508,0.883820295,0.873899698,0.874292254,0.697953939,0.765075445,0.884029269,0.859660387,0.872321486,0.730609536,0.8749789,0.911299825,0.787948608,0.88223803,0.81276679,0.891006589,1,1,1,1,1,1,0.488969266,0.004875421,0.005145357,0.385893255,0.216878682,0.253682524,0.000955986,0.146187603,0.005694648,0,0.040980209,0.226118997,0.006218923,0.000832542,0,0.087780707,0.103120416,0.002074201,0.061583914,0.554968178,0.086936511,0.001668758,0.543760121,0.051322863,0.426412612,0.028225478,0.097874798,0.102392241,0.03134381,0.089212321,0.084891774,0.110457107,0.047961101,0.032695096,0.29433915,0.168101519,0.306365848,0.253990412,0.217284083,0.252195746,0.204783231,0.150080234,0.552899361,0.509550214,0.456843615,0.471366107,0.282334715,0.446577787,0.365430534,0.375711083
154,0.91001457,0.931462049,0.906233728,0.94125104,0.723557293,0.879176259,0.749678314,0.937958479,0.97210288,0.968351483,0.891062021,0.958791614,0.897286057,0.980822504,0.954752207,0.971101761,0.934870064,0.92618078,0.925512671,0.825831175,0.922896504,0.926050186,0.926583767,0.825507641,0.752500117,0.822482824,0.924055815,0.926569462,0.929846048,0.761495709,0.822988033,0.922583461,0.914138317,0.922080815,0.773146868,0.927946985,0.987650156,0.887440979,0.93466413,0.882787704,0.92377317,1,1,1,1,1,1,0.46730718,0,0.019304063,0.109066665,0.180550814,0.10579472,0.016491767,0.066209599,0.003546667,0,0.000471444,0.171088025,0.004063194,0.004585763,0,0.035593417,0.096741453,0.005877323,0.05537599,0.62189579,0.035913479,0.007948633,0.563507318,0.023255184,0.45875591,0.006974146,0.113420062,0.124106966,0.012661284,0.109976515,0.047021132,0.150525391,0.081695907,0.020961538,0.166440099,0.075729139,0.164200068,0.179640889,0.139352262,0.186868131,0.145644039,0.122750297,0.524784625,0.466779768,0.393309832,0.370329499,0.284933627,0.376502812,0.315078974,0.305864513
155,0.949899375,0.962828875,0.936074853,0.969671667,0.791739762,0.916678548,0.813380241,0.969376802,0.996017694,0.994063675,0.922668815,0.989570141,0.92917794,0.99729085,0.983969331,0.997121096,0.919743538,0.948116183,0.926850438,0.848672509,0.933707237,0.947001815,0.92827487,0.850085974,0.812672079,0.843768716,0.917847276,0.947493196,0.947890043,0.818151116,0.844893217,0.906773686,0.910789967,0.948534846,0.949380994,0.958348811,0.99370718,0.877908468,0.972128987,0.853123188,0.969950438,1,1,1,1,1,1,0.427955896,0,0.050717674,0.019870635,0.14993301,0.054951616,0.023590432,0.060584594,0.007531925,0,0,0.15571028,0.008778471,0.014565367,0.039799996,0.032834869,0.126886606,0.015020909,0.075959146,0.52029264,0.017765485,0.019681036,0.502964735,0.033472408,0.329313785,0.024891762,0.088956878,0.097361237,0.013200036,0.083536997,0.038341068,0.135271728,0.095442563,0.015874911,0.095815569,0.032692701,0.068944871,0.174288988,0.071784653,0.194387376,0.142091662,0.145350307,0.401117593,0.369899839,0.274150074,0.255062044,0.258341372,0.261071086,0.259542495,0.350134045
156,0.945943594,0.968826532,0.938384831,0.962365031,0.852887452,0.924578726,0.84701544,0.970811963,0.989538252,0.988889575,0.921899199,0.984521449,0.928649068,0.998661816,0.97875464,0.997322559,0.828234494,0.944426954,0.852084756,0.856630683,0.942531943,0.942468345,0.841077387,0.861070931,0.826314926,0.848468781,0.851329148,0.946316063,0.95108676,0.83328259,0.84673667,0.85360384,0.915484011,0.940552354,0.954157829,0.951789379,0.984416962,0.782635212,0.946487725,0.817044079,0.948823452,1,1,1,1,1,1,0.424244672,0,0.104404673,0.013912112,0.182364956,0.034095712,0.080490194,0.086071528,0.030501407,0.014169635,0,0.121674277,0.011648783,0.049373955,0.109899998,0.00644686,0.114112407,0.014715489,0.081839323,0.610057473,0.010260414,0.015676597,0.575025022,0.051896539,0.186386079,0.23823899,0.124060228,0.131939918,0.125988543,0.160442293,0.04555257,0.194235116,0.13507764,0.075303152,0.125337213,0.057741616,0.037789576,0.112053812,0.039223697,0.134475663,0.102433726,0.102019928,0.384859502,0.360846639,0.217281014,0.206828535,0.201555401,0.226568907,0.206281185,0.29783076
157,0.952627063,0.967050314,0.949148893,0.967876852,0.884331107,0.912894011,0.851744175,0.97447443,0.995470881,0.997959614,0.932889819,0.99299252,0.931607842,0.997742832,0.986222267,0.998398304,0.766128957,0.948661208,0.805079162,0.839386761,0.925774693,0.946091652,0.802140713,0.848845959,0.826849103,0.826347828,0.801010489,0.955165744,0.90372777,0.831083059,0.826699734,0.802149892,0.891404986,0.921285152,0.965110958,0.933370233,0.795641303,0.73189342,0.845975995,0.757377148,0.886094511,1,1,1,1,1,1,0.416944414,0.004451162,0.223533928,0.025171652,0.257914394,0.019150216,0.104959458,0.119751528,0.062289201,0.091993473,0.009304064,0.076759979,0.055511802,0.078406274,0.098299995,0.031341497,0.129046351,0.03394758,0.111695513,0.519429147,0.012274563,0.029532149,0.512924314,0.074391402,0.140962988,0.175902009,0.265109748,0.264629155,0.11408487,0.252120107,0.067111328,0.269193232,0.242677152,0.06062334,0.241747901,0.14699319,0.029639594,0.094901949,0.026824242,0.107694134,0.081163213,0.095703378,0.469854236,0.443615735,0.25765121,0.266690195,0.167035639,0.268584371,0.190675452,0.249133736
158,0.948333144,0.971593142,0.94453764,0.967602372,0.903939247,0.921366096,0.858825803,0.975606561,0.988439798,0.996707201,0.933018506,0.992270768,0.917977035,0.997537494,0.986504316,0.995439529,0.746890187,0.959469438,0.78305161,0.776555657,0.900031805,0.953501105,0.76060468,0.807182908,0.818515122,0.767259836,0.754298806,0.961918116,0.849557281,0.814107895,0.764288604,0.749835789,0.982561707,0.974200368,0.983565032,0.959847212,0.730329871,0.783509135,0.748627663,0.776739895,0.812953115,1,1,1,1,1,1,0.609469652,0.083884582,0.386518925,0.044012539,0.343081206,0.044156957,0.158584118,0.198646724,0.0830414,0.173331976,0.097127698,0.128179163,0.093684725,0.146794587,0.131600007,0.031040695,0.170679897,0.055232842,0.166346207,0.46297875,0.033792704,0.075654827,0.476650536,0.157653406,0.280645788,0.0304759,0.393874526,0.414293468,0.038604692,0.350590467,0.098416388,0.381737351,0.38586235,0.026371479,0.276785553,0.206932068,0.023277717,0.149438292,0.032207865,0.133824617,0.062182482,0.139002055,0.497321099,0.507869065,0.351251245,0.278372318,0.09328635,0.321772575,0.276427597,0.361605823
159,0.945119679,0.962547958,0.931459844,0.965883911,0.902012229,0.933441639,0.839490414,0.966552854,0.982427061,0.987802029,0.925358593,0.986920059,0.904159248,0.996805489,0.981598437,0.993368268,0.811283529,0.94815588,0.765433967,0.6973418,0.824420273,0.943323851,0.719168663,0.74722892,0.789852619,0.677299976,0.732954264,0.953402817,0.779353499,0.791746199,0.67116189,0.74002111,0.97838366,0.943514466,0.979568601,0.948001623,0.549603403,0.60245806,0.563678384,0.596507549,0.560812175,1,1,1,1,1,1,0.724379778,0.219804555,0.507155657,0.108221158,0.3631199,0.049733613,0.127943546,0.212119371,0.089937843,0.139866173,0.096198618,0.117997244,0.053301044,0.166567743,0.079099998,0.058442064,0.192277461,0.069209099,0.207514584,0.479390502,0.071616441,0.151740134,0.453350633,0.266297907,0.290262878,0.018725064,0.47587651,0.503602803,0.032864101,0.420147419,0.045177285,0.419123888,0.447217882,0.075385273,0.321260989,0.251354247,0.042131573,0.268479645,0.078692727,0.217291594,0.061739136,0.236103863,0.583614171,0.592426121,0.520123363,0.310442328,0.108891107,0.339460015,0.259835154,0.320559323
160,0.926822782,0.946859539,0.910362363,0.949377298,0.861082852,0.902478755,0.791052461,0.944358826,0.965636194,0.969925046,0.87198925,0.968706489,0.868865013,0.965071201,0.963387847,0.961359501,0.739035964,0.912881017,0.725953817,0.473267108,0.68928808,0.913112104,0.704657018,0.554191053,0.732237935,0.554981589,0.700480461,0.927640736,0.676061869,0.732614279,0.540231466,0.690916479,0.94626075,0.866778255,0.949389338,0.898100257,0.216187239,0.410162717,0.364992201,0.449252307,0.453226775,1,1,1,1,1,1,0.84941572,0.28805244,0.638117492,0.19903183,0.388473064,0.110862933,0.167978257,0.294985294,0.149369761,0.226189911,0.017287914,0.200038552,0.0718382,0.21920377,0.011,0.119079441,0.186150014,0.066149414,0.234186128,0.546800375,0.138258651,0.146900713,0.490421683,0.30228889,0.328668535,0.061872113,0.533937812,0.572535098,0.067750551,0.52679199,0.054692291,0.46814543,0.438814819,0.096563689,0.395504713,0.361633182,0.076509386,0.457558513,0.118157506,0.358031482,0.05108986,0.386558592,0.670376897,0.595554233,0.608963013,0.374654412,0.111908525,0.39588514,0.31838426,0.325764418
161,0.868261218,0.850810885,0.846421301,0.872599006,0.714938462,0.768876731,0.631009579,0.829353452,0.899772704,0.898991942,0.731475592,0.89316237,0.731947601,0.871418417,0.887931824,0.868795872,0.493036032,0.783803344,0.497502625,0.149988979,0.512297869,0.781870544,0.468791008,0.149702802,0.563303828,0.173726529,0.46397984,0.798655868,0.485441148,0.561011136,0.22405754,0.462755382,0.861410379,0.791102827,0.883654356,0.815917015,0.150056362,0.187080935,0.168368593,0.179865956,0.177851543,1,1,1,1,1,1,0.741508186,0.159378558,0.275891632,0.240731329,0.380694628,0.108322144,0.129162759,0.273150086,0.173306391,0.268202454,0.001420963,0.17443268,0.048505209,0.183415145,0,0.136274457,0.151722074,0.055482812,0.206872404,0.619411588,0.218257472,0.07456091,0.527458668,0.247212529,0.227308363,0.00753219,0.49796319,0.4978787,0.049163282,0.402881145,0.050910477,0.359702229,0.357795417,0.094324715,0.337537766,0.254806697,0.081292659,0.347356856,0.096984863,0.297331452,0.044875823,0.300237745,0.624310255,0.550080597,0.569960237,0.393404901,0.077354476,0.363571584,0.27687645,0.246881247
162,0.668510556,0.625421524,0.642669678,0.654891968,0.453628927,0.513283134,0.352088541,0.590416849,0.679237127,0.67741251,0.463075161,0.669668436,0.460970521,0.627662778,0.666170895,0.627805054,0.0699187,0.521993816,0.070276864,0.027811758,0.173001111,0.521136761,0.069778793,0.048248924,0.260618031,0.037610963,0.079609722,0.536246061,0.168082982,0.236668497,0.023766777,0.09271279,0.682514548,0.62613529,0.695919156,0.617613077,0,0.009778002,0.000833214,0.005296389,0.002915624,1,1,1,1,1,1,0.815707207,0.120490454,0.208500981,0.218318164,0.453343034,0.233361304,0.141543195,0.256924748,0.103455588,0.337858349,0.001029412,0.161166638,0.159606084,0.195679426,0.043099999,0.287775934,0.162938625,0.11302907,0.201927483,0.484675616,0.230145201,0.117483467,0.503798246,0.161217213,0.273733079,0.108476713,0.390810907,0.341047525,0.104330339,0.285797775,0.116381839,0.261324644,0.360864878,0.1526445,0.280539542,0.22836405,0.054203704,0.303281665,0.071520478,0.306087852,0.040825866,0.290466249,0.427527726,0.380801141,0.437045544,0.300459504,0.077177778,0.276357532,0.228856876,0.2090424
163,0.343760312,0.270839572,0.304806352,0.320957392,0.00296725,0.051471867,0,0.229501218,0.319766641,0.319399565,0,0.313075602,0,0.24751398,0.310113579,0.247283459,0,0.005229246,0,0,0,0.042805437,0,0,0,0,0,0.074964419,0,0,0,0,0.35057795,0.319317043,0.366990089,0.309383094,0,0,0,0,0,1,1,1,1,1,1,0.699274182,0.244415179,0.356977284,0.055623371,0.361312181,0.537673056,0.226160198,0.34073478,0.045165166,0.440357983,0.220996037,0.185463846,0.359986812,0.239145517,0.0713,0.21105662,0.147319734,0.186451316,0.170837671,0.409437746,0.204053894,0.196773022,0.413577586,0.196802855,0.444734514,0.346741557,0.401320696,0.358206183,0.295296907,0.368670762,0.103423037,0.336988777,0.373601377,0.28246516,0.220280811,0.223591596,0.121975347,0.283275068,0.126706779,0.290308356,0.073268875,0.269820333,0.170290351,0.226555526,0.239461914,0.158786923,0.077257037,0.156468585,0.148564488,0.141902119
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.716748536,0.601969123,0.463211715,0.248005018,0.418411076,0.733903587,0.394347072,0.456932366,0.066171832,0.294708759,0.643553317,0.264983088,0.533736646,0.421693265,0.060499996,0.155988365,0.118103251,0.218669057,0.140029818,0.438118726,0.309905499,0.253446937,0.379944265,0.2494158,0.552943349,0.346011162,0.42754972,0.395035982,0.308037817,0.480718106,0.163184181,0.426473856,0.334697694,0.286081821,0.300362647,0.353823662,0.283450365,0.354508519,0.225469351,0.326508969,0.132758632,0.317526966,0.276383996,0.329897463,0.332189798,0.213451087,0.060144506,0.17954126,0.146705106,0.128455192
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.699477255,0.57202661,0.572338879,0.600359559,0.529515564,0.732325494,0.585269749,0.569566131,0.170272291,0.213461593,0.697652817,0.19954735,0.403018415,0.470989227,0.0284,0.331019908,0.090820774,0.283860654,0.13326329,0.523339331,0.29784742,0.316537559,0.41827035,0.311659515,0.52864027,0.424190551,0.470698118,0.448768467,0.38907519,0.563171864,0.330784291,0.488058776,0.376804739,0.33025685,0.372798502,0.362363786,0.388272315,0.375795782,0.316942096,0.337613642,0.180738628,0.320908904,0.393144011,0.378097624,0.326300681,0.236774087,0.083093956,0.19664681,0.103509128,0.097115427
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.705997646,0.509222269,0.524159789,0.662549376,0.419307113,0.799821496,0.631255507,0.563411057,0.355442077,0.197492957,0.809013486,0.322203487,0.355083495,0.439112097,0.098700002,0.657962143,0.119602978,0.294348389,0.149643764,0.578799248,0.430206537,0.318706036,0.405252546,0.337450176,0.539573252,0.391190588,0.569106162,0.543305278,0.437536925,0.602576375,0.436866343,0.546528995,0.446096599,0.386713624,0.333760083,0.422470272,0.501336634,0.395486116,0.368312359,0.441005856,0.293951631,0.357296109,0.348475486,0.27417773,0.22375153,0.171171084,0.10693635,0.178163737,0.089444555,0.098349348
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.703514934,0.589193404,0.364165783,0.621923506,0.453837216,0.825899541,0.671503842,0.583718002,0.666483223,0.303801119,0.829319835,0.435669631,0.398207635,0.513161242,0.376800001,0.41695863,0.090034291,0.340921581,0.118999906,0.646202385,0.415048182,0.354560941,0.512470841,0.321585745,0.543705344,0.364459276,0.580262542,0.546859384,0.394702345,0.548662901,0.695559978,0.517714083,0.449686527,0.383852899,0.338396102,0.683963299,0.611091733,0.455368817,0.360896558,0.380692422,0.35828951,0.267794311,0.331317842,0.221225858,0.176582187,0.16501537,0.154484928,0.192447573,0.125625223,0.115691349
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.679954171,0.582001567,0.26336357,0.643118739,0.384815633,0.801870942,0.650490105,0.575993955,0.693896055,0.37146166,0.757978678,0.380710393,0.356939971,0.525139213,0.181799978,0.471979469,0.085850447,0.366015196,0.086561814,0.687078595,0.400102139,0.39455229,0.640538573,0.278265148,0.540364027,0.343291402,0.558164239,0.507574201,0.332107306,0.453257203,0.646634817,0.458839744,0.452611387,0.324961543,0.295093149,0.668000162,0.527414024,0.418204963,0.335819602,0.408824354,0.446267366,0.283726215,0.458751082,0.287231147,0.255962133,0.319062412,0.150073513,0.282817334,0.174834073,0.148811787
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.462566406,0.403250456,0.425774693,0.050219886,0.361165166,0.759074807,0.374775559,0.336404502,0.443303287,0.159694403,0.76680845,0.454818875,0.414708853,0.212948054,0.081,0.742406309,0.168355882,0.33199802,0.274504542,0.416005611,0.579834104,0.23643136,0.350824177,0.421622634,0.168937057,0.453625351,0.224478155,0.113493778,0.464830577,0.176952273,0.377248466,0.170112997,0.137841135,0.530875146,0.273366928,0.242879346,0.138360381,0.166462138,0.133921638,0.123615012,0.109364077,0.134721741,0.654567122,0.582211494,0.613204241,0.615444779,0.290865868,0.523300767,0.509511352,0.506990552
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.411017597,0.32534647,0.340156138,0.07142026,0.345254719,0.673111618,0.384617716,0.229034483,0.409698188,0.114427224,0.63634485,0.311566293,0.27911061,0.144913614,0.175999999,0.77427423,0.244656563,0.295950651,0.314373821,0.409068286,0.674286902,0.205186695,0.321643114,0.369037569,0.551003575,0.543995559,0.302210748,0.187137514,0.506896675,0.267305434,0.480388105,0.234482184,0.133871511,0.616051853,0.433483005,0.245812833,0.118792698,0.253773242,0.142176136,0.220416948,0.168214202,0.211233377,0.678345084,0.60116744,0.61836648,0.634503722,0.286071748,0.522263408,0.501909614,0.492827177
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.3529405,0.300085366,0.251317024,0.097331405,0.374039173,0.595869899,0.414592326,0.225958973,0.471491754,0.154977694,0.518134534,0.257336259,0.254599303,0.097423673,0.130799979,0.775266647,0.203652009,0.231615886,0.258145213,0.358319968,0.674928784,0.144459322,0.305633783,0.295385569,0.330429941,0.421756208,0.244698822,0.135498255,0.387705743,0.189015061,0.646156073,0.160309076,0.116708755,0.501977205,0.395959347,0.204411253,0.113693416,0.231549472,0.16112709,0.111374065,0.169872612,0.157226503,0.690059781,0.640682101,0.642622352,0.656355619,0.312606484,0.530633688,0.492895484,0.45607698
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.398474932,0.41752252,0.265282065,0.11799556,0.502332151,0.535666227,0.427680731,0.175253838,0.415424824,0.259645373,0.476084113,0.196052238,0.280422568,0.103051253,0.063699991,0.774261355,0.255176753,0.220924258,0.329634756,0.306631267,0.623446107,0.137744993,0.284432054,0.312276542,0.065463595,0.393267989,0.168073401,0.08673659,0.267423332,0.145991117,0.59051013,0.114947632,0.114069708,0.29255867,0.322342366,0.194316909,0.16529654,0.286784232,0.206342489,0.161550507,0.182798639,0.169767544,0.670925081,0.617406249,0.622277021,0.641127229,0.325296134,0.509540856,0.477831423,0.427412629
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.360600114,0.522122622,0.140545189,0.132707074,0.53777498,0.37283662,0.332233578,0.085372955,0.230221704,0.247531205,0.323132694,0.114892453,0.174763709,0.052311528,0.0189,0.751687467,0.215402007,0.224365473,0.272978723,0.275397539,0.572841883,0.139784247,0.258402646,0.25877291,0.083468154,0.419181049,0.107448205,0.113779999,0.300134271,0.153772146,0.451612473,0.133287415,0.134986579,0.338553786,0.280873179,0.167112991,0.223847479,0.262014091,0.23496531,0.198189214,0.198674411,0.146456987,0.634530544,0.554538071,0.576645136,0.567643762,0.320775598,0.441990077,0.416416228,0.359661877
174,0,0,0,0,0,0,0,0,0,0,0.003692819,0,0.006944896,0.108769849,0,0.046864755,0.008709718,0,0.005412653,0,0.048530102,0,0.005123085,0,0,0,0.003400976,0,0.093643069,0.000232789,0,0.006449739,0,0,0,0,0.429098099,0.334241688,0.424090266,0.305787951,0.417294681,1,1,1,1,1,1,0.341877282,0.315814376,0.131098732,0.110709101,0.304966629,0.553561926,0.456487715,0.088286087,0.249010146,0.187921554,0.456015587,0.215968937,0.114206597,0.138456047,0,0.683071733,0.188323408,0.221108288,0.286920846,0.271319628,0.513130426,0.134278879,0.276888579,0.289062589,0.135195315,0.422372222,0.150443971,0.112379894,0.359581888,0.159050256,0.38143909,0.147721201,0.103437006,0.346447885,0.38100186,0.265069544,0.247156322,0.213051245,0.205179468,0.116829678,0.172544897,0.093318261,0.514448166,0.468300551,0.52527988,0.474991679,0.325073212,0.379687726,0.368077993,0.305154502
