Time_Index,CA_N_utilitypv_losangeles_low_90_0_2_1,CA_N_utilitypv_losangeles_low_90_0_2_2,CA_N_utilitypv_losangeles_low_90_0_2_3,CA_N_utilitypv_losangeles_low_90_0_2_4,CA_S_utilitypv_losangeles_low_90_0_2_1,CA_S_utilitypv_losangeles_low_90_0_2_2,CA_S_utilitypv_losangeles_low_90_0_2_3,CA_S_utilitypv_losangeles_low_90_0_2_4,WECC_N_utilitypv_losangeles_low_70_0_2_1,WECC_N_utilitypv_losangeles_low_70_0_2_2,WECC_N_utilitypv_losangeles_low_70_0_2_3,WECC_N_utilitypv_losangeles_low_70_0_2_4,WECC_N_utilitypv_losangeles_low_70_0_2_5,WECC_N_utilitypv_losangeles_low_70_0_2_6,WECC_N_utilitypv_losangeles_low_70_0_2_7,WECC_N_utilitypv_losangeles_low_70_0_2_8,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_1,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_2,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_3,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_4,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_5,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_6,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_7,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_8,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_9,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_10,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_11,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_12,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_13,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_14,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_15,WECC_NMAZ_utilitypv_losangeles_low_70_0_2_16,WECC_PNW_utilitypv_losangeles_low_70_0_2_1,WECC_PNW_utilitypv_losangeles_low_70_0_2_2,WECC_PNW_utilitypv_losangeles_low_70_0_2_3,WECC_PNW_utilitypv_losangeles_low_70_0_2_4,WECC_WYCO_utilitypv_losangeles_low_70_0_2_1,WECC_WYCO_utilitypv_losangeles_low_70_0_2_2,WECC_WYCO_utilitypv_losangeles_low_70_0_2_3,WECC_WYCO_utilitypv_losangeles_low_70_0_2_4,WECC_WYCO_utilitypv_losangeles_low_70_0_2_5,CA_N_battery_low_0,CA_S_battery_low_0,WECC_N_battery_low_0,WECC_NMAZ_battery_low_0,WECC_PNW_battery_low_0,WECC_WYCO_battery_low_0,CA_N_landbasedwind_ltrg1_low_110_1,CA_N_landbasedwind_ltrg1_low_110_2,CA_N_landbasedwind_ltrg1_low_110_3,CA_N_landbasedwind_ltrg1_low_110_4,CA_N_landbasedwind_ltrg1_low_110_5,CA_S_landbasedwind_ltrg1_low_90_1,CA_S_landbasedwind_ltrg1_low_90_2,CA_S_landbasedwind_ltrg1_low_90_3,CA_S_landbasedwind_ltrg1_low_90_4,CA_S_landbasedwind_ltrg1_low_90_5,CA_S_landbasedwind_ltrg1_low_90_6,CA_S_landbasedwind_ltrg1_low_90_7,CA_S_landbasedwind_ltrg1_low_90_8,CA_S_landbasedwind_ltrg1_low_90_9,CA_S_landbasedwind_ltrg1_low_90_10,WECC_N_landbasedwind_ltrg1_low_70_1,WECC_N_landbasedwind_ltrg1_low_70_2,WECC_N_landbasedwind_ltrg1_low_70_3,WECC_N_landbasedwind_ltrg1_low_70_4,WECC_N_landbasedwind_ltrg1_low_70_5,WECC_N_landbasedwind_ltrg1_low_70_6,WECC_N_landbasedwind_ltrg1_low_70_7,WECC_N_landbasedwind_ltrg1_low_70_8,WECC_N_landbasedwind_ltrg1_low_70_9,WECC_NMAZ_landbasedwind_ltrg1_low_70_1,WECC_NMAZ_landbasedwind_ltrg1_low_70_2,WECC_NMAZ_landbasedwind_ltrg1_low_70_3,WECC_NMAZ_landbasedwind_ltrg1_low_70_4,WECC_NMAZ_landbasedwind_ltrg1_low_70_5,WECC_NMAZ_landbasedwind_ltrg1_low_70_6,WECC_NMAZ_landbasedwind_ltrg1_low_70_7,WECC_NMAZ_landbasedwind_ltrg1_low_70_8,WECC_NMAZ_landbasedwind_ltrg1_low_70_9,WECC_NMAZ_landbasedwind_ltrg1_low_70_10,WECC_PNW_landbasedwind_ltrg1_low_70_1,WECC_PNW_landbasedwind_ltrg1_low_70_2,WECC_PNW_landbasedwind_ltrg1_low_70_3,WECC_PNW_landbasedwind_ltrg1_low_70_4,WECC_PNW_landbasedwind_ltrg1_low_70_5,WECC_PNW_landbasedwind_ltrg1_low_70_6,WECC_PNW_landbasedwind_ltrg1_low_70_7,WECC_PNW_landbasedwind_ltrg1_low_70_8,WECC_WYCO_landbasedwind_ltrg1_low_70_1,WECC_WYCO_landbasedwind_ltrg1_low_70_2,WECC_WYCO_landbasedwind_ltrg1_low_70_3,WECC_WYCO_landbasedwind_ltrg1_low_70_4,WECC_WYCO_landbasedwind_ltrg1_low_70_5,WECC_WYCO_landbasedwind_ltrg1_low_70_6,WECC_WYCO_landbasedwind_ltrg1_low_70_7,WECC_WYCO_landbasedwind_ltrg1_low_70_8
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142175645,0,0.143719643,0,0.118317604,0,0.170062676,0,0,0,0.175722793,0,0.145217821,0,0,0.175995648,0,0,0,0,0.281439543,0.194725275,0.280658364,0.206784442,0.276738912,1,1,1,1,1,1,0.734673679,0,0.262394249,0.750511527,0.212552711,0.035766244,0.291378528,0.183279067,0.487696707,0.270768464,0.010896257,0.008031515,0.201015458,0.174898475,0.172399998,0.214531243,0.538834512,0.665333867,0.395913959,0.610765159,0.311797231,0.492808372,0.638608813,0.26513198,0.27078256,0.093423113,0.115454927,0.111334428,0.094957709,0.117100641,0.185111836,0.133923888,0.112358734,0.119774401,0.357680708,0.569860339,0.739939928,0.328593612,0.619623721,0.318724513,0.588115931,0.225369006,0.751587391,0.739104033,0.734729528,0.684766471,0.707920849,0.558767438,0.544762611,0.520009577
55,0.30717811,0.285377085,0.321048081,0.281879038,0.220498994,0.234764516,0.209447771,0.178354114,0.368463099,0.403844416,0.440865517,0.401317477,0.423654377,0.502393603,0.399230719,0.493700266,0.535584509,0.362470984,0.535320997,0.408273101,0.571712315,0.351082206,0.529398441,0.399391234,0.322070181,0.407340705,0.518292725,0.337760538,0.580103517,0.332992673,0.407747924,0.492212802,0.32957238,0.325298041,0.355366051,0.324218154,0.625966728,0.524715781,0.612748802,0.554034889,0.612506151,1,1,1,1,1,1,0.785615683,0,0.30011338,0.730671823,0.331114411,0.028466994,0.262780398,0.270816803,0.360714138,0.22616905,0.004690909,0.008418877,0.217443913,0.139535934,0.0986,0.026052266,0.51736021,0.650784135,0.349913806,0.667642832,0.125515804,0.48158437,0.677282274,0.220258489,0.275680721,0.100044116,0.099414378,0.088121742,0.08634223,0.084252253,0.312159568,0.099949077,0.106605276,0.097930871,0.239912108,0.461371064,0.618963242,0.237539098,0.478984326,0.265058696,0.546913505,0.173764735,0.749407828,0.721448541,0.713855267,0.658512652,0.555132985,0.470140398,0.508036673,0.506879449
56,0.643168688,0.61121285,0.649178147,0.622426867,0.511758029,0.516186833,0.519537449,0.483638316,0.686225474,0.713862777,0.715247035,0.710974574,0.718745649,0.746479869,0.706116676,0.746015489,0.73432827,0.62876749,0.725069404,0.67236042,0.809417486,0.623663962,0.706668139,0.666435242,0.601181388,0.669772863,0.696853757,0.619278848,0.815834761,0.600053608,0.67017287,0.705371261,0.653533459,0.644044638,0.663523436,0.646764278,0.833674312,0.746011615,0.820951879,0.780276179,0.811471343,1,1,1,1,1,1,0.801244259,0,0.231003389,0.767760038,0.454191715,0.029892398,0.188958734,0.188089982,0.341895401,0.260172546,0.001951658,0.013522067,0.039457116,0.099665709,0.196799994,0.002617663,0.287252486,0.463337719,0.195489287,0.620736659,0.067279175,0.334990382,0.645438313,0.149395645,0.136471301,0.030717473,0.04618302,0.040398758,0.026303317,0.029664475,0.38530308,0.038905475,0.031216627,0.028745484,0.21566765,0.348382771,0.51076293,0.175060242,0.371686637,0.171897903,0.337480366,0.133093849,0.626396179,0.552356839,0.503851771,0.401749909,0.261989295,0.268062204,0.346455723,0.341791779
57,0.847702444,0.808539391,0.851673722,0.825572729,0.670572937,0.669047892,0.705482185,0.665600538,0.899514794,0.9062953,0.702039838,0.905159831,0.806188345,0.903904617,0.901202202,0.897376776,0.761607349,0.795908809,0.7510162,0.819301963,0.925575376,0.794538021,0.780754685,0.814591289,0.762536347,0.816390991,0.786846161,0.795653701,0.930021286,0.754744411,0.817497134,0.823365927,0.850052238,0.842531204,0.841044545,0.847673416,0.914761543,0.880184829,0.903654456,0.89298594,0.899671078,1,1,1,1,1,1,0.781107187,0,0.061997876,0.584916949,0.346969783,0.0063462,0.023558682,0.114399545,0.130036056,0.041240714,0.010902994,0.007291253,0.002883854,0.004082656,0,0,0.212971479,0.290778816,0.146565542,0.577611208,0.034232982,0.220190346,0.616632462,0.117949948,0.055955924,0.091055751,0.021566238,0.030780021,0.074587092,0.014587849,0.111382499,0.026551105,0.016171055,0.058179379,0.0960292,0.1113277,0.311624169,0.116406322,0.227887809,0.113404155,0.182853311,0.105498828,0.453008771,0.432106405,0.365699857,0.277892709,0.206654161,0.211839274,0.246847317,0.24014163
58,0.920341253,0.881041586,0.918278575,0.909451246,0.749913096,0.718701422,0.780969381,0.766651571,0.974185944,0.96679914,0.739973664,0.964586616,0.843504608,0.960589468,0.962986946,0.953300118,0.826435208,0.851245761,0.805930674,0.857180417,0.961273134,0.849300444,0.801644444,0.857758939,0.816422105,0.853644133,0.831159234,0.85478729,0.966118813,0.812895417,0.857001305,0.847084284,0.926843047,0.920988142,0.909554541,0.91966778,0.927133739,0.947813213,0.924017549,0.948007345,0.927153349,1,1,1,1,1,1,0.668547153,0,0.020246392,0.288070381,0.207450822,0.010297447,0.003942749,0.110925272,0.023299906,0,0.004471872,0.003445822,0.00515625,0.001329943,0,0,0.184291422,0.169796139,0.136707127,0.465333521,0.023575943,0.150814146,0.54016012,0.121709965,0.00285694,0.088107809,0.007453309,0.014828255,0.070128247,0.005376223,0.076201871,0.012180839,0.015867647,0.059175812,0.060719404,0.025190981,0.111040488,0.087506071,0.083365858,0.101360008,0.093256503,0.088046275,0.183320716,0.256129622,0.269962907,0.250174582,0.219638601,0.217322648,0.231911629,0.232721373
59,0.93379426,0.922659099,0.935315013,0.941022158,0.799213946,0.760601878,0.806656957,0.816523552,0.989050388,0.980779648,0.840924799,0.978580713,0.844312787,0.987599432,0.97757715,0.978876531,0.91763854,0.875288725,0.90086484,0.878060937,0.971534014,0.874415994,0.863644242,0.880758584,0.843205631,0.876340806,0.852332532,0.883405089,0.978143811,0.845965564,0.878650129,0.845806956,0.956783891,0.948679864,0.931705236,0.943626404,0.722043574,0.945277929,0.856351316,0.957793593,0.902502894,1,1,1,1,1,1,0.597132087,0.008923849,0.060151815,0.151293099,0.141683191,0.065337777,0.035028465,0.154012546,0.036740471,0.000193384,0.005371979,0.082221679,0.020865103,0.025092656,0,0.002335668,0.146108389,0.143837422,0.118470803,0.465437412,0.032792754,0.149259031,0.461363375,0.122524261,0.037185173,0.270041525,0.033400491,0.032212462,0.229126871,0.021457313,0.16467756,0.02837196,0.052920733,0.189103276,0.073398717,0.031046432,0.024478402,0.099640161,0.022870066,0.122966543,0.073986061,0.112570219,0.073995635,0.1596338,0.189602241,0.195306718,0.313078701,0.208477512,0.193704933,0.197893664
60,0.840913773,0.824362278,0.837859154,0.849014103,0.779030919,0.701337278,0.819203854,0.737385333,0.879729092,0.871690869,0.861554861,0.871749759,0.828037977,0.899615705,0.872929573,0.88581264,0.783365965,0.782306433,0.807518959,0.798700452,0.872131467,0.781720161,0.783438683,0.799452424,0.786923051,0.798848808,0.794230998,0.80503583,0.872443795,0.79770267,0.803049684,0.790631533,0.883186162,0.86371839,0.852595329,0.848523498,0.630114913,0.823172748,0.678223968,0.840198696,0.743207455,1,1,1,1,1,1,0.198356539,0.074064106,0.310301065,0.048758626,0.143706992,0.318549186,0.117027923,0.163573757,0.069635496,0,0.375190377,0.052839722,0.063342534,0.126350969,0,0.000279254,0.169187754,0.2699278,0.144460902,0.45347929,0.013552539,0.326307356,0.542172432,0.118321158,0.070717923,0.204354092,0.044895552,0.056723282,0.1663104,0.050441176,0.162594065,0.053423874,0.064617306,0.128734529,0.100495964,0.184755132,0.055492911,0.163868159,0.056821741,0.161071122,0.114107862,0.176055551,0.48208493,0.410181403,0.373407423,0.32236588,0.295488209,0.326032221,0.342605174,0.363607287
61,0.944639385,0.913632035,0.941768169,0.946743846,0.833510518,0.730819583,0.822556853,0.803552628,1,0.997170508,0.782554984,0.987251759,0.805191517,0.999785542,0.989037156,0.999096215,0.826018095,0.84528029,0.880553365,0.847510576,0.975653172,0.840783894,0.866940379,0.866153717,0.865934968,0.867602587,0.891164899,0.853145242,0.977717757,0.873069167,0.875500143,0.890147328,0.976367831,0.96859777,0.942710638,0.958669901,0.595284462,0.86861068,0.695074737,0.917448819,0.753963351,1,1,1,1,1,1,0.769608736,0.026248245,0.161391824,0.015209807,0.328455955,0.303305984,0.250604451,0.110943906,0.218539163,0.159631312,0.173968345,0.331349641,0.212473243,0.216607004,0,0.10633149,0.287391603,0.219147339,0.237245947,0.356885552,0.084002547,0.194335401,0.40144673,0.166161001,0.154952124,0.416536748,0.110101208,0.090374179,0.397725821,0.077754594,0.397201836,0.082152128,0.1031394,0.311337709,0.259225219,0.253107518,0.031037984,0.188779175,0.019849103,0.159423232,0.047344983,0.174735457,0.081315383,0.141580701,0.171033591,0.192256793,0.345508426,0.222792342,0.215439752,0.234020203
62,0.964765429,0.896359086,0.957730174,0.959262669,0.786177158,0.731604457,0.806986928,0.758092165,1,0.999646246,0.728157699,0.997631907,0.749876499,1,0.997589111,1,0.775272548,0.783225179,0.829891801,0.841628313,0.965817928,0.835060596,0.840421915,0.835855901,0.873755038,0.849313378,0.851542532,0.836154938,0.965491354,0.874904156,0.853330731,0.84817189,0.990206718,0.983435273,0.96499759,0.971879959,0.457363576,0.855443537,0.564702392,0.883418083,0.650830209,1,1,1,1,1,1,0.884010375,0.010541677,0.285253733,0.034142494,0.363510191,0.392606318,0.263723969,0.196819529,0.25253436,0.465412736,0.392722219,0.083379239,0.29094547,0.319488227,0.140100002,0.27642113,0.285566449,0.325180471,0.285534441,0.417037606,0.188379556,0.240947694,0.453231603,0.193961352,0.143944338,0.44158113,0.088904269,0.084752984,0.418392241,0.06876649,0.21064885,0.102083251,0.114825621,0.361030936,0.270614862,0.287451148,0.034416251,0.248589173,0.0334846,0.243633956,0.055614047,0.269633353,0.105274573,0.139254272,0.215287626,0.187050864,0.409420729,0.206413373,0.196754664,0.213231578
63,0.935073853,0.858990133,0.932168603,0.931741297,0.731348515,0.734569609,0.750134706,0.701362908,0.988890171,0.988620281,0.894659281,0.981666863,0.874452412,0.996658862,0.982852817,0.993183494,0.853702128,0.751160145,0.769758463,0.805285871,0.937370896,0.761262,0.747785628,0.810944796,0.844059587,0.800453067,0.770922601,0.799970984,0.936499715,0.844221294,0.816123962,0.780823648,0.96982646,0.971435189,0.923944652,0.963833809,0.432431936,0.824305117,0.491376042,0.841653347,0.532699347,1,1,1,1,1,1,0.913489103,0.035076246,0.438670397,0.045873683,0.422295332,0.377809256,0.20386672,0.121801876,0.046735961,0.290905178,0.354080111,0.035416596,0.122035757,0.203974485,0.567199945,0.336777717,0.143859252,0.233783036,0.150031433,0.401863933,0.263327837,0.171383739,0.458165586,0.176842317,0.12118046,0.474103332,0.109017849,0.104141898,0.413215399,0.085752323,0.10232161,0.12110918,0.172575191,0.334404409,0.25886777,0.243457079,0.018247137,0.230639413,0.015664073,0.188741669,0.031392314,0.218243212,0.147768542,0.200423926,0.320121348,0.292938501,0.405896544,0.281892836,0.308798909,0.327672243
64,0.915450335,0.827111781,0.915630221,0.909815669,0.730531096,0.627968311,0.649083495,0.704760671,0.986066818,0.984188259,0.81686461,0.975193143,0.786893189,0.978656054,0.97469759,0.970651507,0.770788252,0.750790596,0.759549499,0.728075743,0.846662283,0.692227006,0.733338594,0.757883489,0.80141139,0.738549113,0.703795493,0.707018018,0.845103025,0.799854755,0.738673508,0.706643343,0.950718045,0.954042673,0.898582637,0.950542986,0.33377409,0.706568897,0.49719733,0.728767514,0.513905704,1,1,1,1,1,1,0.904295325,0.060987003,0.477883488,0.05001758,0.445126921,0.098760061,0.188420683,0.078645185,0.038535025,0.316242456,0.242691323,0.146750346,0.031597391,0.180312723,0.351500005,0.531828582,0.126853988,0.331050336,0.135283113,0.355841994,0.429123729,0.257680416,0.411322087,0.243179932,0.07126461,0.552320361,0.122625165,0.15704751,0.47384721,0.105182596,0.056181043,0.128626376,0.177482694,0.355656773,0.243324891,0.323299855,0.037555292,0.206562221,0.064577766,0.157010883,0.04147964,0.182805747,0.081606522,0.119788736,0.201229632,0.214678302,0.392840892,0.222748727,0.280758023,0.276073664
65,0.861956537,0.741000533,0.858913302,0.838034272,0.608186245,0.476674199,0.525838137,0.670919657,0.914678216,0.916012049,0.723187089,0.90633738,0.663572669,0.857651949,0.90088284,0.852121353,0.562098026,0.443845272,0.562238574,0.491354197,0.639635503,0.480727553,0.549619198,0.503358424,0.633092999,0.555556357,0.547384918,0.577986777,0.646338403,0.632155657,0.562094092,0.530666173,0.878354549,0.884347558,0.826545894,0.886914551,0.400703937,0.50139457,0.374922454,0.52187711,0.380665958,1,1,1,1,1,1,0.896110654,0.028211717,0.288530737,0.06159303,0.425214648,0.193727896,0.321670204,0.159147114,0.013910987,0.308228582,0.046977967,0.010026162,0.098260924,0.246713385,0.247999996,0.646330178,0.091360547,0.421451449,0.08446157,0.296620071,0.348661423,0.335775763,0.380148053,0.250612468,0.08143276,0.313856542,0.188372552,0.214580178,0.263620406,0.17852056,0.034618475,0.186908379,0.203104511,0.200919926,0.261621624,0.516365469,0.150184304,0.243879884,0.154283673,0.219097465,0.079678126,0.225337029,0.04541076,0.129769176,0.292206585,0.253613979,0.464445382,0.222965673,0.252755284,0.258667052
66,0.684304714,0.527875006,0.672436118,0.632080913,0.373542875,0.227621689,0.31098491,0.457417071,0.710951686,0.713760018,0.403270006,0.70428133,0.438082635,0.640113115,0.696020007,0.636907578,0.216664091,0.158739686,0.219189793,0.215473145,0.289512753,0.202737257,0.210283041,0.211098552,0.344718099,0.250087738,0.213177264,0.269016266,0.293375432,0.345337898,0.255714655,0.210488439,0.702763617,0.711465597,0.683408022,0.71740973,0.00838415,0.161553323,0.028378364,0.168490365,0.036247995,1,1,1,1,1,1,0.876126468,0.124822997,0.380692393,0.036752254,0.448748916,0.021828378,0.25296405,0.081389777,0.030687042,0.229142934,0.011870802,0,0.06695503,0.297195822,0.196500003,0.643349171,0.10694506,0.406771153,0.104995638,0.251786292,0.255010426,0.37137866,0.331190109,0.270163596,0.170203492,0.457784474,0.209494278,0.226595968,0.358263016,0.206180334,0.058785733,0.219245747,0.213070855,0.239132985,0.321886659,0.455160022,0.26947403,0.214673758,0.23822464,0.203344762,0.119564891,0.209967405,0.074421838,0.149112165,0.288740993,0.312873662,0.535583735,0.257205516,0.277456701,0.295618027
67,0.381556541,0.192448109,0.355343103,0.307115197,1.04E-05,8.71E-05,0,0.103895918,0.373300463,0.37764734,0,0.372176766,0,0.27084896,0.363249093,0.27076751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391733646,0.402145684,0.380807698,0.411775231,0,0,0,0,0,1,1,1,1,1,1,0.739889145,0.319779664,0.316114902,0.134023413,0.42429319,0.08973749,0.281060278,0.17829816,0.090957269,0.148942247,0.063613154,0.041251201,0.090702422,0.195885837,0.091899991,0.650372863,0.168645725,0.4436059,0.158948004,0.186026782,0.218622357,0.4340083,0.253647476,0.228016168,0.267300338,0.408333123,0.311531126,0.280734986,0.326501071,0.264576972,0.490715563,0.270569772,0.253769994,0.219193324,0.358263373,0.426911294,0.326456994,0.257726043,0.257959396,0.240347564,0.129136652,0.235639885,0.244509295,0.281131804,0.360346973,0.386634409,0.570839882,0.34303847,0.322503716,0.363407791
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.699363232,0.621757746,0.211392984,0.624909639,0.43364346,0.265222669,0.241990656,0.370121181,0.033593893,0.17162241,0.093314856,0.054557662,0.180887148,0.137352318,0,0.341024518,0.147179455,0.518388689,0.158103213,0.217063546,0.349437177,0.419484496,0.284920901,0.23452878,0.374054074,0.18766956,0.259380579,0.23931706,0.170153454,0.208649203,0.64215374,0.242540538,0.221532941,0.121994995,0.300269961,0.311536312,0.334330231,0.262358844,0.267882168,0.255146831,0.194804668,0.224519938,0.552848399,0.496466041,0.491339326,0.454501539,0.617985904,0.477074683,0.488082439,0.504777372
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.646759927,0.560537934,0.345768541,0.770016074,0.366872072,0.424539059,0.370047867,0.457586467,0.027554648,0.338766515,0.320733666,0.102248676,0.434165418,0.426189065,0.013599999,0.588150561,0.155011624,0.515858829,0.152341396,0.247849703,0.583392322,0.373522758,0.322970927,0.238330334,0.542339623,0.178854764,0.304108024,0.298644036,0.158403963,0.292006791,0.636279821,0.316612273,0.247875422,0.132347435,0.240914911,0.293701351,0.418369442,0.271960557,0.312298805,0.338415563,0.296884865,0.273606896,0.687857389,0.662224412,0.611077785,0.543156803,0.622108519,0.580427408,0.610807538,0.589262664
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.534626424,0.295155287,0.383375496,0.768072426,0.250577688,0.573079407,0.428623796,0.492273748,0.025216151,0.415638447,0.48640424,0.196835011,0.22023195,0.484402478,0,0.548969567,0.182253271,0.529165804,0.164265305,0.279883683,0.561263502,0.391842008,0.344052434,0.266316831,0.520404994,0.182108596,0.37063387,0.349687397,0.167621151,0.383732617,0.557953358,0.374756277,0.304799616,0.17379269,0.238182783,0.327718586,0.4961164,0.384782612,0.366345942,0.422900021,0.392281532,0.32676807,0.742845893,0.719435275,0.643568158,0.617482841,0.633897781,0.651071548,0.668599963,0.652008772
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.62742275,0.19756493,0.301417142,0.659497857,0.31434679,0.673155844,0.478798926,0.468745649,0.026837371,0.269437402,0.613112926,0.252805948,0.256382287,0.467088938,0,0.507993102,0.132490888,0.496470213,0.117667466,0.265836835,0.415519208,0.415553808,0.311261594,0.25247106,0.373991728,0.096793413,0.270986646,0.244527876,0.113502443,0.282565176,0.790784955,0.282466173,0.214434877,0.125298709,0.192664087,0.304818332,0.485005021,0.268696427,0.328320146,0.285608649,0.390631109,0.177534252,0.743546724,0.686887145,0.570769131,0.529876173,0.628657103,0.618042529,0.627922058,0.612151563
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.661295772,0.105488598,0.2486884,0.687786162,0.269515187,0.706130922,0.561513186,0.377578765,0.097739816,0.170269728,0.75111562,0.3375687,0.25307411,0.384247422,0.139899999,0.560408831,0.162865818,0.499899864,0.118820921,0.273324549,0.401685119,0.415655434,0.311195642,0.250998795,0.46075812,0.098477855,0.344453365,0.286769688,0.129268557,0.299457729,0.754929423,0.301710546,0.227489829,0.141924456,0.114005186,0.167364329,0.464026928,0.155653685,0.293607771,0.176810056,0.349905819,0.091702178,0.743643165,0.666659534,0.528031886,0.471132874,0.645440817,0.561961532,0.547707796,0.549063563
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.699628592,0.034184266,0.199150547,0.576286316,0.217401817,0.73485589,0.513374925,0.405010015,0.322997391,0.148120254,0.762674809,0.328906208,0.335836619,0.240156159,0.162099987,0.410779685,0.231212839,0.51366365,0.148015022,0.235813797,0.367450505,0.464802146,0.288666427,0.233356625,0.496338964,0.101608582,0.401971042,0.317494452,0.141517356,0.32431227,0.746706545,0.325041592,0.231433451,0.143910944,0.10869655,0.118328229,0.44346869,0.100733757,0.2690202,0.129494846,0.378642261,0.071662135,0.741744637,0.655890048,0.49367252,0.421088487,0.665945053,0.526482046,0.534142315,0.549257278
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.657239854,0.015338896,0.366896868,0.490883946,0.204946429,0.62008816,0.496091217,0.405356765,0.391518772,0.188887954,0.317832321,0.221503317,0.277807295,0.208433717,0.133200005,0.323315322,0.166466087,0.487139255,0.105042189,0.199732572,0.307533622,0.453766972,0.246092618,0.232452855,0.361826599,0.126458168,0.253087997,0.211382926,0.14931263,0.227291852,0.471734911,0.229617089,0.131204784,0.15914762,0.145366728,0.152470052,0.406808317,0.080763504,0.250634551,0.089417577,0.377588332,0.060529858,0.731660604,0.613230824,0.474906921,0.414500237,0.6619578,0.475231707,0.512165427,0.532274961
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.640394568,0.023940308,0.440474927,0.424265444,0.229688793,0.45800966,0.550075173,0.36006391,0.421668738,0.281533748,0.157344282,0.136012793,0.297171354,0.266234785,0.141900003,0.245870665,0.107456423,0.415126503,0.072051346,0.182925105,0.294979692,0.402468204,0.217665866,0.241856158,0.181890309,0.107958302,0.131660566,0.116800338,0.12581265,0.140934482,0.283218175,0.133943707,0.071022466,0.145834953,0.160082981,0.170358121,0.312874854,0.052943185,0.178802311,0.042668037,0.270441949,0.039259031,0.720428109,0.62353003,0.556087792,0.477124929,0.677338302,0.498780966,0.503661394,0.498409808
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.604235053,0.01447118,0.405618757,0.428433329,0.176049367,0.395181119,0.464167953,0.343870938,0.261441886,0.204822332,0.217208445,0.098657854,0.25346598,0.222717524,0.092600003,0.247531727,0.114025742,0.425266623,0.076248132,0.176952988,0.30012387,0.414531946,0.212069154,0.245643049,0.213912681,0.116702229,0.065687977,0.066722237,0.135614634,0.071492076,0.182908788,0.079313762,0.048525721,0.155107811,0.157049596,0.228202134,0.21665135,0.046837043,0.168579265,0.051824432,0.255151272,0.044632904,0.67865479,0.624229312,0.556545019,0.514778435,0.68384403,0.493317485,0.437591702,0.447738558
