Resource,natural_gas_combined_cycle,solar_pv,onshore_wind,battery
Zone,1,1,1,1
t1,0.0,0.0,0.0,69468.91316284444
t2,0.0,0.0,0.0,68100.94982111927
t3,0.0,0.0,0.0,67532.2025380861
t4,0.0,0.0,0.0,67117.21856425406
t5,0.0,0.0,0.0,65125.332130161594
t6,0.0,0.0,0.0,61461.255204809495
t7,0.0,0.0,0.0,56521.241150133836
t8,0.0,0.0,0.0,51795.72112014604
t9,0.0,0.0,0.0,51795.72112014604
t10,0.0,0.0,0.0,86160.56893638236
t11,0.0,0.0,0.0,129567.26779420441
t12,0.0,0.0,0.0,129567.26779420441
t13,0.0,0.0,0.0,129567.26779420441
t14,0.0,0.0,0.0,129567.26779420441
t15,0.0,0.0,0.0,171319.84435439826
t16,0.0,0.0,0.0,171319.84435439826
t17,0.0,0.0,0.0,166214.9614679664
t18,0.0,0.0,0.0,156808.74609547525
t19,0.0,0.0,0.0,151936.7089551258
t20,0.0,0.0,0.0,147287.61438314925
t21,0.0,0.0,0.0,143561.9031483949
t22,0.0,0.0,0.0,140350.1638928606
t23,0.0,0.0,0.0,137193.2557051798
t24,0.0,0.0,0.0,132988.6970957617
t25,0.0,0.0,0.0,128103.45808608696
t26,0.0,0.0,0.0,125200.50604204049
t27,0.0,0.0,0.0,122430.87209107181
t28,0.0,0.0,0.0,122430.87209107181
t29,0.0,0.0,0.0,122093.61858491167
t30,0.0,0.0,0.0,120803.22663236063
t31,0.0,0.0,0.0,115870.33075268376
t32,0.0,0.0,0.0,109059.14225914376
t33,0.0,0.0,0.0,109059.14225914376
t34,0.0,0.0,0.0,109059.14225914376
t35,0.0,0.0,0.0,148919.6694205619
t36,0.0,0.0,0.0,148919.6694205619
t37,0.0,0.0,0.0,192326.36827838395
t38,0.0,0.0,0.0,192326.36827838395
t39,0.0,0.0,0.0,192326.36827838395
t40,0.0,0.0,0.0,213280.80882246152
t41,0.0,0.0,0.0,213280.80882246152
t42,0.0,0.0,0.0,204546.20844622518
t43,0.0,0.0,0.0,195125.15273022727
t44,0.0,0.0,0.0,184008.32455082535
t45,0.0,0.0,0.0,176901.5143355325
t46,0.0,0.0,0.0,172029.83062476493
t47,0.0,0.0,0.0,167416.38379693954
t48,0.0,0.0,0.0,163768.11310350455
t49,0.0,0.0,0.0,161389.50496738392
t50,0.0,0.0,0.0,157315.3239559226
t51,0.0,0.0,0.0,151409.74705284377
t52,0.0,0.0,0.0,146776.4404857576
t53,0.0,0.0,0.0,142029.7445304054
t54,0.0,0.0,0.0,136942.02593068924
t55,0.0,0.0,0.0,128108.31335531245
t56,0.0,0.0,0.0,115677.76466018538
t57,0.0,0.0,0.0,115677.76466018538
t58,0.0,0.0,0.0,115677.76466018538
t59,0.0,0.0,0.0,115677.76466018538
t60,0.0,0.0,0.0,159084.46351800743
t61,0.0,0.0,0.0,159084.46351800743
t62,0.0,0.0,0.0,202491.16237582947
t63,0.0,0.0,0.0,202491.16237582947
t64,0.0,0.0,0.0,227931.21410846835
t65,0.0,0.0,0.0,227931.21410846835
t66,0.0,0.0,0.0,218424.87757052717
t67,0.0,0.0,0.0,209947.98794640257
t68,0.0,0.0,0.0,199855.13620572028
t69,0.0,0.0,0.0,192026.90360618738
t70,0.0,0.0,0.0,185262.15375006545
t71,0.0,0.0,0.0,180328.8320645961
t72,0.0,0.0,0.0,176624.5890280027
t73,0.0,0.0,0.0,173975.0562160029
t74,0.0,0.0,0.0,171677.4501539939
t75,0.0,0.0,0.0,168659.3673637637
t76,0.0,0.0,0.0,165471.3404113539
t77,0.0,0.0,0.0,161914.76301027424
t78,0.0,0.0,0.0,155848.25440261056
t79,0.0,0.0,0.0,147232.91153777367
t80,0.0,0.0,0.0,136732.20391060488
t81,0.0,0.0,0.0,136732.20391060488
t82,0.0,0.0,0.0,136732.20391060488
t83,0.0,0.0,0.0,180138.90276842692
t84,0.0,0.0,0.0,180138.90276842692
t85,0.0,0.0,0.0,223545.60162624897
t86,0.0,0.0,0.0,223545.60162624897
t87,0.0,0.0,0.0,223545.60162624897
t88,0.0,0.0,0.0,243782.31100421338
t89,0.0,0.0,0.0,228175.8311950115
t90,0.0,0.0,0.0,208651.75403659788
t91,0.0,0.0,0.0,191230.06365688998
t92,0.0,0.0,0.0,174876.81413684992
t93,0.0,0.0,0.0,160930.795219499
t94,0.0,0.0,0.0,147916.7348782322
t95,0.0,0.0,0.0,137338.3443437856
t96,0.0,0.0,0.0,127706.8202771541
t97,0.0,0.0,0.0,117908.31478144987
t98,0.0,0.0,0.0,110914.19312410492
t99,0.0,0.0,0.0,102336.24930782689
t100,0.0,0.0,0.0,94487.81980459562
t101,0.0,0.0,0.0,86412.54279854808
t102,0.0,0.0,0.0,76435.43028587327
t103,0.0,0.0,0.0,62829.106908891896
t104,0.0,0.0,0.0,48336.118725185064
t105,0.0,0.0,0.0,47139.73031136825
t106,0.0,0.0,0.0,47139.73031136825
t107,0.0,0.0,0.0,78550.53562665156
t108,0.0,0.0,0.0,121957.23448447362
t109,0.0,0.0,0.0,121957.23448447362
t110,0.0,0.0,0.0,158935.6006599964
t111,0.0,0.0,0.0,186695.51713801583
t112,0.0,0.0,0.0,203505.0297888315
t113,0.0,0.0,0.0,203505.0297888315
t114,0.0,0.0,0.0,193691.6493848077
t115,0.0,0.0,0.0,182488.22659384928
t116,0.0,0.0,0.0,169067.30752551864
t117,0.0,0.0,0.0,156594.16406459402
t118,0.0,0.0,0.0,140799.52880146896
t119,0.0,0.0,0.0,129797.63019223131
t120,0.0,0.0,0.0,117738.22782708931
t121,0.0,0.0,0.0,108502.49314416591
t122,0.0,0.0,0.0,99336.04298758357
t123,0.0,0.0,0.0,88696.60280129005
t124,0.0,0.0,0.0,77153.27522894417
t125,0.0,0.0,0.0,66232.17039773017
t126,0.0,0.0,0.0,54948.69794971203
t127,0.0,0.0,0.0,42036.01690062487
t128,0.0,0.0,0.0,27809.247150307696
t129,0.0,0.0,0.0,27809.247150307696
t130,0.0,0.0,0.0,44459.8669310063
t131,0.0,0.0,0.0,83387.66460317171
t132,0.0,0.0,0.0,126794.36346099376
t133,0.0,0.0,0.0,126794.36346099376
t134,0.0,0.0,0.0,141022.08773168156
t135,0.0,0.0,0.0,166021.86179184314
t136,0.0,0.0,0.0,166021.86179184314
t137,0.0,0.0,0.0,154056.2736841973
t138,0.0,0.0,0.0,140800.38822689914
t139,0.0,0.0,0.0,127111.67913495096
t140,0.0,0.0,0.0,111896.34801490365
t141,0.0,0.0,0.0,98826.13732014905
t142,0.0,0.0,0.0,86835.50960008733
t143,0.0,0.0,0.0,76953.1019182889
t144,0.0,0.0,0.0,68442.15021519664
t145,0.0,0.0,0.0,60372.85502352324
t146,0.0,0.0,0.0,53840.021430687055
t147,0.0,0.0,0.0,48416.51147230983
t148,0.0,0.0,0.0,42724.431948575875
t149,0.0,0.0,0.0,35216.8953904018
t150,0.0,0.0,0.0,24512.839163550987
t151,0.0,0.0,0.0,12645.208422182846
t152,0.0,0.0,0.0,0.0
t153,0.0,0.0,0.0,0.0
t154,0.0,0.0,0.0,0.0
t155,0.0,0.0,0.0,43406.69885782204
t156,0.0,0.0,0.0,43406.69885782204
t157,0.0,0.0,0.0,86813.39771564408
t158,0.0,0.0,0.0,86813.39771564408
t159,0.0,0.0,0.0,86813.39771564408
t160,0.0,0.0,0.0,106435.25834033685
t161,0.0,0.0,0.0,102198.11078459189
t162,0.0,0.0,0.0,93907.78590674876
t163,0.0,0.0,0.0,88576.8067721538
t164,0.0,0.0,0.0,83382.2860206539
t165,0.0,0.0,0.0,79335.98315991246
t166,0.0,0.0,0.0,75220.81249546254
t167,0.0,0.0,0.0,72414.27946370903
t168,0.0,0.0,0.0,71365.4450293166
t169,0.0,0.0,0.0,80817.24478382553
t170,0.0,0.0,0.0,80817.24478382553
t171,0.0,0.0,0.0,80817.24478382553
t172,0.0,0.0,0.0,80817.24478382553
t173,0.0,0.0,0.0,80807.31497487988
t174,0.0,0.0,0.0,80408.32720823892
t175,0.0,0.0,0.0,79226.26261959926
t176,0.0,0.0,0.0,79226.26261959926
t177,0.0,0.0,0.0,79226.26261959926
t178,0.0,0.0,0.0,122191.02034351158
t179,0.0,0.0,0.0,122191.02034351158
t180,0.0,0.0,0.0,122191.02034351158
t181,0.0,0.0,0.0,165597.71920133365
t182,0.0,0.0,0.0,165597.71920133365
t183,0.0,0.0,0.0,209004.4180591557
t184,0.0,0.0,0.0,209004.4180591557
t185,0.0,0.0,0.0,209004.4180591557
t186,0.0,0.0,0.0,208952.8325931393
t187,0.0,0.0,0.0,202997.72428221704
t188,0.0,0.0,0.0,196726.9755042176
t189,0.0,0.0,0.0,191472.24142638562
t190,0.0,0.0,0.0,183083.84917481997
t191,0.0,0.0,0.0,172628.0650534264
t192,0.0,0.0,0.0,164006.97798708896
t193,0.0,0.0,0.0,156157.07195173786
t194,0.0,0.0,0.0,148353.51113481668
t195,0.0,0.0,0.0,142303.37653633906
t196,0.0,0.0,0.0,139271.33718713716
t197,0.0,0.0,0.0,137197.16624288037
t198,0.0,0.0,0.0,134291.7784434435
t199,0.0,0.0,0.0,129368.93758968964
t200,0.0,0.0,0.0,122059.5864945811
t201,0.0,0.0,0.0,122059.5864945811
t202,0.0,0.0,0.0,122059.5864945811
t203,0.0,0.0,0.0,165466.28535240312
t204,0.0,0.0,0.0,165466.28535240312
t205,0.0,0.0,0.0,165466.28535240312
t206,0.0,0.0,0.0,165466.28535240312
t207,0.0,0.0,0.0,165466.28535240312
t208,0.0,0.0,0.0,207693.17716485535
t209,0.0,0.0,0.0,227691.480674282
t210,0.0,0.0,0.0,227126.01903142998
t211,0.0,0.0,0.0,220112.65149677807
t212,0.0,0.0,0.0,211744.44333962305
t213,0.0,0.0,0.0,203058.21751820075
t214,0.0,0.0,0.0,196270.17372552928
t215,0.0,0.0,0.0,188337.21502002835
t216,0.0,0.0,0.0,181370.45847657113
t217,0.0,0.0,0.0,178912.15253441795
t218,0.0,0.0,0.0,177561.87136634297
t219,0.0,0.0,0.0,176211.74178714966
t220,0.0,0.0,0.0,174018.76173335753
t221,0.0,0.0,0.0,168266.81897480373
t222,0.0,0.0,0.0,161778.13802570468
t223,0.0,0.0,0.0,152174.90449830718
t224,0.0,0.0,0.0,141315.6342051811
t225,0.0,0.0,0.0,141315.6342051811
t226,0.0,0.0,0.0,141315.6342051811
t227,0.0,0.0,0.0,173713.26633356133
t228,0.0,0.0,0.0,180780.03474988355
t229,0.0,0.0,0.0,180780.03474988355
t230,0.0,0.0,0.0,224186.7336077056
t231,0.0,0.0,0.0,224186.7336077056
t232,0.0,0.0,0.0,224186.7336077056
t233,0.0,0.0,0.0,234835.32093137762
t234,0.0,0.0,0.0,222633.47696387005
