Period_Index,Rep_Period,Rep_Period_Index
1,4,1
2,4,1
3,4,1
4,4,1
5,50,10
6,50,10
7,50,10
8,8,2
9,50,10
10,14,3
11,14,3
12,14,3
13,14,3
14,14,3
15,14,3
16,14,3
17,14,3
18,24,4
19,24,4
20,24,4
21,24,4
22,24,4
23,24,4
24,24,4
25,24,4
26,24,4
27,33,6
28,33,6
29,29,5
30,33,6
31,33,6
32,33,6
33,33,6
34,34,7
35,33,6
36,33,6
37,33,6
38,33,6
39,33,6
40,43,8
41,43,8
42,43,8
43,43,8
44,43,8
45,46,9
46,46,9
47,46,9
48,46,9
49,50,10
50,50,10
51,51,11
52,8,2
