Resource,NGCC_bf,NGCC_gf,NGCT_bf,NGCT_gf,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2,Retro_Coal_TES,Retro_Coal_SMR,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,0.0,7880.287492034475,0.0,35228.38200555167,0.0,6.891200000000002e6,392.03703703703707,7.3226530907605905e6,9.32200935009511e6,603844.1967871238,0.0,7785.885857039729,3.508852418174244e7,468518.0438750681,0.0,3.648540000000001e7,9.6233435455652e7
t1,0.0,0.0,232.59633948213235,0.0,459.53426939881535,0.0,2360.0,15.0,0.0,0.0,480.0,0.0,7.976181899513582,5379.801629318472,1658.6884176778085,0.0,12495.0,23088.596837776742
t2,0.0,0.0,103.37615088094772,0.0,477.0,0.0,2360.0,15.0,0.0,0.0,480.0,0.0,23.285305222773527,5489.368816218472,1658.6884176778085,0.0,12495.0,23101.71869
t3,0.0,0.0,232.59633948213235,0.0,463.59232459881537,0.0,2360.0,8.0,0.0,0.0,0.0,0.0,0.0,5379.801629318472,1658.6884176778085,0.0,12495.0,22597.678711077227
t4,0.0,0.0,0.0,0.0,212.0,0.0,2360.0,15.0,0.0,0.0,0.0,0.0,0.0,5379.801629318472,3167.572225857244,0.0,12495.0,23629.373855175716
t5,0.0,0.0,0.0,0.0,212.0,0.0,2360.0,8.0,0.0,0.0,0.0,0.0,0.0,5773.549283218472,3671.2161067815287,0.0,12495.0,24519.76539
t6,0.0,0.0,330.8036828190327,0.0,890.4000000000001,0.0,2360.0,8.0,0.0,0.0,0.0,0.0,23.285305222773527,5418.825894396114,4434.115957562082,0.0,12495.0,25960.43084
t7,0.0,0.0,232.59633948213235,0.0,477.0,0.0,2360.0,8.0,0.0,0.0,0.0,0.0,0.0,8742.177647642517,3147.475672875353,0.0,12495.0,27462.24966
t8,0.0,0.0,103.37615088094772,0.0,0.0,0.0,2360.0,8.0,0.0,0.0,0.0,0.0,0.0,5379.801629318472,4413.355174962082,0.0,12495.0,24759.5329551615
t9,0.0,0.0,387.66056580355394,0.0,0.0,0.0,2360.0,15.0,0.0,0.0,0.0,0.0,0.0,5670.716442217287,1936.9081063848328,0.0,12495.0,22865.285114405677
t10,0.0,0.0,103.37615088094772,0.0,0.0,0.0,2360.0,15.0,0.0,0.0,480.0,0.0,0.0,5787.572626118472,1936.9081063848328,0.0,12495.0,23177.85688338425
t11,0.0,0.0,232.59633948213235,0.0,0.0,0.0,2360.0,12.8,0.0,0.0,0.0,0.0,0.0,8830.135049355806,1936.9081063848328,0.0,12495.0,25867.439495222774
t12,0.0,0.0,387.66056580355394,0.0,477.0,0.0,2360.0,0.0,0.0,0.0,0.0,0.0,18.86109723044656,1009.7221050582323,4837.543710663266,0.0,12495.0,21585.787478755497
t13,0.0,0.0,232.59633948213235,0.0,474.22754049881536,0.0,2360.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.7221050582323,1936.9081063848328,0.0,12495.0,18508.454091424013
