Resource,NGCC_bf,NGCC_gf,NGCT_bf,NGCT_gf,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2,Retro_Coal_TES,Retro_Coal_SMR,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106222.13769740122,1.1612450304635696e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2674671681609708e6
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3714.8543502782336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3714.8543502782336
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.33719309920082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.33719309920082
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3303.015537937851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3303.015537937851
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2248.4056984657414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2248.4056984657414
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2059.4643915786564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2059.4643915786564
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1736.7625981752342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1736.7625981752342
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2461.7859445814397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2461.7859445814397
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2471.5157797576917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2471.5157797576917
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.1204727435837,3589.0949792876913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4602.215452031275
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3166.5561053197266,3859.8337016917194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7026.3898070114465
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4549.428575414982,4637.001662278401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9186.430237693385
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4650.001118694638,3758.7197416831177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8408.720860377754
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4652.9591346734505,3076.410633023805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7729.369767697255
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5343.655865726376,622.8766093090416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5966.5324750354175
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.9165913049455,2394.4938505759505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4725.4104418808965
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.7328628559227,2119.095030392353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2278.8278932482754
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2516.803431580898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2516.803431580898
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.547473508864641e-13
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2271.5932404420887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2271.5932404420887
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2989.679989654761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2989.679989654761
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100.4840869420345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100.4840869420345
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3228.356478843152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3228.356478843152
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4484.726076330857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4484.726076330857
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5567.741511643664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5567.741511643664
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5186.994289042955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5186.994289042955
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4345.621714957798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4345.621714957798
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4387.536667551357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4387.536667551357
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5013.803212661061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5013.803212661061
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5725.8867433555315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5725.8867433555315
