Time_Index,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NENGREST_natural_gas_fired_combined_cycle_1,NENGREST_natural_gas_fired_combined_cycle_2,NENGREST_natural_gas_fired_combustion_turbine_1,NENGREST_natural_gas_fired_combustion_turbine_2,NENGREST_natural_gas_steam_turbine_1,NENGREST_nuclear_1,NENGREST_offshore_wind_turbine_1,NENGREST_onshore_wind_turbine_1,NENGREST_small_hydroelectric_1,NENGREST_solar_photovoltaic_1,NENG_CT_biomass_1,NENG_CT_conventional_hydroelectric_1,NENG_CT_hydroelectric_pumped_storage_1,NENG_CT_natural_gas_fired_combined_cycle_1,NENG_CT_natural_gas_fired_combined_cycle_2,NENG_CT_natural_gas_fired_combustion_turbine_1,NENG_CT_natural_gas_fired_combustion_turbine_2,NENG_CT_nuclear_1,NENG_CT_onshore_wind_turbine_1,NENG_CT_small_hydroelectric_1,NENG_CT_solar_photovoltaic_1,NENG_ME_biomass_1,NENG_ME_conventional_hydroelectric_1,NENG_ME_natural_gas_fired_combined_cycle_1,NENG_ME_natural_gas_fired_combined_cycle_2,NENG_ME_natural_gas_fired_combustion_turbine_1,NENG_ME_onshore_wind_turbine_1,NENG_ME_small_hydroelectric_1,NENG_ME_solar_photovoltaic_1,NENGREST_naturalgas_ccccsavgcf_mid_0,NENGREST_naturalgas_ccavgcf_mid_0,NENGREST_naturalgas_ctavgcf_mid_0,NENGREST_battery_mid_0,NENGREST_naturalgas_ccs100_mid_0,NENGREST_landbasedwind_ltrg1_mid_130_1,NENGREST_utilitypv_losangeles_mid_80_0_2_1,NENGREST_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_CT_naturalgas_ccccsavgcf_mid_0,NENG_CT_naturalgas_ccavgcf_mid_0,NENG_CT_naturalgas_ctavgcf_mid_0,NENG_CT_battery_mid_0,NENG_CT_naturalgas_ccs100_mid_0,NENG_CT_landbasedwind_ltrg1_mid_110_1,NENG_CT_utilitypv_losangeles_mid_80_0_2_1,NENG_CT_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_ME_naturalgas_ccccsavgcf_mid_0,NENG_ME_naturalgas_ccavgcf_mid_0,NENG_ME_naturalgas_ctavgcf_mid_0,NENG_ME_battery_mid_0,NENG_ME_naturalgas_ccs100_mid_0,NENG_ME_landbasedwind_ltrg1_mid_110_1,NENG_ME_utilitypv_losangeles_mid_100_0_2_1,NENGREST_heat_load_shifting_1,NENG_CT_heat_load_shifting_1,NENG_ME_heat_load_shifting_1
1,1.0,0.4777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.032,0.4777,0.0,1.0,0.3182,1.0,1.0,1.0,1.0,1.0,1.0,0.24,0.3182,0.0,1.0,0.5651,1.0,1.0,1.0,0.0419,0.5651,0.0,1.0,1.0,1.0,1.0,1.0,0.048337094,0.0,0.095568344,1.0,1.0,1.0,1.0,1.0,0.211036459,0.0,0.060120687,1.0,1.0,1.0,1.0,1.0,0.086458147,0.0,0.411309812,0.411254495,0.411347518
2,1.0,0.4774,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0305,0.4774,0.0,1.0,0.318,1.0,1.0,1.0,1.0,1.0,1.0,0.3166,0.318,0.0,1.0,0.565,1.0,1.0,1.0,0.0467,0.565,0.0,1.0,1.0,1.0,1.0,1.0,0.064567335,0.0,0.096129261,1.0,1.0,1.0,1.0,1.0,0.298412532,0.0,0.043177225,1.0,1.0,1.0,1.0,1.0,0.099587217,0.0,0.395662156,0.395811297,0.395833333
3,1.0,0.477,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0529,0.477,0.0,1.0,0.3178,1.0,1.0,1.0,1.0,1.0,1.0,0.4401,0.3178,0.0,1.0,0.5648,1.0,1.0,1.0,0.0566,0.5648,0.0,1.0,1.0,1.0,1.0,1.0,0.106034793,0.0,0.149702668,1.0,1.0,1.0,1.0,1.0,0.431478173,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.110057235,0.0,0.389801837,0.389676327,0.390070922
4,1.0,0.4767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0779,0.4767,0.0,1.0,0.3176,1.0,1.0,1.0,1.0,1.0,1.0,0.376,0.3176,0.0,1.0,0.5647,1.0,1.0,1.0,0.0732,0.5647,0.0,1.0,1.0,1.0,1.0,1.0,0.138484299,0.0,0.139156088,1.0,1.0,1.0,1.0,1.0,0.448260993,0.0,0.011616754,1.0,1.0,1.0,1.0,1.0,0.148079634,0.0,0.390708072,0.390734081,0.390514184
5,1.0,0.4763,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1001,0.4763,0.0,1.0,0.3174,1.0,1.0,1.0,1.0,1.0,1.0,0.3356,0.3174,0.0,1.0,0.5646,1.0,1.0,1.0,0.0789,0.5646,0.0,1.0,1.0,1.0,1.0,1.0,0.14188689,0.0,0.140225112,1.0,1.0,1.0,1.0,1.0,0.377688169,0.0,0.087884292,1.0,1.0,1.0,1.0,1.0,0.215695024,0.0,0.404724505,0.404907975,0.404698582
6,1.0,0.476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1652,0.476,0.0,1.0,0.3172,1.0,1.0,1.0,1.0,1.0,1.0,0.2223,0.3172,0.0,1.0,0.5644,1.0,1.0,1.0,0.1211,0.5644,0.0,1.0,1.0,1.0,1.0,1.0,0.143565714,0.0,0.079133861,1.0,1.0,1.0,1.0,1.0,0.308508217,0.0,0.391520917,1.0,1.0,1.0,1.0,1.0,0.294185996,0.0,0.449975834,0.449968267,0.449911348
7,1.0,0.4756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.206,0.4756,0.0202,1.0,0.3169,1.0,1.0,1.0,1.0,1.0,1.0,0.1511,0.3169,0.0353,1.0,0.5643,1.0,1.0,1.0,0.1763,0.5643,0.0334,1.0,1.0,1.0,1.0,1.0,0.17028904,0.128109232,0.06498152,1.0,1.0,1.0,1.0,1.0,0.202305496,0.169255719,0.292907059,1.0,1.0,1.0,1.0,1.0,0.375039637,0.178345039,0.527368294,0.527395811,0.52748227
8,1.0,0.4753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1744,0.4753,0.2003,1.0,0.3167,1.0,1.0,1.0,1.0,1.0,1.0,0.1149,0.3167,0.2328,1.0,0.5642,1.0,1.0,1.0,0.2083,0.5642,0.226,1.0,1.0,1.0,1.0,1.0,0.207402095,0.508085132,0.135178283,1.0,1.0,1.0,1.0,1.0,0.161580443,0.539457679,0.313797951,1.0,1.0,1.0,1.0,1.0,0.408155382,0.54765588,0.573586274,0.573725407,0.574024823
9,1.0,0.4749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.293,0.4749,0.3569,1.0,0.3165,1.0,1.0,1.0,1.0,1.0,1.0,0.3988,0.3165,0.3991,1.0,0.564,1.0,1.0,1.0,0.2169,0.564,0.4395,1.0,1.0,1.0,1.0,1.0,0.267240077,0.692430019,0.438349187,1.0,1.0,1.0,1.0,1.0,0.447849691,0.703404903,0.884636998,1.0,1.0,1.0,1.0,1.0,0.380469322,0.792599261,0.587361044,0.587476201,0.587322695
10,1.0,0.4745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.366,0.4745,0.4826,1.0,0.3163,1.0,1.0,1.0,1.0,1.0,1.0,0.583,0.3163,0.5443,1.0,0.5639,1.0,1.0,1.0,0.267,0.5639,0.5961,1.0,1.0,1.0,1.0,1.0,0.338257492,0.832036734,0.520628333,1.0,1.0,1.0,1.0,1.0,0.630054951,0.779238105,0.736341059,1.0,1.0,1.0,1.0,1.0,0.429458648,0.891874671,0.593160947,0.593188069,0.593085106
