Costs,Total,Zone1,Zone2,Zone3
cTotal,8.205192204513731e9,4.767468027847064e9,1.550639370692692e9,1.0178154491374776e9
cFix,7.090302598529497e9,4.456796966140028e9,1.6157546922907994e9,1.0177509400986695e9
cVar,9.913965276507884e8,9.795222621374117e8,7.25843442941577e6,4.615831083959201e6
cNSE,0.0,0.0,0.0,0.0
cStart,8.497107833349827e7,8.103219030725715e7,3.245811641204227e6,693076.3850369194
cUnmetRsv,0.0,-,-,-
cNetworkExp,3.8522e7,-,-,-
