Time_Index,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NENGREST_natural_gas_fired_combined_cycle_1,NENGREST_natural_gas_fired_combined_cycle_2,NENGREST_natural_gas_fired_combustion_turbine_1,NENGREST_natural_gas_fired_combustion_turbine_2,NENGREST_natural_gas_steam_turbine_1,NENGREST_nuclear_1,NENGREST_offshore_wind_turbine_1,NENGREST_onshore_wind_turbine_1,NENGREST_small_hydroelectric_1,NENGREST_solar_photovoltaic_1,NENG_CT_biomass_1,NENG_CT_conventional_hydroelectric_1,NENG_CT_hydroelectric_pumped_storage_1,NENG_CT_natural_gas_fired_combined_cycle_1,NENG_CT_natural_gas_fired_combined_cycle_2,NENG_CT_natural_gas_fired_combustion_turbine_1,NENG_CT_natural_gas_fired_combustion_turbine_2,NENG_CT_nuclear_1,NENG_CT_onshore_wind_turbine_1,NENG_CT_small_hydroelectric_1,NENG_CT_solar_photovoltaic_1,NENG_ME_biomass_1,NENG_ME_conventional_hydroelectric_1,NENG_ME_natural_gas_fired_combined_cycle_1,NENG_ME_natural_gas_fired_combined_cycle_2,NENG_ME_natural_gas_fired_combustion_turbine_1,NENG_ME_onshore_wind_turbine_1,NENG_ME_small_hydroelectric_1,NENG_ME_solar_photovoltaic_1,NENGREST_naturalgas_ccccsavgcf_mid_0,NENGREST_naturalgas_ccavgcf_mid_0,NENGREST_naturalgas_ctavgcf_mid_0,NENGREST_battery_mid_0,NENGREST_naturalgas_ccs100_mid_0,NENGREST_landbasedwind_ltrg1_mid_130_1,NENGREST_utilitypv_losangeles_mid_80_0_2_1,NENGREST_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_CT_naturalgas_ccccsavgcf_mid_0,NENG_CT_naturalgas_ccavgcf_mid_0,NENG_CT_naturalgas_ctavgcf_mid_0,NENG_CT_battery_mid_0,NENG_CT_naturalgas_ccs100_mid_0,NENG_CT_landbasedwind_ltrg1_mid_110_1,NENG_CT_utilitypv_losangeles_mid_80_0_2_1,NENG_CT_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_ME_naturalgas_ccccsavgcf_mid_0,NENG_ME_naturalgas_ccavgcf_mid_0,NENG_ME_naturalgas_ctavgcf_mid_0,NENG_ME_battery_mid_0,NENG_ME_naturalgas_ccs100_mid_0,NENG_ME_landbasedwind_ltrg1_mid_110_1,NENG_ME_utilitypv_losangeles_mid_100_0_2_1,NENGREST_heat_load_shifting_1,NENG_CT_heat_load_shifting_1,NENG_ME_heat_load_shifting_1
28,1,0.1495,1,1,1,1,1,1,1,1,0.1125,0.1495,0,1,0.2039,1,1,1,1,1,1,0.057,0.2039,0,1,0.5156,1,1,1,0.0056,0.5156,0,1,1,1,1,1,0.0678242669,0,0.5521162748,1,1,1,1,1,0.1190174073,0,0.2006816864,1,1,1,1,1,0.028433105,0,0.4438134364,0.4438332981,0.4437056738
29,1,0.1493,1,1,1,1,1,1,1,1,0.0796,0.1493,0,1,0.2038,1,1,1,1,1,1,0.0325,0.2038,0,1,0.5154,1,1,1,0.0158,0.5154,0,1,1,1,1,1,0.0502435341,0,0.4212525487,1,1,1,1,1,0.0743811578,0,0.200313881,1,1,1,1,1,0.043670997,0,0.4415176414,0.4415062407,0.4414893617
30,1,0.1492,1,1,1,1,1,1,1,1,0.0155,0.1492,0,1,0.2037,1,1,1,1,1,1,0.0176,0.2037,0,1,0.5153,1,1,1,0.034,0.5153,0,1,1,1,1,1,0.0172219276,0,0.220671773,1,1,1,1,1,0.0745606869,0,0.1660871804,1,1,1,1,1,0.0745785534,0,0.444961334,0.4448910514,0.445035461
31,1,0.1491,1,1,1,1,1,1,1,1,0.0179,0.1491,0.0332,1,0.2036,1,1,1,1,1,1,0.019,0.2036,0.0514,1,0.5151,1,1,1,0.0306,0.5151,0.0403,1,1,1,1,1,0.0103734266,0.0665055513,0.2732354403,1,1,1,1,1,0.0439679548,0.2008014619,0.0805787966,1,1,1,1,1,0.0720655024,0.0578817949,0.4526945384,0.4527184261,0.452570922
32,1,0.1489,1,1,1,1,1,1,1,1,0.0156,0.1489,0.1747,1,0.2035,1,1,1,1,1,1,0,0.2035,0.2047,1,0.5149,1,1,1,0.0121,0.5149,0.1587,1,1,1,1,1,0.0024286313,0.32694453,0.2006775439,1,1,1,1,1,0.0067752842,0.3789104819,0.0603989586,1,1,1,1,1,0.0359531827,0.2175606191,0.4821169647,0.4821239687,0.4822695035
33,1,0.1488,1,1,1,1,1,1,1,1,0.0172,0.1488,0.2926,1,0.2034,1,1,1,1,1,1,0,0.2034,0.3065,1,0.5148,1,1,1,0.004,0.5148,0.2751,1,1,1,1,1,0.0025668764,0.4483350515,0.3046613336,1,1,1,1,1,0.0009330896,0.4581243694,0.1420866549,1,1,1,1,1,0.0119584883,0.3025061786,0.5241058482,0.5240110006,0.5243794326
34,1,0.1487,1,1,1,1,1,1,1,1,0.0241,0.1487,0.3854,1,0.2033,1,1,1,1,1,1,0,0.2033,0.3813,1,0.5146,1,1,1,0.015,0.5146,0.3408,1,1,1,1,1,0.0036114026,0.5318443179,0.2261760235,1,1,1,1,1,0.000243986,0.5392053723,0.0964557752,1,1,1,1,1,0.0254234876,0.4483411312,0.5616843886,0.5616670193,0.5616134752
35,1,0.1485,1,1,1,1,1,1,1,1,0.032,0.1485,0.4568,1,0.2032,1,1,1,1,1,1,0.0101,0.2032,0.4341,1,0.5144,1,1,1,0.0204,0.5144,0.4201,1,1,1,1,1,0.0056244358,0.6012248993,0.2437168062,1,1,1,1,1,0.0052313646,0.6016452312,0.2018256485,1,1,1,1,1,0.0427837335,0.532999754,0.5877235379,0.5876877512,0.5877659574
36,1,0.1484,1,1,1,1,1,1,1,1,0.0592,0.1484,0.4712,1,0.2031,1,1,1,1,1,1,0.0091,0.2031,0.441,1,0.5143,1,1,1,0.0138,0.5143,0.4445,1,1,1,1,1,0.0127828838,0.6212428212,0.1563845426,1,1,1,1,1,0.0132653089,0.6168845296,0.206813097,1,1,1,1,1,0.0385361612,0.5567404628,0.607237796,0.6071504125,0.607712766
37,1,0.1483,1,1,1,1,1,1,1,1,0.0442,0.1483,0.4664,1,0.203,1,1,1,1,1,1,0.0012,0.203,0.4547,1,0.5141,1,1,1,0.0402,0.5141,0.438,1,1,1,1,1,0.0173468888,0.6144737601,0.0741854906,1,1,1,1,1,0.015720278,0.6506767273,0.1383578628,1,1,1,1,1,0.0794039145,0.5381904244,0.6190188497,0.6189972498,0.6192375887
38,1,0.1481,1,1,1,1,1,1,1,1,0.0466,0.1481,0.5758,1,0.2029,1,1,1,1,1,1,0.0015,0.2029,0.5636,1,0.5139,1,1,1,0.0237,0.5139,0.5244,1,1,1,1,1,0.0137502449,0.7720605135,0.022568563,1,1,1,1,1,0.011008149,0.749152422,0.0280269645,1,1,1,1,1,0.0555927642,0.5777051449,0.6204084099,0.6204781045,0.6205673759
39,1,0.148,1,1,1,1,1,1,1,1,0.0428,0.148,0.3979,1,0.2028,1,1,1,1,1,1,0.0023,0.2028,0.3996,1,0.5138,1,1,1,0.008,0.5138,0.4006,1,1,1,1,1,0.0171388518,0.5541734099,0.0514477119,1,1,1,1,1,0.0042688944,0.6009941101,0,1,1,1,1,1,0.0267093405,0.4389201105,0.6184751087,0.6185741485,0.6183510638
40,1,0.1479,1,1,1,1,1,1,1,1,0.0379,0.1479,0.3435,1,0.2027,1,1,1,1,1,1,0,0.2027,0.3548,1,0.5136,1,1,1,0.0195,0.5136,0.348,1,1,1,1,1,0.0142504219,0.5126102567,0.035391368,1,1,1,1,1,0.0001252508,0.5829042792,0,1,1,1,1,1,0.0369327664,0.3855010569,0.6155147414,0.6156124392,0.6156914894
41,1,0.1477,1,1,1,1,1,1,1,1,0.0353,0.1477,0.2533,1,0.2026,1,1,1,1,1,1,0,0.2026,0.247,1,0.5134,1,1,1,0.0102,0.5134,0.2132,1,1,1,1,1,0.006402459,0.4161001742,0.0324278064,1,1,1,1,1,0.0005345196,0.5486983061,0.0067753927,1,1,1,1,1,0.0153576797,0.3478243649,0.6214958917,0.6217474085,0.6218971631
42,1,0.1476,1,1,1,1,1,1,1,1,0.0441,0.1476,0.1416,1,0.2025,1,1,1,1,1,1,0,0.2025,0.1639,1,0.5133,1,1,1,0.0523,0.5133,0.1217,1,1,1,1,1,0.0109030642,0.2845367193,0.0478295907,1,1,1,1,1,9.45356368902139E-05,0.4310929775,0,1,1,1,1,1,0.0475710444,0.2250450999,0.6301353311,0.6302094352,0.6303191489
43,1,0.1475,1,1,1,1,1,1,1,1,0.0356,0.1475,0.037,1,0.2024,1,1,1,1,1,1,0,0.2024,0.0612,1,0.5131,1,1,1,0.064,0.5131,0.03,1,1,1,1,1,0.0145539911,0.1299701929,0.0410809889,1,1,1,1,1,5.80878004257102E-05,0.2856685817,0.0006125655,1,1,1,1,1,0.0777804181,0.0571664758,0.6265708072,0.6266130738,0.6267730496
44,1,0.1473,1,1,1,1,1,1,1,1,0.0365,0.1473,0,1,0.2023,1,1,1,1,1,1,0,0.2023,0,1,0.5129,1,1,1,0.0507,0.5129,0,1,1,1,1,1,0.0077139009,0,0.126314491,1,1,1,1,1,0.0046350416,0,0.207087189,1,1,1,1,1,0.1072845533,0,0.6176292895,0.6177279458,0.6179078014
45,1,0.1472,1,1,1,1,1,1,1,1,0.0129,0.1472,0,1,0.2022,1,1,1,1,1,1,0.0042,0.2022,0,1,0.5128,1,1,1,0.0535,0.5128,0,1,1,1,1,1,0.0058565,0,0.0820033401,1,1,1,1,1,0.0140065309,0,0.1499062777,1,1,1,1,1,0.1015321091,0,0.6243958434,0.6244975672,0.6245567376
46,1,0.1471,1,1,1,1,1,1,1,1,0.0357,0.1471,0,1,0.2021,1,1,1,1,1,1,0,0.2021,0,1,0.5126,1,1,1,0.0478,0.5126,0,1,1,1,1,1,0.022701541,0,0.1115670949,1,1,1,1,1,0.0170074943,0,0.0400738232,1,1,1,1,1,0.0867589191,0,0.6059690672,0.6058811085,0.6059397163
47,1,0.1469,1,1,1,1,1,1,1,1,0.0129,0.1469,0,1,0.202,1,1,1,1,1,1,0.0425,0.202,0,1,0.5124,1,1,1,0.0701,0.5124,0,1,1,1,1,1,0.0208686776,0,0.0830273554,1,1,1,1,1,0.061066702,0,0.0168955512,1,1,1,1,1,0.1521015912,0,0.5600531658,0.5601861646,0.5602836879
48,1,0.1468,1,1,1,1,1,1,1,1,0.004,0.1468,0,1,0.2019,1,1,1,1,1,1,0,0.2019,0,1,0.5123,1,1,1,0.0002,0.5123,0,1,1,1,1,1,8.65952752064914E-05,0,0.0753627568,1,1,1,1,1,1.13191290438408E-05,0,0.0809604749,1,1,1,1,1,0.0007412679,0,0.5102706622,0.5102602073,0.5106382979
49,1,0.1467,1,1,1,1,1,1,1,1,0.0124,0.1467,0,1,0.2018,1,1,1,1,1,1,0.008,0.2018,0,1,0.5121,1,1,1,0.0677,0.5121,0,1,1,1,1,1,0.0047448566,0,0.0976188779,1,1,1,1,1,0.0301006213,0,0.0038390055,1,1,1,1,1,0.1772687584,0,0.4709400677,0.4709117834,0.4707446809
50,1,0.1465,1,1,1,1,1,1,1,1,0.0114,0.1465,0,1,0.2018,1,1,1,1,1,1,0,0.2018,0,1,0.5119,1,1,1,0.0677,0.5119,0,1,1,1,1,1,0.0027197045,0,0.225894779,1,1,1,1,1,0.0192553215,0,0.0293753948,1,1,1,1,1,0.1970938742,0,0.4464717255,0.4465834567,0.4463652482
51,1,0.1464,1,1,1,1,1,1,1,1,0.002,0.1464,0,1,0.2017,1,1,1,1,1,1,0,0.2017,0,1,0.5118,1,1,1,0,0.5118,0,1,1,1,1,1,0.0001040896,0,0.1887840033,1,1,1,1,1,0.000033714,0,0.0962680727,1,1,1,1,1,0.0020230636,0,0.4325761237,0.4326211128,0.4326241135
52,1,0.1463,1,1,1,1,1,1,1,1,0.0056,0.1463,0,1,0.2016,1,1,1,1,1,1,0,0.2016,0,1,0.5116,1,1,1,0.0839,0.5116,0,1,1,1,1,1,0.006765652,0,0.2085193396,1,1,1,1,1,0.0050686928,0,0.0423691124,1,1,1,1,1,0.2141747326,0,0.4269574674,0.4269092448,0.4268617021
53,1,0.1461,1,1,1,1,1,1,1,1,0.0038,0.1461,0,1,0.2015,1,1,1,1,1,1,0,0.2015,0,1,0.5114,1,1,1,0.0612,0.5114,0,1,1,1,1,1,0.0080182292,0,0.0889112353,1,1,1,1,1,0.0027498631,0,0.0244196337,1,1,1,1,1,0.2260377407,0,0.4358385694,0.4357943728,0.4357269504
54,1,0.146,1,1,1,1,1,1,1,1,0.0193,0.146,0.0006,1,0.2014,1,1,1,1,1,1,0.0045,0.2014,0,1,0.5113,1,1,1,0.0584,0.5113,0.0024,1,1,1,1,1,0.008957319,0.0002403261,0.0214739889,1,1,1,1,1,0.012861684,0,0.0373806283,1,1,1,1,1,0.230653733,0.060233783,0.4621193813,0.4622382061,0.4618794326
55,1,0.1459,1,1,1,1,1,1,1,1,0.0081,0.1459,0.0743,1,0.2013,1,1,1,1,1,1,0,0.2013,0.1022,1,0.5111,1,1,1,0.0583,0.5111,0.0537,1,1,1,1,1,0.0036600814,0.4899079502,0,1,1,1,1,1,0.0004664501,0.4464002848,0,1,1,1,1,1,0.232023567,0.501660347,0.5132914451,0.5134334673,0.5132978723
56,1,0.1457,1,1,1,1,1,1,1,1,0.0012,0.1457,0.2155,1,0.2012,1,1,1,1,1,1,0,0.2012,0.2321,1,0.5109,1,1,1,0.0368,0.5109,0.1997,1,1,1,1,1,0.0006136761,0.6740919352,0.0014198855,1,1,1,1,1,0,0.6048651338,0,1,1,1,1,1,0.0971091315,0.748290956,0.5791445143,0.5792257246,0.5793439716
57,1,0.1456,1,1,1,1,1,1,1,1,0,0.1456,0.3828,1,0.2011,1,1,1,1,1,1,0,0.2011,0.4014,1,0.5108,1,1,1,0.0202,0.5108,0.3758,1,1,1,1,1,0.00011487,0.8167742491,0.0013732575,1,1,1,1,1,0,0.7440258265,0,1,1,1,1,1,0.0429234281,0.8323215246,0.6297124215,0.6297863338,0.6298758865
58,1,0.1455,1,1,1,1,1,1,1,1,0,0.1455,0.5145,1,0.201,1,1,1,1,1,1,0,0.201,0.5211,1,0.5106,1,1,1,0.0073,0.5106,0.5148,1,1,1,1,1,4.48264154329081E-06,0.8767749667,0,1,1,1,1,1,0,0.799411118,0,1,1,1,1,1,0.0133439191,0.8728364706,0.6673513775,0.6674423524,0.6675531915
59,1,0.1453,1,1,1,1,1,1,1,1,0.0003,0.1453,0.6114,1,0.2009,1,1,1,1,1,1,0,0.2009,0.6106,1,0.5104,1,1,1,0.0077,0.5104,0.6151,1,1,1,1,1,0.0008855524,0.8918370008,0,1,1,1,1,1,0.000243949,0.8365633488,0,1,1,1,1,1,0.0062161493,0.8940695524,0.7002174964,0.7002327057,0.7003546099
