Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3
,,,,,,,,71,556680.0,86668.0,186704.0
,,,,,,,,72,508256.0,78832.0,174221.0
,,,,,,,,73,429122.0,56356.0,147810.0
,,,,,,,,74,415731.0,52851.0,134087.0
,,,,,,,,75,409545.0,50936.0,125129.0
,,,,,,,,76,411365.0,50018.0,119673.0
,,,,,,,,77,422577.0,50452.0,117354.0
,,,,,,,,78,457586.0,51992.0,115861.0
,,,,,,,,79,519189.0,57483.0,117915.0
,,,,,,,,80,571209.0,67835.0,123199.0
,,,,,,,,81,576349.0,71122.0,136708.0
,,,,,,,,82,558828.0,69593.0,154708.0
,,,,,,,,83,547997.0,67620.0,162901.0
,,,,,,,,84,546644.0,67018.0,159878.0
,,,,,,,,85,551220.0,67820.0,156973.0
,,,,,,,,86,551542.0,68519.0,159782.0
,,,,,,,,87,557415.0,68769.0,163949.0
,,,,,,,,88,587956.0,69667.0,167146.0
,,,,,,,,89,647675.0,73534.0,169404.0
,,,,,,,,90,717706.0,79324.0,178266.0
,,,,,,,,91,716155.0,86537.0,195659.0
,,,,,,,,92,650433.0,85490.0,217727.0
,,,,,,,,93,602598.0,76204.0,228496.0
,,,,,,,,94,539105.0,72294.0,202729.0
,,,,,,,,95,490843.0,67863.0,175977.0
,,,,,,,,96,457158.0,62015.0,162699.0
,,,,,,,,97,468937.0,66125.0,159704.0
,,,,,,,,98,451583.0,62277.0,144867.0
,,,,,,,,99,443584.0,60733.0,134273.0
,,,,,,,,100,444801.0,60289.0,127461.0
,,,,,,,,101,457620.0,61223.0,124535.0
,,,,,,,,102,493065.0,63235.0,123706.0
,,,,,,,,103,563730.0,69474.0,126273.0
,,,,,,,,104,630142.0,82712.0,132658.0
,,,,,,,,105,631518.0,85316.0,148249.0
,,,,,,,,106,602877.0,80752.0,168690.0
,,,,,,,,107,583585.0,75606.0,177790.0
,,,,,,,,108,574510.0,72755.0,174160.0
,,,,,,,,109,571460.0,71897.0,169447.0
,,,,,,,,110,566152.0,71243.0,171243.0
,,,,,,,,111,568942.0,70501.0,173927.0
,,,,,,,,112,597728.0,71040.0,176228.0
,,,,,,,,113,663214.0,74695.0,178007.0
,,,,,,,,114,748624.0,80980.0,187781.0
,,,,,,,,115,756242.0,90455.0,207522.0
,,,,,,,,116,693962.0,90280.0,235459.0
,,,,,,,,117,648164.0,81150.0,248849.0
,,,,,,,,118,580478.0,77404.0,221957.0
,,,,,,,,119,530141.0,72559.0,193362.0
,,,,,,,,120,492349.0,65671.0,179693.0
