Resource,NGCC,NGCT,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2,Retro_Coal_TES,Retro_Coal_SMR,unmet,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Sum,2.5569504502885235e6,64473.05859864096,98071.05161028345,0.0,0.0,740.0,0.0,0.0,0.0,0.0,0.0,546266.1479120638,0.0,0.0,1.6140599967684466e-10,0.0,3.2665007084095115e6
t1,1270.8062782800025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5011104298755527e-12,0.0,1270.80627828
t2,1233.7474152300001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1233.7474152300001
t3,5608.019337450756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5608.019337450756
t4,5608.019337450756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5608.019337450756
t5,1272.1407491100001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1272.1407491100001
t6,5015.006117903807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5015.006117903807
t7,1431.3150759600012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.637978807091713e-12,0.0,1431.3150759599976
t8,1540.70414454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1540.70414454
t9,1660.25906013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660.25906013
t10,4067.132848039313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4067.132848039313
t11,4006.3979396393133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4006.3979396393133
t12,1968.41916084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968.41916084
t13,2014.91109336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.91109336
t14,2038.3773778500001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2038.3773778500001
t15,2040.7881318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2040.7881318
t16,2020.7080802700002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.7080802700002
t17,1468.3345620700002,0.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998.3345620700002
t18,0.0,1621.46549214,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1939.46549214
t19,0.0,1736.7868243597868,132.24713210021332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1869.0339564600001
t20,0.0,1736.7868243597868,82.43011991021342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819.21694427
t21,0.0,1722.8226282300002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1722.8226282300002
t22,1056.3914818500002,0.0,530.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596.3914818500002
t23,0.0,1736.7868243597868,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1746.7868243597868
t24,1395.2427696900002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1395.2427696900002
t25,1328.5128809700004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1368683772161603e-13,0.0,1328.5128809700004
t26,1290.92787483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290.92787483
t27,3668.219579639697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3668.219579639697
t28,1275.87984843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275.87984843
t29,1308.7336656899997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.0,1308.7336656900002
t30,3696.0566511997476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3696.0566511997476
t31,1477.100543489999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1368683772161603e-12,0.0,1477.10054349
t32,1600.0046805599995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.0,1600.00468056
t33,1737.0414369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1737.0414369
t34,1873.4957184900002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1873.4957184900002
t35,1976.66373366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976.66373366
t36,2057.94457341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2057.94457341
t37,2111.6039755799998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2111.6039755799998
t38,2147.0102425200002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2147.0102425200002
t39,2157.0684036000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2157.0684036000002
t40,1611.6082128100002,0.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2141.60821281
t41,0.0,2846.164309426093,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2856.164309426093
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t46,0.0,2846.164309426093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2846.164309426093
t47,0.0,2846.164309426093,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2856.164309426093
t48,2856.263652812182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2856.263652812182
t49,1392.3457581000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1392.3457581000002
t50,1331.3598252900001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1331.3598252900001
t51,8113.4912258262875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8113.4912258262875
t52,8113.4912258262875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8113.4912258262875
t53,8113.4912258262875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8113.4912258262875
t54,1255.31079333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1255.31079333
t55,1345.4929656299998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1345.4929656299998
t56,1477.6413498000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477.6413498000002
t57,1628.16495699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628.16495699
t58,6200.832061946581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6200.832061946581
t59,8113.4912258262875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8113.4912258262875
t60,8113.4912258262875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8113.4912258262875
t61,8113.4912258262875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8113.4912258262875
t62,2019.18948825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.18948825
t63,8113.4912258262875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8113.4912258262875
t64,2021.8958037300001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.8958037300001
t65,1993.8652628400002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993.8652628400002
t66,1924.601271450003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7284841053187847e-12,0.0,1924.6012714500002
t67,1833.77417058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1833.77417058
t68,1756.6356951000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3642420526593924e-12,0.0,1756.6356951000002
t69,1676.3573168100038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.637978807091713e-12,0.0,1676.3573168100002
t70,1596.41632458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596.41632458
t71,1489.5072271200002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489.5072271200002
t72,1400.41578336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.41578336
t73,6363.971993274453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6363.971993274453
t74,1206.0144079158208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.7699962541792,0.0,0.0,0.0,0.0,1276.78440417
t75,221.43402199166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.2529602683333,0.0,0.0,0.0,0.0,1240.68698226
t76,221.43402199166684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.6751717983332,0.0,0.0,0.0,0.0,1245.10919379
t77,221.43402199166684,0.0,44.05517303999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007.0505781983334,0.0,0.0,0.0,0.0,1272.53977323
t78,221.43402199166684,0.0,140.76644921999923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.5557569983339,0.0,0.0,0.0,0.0,1332.75622821
t79,296.6274296987514,0.0,219.29361991149864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921.9116989397503,0.0,0.0,0.0,0.0,1437.8327485500004
t80,467.9944368904178,0.0,219.29361991149864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.5849461780831,0.0,0.0,0.0,0.0,1565.8730029799995
t81,645.693030340418,0.0,219.29361991149864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.6573772680836,0.0,0.0,0.0,0.0,1698.6440275200002
t82,800.9233033154178,0.0,219.29361991149864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794.4104780630832,0.0,0.0,0.0,0.0,1814.6274012899996
t83,932.2331300154189,0.0,219.29361991149864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.2113898030834,0.0,0.0,0.0,0.0,1912.738139730001
t84,1037.0989335487513,0.0,219.29361991149864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.6981489097503,0.0,0.0,0.0,0.0,1991.0907023700001
t85,1089.1815711237514,0.0,219.29361991149864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.5300858247501,0.0,0.0,0.0,0.0,2030.00527686
t86,1830.9406275785016,0.0,219.29361991149864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.23424749
t87,2046.42099486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2046.42099486
t88,2032.79535987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2032.79535987
t89,1780.4738622185014,0.0,219.29361991149864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999.76748213
t90,1951.30282974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951.30282974
t91,1661.505728868502,0.0,219.29361991149864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.547473508864641e-13,0.0,1880.7993487800002
t92,1605.0032588885088,0.0,219.29361991149864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.275957614183426e-12,0.0,1824.2968788
t93,1503.9427134785,0.0,219.29361991149864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8189894035458565e-12,0.0,1723.2363333900005
