Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
NGCC,1,3400.0,3400.0,26110.85043182402,26110.85043182402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCT,1,8200.0,2507.671381147815,0.0,5692.328618852185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGST,1,1060.0,0.0,0.0,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal,1,14700.0,14700.000000000002,0.0,-1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuclear,1,2360.0,0.0,0.0,2360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarPV,1,40.0,0.0,54673.203404366475,54713.203404366475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,1,5720.0,0.0,21943.14307080531,27663.14307080531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydro,1,480.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHS,1,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Li-ion,1,0.0,0.0,5764.365381437325,5764.365381437325,0.0,0.0,12097.805097232087,12097.805097232087,0.0,0.0,0.0,0.0
Retro_NGCC_CCS,1,0.0,0.0,2890.0,2890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retro_NGCC_H2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retro_Coal_TES,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retro_Coal_SMR,1,0.0,0.0,5292.0,5292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,n/a,36460.0,21087.67138114782,116673.56228843312,132045.89090728533,0.0,0.0,12097.805097232087,12097.805097232087,0.0,0.0,0.0,0.0
