Period_Index,Rep_Period,Rep_Period_Index
1,1,1
2,1,1
3,1,1
4,1,1
5,7,2
6,7,2
7,7,2
8,8,3
9,8,3
10,8,3
11,7,2
12,8,3
13,7,2
14,15,4
15,15,4
16,15,4
17,15,4
18,46,9
19,24,5
20,24,5
21,24,5
22,24,5
23,24,5
24,24,5
25,28,6
26,28,6
27,28,6
28,28,6
29,29,7
30,28,6
31,28,6
32,28,6
33,28,6
34,28,6
35,28,6
36,28,6
37,24,5
38,24,5
39,24,5
40,24,5
41,24,5
42,42,8
43,24,5
44,42,8
45,46,9
46,46,9
47,46,9
48,48,10
49,8,3
50,7,2
51,51,11
52,8,3
