Resource,MA_natural_gas,MA_natural_gas_CCS_retro,MA_wind,MA_solar_pv,CT_natural_gas,CT_wind,CT_solar_pv,ME_natural_gas,ME_wind,ME_solar_pv,MA_battery,CT_battery,ME_battery
Zone,1,1,1,1,2,2,2,3,3,3,1,2,3
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7606.724199309751,3471.618801197612,164.16833131327695
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3113.1489397931223,4561.036996047276,67.18798436545268
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6916.511039447999,5671.377905751191,25.216255689719322
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8336.599064212081,6595.715417475535,60.74112684086004
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12139.961163866958,7274.131906038395,142.82529249749854
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15943.323263521834,7220.164377887148,96.98034694782429
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14722.130233873684,5276.597778151414,0.0
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10228.554974357055,4624.849974913178,82.08416565663848
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8023.72437566661,5691.915380842013,111.8765282390101
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7858.758384618554,5543.093262293771,193.96069389564857
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7616.905017098007,5803.973055308204,126.91671569100443
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7186.352530204677,6145.18458582333,193.96069389564857
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6459.343465064817,6403.089946384053,146.765233421585
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3601.963180214341,8807.649756905676,49.784886473760736
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3028.5800488314526,8935.854413492521,39.94623774524739
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3353.6497693311585,8935.854413492521,96.98034694782429
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3054.235794889639,8935.854413492521,0.0
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218.256922860285,8774.646974799665,82.08416565663848
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2772.2294401459303,7552.34412434683,12.608127844859666
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6575.5915398008065,8935.854413492521,71.41264624874925
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4806.772279708837,7327.1960353299155,111.8765282390101
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1491.4520657287078,5665.201323389254,193.96069389564857
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2540.997071222097,4907.264773818651,96.98034694782429
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6008.939406022886,4682.550142991166,0.0
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8336.599064212081,5737.602988740285,82.08416565663848
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12139.961163866958,8142.162799261907,111.8765282390101
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15943.323263521834,8596.039883205889,193.96069389564857
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15943.323263521834,7798.728742676576,96.98034694782429
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14230.66806793508,6139.864749333648,111.8765282390101
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11637.456742604258,4117.488330955063,193.96069389564857
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7143.881483087628,1276.5622788264927,96.98034694782429
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5999.651760656913,1324.077497722879,29.792362582371613
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4869.8160162850145,1283.8606164489777,111.8765282390101
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2817.541738695262,1317.9001847592078,193.96069389564857
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2339.0776295457945,1654.2153407571473,96.98034694782429
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1823.566794007315,2167.0269268000293,96.98034694782429
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4293.061223974312,3152.666797095981,0.0
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8096.423323629189,5557.226607617603,82.08416565663848
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11899.785423284065,7961.786418139225,12.608127844859666
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15218.538858865484,8935.854413492521,71.41264624874924
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15943.323263521834,8935.854413492521,153.49681190538772
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13496.66227984866,8935.854413492521,193.96069389564857
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14491.25375237841,7278.762471549157,96.98034694782429
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9997.67849286178,4879.141292908754,0.0
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9943.823616908108,3504.448858718501,82.08416565663848
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12396.852152484535,2156.129519628371,111.8765282390101
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9110.688769503764,579.6117851081694,193.96069389564857
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8165.083128139851,2291.342426868258,96.98034694782429
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6698.891686666444,4013.6448999556665,0.0
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4009.896116801631,4941.085961522004,82.08416565663848
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6357.8558880336495,3865.505197593168,96.98034694782429
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8080.520667157984,3415.178367839006,0.0
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11122.189869687341,2455.883765079229,82.08416565663848
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11788.40639881441,995.2881823041694,164.16833131327695
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11868.170395485726,1562.1478930193732,193.96069389564857
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9724.724439818714,1082.3578338700247,193.96069389564857
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8456.838603450102,1836.646598984712,193.96069389564857
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6870.640449586807,1870.9688896760856,193.96069389564857
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7221.587717554952,2562.9172836709104,111.8765282390101
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7370.808200306254,2234.2664356412083,193.96069389564857
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7351.159690625174,2142.668918265497,193.96069389564857
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8561.661903830556,2413.7299815234846,193.96069389564857
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12365.024003485432,4818.289792045107,96.98034694782429
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13888.725786667486,7222.849602566729,179.06451260446278
