Costs,Total,Zone1,Zone2,Zone3
cTotal,7.142895196640564e9,3.7680805458694825e9,1.5504529486682835e9,1.0099932570351541e9
cFix,6.584204775093011e9,3.881688891628074e9,1.7161260461297014e9,9.86389837335234e8
cVar,4.492783349164213e8,3.3465413111858803e8,8.556738522833793e7,2.905681856949018e7
cNSE,0.0,0.0,0.0,0.0
cStart,7.089008663112207e7,5.329391997662147e7,1.3555445706394283e7,4.0407209481062936e6
cUnmetRsv,0.0,-,-,-
cNetworkExp,3.8522e7,-,-,-
