Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
50000,1,1,1,11,168,336.92307692307696,1,11535.983700980867
,,,,,,168.46153846153848,2,10909.679622608315
,,,,,,1010.7692307692308,3,10443.568831608283
,,,,,,1010.7692307692308,4,10208.963178488533
,,,,,,842.3076923076924,5,10172.790500694739
,,,,,,1347.6923076923078,6,10352.620384583886
,,,,,,168.46153846153848,7,10738.11777935775
,,,,,,168.46153846153848,8,11086.408991257997
,,,,,,2021.5384615384617,9,11676.540391836752
,,,,,,842.3076923076924,10,12256.336741617282
,,,,,,842.3076923076924,11,12604.627953517529
,,,,,,,12,12733.816088495365
,,,,,,,13,12795.826393284728
,,,,,,,14,12681.107329424407
,,,,,,,15,12556.053214765863
,,,,,,,16,12628.39857035345
,,,,,,,17,13859.303120422275
,,,,,,,18,15026.130355542093
,,,,,,,19,14938.282423757164
,,,,,,,20,14481.473178475535
,,,,,,,21,13946.11754712738
,,,,,,,22,13199.926879495399
,,,,,,,23,12274.939833054092
,,,,,,,24,11238.334237991934
,,,,,,,25,10360.88842522247
,,,,,,,26,9829.666814193604
,,,,,,,27,9574.3910594774
,,,,,,,28,9516.51477500733
,,,,,,,29,9725.282801131514
,,,,,,,30,10256.504412160377
,,,,,,,31,11054.370333783494
,,,,,,,32,11708.579049311258
,,,,,,,33,12510.578991253664
,,,,,,,34,13331.182024632879
,,,,,,,35,13933.715486169507
,,,,,,,36,14180.723200247132
,,,,,,,37,14157.986088491032
,,,,,,,38,14067.037641466635
,,,,,,,39,14022.596923034258
,,,,,,,40,14235.498969477734
,,,,,,,41,15570.78753260865
,,,,,,,42,16922.612177016726
,,,,,,,43,16773.78744552226
,,,,,,,44,16368.653454231766
,,,,,,,45,15706.176698065421
,,,,,,,46,14664.40357760415
,,,,,,,47,13373.55573290561
,,,,,,,48,12203.627982546324
,,,,,,,49,11427.465667599485
,,,,,,,50,11039.901262665977
,,,,,,,51,10853.870348297893
,,,,,,,52,10876.607460053989
,,,,,,,53,11266.238875147146
,,,,,,,54,12423.764564548559
,,,,,,,55,14472.17163275713
,,,,,,,56,15619.362271360316
,,,,,,,57,15813.661226366981
,,,,,,,58,15922.179259748365
,,,,,,,59,16064.802960763895
,,,,,,,60,16091.674092839285
,,,,,,,61,16026.563272810456
,,,,,,,62,16003.826161054356
,,,,,,,63,15942.849361344817
,,,,,,,64,16162.98594334705
,,,,,,,65,17424.895645810553
,,,,,,,66,18804.624927373847
,,,,,,,67,18840.79760516764
,,,,,,,68,18524.545050741897
,,,,,,,69,17922.011589205267
,,,,,,,70,16864.735892546658
,,,,,,,71,15452.967953508862
,,,,,,,72,14216.895878040927
,,,,,,,73,13447.968098652844
,,,,,,,74,13043.867612442173
,,,,,,,75,12838.200101557459
,,,,,,,76,12860.937213313557
,,,,,,,77,13212.328940453272
,,,,,,,78,14303.710304746031
,,,,,,,79,16289.073563085416
,,,,,,,80,17370.119876579953
,,,,,,,81,17391.823483256227
,,,,,,,82,17345.31575466421
,,,,,,,83,17306.042561630948
,,,,,,,84,17136.547728540023
,,,,,,,85,16891.607024622048
,,,,,,,86,16746.91631344687
,,,,,,,87,16614.627663229567
,,,,,,,88,16786.189506480136
,,,,,,,89,17960.251277158706
,,,,,,,90,18915.20997091487
,,,,,,,91,18768.452249580056
,,,,,,,92,18331.27960081505
,,,,,,,93,17629.52965161545
,,,,,,,94,16469.93695205439
,,,,,,,95,14992.024687907942
,,,,,,,96,13623.663962222701
,,,,,,,97,12749.318664692704
,,,,,,,98,12283.207873692672
,,,,,,,99,12046.535210413276
,,,,,,,100,12004.161502140545
,,,,,,,101,12312.146015927707
,,,,,,,102,13321.880478914476
,,,,,,,103,15241.099412145211
,,,,,,,104,16365.552938992298
,,,,,,,105,16485.439528251733
,,,,,,,106,16557.78488383932
,,,,,,,107,16483.372518092085
,,,,,,,108,16252.900885291627
,,,,,,,109,16051.367394726203
,,,,,,,110,15972.821008659675
,,,,,,,111,15846.733388921308
,,,,,,,112,15949.050391823755
,,,,,,,113,16961.88537004999
,,,,,,,114,18070.83632069974
,,,,,,,115,18005.72550067091
,,,,,,,116,17596.457489061122
,,,,,,,117,16939.14825829389
