Period_Index,Rep_Period,Rep_Period_Index
1,1,1
2,2,2
3,1,1
4,11,4
5,49,11
6,6,3
7,11,4
8,11,4
9,11,4
10,6,3
11,11,4
12,6,3
13,11,4
14,40,9
15,6,3
16,6,3
17,6,3
18,26,5
19,40,9
20,40,9
21,26,5
22,40,9
23,40,9
24,40,9
25,26,5
26,26,5
27,27,6
28,27,6
29,29,7
30,30,8
31,27,6
32,27,6
33,27,6
34,27,6
35,27,6
36,46,10
37,46,10
38,27,6
39,46,10
40,40,9
41,40,9
42,40,9
43,40,9
44,26,5
45,40,9
46,46,10
47,40,9
48,46,10
49,49,11
50,49,11
51,49,11
52,49,11
