Costs,Total,Zone1,Zone2,Zone3
cTotal,5.825169108078973e9,5.67416584275263e8,3.664453653951197e8,4.864248449399394e8
cFix,9.165775231349375e8,2.5830069597711217e8,1.4492083990603808e8,5.1335598725178707e8
cVar,5.900105626898934e8,3.632378331106318e8,2.2581092296003908e8,961806.6192100622
cNSE,0.0,0.0,0.0,0.0
cStart,0.0,0.0,0.0,0.0
cUnmetRsv,0.0,-,-,-
cNetworkExp,2.9917852177081943e7,-,-,-
