Zone,1,2,3,Total
CO2_Price_1,0.0,0.0,0.0,0.0
CO2_Price_2,0.0,-94.12603274434153,0.0,0.0
CO2_Price_3,0.0,0.0,0.0,0.0
AnnualSum,5.958291076446346e6,3.9367904894405277e6,0.0,9.895081565886874e6
t1,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t2,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t3,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t4,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t5,1540.2766490824029,952.114101720963,0.0,2492.390750803366
t6,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t7,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t8,2179.961442168529,952.114101720963,0.0,3132.075543889492
t9,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t10,2861.660179100291,952.114101720963,0.0,3813.774280821254
t11,2154.5882062073442,952.114101720963,0.0,3106.702307928307
t12,2872.8680909494856,952.114101720963,0.0,3824.9821926704485
t13,2829.731180219091,952.114101720963,0.0,3781.845281940054
t14,2872.8680909494856,952.114101720963,0.0,3824.9821926704485
t15,2872.8680909494856,952.114101720963,0.0,3824.9821926704485
t16,2872.8680909494856,952.114101720963,0.0,3824.9821926704485
t17,2872.8680909494856,952.114101720963,0.0,3824.9821926704485
t18,2872.8680909494856,952.114101720963,0.0,3824.9821926704485
t19,2494.610548650077,952.114101720963,0.0,3446.72465037104
t20,2465.6352828603235,952.114101720963,0.0,3417.7493845812864
t21,2244.8016176608844,952.114101720963,0.0,3196.9157193818473
t22,1816.8803348012048,952.114101720963,0.0,2768.9944365221677
t23,1407.1771733102792,952.114101720963,0.0,2359.291275031242
t24,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t25,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t26,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t27,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t28,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t29,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t30,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t31,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t32,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t33,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t34,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t35,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t36,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t37,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t38,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t39,1344.5022665643596,952.114101720963,0.0,2296.6163682853226
t40,1509.3568177450948,952.114101720963,0.0,2461.4709194660577
t41,1459.1361793732383,952.114101720963,0.0,2411.2502810942015
t42,1729.5192234495867,952.114101720963,0.0,2681.6333251705496
t43,2292.3438947900927,952.114101720963,0.0,3244.4579965110556
