Iteration_Number,Seconds,Upper_Bound,Lower_Bound,Relative_Gap
1,0.9230000972747803,37399.19682608842,11693.071977708825,2.198406449338947
2,0.28099989891052246,23679.743294999356,22684.42023776186,0.04387694491660937
3,0.2349998950958252,23637.438049379023,23432.765147585094,0.008734475018413339
