BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,1.0882156139171915e8,3.7168810443456466e6,-4.588742030056354e6,0.0,0.0,0.0,0.0,0.0,0.0,-1.2807434040600842e8
t1,13028.266021181826,0.0,-6323.917261264593,0.0,0.0,0.0,24912.932400082766,0.0,0.0,-38509.28116
t2,19863.25355056615,0.0,-6323.917261264593,0.0,0.0,0.0,16954.94902069844,0.0,0.0,-37386.28531
t3,25487.57611977655,0.0,-0.0,0.0,0.0,0.0,4504.20691022345,0.0,0.0,-36883.78303
t4,21559.613047962062,0.0,-0.0,0.0,0.0,0.0,8894.448122037942,0.0,0.0,-37346.06117
t5,23551.938015264852,6323.917261264593,-0.0,0.0,0.0,0.0,1781.8643934705542,0.0,0.0,-38549.71967
t6,19312.728535745762,103.21184617938775,-6220.7054150852055,0.0,0.0,0.0,20345.595793160053,0.0,0.0,-40432.83076
t7,23943.69277301246,0.0,-6323.917261264593,0.0,0.0,0.0,18861.40860825214,0.0,0.0,-43373.18412
t8,21884.22591912477,2830.0403213394047,-3493.8769399251887,0.0,0.0,0.0,18575.61507946102,0.0,0.0,-46688.00438
t9,24482.52356117926,0.0,-0.0,0.0,0.0,0.0,18936.35704882074,0.0,0.0,-50310.88061
t10,24846.81041473291,0.0,-0.0,0.0,0.0,0.0,22341.43233526709,0.0,0.0,-54080.24275
t11,21826.753710381912,6323.917261264593,-0.0,0.0,0.0,0.0,22074.317198353492,0.0,0.0,-57116.98817
t12,21687.990762551304,0.0,-6323.917261264593,0.0,0.0,0.0,37392.99197871328,0.0,0.0,-59649.06548
t13,22641.424686067465,0.0,-0.0,0.0,0.0,0.0,31524.48723393253,0.0,0.0,-61057.91192
t14,24043.912280518096,0.0,-0.0,0.0,0.0,0.0,30833.099169481902,0.0,0.0,-61769.01145
