Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
NGCC,1,17279.357790533628,17279.357790533628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCT,1,7200.552284075497,3386.807259971109,0.0,3813.7450241043875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGST,1,860.0,400.00000000000006,0.0,459.99999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal,1,-1.8189894035458565e-12,0.0,0.0,-1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuclear,1,2000.0,400.0,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarPV,1,28329.947076379194,0.0,13030.69329577942,41360.64037215861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,1,27352.04671369943,0.0,2052.2193495115157,29404.266063210947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydro,1,480.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Li-ion,1,923.8219149387708,0.0,5400.095346325823,6323.917261264593,1026.4687943764122,0.0,14505.48812078803,15531.956915164443,0.0,0.0,0.0,0.0
Retro_NGCC_CCS,1,15286.030623425657,0.0,3628.8848217078794,18914.915445133534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retro_NGCC_H2,1,0.0,0.0,12359.577453215788,12359.577453215788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retro_Coal_TES,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retro_Coal_SMR,1,5292.0,0.0,0.0,5292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,n/a,105023.75640305218,21466.165050504736,36471.470266540426,120029.06161908785,1026.4687943764122,0.0,14505.48812078803,15531.956915164443,0.0,0.0,0.0,0.0
