Resource,NGCC,NGCT,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2,Retro_Coal_TES,Retro_Coal_SMR
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
t1,0.0,24.40796815426808,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,3.8526170584647774,34.20780688823111,0.0,26.46
t2,0.0,24.40796815426808,0.0,0.0,1.6,0.01999999999999999,0.0,0.0,0.0,0.0,0.0,72.15935070369079,31.14224240180357,0.0,26.46
t3,0.0,24.40796815426808,0.0,0.0,1.6,0.01999999999999999,0.0,0.0,0.0,0.0,0.0,72.15935070369079,58.732322779651405,0.0,26.46
t4,0.0,29.350581705507366,0.0,0.0,1.6,0.01999999999999999,0.0,0.0,0.0,0.0,0.0,72.15935070369079,58.732322779651405,0.0,26.46
t5,0.0,29.350581705507366,0.0,0.0,1.6,0.01999999999999999,0.0,0.0,0.0,0.0,0.0,72.15935070369079,30.655644864275374,0.0,26.46
t6,0.0,4.942613551239286,0.9199999999999998,0.0,1.6,0.01999999999999999,0.0,0.0,0.0,0.0,0.0,72.15935070369079,30.655644864275374,0.0,26.46
t7,0.0,13.729482086775795,0.9199999999999998,0.0,1.6,0.01999999999999999,0.0,0.0,0.0,0.0,0.0,72.15935070369079,30.655644864275374,0.0,26.46
t8,0.0,13.729482086775795,0.9199999999999998,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,72.15935070369079,30.655644864275374,0.0,26.46
t9,0.0,13.729482086775795,0.9199999999999998,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,72.15935070369079,44.55408702992405,0.0,26.46
t10,0.0,13.729482086775795,0.9199999999999998,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,72.15935070369079,44.55408702992405,0.0,26.46
t11,0.0,13.729482086775795,0.9199999999999998,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,72.15935070369079,44.55408702992405,0.0,26.46
t12,0.0,13.729482086775795,0.9199999999999998,0.0,1.6,0.18000000000000002,0.0,0.0,0.0,0.0,0.0,72.15935070369079,44.55408702992405,0.0,26.46
