Resource,MA_natural_gas,MA_natural_gas_CCS_retro,MA_natural_gas_H2_retro,MA_wind,MA_solar_pv,CT_natural_gas,CT_wind,CT_solar_pv,ME_natural_gas,ME_wind,ME_solar_pv,MA_battery,CT_battery,ME_battery,Total
Zone,1,1,1,1,1,2,2,2,3,3,3,1,2,3,0
AnnualSum,6.6620475e6,4.952819e7,1.5214435e-10,1.4616517e7,2.9992442e6,3.3681538e6,1.8946976e7,153643.62,893865.44,2.870154e7,149962.22,0.0,3.3434135e6,423528.78,1.2978708e8
t1,0.0,1757.4539751551247,0.0,3382.7688211254813,0.0,0.0,4397.963109225017,0.0,0.0,4448.187566761393,0.0,0.0,0.0,0.0,13986.373472267016
t2,0.0,1757.453975155125,0.0,3324.601433529656,0.0,0.0,3566.61720548869,0.0,0.0,832.3406841196595,0.0,0.0,2023.226464562464,0.0,11504.239762855594
t3,0.0,1757.453975155125,0.0,3309.8633080427053,0.0,0.0,2181.430269593883,0.0,0.0,815.6546090842418,0.0,0.0,2644.9901348145186,0.0,10709.392296690474
t4,0.0,1757.4539751551247,0.0,3107.5724268513272,0.0,0.0,4040.178213535104,0.0,0.0,917.0492728514424,0.0,0.0,1817.0202852714967,0.0,11639.274173664495
t5,0.0,1757.4539751551247,0.0,2904.390829031913,0.0,0.0,3776.020294701658,0.0,0.0,2009.1761895242093,0.0,0.0,2185.733677762081,0.0,12632.774966174984
t6,0.0,1757.453975155125,0.0,2323.1918770436746,0.0,0.0,3020.3991792409574,0.0,0.0,3133.9630308033675,0.0,0.0,2215.9146992826986,0.0,12450.922761525822
t7,0.0,5592.585458553318,0.0,668.7680276471248,5.8,0.0,869.4703273405065,0.0,0.0,4562.019623364952,0.29,0.0,0.0,0.0,11698.933436905903
t8,0.0,7496.9124258858665,0.0,589.5551542906811,355.8,0.0,766.4850767310828,17.26,0.0,3505.555121869542,17.79,0.0,0.0,0.0,12749.357778777174
t9,0.0,8065.982267010127,0.0,331.54787059384284,787.5999999999999,0.0,431.04787259115585,39.290000000000006,0.0,3357.4640079326846,39.379999999999995,0.0,0.0,0.0,13052.312018127812
t10,696.794249316134,8872.54653614032,0.0,111.62307611644604,1114.6,0.0,145.1219982378263,56.3,119.6503246026993,1696.4168132660548,55.730000000000004,0.0,325.0249363693563,0.0,13193.807934048835
t11,1088.7410145564595,8872.54653614032,0.0,7.373167108347893,1353.1999999999998,0.0,9.585909843486311,67.12,186.95363219171765,847.5132086753878,67.66,0.0,714.6712891800765,179.75633538321904,13395.121093079017
