Period_Index,Rep_Period,Rep_Period_Index
1,58,5
2,4,1
3,4,1
4,4,1
5,4,1
6,4,1
7,58,5
8,58,5
9,58,5
10,58,5
11,58,5
12,64,6
13,64,6
14,64,6
15,64,6
16,67,7
17,67,7
18,67,7
19,67,7
20,58,5
21,75,8
22,128,10
23,128,10
24,128,10
25,128,10
26,75,8
27,75,8
28,86,9
29,86,9
30,28,2
31,58,5
32,28,2
33,28,2
34,28,2
35,86,9
36,28,2
37,28,2
38,86,9
39,86,9
40,86,9
41,128,10
42,58,5
43,75,8
44,75,8
45,75,8
46,128,10
47,128,10
48,75,8
49,75,8
50,64,6
51,151,11
52,151,11
