Time_Index,NGCC_bf,NGCC_gf,NGCT_bf,NGCT_gf,SolarPV,Retro_NGCC_CCS,Retro_NGCC_H2
448,1.0,1.0,1.0,1.0,0.5492,1.0,1.0
449,1.0,1.0,1.0,1.0,0.3739,1.0,1.0
450,1.0,1.0,1.0,1.0,0.1552,1.0,1.0
451,1.0,1.0,1.0,1.0,0.0324,1.0,1.0
452,1.0,1.0,1.0,1.0,0.0,1.0,1.0
453,1.0,1.0,1.0,1.0,0.0,1.0,1.0
454,1.0,1.0,1.0,1.0,0.0,1.0,1.0
455,1.0,1.0,1.0,1.0,0.0,1.0,1.0
456,1.0,1.0,1.0,1.0,0.0,1.0,1.0
457,1.0,1.0,1.0,1.0,0.0,1.0,1.0
458,1.0,1.0,1.0,1.0,0.0,1.0,1.0
459,1.0,1.0,1.0,1.0,0.0,1.0,1.0
460,1.0,1.0,1.0,1.0,0.0,1.0,1.0
461,1.0,1.0,1.0,1.0,0.0,1.0,1.0
462,1.0,1.0,1.0,1.0,0.0,1.0,1.0
463,1.0,1.0,1.0,1.0,0.0727,1.0,1.0
464,1.0,1.0,1.0,1.0,0.2557,1.0,1.0
465,1.0,1.0,1.0,1.0,0.4497,1.0,1.0
466,1.0,1.0,1.0,1.0,0.5925,1.0,1.0
467,1.0,1.0,1.0,1.0,0.704,1.0,1.0
468,1.0,1.0,1.0,1.0,0.7225,1.0,1.0
469,1.0,1.0,1.0,1.0,0.701,1.0,1.0
470,1.0,1.0,1.0,1.0,0.6769,1.0,1.0
471,1.0,1.0,1.0,1.0,0.5474,1.0,1.0
472,1.0,1.0,1.0,1.0,0.3879,1.0,1.0
473,1.0,1.0,1.0,1.0,0.2913,1.0,1.0
474,1.0,1.0,1.0,1.0,0.1353,1.0,1.0
475,1.0,1.0,1.0,1.0,0.0179,1.0,1.0
476,1.0,1.0,1.0,1.0,0.0,1.0,1.0
477,1.0,1.0,1.0,1.0,0.0,1.0,1.0
478,1.0,1.0,1.0,1.0,0.0,1.0,1.0
479,1.0,1.0,1.0,1.0,0.0,1.0,1.0
480,1.0,1.0,1.0,1.0,0.0,1.0,1.0
481,1.0,1.0,1.0,1.0,0.0,1.0,1.0
482,1.0,1.0,1.0,1.0,0.0,1.0,1.0
483,1.0,1.0,1.0,1.0,0.0,1.0,1.0
484,1.0,1.0,1.0,1.0,0.0,1.0,1.0
485,1.0,1.0,1.0,1.0,0.0,1.0,1.0
486,1.0,1.0,1.0,1.0,0.0,1.0,1.0
487,1.0,1.0,1.0,1.0,0.0607,1.0,1.0
488,1.0,1.0,1.0,1.0,0.2295,1.0,1.0
489,1.0,1.0,1.0,1.0,0.3989,1.0,1.0
490,1.0,1.0,1.0,1.0,0.5445,1.0,1.0
491,1.0,1.0,1.0,1.0,0.6313,1.0,1.0
492,1.0,1.0,1.0,1.0,0.5756,1.0,1.0
493,1.0,1.0,1.0,1.0,0.4796,1.0,1.0
494,1.0,1.0,1.0,1.0,0.4497,1.0,1.0
495,1.0,1.0,1.0,1.0,0.3945,1.0,1.0
496,1.0,1.0,1.0,1.0,0.3274,1.0,1.0
497,1.0,1.0,1.0,1.0,0.224,1.0,1.0
498,1.0,1.0,1.0,1.0,0.1102,1.0,1.0
499,1.0,1.0,1.0,1.0,0.0001,1.0,1.0
500,1.0,1.0,1.0,1.0,0.0,1.0,1.0
501,1.0,1.0,1.0,1.0,0.0,1.0,1.0
502,1.0,1.0,1.0,1.0,0.0,1.0,1.0
503,1.0,1.0,1.0,1.0,0.0,1.0,1.0
504,1.0,1.0,1.0,1.0,0.0,1.0,1.0
505,1.0,1.0,1.0,1.0,0.0,1.0,1.0
506,1.0,1.0,1.0,1.0,0.0,1.0,1.0
507,1.0,1.0,1.0,1.0,0.0,1.0,1.0
508,1.0,1.0,1.0,1.0,0.0,1.0,1.0
509,1.0,1.0,1.0,1.0,0.0,1.0,1.0
510,1.0,1.0,1.0,1.0,0.0,1.0,1.0
511,1.0,1.0,1.0,1.0,0.0825,1.0,1.0
512,1.0,1.0,1.0,1.0,0.2082,1.0,1.0
513,1.0,1.0,1.0,1.0,0.3309,1.0,1.0
514,1.0,1.0,1.0,1.0,0.4573,1.0,1.0
515,1.0,1.0,1.0,1.0,0.4965,1.0,1.0
516,1.0,1.0,1.0,1.0,0.4893,1.0,1.0
517,1.0,1.0,1.0,1.0,0.468,1.0,1.0
518,1.0,1.0,1.0,1.0,0.4295,1.0,1.0
519,1.0,1.0,1.0,1.0,0.4079,1.0,1.0
520,1.0,1.0,1.0,1.0,0.3452,1.0,1.0
521,1.0,1.0,1.0,1.0,0.2643,1.0,1.0
522,1.0,1.0,1.0,1.0,0.1438,1.0,1.0
523,1.0,1.0,1.0,1.0,0.0228,1.0,1.0
524,1.0,1.0,1.0,1.0,0.0,1.0,1.0
525,1.0,1.0,1.0,1.0,0.0,1.0,1.0
526,1.0,1.0,1.0,1.0,0.0,1.0,1.0
527,1.0,1.0,1.0,1.0,0.0,1.0,1.0
528,1.0,1.0,1.0,1.0,0.0,1.0,1.0
529,1.0,1.0,1.0,1.0,0.0,1.0,1.0
530,1.0,1.0,1.0,1.0,0.0,1.0,1.0
531,1.0,1.0,1.0,1.0,0.0,1.0,1.0
532,1.0,1.0,1.0,1.0,0.0,1.0,1.0
533,1.0,1.0,1.0,1.0,0.0,1.0,1.0
534,1.0,1.0,1.0,1.0,0.0078,1.0,1.0
535,1.0,1.0,1.0,1.0,0.121,1.0,1.0
536,1.0,1.0,1.0,1.0,0.2329,1.0,1.0
537,1.0,1.0,1.0,1.0,0.3461,1.0,1.0
538,1.0,1.0,1.0,1.0,0.4434,1.0,1.0
539,1.0,1.0,1.0,1.0,0.4744,1.0,1.0
540,1.0,1.0,1.0,1.0,0.4548,1.0,1.0
541,1.0,1.0,1.0,1.0,0.401,1.0,1.0
542,1.0,1.0,1.0,1.0,0.3553,1.0,1.0
543,1.0,1.0,1.0,1.0,0.3467,1.0,1.0
544,1.0,1.0,1.0,1.0,0.3166,1.0,1.0
545,1.0,1.0,1.0,1.0,0.2293,1.0,1.0
546,1.0,1.0,1.0,1.0,0.0839,1.0,1.0
547,1.0,1.0,1.0,1.0,0.002,1.0,1.0
548,1.0,1.0,1.0,1.0,0.0,1.0,1.0
549,1.0,1.0,1.0,1.0,0.0,1.0,1.0
550,1.0,1.0,1.0,1.0,0.0,1.0,1.0
551,1.0,1.0,1.0,1.0,0.0,1.0,1.0
552,1.0,1.0,1.0,1.0,0.0,1.0,1.0
553,1.0,1.0,1.0,1.0,0.0,1.0,1.0
554,1.0,1.0,1.0,1.0,0.0,1.0,1.0
555,1.0,1.0,1.0,1.0,0.0,1.0,1.0
556,1.0,1.0,1.0,1.0,0.0,1.0,1.0
557,1.0,1.0,1.0,1.0,0.0,1.0,1.0
558,1.0,1.0,1.0,1.0,0.0,1.0,1.0
559,1.0,1.0,1.0,1.0,0.0203,1.0,1.0
560,1.0,1.0,1.0,1.0,0.1277,1.0,1.0
561,1.0,1.0,1.0,1.0,0.1519,1.0,1.0
562,1.0,1.0,1.0,1.0,0.2408,1.0,1.0
563,1.0,1.0,1.0,1.0,0.4103,1.0,1.0
564,1.0,1.0,1.0,1.0,0.3947,1.0,1.0
565,1.0,1.0,1.0,1.0,0.4113,1.0,1.0
566,1.0,1.0,1.0,1.0,0.4268,1.0,1.0
567,1.0,1.0,1.0,1.0,0.4759,1.0,1.0
568,1.0,1.0,1.0,1.0,0.4177,1.0,1.0
569,1.0,1.0,1.0,1.0,0.3011,1.0,1.0
570,1.0,1.0,1.0,1.0,0.1519,1.0,1.0
571,1.0,1.0,1.0,1.0,0.0629,1.0,1.0
572,1.0,1.0,1.0,1.0,0.0,1.0,1.0
573,1.0,1.0,1.0,1.0,0.0,1.0,1.0
574,1.0,1.0,1.0,1.0,0.0,1.0,1.0
575,1.0,1.0,1.0,1.0,0.0,1.0,1.0
576,1.0,1.0,1.0,1.0,0.0,1.0,1.0
577,1.0,1.0,1.0,1.0,0.0,1.0,1.0
578,1.0,1.0,1.0,1.0,0.0,1.0,1.0
579,1.0,1.0,1.0,1.0,0.0,1.0,1.0
580,1.0,1.0,1.0,1.0,0.0,1.0,1.0
581,1.0,1.0,1.0,1.0,0.0,1.0,1.0
582,1.0,1.0,1.0,1.0,0.0655,1.0,1.0
583,1.0,1.0,1.0,1.0,0.1207,1.0,1.0
584,1.0,1.0,1.0,1.0,0.2508,1.0,1.0
585,1.0,1.0,1.0,1.0,0.4298,1.0,1.0
586,1.0,1.0,1.0,1.0,0.5837,1.0,1.0
587,1.0,1.0,1.0,1.0,0.6924,1.0,1.0
588,1.0,1.0,1.0,1.0,0.7224,1.0,1.0
589,1.0,1.0,1.0,1.0,0.7193,1.0,1.0
590,1.0,1.0,1.0,1.0,0.713,1.0,1.0
591,1.0,1.0,1.0,1.0,0.629,1.0,1.0
592,1.0,1.0,1.0,1.0,0.5021,1.0,1.0
593,1.0,1.0,1.0,1.0,0.3394,1.0,1.0
594,1.0,1.0,1.0,1.0,0.1538,1.0,1.0
595,1.0,1.0,1.0,1.0,0.0874,1.0,1.0
596,1.0,1.0,1.0,1.0,0.0,1.0,1.0
597,1.0,1.0,1.0,1.0,0.0,1.0,1.0
598,1.0,1.0,1.0,1.0,0.0,1.0,1.0
599,1.0,1.0,1.0,1.0,0.0,1.0,1.0
600,1.0,1.0,1.0,1.0,0.0,1.0,1.0
601,1.0,1.0,1.0,1.0,0.0,1.0,1.0
602,1.0,1.0,1.0,1.0,0.0,1.0,1.0
603,1.0,1.0,1.0,1.0,0.0,1.0,1.0
604,1.0,1.0,1.0,1.0,0.0,1.0,1.0
605,1.0,1.0,1.0,1.0,0.0,1.0,1.0
606,1.0,1.0,1.0,1.0,0.1456,1.0,1.0
607,1.0,1.0,1.0,1.0,0.1055,1.0,1.0
608,1.0,1.0,1.0,1.0,0.2666,1.0,1.0
609,1.0,1.0,1.0,1.0,0.4338,1.0,1.0
610,1.0,1.0,1.0,1.0,0.5573,1.0,1.0
611,1.0,1.0,1.0,1.0,0.6376,1.0,1.0
612,1.0,1.0,1.0,1.0,0.6613,1.0,1.0
613,1.0,1.0,1.0,1.0,0.6631,1.0,1.0
614,1.0,1.0,1.0,1.0,0.6473,1.0,1.0
615,1.0,1.0,1.0,1.0,0.5858,1.0,1.0
616,1.0,1.0,1.0,1.0,0.4687,1.0,1.0
617,1.0,1.0,1.0,1.0,0.3282,1.0,1.0
618,1.0,1.0,1.0,1.0,0.1581,1.0,1.0
619,1.0,1.0,1.0,1.0,0.0825,1.0,1.0
620,1.0,1.0,1.0,1.0,0.0,1.0,1.0
621,1.0,1.0,1.0,1.0,0.0,1.0,1.0
622,1.0,1.0,1.0,1.0,0.0,1.0,1.0
623,1.0,1.0,1.0,1.0,0.0,1.0,1.0
624,1.0,1.0,1.0,1.0,0.0,1.0,1.0
625,1.0,1.0,1.0,1.0,0.0,1.0,1.0
626,1.0,1.0,1.0,1.0,0.0,1.0,1.0
627,1.0,1.0,1.0,1.0,0.0,1.0,1.0
628,1.0,1.0,1.0,1.0,0.0,1.0,1.0
629,1.0,1.0,1.0,1.0,0.0,1.0,1.0
630,1.0,1.0,1.0,1.0,0.1377,1.0,1.0
631,1.0,1.0,1.0,1.0,0.1,1.0,1.0
632,1.0,1.0,1.0,1.0,0.2653,1.0,1.0
633,1.0,1.0,1.0,1.0,0.4367,1.0,1.0
634,1.0,1.0,1.0,1.0,0.5673,1.0,1.0
635,1.0,1.0,1.0,1.0,0.6662,1.0,1.0
636,1.0,1.0,1.0,1.0,0.692,1.0,1.0
637,1.0,1.0,1.0,1.0,0.6929,1.0,1.0
638,1.0,1.0,1.0,1.0,0.6872,1.0,1.0
639,1.0,1.0,1.0,1.0,0.6049,1.0,1.0
640,1.0,1.0,1.0,1.0,0.4851,1.0,1.0
641,1.0,1.0,1.0,1.0,0.3326,1.0,1.0
642,1.0,1.0,1.0,1.0,0.1486,1.0,1.0
643,1.0,1.0,1.0,1.0,0.0793,1.0,1.0
644,1.0,1.0,1.0,1.0,0.0,1.0,1.0
645,1.0,1.0,1.0,1.0,0.0,1.0,1.0
646,1.0,1.0,1.0,1.0,0.0,1.0,1.0
647,1.0,1.0,1.0,1.0,0.0,1.0,1.0
648,1.0,1.0,1.0,1.0,0.0,1.0,1.0
649,1.0,1.0,1.0,1.0,0.0,1.0,1.0
650,1.0,1.0,1.0,1.0,0.0,1.0,1.0
651,1.0,1.0,1.0,1.0,0.0,1.0,1.0
652,1.0,1.0,1.0,1.0,0.0,1.0,1.0
653,1.0,1.0,1.0,1.0,0.0,1.0,1.0
654,1.0,1.0,1.0,1.0,0.0891,1.0,1.0
655,1.0,1.0,1.0,1.0,0.1098,1.0,1.0
656,1.0,1.0,1.0,1.0,0.2557,1.0,1.0
657,1.0,1.0,1.0,1.0,0.4128,1.0,1.0
658,1.0,1.0,1.0,1.0,0.5425,1.0,1.0
659,1.0,1.0,1.0,1.0,0.6428,1.0,1.0
660,1.0,1.0,1.0,1.0,0.6633,1.0,1.0
661,1.0,1.0,1.0,1.0,0.6577,1.0,1.0
662,1.0,1.0,1.0,1.0,0.6463,1.0,1.0
663,1.0,1.0,1.0,1.0,0.5752,1.0,1.0
664,1.0,1.0,1.0,1.0,0.462,1.0,1.0
665,1.0,1.0,1.0,1.0,0.3197,1.0,1.0
666,1.0,1.0,1.0,1.0,0.1594,1.0,1.0
667,1.0,1.0,1.0,1.0,0.0775,1.0,1.0
668,1.0,1.0,1.0,1.0,0.0,1.0,1.0
669,1.0,1.0,1.0,1.0,0.0,1.0,1.0
670,1.0,1.0,1.0,1.0,0.0,1.0,1.0
671,1.0,1.0,1.0,1.0,0.0,1.0,1.0
672,1.0,1.0,1.0,1.0,0.0,1.0,1.0
673,1.0,1.0,1.0,1.0,0.0,1.0,1.0
674,1.0,1.0,1.0,1.0,0.0,1.0,1.0
675,1.0,1.0,1.0,1.0,0.0,1.0,1.0
676,1.0,1.0,1.0,1.0,0.0,1.0,1.0
677,1.0,1.0,1.0,1.0,0.0,1.0,1.0
678,1.0,1.0,1.0,1.0,0.037,1.0,1.0
679,1.0,1.0,1.0,1.0,0.0888,1.0,1.0
680,1.0,1.0,1.0,1.0,0.2116,1.0,1.0
681,1.0,1.0,1.0,1.0,0.3092,1.0,1.0
682,1.0,1.0,1.0,1.0,0.3972,1.0,1.0
683,1.0,1.0,1.0,1.0,0.4405,1.0,1.0
684,1.0,1.0,1.0,1.0,0.4781,1.0,1.0
685,1.0,1.0,1.0,1.0,0.5043,1.0,1.0
686,1.0,1.0,1.0,1.0,0.4636,1.0,1.0
687,1.0,1.0,1.0,1.0,0.4099,1.0,1.0
688,1.0,1.0,1.0,1.0,0.3449,1.0,1.0
689,1.0,1.0,1.0,1.0,0.2532,1.0,1.0
690,1.0,1.0,1.0,1.0,0.1406,1.0,1.0
691,1.0,1.0,1.0,1.0,0.0262,1.0,1.0
692,1.0,1.0,1.0,1.0,0.0,1.0,1.0
693,1.0,1.0,1.0,1.0,0.0,1.0,1.0
694,1.0,1.0,1.0,1.0,0.0,1.0,1.0
695,1.0,1.0,1.0,1.0,0.0,1.0,1.0
696,1.0,1.0,1.0,1.0,0.0,1.0,1.0
697,1.0,1.0,1.0,1.0,0.0,1.0,1.0
698,1.0,1.0,1.0,1.0,0.0,1.0,1.0
699,1.0,1.0,1.0,1.0,0.0,1.0,1.0
700,1.0,1.0,1.0,1.0,0.0,1.0,1.0
701,1.0,1.0,1.0,1.0,0.0,1.0,1.0
702,1.0,1.0,1.0,1.0,0.0476,1.0,1.0
703,1.0,1.0,1.0,1.0,0.1306,1.0,1.0
704,1.0,1.0,1.0,1.0,0.2459,1.0,1.0
705,1.0,1.0,1.0,1.0,0.3497,1.0,1.0
706,1.0,1.0,1.0,1.0,0.4365,1.0,1.0
707,1.0,1.0,1.0,1.0,0.4947,1.0,1.0
708,1.0,1.0,1.0,1.0,0.4811,1.0,1.0
709,1.0,1.0,1.0,1.0,0.4833,1.0,1.0
710,1.0,1.0,1.0,1.0,0.5991,1.0,1.0
711,1.0,1.0,1.0,1.0,0.5007,1.0,1.0
712,1.0,1.0,1.0,1.0,0.4215,1.0,1.0
713,1.0,1.0,1.0,1.0,0.3054,1.0,1.0
714,1.0,1.0,1.0,1.0,0.1696,1.0,1.0
715,1.0,1.0,1.0,1.0,0.0767,1.0,1.0
716,1.0,1.0,1.0,1.0,0.0025,1.0,1.0
717,1.0,1.0,1.0,1.0,0.0,1.0,1.0
718,1.0,1.0,1.0,1.0,0.0,1.0,1.0
719,1.0,1.0,1.0,1.0,0.0,1.0,1.0
720,1.0,1.0,1.0,1.0,0.0,1.0,1.0
721,1.0,1.0,1.0,1.0,0.0,1.0,1.0
722,1.0,1.0,1.0,1.0,0.0,1.0,1.0
723,1.0,1.0,1.0,1.0,0.0,1.0,1.0
724,1.0,1.0,1.0,1.0,0.0,1.0,1.0
725,1.0,1.0,1.0,1.0,0.0,1.0,1.0
726,1.0,1.0,1.0,1.0,0.1241,1.0,1.0
727,1.0,1.0,1.0,1.0,0.1222,1.0,1.0
728,1.0,1.0,1.0,1.0,0.2512,1.0,1.0
729,1.0,1.0,1.0,1.0,0.3878,1.0,1.0
730,1.0,1.0,1.0,1.0,0.4871,1.0,1.0
731,1.0,1.0,1.0,1.0,0.5537,1.0,1.0
732,1.0,1.0,1.0,1.0,0.5492,1.0,1.0
733,1.0,1.0,1.0,1.0,0.5536,1.0,1.0
734,1.0,1.0,1.0,1.0,0.5461,1.0,1.0
735,1.0,1.0,1.0,1.0,0.5098,1.0,1.0
736,1.0,1.0,1.0,1.0,0.4265,1.0,1.0
737,1.0,1.0,1.0,1.0,0.3101,1.0,1.0
738,1.0,1.0,1.0,1.0,0.1759,1.0,1.0
739,1.0,1.0,1.0,1.0,0.0906,1.0,1.0
740,1.0,1.0,1.0,1.0,0.0081,1.0,1.0
741,1.0,1.0,1.0,1.0,0.0,1.0,1.0
742,1.0,1.0,1.0,1.0,0.0,1.0,1.0
743,1.0,1.0,1.0,1.0,0.0,1.0,1.0
744,1.0,1.0,1.0,1.0,0.0,1.0,1.0
745,1.0,1.0,1.0,1.0,0.0,1.0,1.0
746,1.0,1.0,1.0,1.0,0.0,1.0,1.0
747,1.0,1.0,1.0,1.0,0.0,1.0,1.0
748,1.0,1.0,1.0,1.0,0.0,1.0,1.0
749,1.0,1.0,1.0,1.0,0.0,1.0,1.0
750,1.0,1.0,1.0,1.0,0.06,1.0,1.0
751,1.0,1.0,1.0,1.0,0.1215,1.0,1.0
752,1.0,1.0,1.0,1.0,0.2508,1.0,1.0
753,1.0,1.0,1.0,1.0,0.3959,1.0,1.0
754,1.0,1.0,1.0,1.0,0.4885,1.0,1.0
755,1.0,1.0,1.0,1.0,0.5839,1.0,1.0
756,1.0,1.0,1.0,1.0,0.6002,1.0,1.0
757,1.0,1.0,1.0,1.0,0.5814,1.0,1.0
758,1.0,1.0,1.0,1.0,0.5694,1.0,1.0
759,1.0,1.0,1.0,1.0,0.5128,1.0,1.0
760,1.0,1.0,1.0,1.0,0.4113,1.0,1.0
761,1.0,1.0,1.0,1.0,0.2989,1.0,1.0
762,1.0,1.0,1.0,1.0,0.1584,1.0,1.0
763,1.0,1.0,1.0,1.0,0.0753,1.0,1.0
764,1.0,1.0,1.0,1.0,0.0051,1.0,1.0
765,1.0,1.0,1.0,1.0,0.0,1.0,1.0
766,1.0,1.0,1.0,1.0,0.0,1.0,1.0
767,1.0,1.0,1.0,1.0,0.0,1.0,1.0
768,1.0,1.0,1.0,1.0,0.0,1.0,1.0
769,1.0,1.0,1.0,1.0,0.0,1.0,1.0
770,1.0,1.0,1.0,1.0,0.0,1.0,1.0
771,1.0,1.0,1.0,1.0,0.0,1.0,1.0
772,1.0,1.0,1.0,1.0,0.0,1.0,1.0
773,1.0,1.0,1.0,1.0,0.0,1.0,1.0
774,1.0,1.0,1.0,1.0,0.1173,1.0,1.0
775,1.0,1.0,1.0,1.0,0.1091,1.0,1.0
776,1.0,1.0,1.0,1.0,0.2543,1.0,1.0
777,1.0,1.0,1.0,1.0,0.4103,1.0,1.0
778,1.0,1.0,1.0,1.0,0.5368,1.0,1.0
779,1.0,1.0,1.0,1.0,0.6338,1.0,1.0
780,1.0,1.0,1.0,1.0,0.6642,1.0,1.0
781,1.0,1.0,1.0,1.0,0.6187,1.0,1.0
782,1.0,1.0,1.0,1.0,0.6035,1.0,1.0
783,1.0,1.0,1.0,1.0,0.5322,1.0,1.0
784,1.0,1.0,1.0,1.0,0.3911,1.0,1.0
785,1.0,1.0,1.0,1.0,0.2873,1.0,1.0
786,1.0,1.0,1.0,1.0,0.1572,1.0,1.0
787,1.0,1.0,1.0,1.0,0.0753,1.0,1.0
788,1.0,1.0,1.0,1.0,0.0,1.0,1.0
789,1.0,1.0,1.0,1.0,0.0,1.0,1.0
790,1.0,1.0,1.0,1.0,0.0,1.0,1.0
791,1.0,1.0,1.0,1.0,0.0,1.0,1.0
792,1.0,1.0,1.0,1.0,0.0,1.0,1.0
793,1.0,1.0,1.0,1.0,0.0,1.0,1.0
794,1.0,1.0,1.0,1.0,0.0,1.0,1.0
795,1.0,1.0,1.0,1.0,0.0,1.0,1.0
796,1.0,1.0,1.0,1.0,0.0,1.0,1.0
797,1.0,1.0,1.0,1.0,0.0,1.0,1.0
798,1.0,1.0,1.0,1.0,0.1204,1.0,1.0
799,1.0,1.0,1.0,1.0,0.1029,1.0,1.0
800,1.0,1.0,1.0,1.0,0.2414,1.0,1.0
801,1.0,1.0,1.0,1.0,0.3655,1.0,1.0
802,1.0,1.0,1.0,1.0,0.4439,1.0,1.0
803,1.0,1.0,1.0,1.0,0.5051,1.0,1.0
804,1.0,1.0,1.0,1.0,0.5225,1.0,1.0
805,1.0,1.0,1.0,1.0,0.5304,1.0,1.0
806,1.0,1.0,1.0,1.0,0.4989,1.0,1.0
807,1.0,1.0,1.0,1.0,0.4838,1.0,1.0
808,1.0,1.0,1.0,1.0,0.4305,1.0,1.0
809,1.0,1.0,1.0,1.0,0.3179,1.0,1.0
810,1.0,1.0,1.0,1.0,0.1632,1.0,1.0
811,1.0,1.0,1.0,1.0,0.082,1.0,1.0
812,1.0,1.0,1.0,1.0,0.0162,1.0,1.0
813,1.0,1.0,1.0,1.0,0.0,1.0,1.0
814,1.0,1.0,1.0,1.0,0.0,1.0,1.0
815,1.0,1.0,1.0,1.0,0.0,1.0,1.0
816,1.0,1.0,1.0,1.0,0.0,1.0,1.0
817,1.0,1.0,1.0,1.0,0.0,1.0,1.0
818,1.0,1.0,1.0,1.0,0.0,1.0,1.0
819,1.0,1.0,1.0,1.0,0.0,1.0,1.0
820,1.0,1.0,1.0,1.0,0.0,1.0,1.0
821,1.0,1.0,1.0,1.0,0.0,1.0,1.0
822,1.0,1.0,1.0,1.0,0.109,1.0,1.0
823,1.0,1.0,1.0,1.0,0.0981,1.0,1.0
824,1.0,1.0,1.0,1.0,0.2276,1.0,1.0
825,1.0,1.0,1.0,1.0,0.4068,1.0,1.0
826,1.0,1.0,1.0,1.0,0.5303,1.0,1.0
827,1.0,1.0,1.0,1.0,0.7236,1.0,1.0
828,1.0,1.0,1.0,1.0,0.6557,1.0,1.0
829,1.0,1.0,1.0,1.0,0.6538,1.0,1.0
830,1.0,1.0,1.0,1.0,0.6461,1.0,1.0
831,1.0,1.0,1.0,1.0,0.5663,1.0,1.0
832,1.0,1.0,1.0,1.0,0.4522,1.0,1.0
833,1.0,1.0,1.0,1.0,0.3203,1.0,1.0
834,1.0,1.0,1.0,1.0,0.1618,1.0,1.0
835,1.0,1.0,1.0,1.0,0.0857,1.0,1.0
836,1.0,1.0,1.0,1.0,0.0362,1.0,1.0
837,1.0,1.0,1.0,1.0,0.0,1.0,1.0
838,1.0,1.0,1.0,1.0,0.0,1.0,1.0
839,1.0,1.0,1.0,1.0,0.0,1.0,1.0
840,1.0,1.0,1.0,1.0,0.0,1.0,1.0
841,1.0,1.0,1.0,1.0,0.0,1.0,1.0
842,1.0,1.0,1.0,1.0,0.0,1.0,1.0
843,1.0,1.0,1.0,1.0,0.0,1.0,1.0
844,1.0,1.0,1.0,1.0,0.0,1.0,1.0
845,1.0,1.0,1.0,1.0,0.0,1.0,1.0
846,1.0,1.0,1.0,1.0,0.1168,1.0,1.0
847,1.0,1.0,1.0,1.0,0.091,1.0,1.0
848,1.0,1.0,1.0,1.0,0.2258,1.0,1.0
849,1.0,1.0,1.0,1.0,0.388,1.0,1.0
850,1.0,1.0,1.0,1.0,0.505,1.0,1.0
851,1.0,1.0,1.0,1.0,0.564,1.0,1.0
852,1.0,1.0,1.0,1.0,0.5897,1.0,1.0
853,1.0,1.0,1.0,1.0,0.5797,1.0,1.0
854,1.0,1.0,1.0,1.0,0.5759,1.0,1.0
855,1.0,1.0,1.0,1.0,0.5229,1.0,1.0
856,1.0,1.0,1.0,1.0,0.4212,1.0,1.0
857,1.0,1.0,1.0,1.0,0.3117,1.0,1.0
858,1.0,1.0,1.0,1.0,0.1674,1.0,1.0
859,1.0,1.0,1.0,1.0,0.0734,1.0,1.0
860,1.0,1.0,1.0,1.0,0.0566,1.0,1.0
861,1.0,1.0,1.0,1.0,0.0,1.0,1.0
862,1.0,1.0,1.0,1.0,0.0,1.0,1.0
863,1.0,1.0,1.0,1.0,0.0,1.0,1.0
864,1.0,1.0,1.0,1.0,0.0,1.0,1.0
865,1.0,1.0,1.0,1.0,0.0,1.0,1.0
866,1.0,1.0,1.0,1.0,0.0,1.0,1.0
867,1.0,1.0,1.0,1.0,0.0,1.0,1.0
868,1.0,1.0,1.0,1.0,0.0,1.0,1.0
869,1.0,1.0,1.0,1.0,0.0,1.0,1.0
870,1.0,1.0,1.0,1.0,0.1441,1.0,1.0
871,1.0,1.0,1.0,1.0,0.0922,1.0,1.0
872,1.0,1.0,1.0,1.0,0.2275,1.0,1.0
873,1.0,1.0,1.0,1.0,0.3968,1.0,1.0
874,1.0,1.0,1.0,1.0,0.5262,1.0,1.0
875,1.0,1.0,1.0,1.0,0.6258,1.0,1.0
876,1.0,1.0,1.0,1.0,0.6683,1.0,1.0
877,1.0,1.0,1.0,1.0,0.6589,1.0,1.0
878,1.0,1.0,1.0,1.0,0.6377,1.0,1.0
879,1.0,1.0,1.0,1.0,0.561,1.0,1.0
880,1.0,1.0,1.0,1.0,0.4526,1.0,1.0
881,1.0,1.0,1.0,1.0,0.3257,1.0,1.0
882,1.0,1.0,1.0,1.0,0.1711,1.0,1.0
883,1.0,1.0,1.0,1.0,0.0727,1.0,1.0
884,1.0,1.0,1.0,1.0,0.0,1.0,1.0
885,1.0,1.0,1.0,1.0,0.0,1.0,1.0
886,1.0,1.0,1.0,1.0,0.0,1.0,1.0
887,1.0,1.0,1.0,1.0,0.0,1.0,1.0
888,1.0,1.0,1.0,1.0,0.0,1.0,1.0
889,1.0,1.0,1.0,1.0,0.0,1.0,1.0
890,1.0,1.0,1.0,1.0,0.0,1.0,1.0
891,1.0,1.0,1.0,1.0,0.0,1.0,1.0
892,1.0,1.0,1.0,1.0,0.0,1.0,1.0
893,1.0,1.0,1.0,1.0,0.0,1.0,1.0
894,1.0,1.0,1.0,1.0,0.0,1.0,1.0
895,1.0,1.0,1.0,1.0,0.0269,1.0,1.0
896,1.0,1.0,1.0,1.0,0.1519,1.0,1.0
897,1.0,1.0,1.0,1.0,0.2952,1.0,1.0
898,1.0,1.0,1.0,1.0,0.4336,1.0,1.0
899,1.0,1.0,1.0,1.0,0.6431,1.0,1.0
900,1.0,1.0,1.0,1.0,0.5725,1.0,1.0
901,1.0,1.0,1.0,1.0,0.5841,1.0,1.0
902,1.0,1.0,1.0,1.0,0.5682,1.0,1.0
903,1.0,1.0,1.0,1.0,0.5387,1.0,1.0
