Time_Index,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
118,1.0,0.0,1.0,0.395001531,0.0,1.0,0.944750071,1.0,1.0,1.0
119,1.0,0.0,1.0,0.458472908,0.0,1.0,0.916571379,1.0,1.0,1.0
120,1.0,0.0,1.0,0.448081851,0.0,1.0,0.854930699,1.0,1.0,1.0
121,1.0,0.0,1.0,0.686663628,0.0,1.0,0.823605299,1.0,1.0,1.0
122,1.0,0.0,1.0,0.94721055,0.0,1.0,0.599495888,1.0,1.0,1.0
123,1.0,0.0,1.0,0.968070626,0.0,1.0,0.448240101,1.0,1.0,1.0
124,1.0,0.0,1.0,0.751041591,0.0,1.0,0.363844037,1.0,1.0,1.0
125,1.0,0.0,1.0,0.725488186,0.0,1.0,0.316084772,1.0,1.0,1.0
126,1.0,0.0,1.0,0.857096016,0.0,1.0,0.199303448,1.0,1.0,1.0
127,1.0,0.0,1.0,0.570255101,0.0,1.0,0.130830407,1.0,1.0,1.0
128,1.0,0.1681,1.0,0.35289073,0.2003,1.0,0.043213755,1.0,1.0,1.0
129,1.0,0.3275,1.0,0.291729033,0.3963,1.0,0.095006242,1.0,1.0,1.0
130,1.0,0.47,1.0,0.255962312,0.4968,1.0,0.191337913,1.0,1.0,1.0
131,1.0,0.4264,1.0,0.155585855,0.4553,1.0,0.145866185,1.0,1.0,1.0
132,1.0,0.4459,1.0,0.157079071,0.4639,1.0,0.17013973,1.0,1.0,1.0
133,1.0,0.4834,1.0,0.132549644,0.4762,1.0,0.067343056,1.0,1.0,1.0
134,1.0,0.6303,1.0,0.238282189,0.6118,1.0,0.06855081,1.0,1.0,1.0
135,1.0,0.3922,1.0,0.239939079,0.4236,1.0,0.056210428,1.0,1.0,1.0
136,1.0,0.3528,1.0,0.271274298,0.2969,1.0,0.087241471,1.0,1.0,1.0
137,1.0,0.2192,1.0,0.236726984,0.2024,1.0,0.109862432,1.0,1.0,1.0
138,1.0,0.0833,1.0,0.160334155,0.0789,1.0,0.181660235,1.0,1.0,1.0
139,1.0,0.0,1.0,0.292999268,0.0,1.0,0.27242738,1.0,1.0,1.0
140,1.0,0.0,1.0,0.401110888,0.0,1.0,0.286082685,1.0,1.0,1.0
141,1.0,0.0,1.0,0.149256185,0.0,1.0,0.269473583,1.0,1.0,1.0
142,1.0,0.0,1.0,0.163049132,0.0,1.0,0.340033472,1.0,1.0,1.0
143,1.0,0.0,1.0,0.166977257,0.0,1.0,0.344270676,1.0,1.0,1.0
144,1.0,0.0,1.0,0.205250561,0.0,1.0,0.205188617,1.0,1.0,1.0
145,1.0,0.0,1.0,0.307979465,0.0,1.0,0.204994872,1.0,1.0,1.0
146,1.0,0.0,1.0,0.422584713,0.0,1.0,0.256006956,1.0,1.0,1.0
147,1.0,0.0,1.0,0.406198055,0.0,1.0,0.247988999,1.0,1.0,1.0
148,1.0,0.0,1.0,0.361611843,0.0,1.0,0.211419225,1.0,1.0,1.0
149,1.0,0.0,1.0,0.24808161,0.0,1.0,0.200011283,1.0,1.0,1.0
150,1.0,0.0,1.0,0.122475065,0.0,1.0,0.178104073,1.0,1.0,1.0
151,1.0,0.0,1.0,0.061104923,0.0,1.0,0.129664958,1.0,1.0,1.0
152,1.0,0.0483,1.0,0.001909042,0.0107,1.0,0.224155784,1.0,1.0,1.0
153,1.0,0.1379,1.0,0.030662451,0.1244,1.0,0.195972994,1.0,1.0,1.0
154,1.0,0.2279,1.0,0.035824325,0.1986,1.0,0.191820532,1.0,1.0,1.0
155,1.0,0.2641,1.0,0.026189856,0.2571,1.0,0.244714767,1.0,1.0,1.0
156,1.0,0.2979,1.0,0.000577044,0.3222,1.0,0.256400168,1.0,1.0,1.0
157,1.0,0.3468,1.0,0.000226538,0.3903,1.0,0.260348976,1.0,1.0,1.0
158,1.0,0.3644,1.0,0.003640169,0.4114,1.0,0.264438897,1.0,1.0,1.0
159,1.0,0.3465,1.0,0.009475692,0.4116,1.0,0.303551227,1.0,1.0,1.0
160,1.0,0.324,1.0,0.039171852,0.3266,1.0,0.221615791,1.0,1.0,1.0
161,1.0,0.2125,1.0,0.049333788,0.2253,1.0,0.249633402,1.0,1.0,1.0
162,1.0,0.0673,1.0,0.006074722,0.0732,1.0,0.26829651,1.0,1.0,1.0
163,1.0,0.0,1.0,0.0032244,0.0,1.0,0.258434594,1.0,1.0,1.0
164,1.0,0.0,1.0,0.03518948,0.0,1.0,0.27804935,1.0,1.0,1.0
165,1.0,0.0,1.0,0.186126143,0.0,1.0,0.306461513,1.0,1.0,1.0
166,1.0,0.0,1.0,0.45455578,0.0,1.0,0.285110682,1.0,1.0,1.0
167,1.0,0.0,1.0,0.378552973,0.0,1.0,0.393156409,1.0,1.0,1.0
168,1.0,0.0,1.0,0.702663004,0.0,1.0,0.476771116,1.0,1.0,1.0
169,1.0,0.0,1.0,0.670275927,0.0,1.0,0.463066339,1.0,1.0,1.0
170,1.0,0.0,1.0,0.791637063,0.0,1.0,0.537189543,1.0,1.0,1.0
171,1.0,0.0,1.0,0.850343347,0.0,1.0,0.577177286,1.0,1.0,1.0
172,1.0,0.0,1.0,0.830768526,0.0,1.0,0.47861889,1.0,1.0,1.0
173,1.0,0.0,1.0,0.83575666,0.0,1.0,0.53229326,1.0,1.0,1.0
174,1.0,0.0,1.0,0.720085979,0.0,1.0,0.62505722,1.0,1.0,1.0
175,1.0,0.0551,1.0,0.254879028,0.0809,1.0,0.544284105,1.0,1.0,1.0
176,1.0,0.2308,1.0,0.188441843,0.2562,1.0,0.43602246,1.0,1.0,1.0
177,1.0,0.4115,1.0,0.006096345,0.4358,1.0,0.264100283,1.0,1.0,1.0
178,1.0,0.5502,1.0,0.002578969,0.5661,1.0,0.226219833,1.0,1.0,1.0
179,1.0,0.6653,1.0,0.028644908,0.6522,1.0,0.40397507,1.0,1.0,1.0
180,1.0,0.6636,1.0,0.275457084,0.6494,1.0,0.63357091,1.0,1.0,1.0
181,1.0,0.6573,1.0,0.502558708,0.6072,1.0,0.848846376,1.0,1.0,1.0
182,1.0,0.6282,1.0,0.360116273,0.5521,1.0,0.941271544,1.0,1.0,1.0
183,1.0,0.5712,1.0,0.600508273,0.5665,1.0,0.905256033,1.0,1.0,1.0
184,1.0,0.4475,1.0,0.835470736,0.5059,1.0,0.905872762,1.0,1.0,1.0
185,1.0,0.3088,1.0,0.994439244,0.3336,1.0,0.938071132,1.0,1.0,1.0
186,1.0,0.1392,1.0,0.899679601,0.1808,1.0,0.924881101,1.0,1.0,1.0
187,1.0,0.0306,1.0,0.816437781,0.0559,1.0,0.930782199,1.0,1.0,1.0
188,1.0,0.0,1.0,0.434419274,0.0,1.0,0.981320381,1.0,1.0,1.0
189,1.0,0.0,1.0,0.432913303,0.0,1.0,0.949090958,1.0,1.0,1.0
190,1.0,0.0,1.0,0.796223938,0.0,1.0,0.904409111,1.0,1.0,1.0
191,1.0,0.0,1.0,0.666432261,0.0,1.0,0.878076553,1.0,1.0,1.0
192,1.0,0.0,1.0,0.816844404,0.0,1.0,0.886024654,1.0,1.0,1.0
193,1.0,0.0,1.0,0.847556829,0.0,1.0,0.906855583,1.0,1.0,1.0
194,1.0,0.0,1.0,0.893950105,0.0,1.0,0.889461875,1.0,1.0,1.0
195,1.0,0.0,1.0,0.899584472,0.0,1.0,0.897235036,1.0,1.0,1.0
196,1.0,0.0,1.0,0.877247691,0.0,1.0,0.907476962,1.0,1.0,1.0
197,1.0,0.0,1.0,0.952719688,0.0,1.0,0.814849138,1.0,1.0,1.0
198,1.0,0.0,1.0,0.960523844,0.0,1.0,0.747924209,1.0,1.0,1.0
199,1.0,0.0631,1.0,0.975111306,0.0853,1.0,0.718400896,1.0,1.0,1.0
200,1.0,0.2384,1.0,0.999808609,0.2625,1.0,0.722193003,1.0,1.0,1.0
201,1.0,0.4278,1.0,1.0,0.4547,1.0,0.517734885,1.0,1.0,1.0
202,1.0,0.5697,1.0,1.0,0.599,1.0,0.440654993,1.0,1.0,1.0
203,1.0,0.6876,1.0,0.996867299,0.7096,1.0,0.47235918,1.0,1.0,1.0
204,1.0,0.6993,1.0,0.957846105,0.7198,1.0,0.474067867,1.0,1.0,1.0
205,1.0,0.6955,1.0,0.907826662,0.6991,1.0,0.543230414,1.0,1.0,1.0
206,1.0,0.6864,1.0,0.918199122,0.6783,1.0,0.723340213,1.0,1.0,1.0
207,1.0,0.6366,1.0,0.951994717,0.6732,1.0,0.798046649,1.0,1.0,1.0
208,1.0,0.5082,1.0,0.716081262,0.5563,1.0,0.802406669,1.0,1.0,1.0
209,1.0,0.3536,1.0,0.918618083,0.4041,1.0,0.833866239,1.0,1.0,1.0
210,1.0,0.1506,1.0,0.844124913,0.2055,1.0,0.880895615,1.0,1.0,1.0
211,1.0,0.0365,1.0,0.91932255,0.0597,1.0,0.886661351,1.0,1.0,1.0
212,1.0,0.0,1.0,0.71794802,0.0,1.0,0.924427032,1.0,1.0,1.0
213,1.0,0.0,1.0,1.0,0.0,1.0,0.963136315,1.0,1.0,1.0
214,1.0,0.0,1.0,1.0,0.0,1.0,0.999079168,1.0,1.0,1.0
215,1.0,0.0,1.0,0.999719322,0.0,1.0,0.999988973,1.0,1.0,1.0
216,1.0,0.0,1.0,1.0,0.0,1.0,0.993228734,1.0,1.0,1.0
217,1.0,0.0,1.0,1.0,0.0,1.0,0.969367146,1.0,1.0,1.0
218,1.0,0.0,1.0,0.999401927,0.0,1.0,0.876194239,1.0,1.0,1.0
219,1.0,0.0,1.0,0.840446055,0.0,1.0,0.729236841,1.0,1.0,1.0
220,1.0,0.0,1.0,0.740907311,0.0,1.0,0.660441995,1.0,1.0,1.0
221,1.0,0.0,1.0,0.83974272,0.0,1.0,0.643812776,1.0,1.0,1.0
222,1.0,0.0,1.0,0.582625568,0.0,1.0,0.791162372,1.0,1.0,1.0
223,1.0,0.0781,1.0,0.629124284,0.0913,1.0,0.687852025,1.0,1.0,1.0
224,1.0,0.2608,1.0,0.49090004,0.2631,1.0,0.517878771,1.0,1.0,1.0
225,1.0,0.4544,1.0,0.392080009,0.4507,1.0,0.554159999,1.0,1.0,1.0
226,1.0,0.599,1.0,0.118508637,0.607,1.0,0.4323816,1.0,1.0,1.0
227,1.0,0.7065,1.0,0.092816167,0.6945,1.0,0.295100838,1.0,1.0,1.0
228,1.0,0.7095,1.0,0.010389035,0.7035,1.0,0.187555581,1.0,1.0,1.0
229,1.0,0.6849,1.0,0.004800459,0.6451,1.0,0.257159412,1.0,1.0,1.0
230,1.0,0.697,1.0,0.021742992,0.6623,1.0,0.242588431,1.0,1.0,1.0
231,1.0,0.4869,1.0,0.033645563,0.4454,1.0,0.204955503,1.0,1.0,1.0
232,1.0,0.3611,1.0,0.091753595,0.3532,1.0,0.090663716,1.0,1.0,1.0
233,1.0,0.252,1.0,0.073397309,0.2602,1.0,0.037262738,1.0,1.0,1.0
234,1.0,0.1208,1.0,0.177771747,0.1457,1.0,0.03664995,1.0,1.0,1.0
235,1.0,0.0097,1.0,0.125503883,0.0164,1.0,0.173653916,1.0,1.0,1.0
236,1.0,0.0,1.0,0.225670695,0.0,1.0,0.273606956,1.0,1.0,1.0
237,1.0,0.0,1.0,0.218891159,0.0,1.0,0.345028669,1.0,1.0,1.0
238,1.0,0.0,1.0,0.241132259,0.0,1.0,0.281041026,1.0,1.0,1.0
239,1.0,0.0,1.0,0.264220625,0.0,1.0,0.202513039,1.0,1.0,1.0
240,1.0,0.0,1.0,0.19123134,0.0,1.0,0.33689782,1.0,1.0,1.0
241,1.0,0.0,1.0,0.444902152,0.0,1.0,0.365752518,1.0,1.0,1.0
242,1.0,0.0,1.0,0.460135907,0.0,1.0,0.379359096,1.0,1.0,1.0
243,1.0,0.0,1.0,0.514190614,0.0,1.0,0.325106531,1.0,1.0,1.0
244,1.0,0.0,1.0,0.344889462,0.0,1.0,0.333932668,1.0,1.0,1.0
245,1.0,0.0,1.0,0.221222699,0.0,1.0,0.384271324,1.0,1.0,1.0
246,1.0,0.0,1.0,0.323626906,0.0,1.0,0.459899426,1.0,1.0,1.0
247,1.0,0.073,1.0,0.296585143,0.0756,1.0,0.427961826,1.0,1.0,1.0
248,1.0,0.2431,1.0,0.300489902,0.2584,1.0,0.319929838,1.0,1.0,1.0
249,1.0,0.4253,1.0,0.009009168,0.4477,1.0,0.080077723,1.0,1.0,1.0
250,1.0,0.575,1.0,0.005413182,0.603,1.0,0.201652423,1.0,1.0,1.0
251,1.0,0.6945,1.0,0.032803237,0.7172,1.0,0.25765118,1.0,1.0,1.0
252,1.0,0.7176,1.0,0.059648238,0.7315,1.0,0.280694634,1.0,1.0,1.0
253,1.0,0.7241,1.0,0.048079468,0.7328,1.0,0.436991394,1.0,1.0,1.0
254,1.0,0.7208,1.0,0.097284406,0.7283,1.0,0.446297139,1.0,1.0,1.0
255,1.0,0.663,1.0,0.132096112,0.681,1.0,0.542639732,1.0,1.0,1.0
256,1.0,0.5295,1.0,0.21807085,0.5637,1.0,0.615163684,1.0,1.0,1.0
257,1.0,0.3579,1.0,0.262657136,0.4093,1.0,0.729590952,1.0,1.0,1.0
258,1.0,0.1521,1.0,0.444852829,0.2091,1.0,0.729057014,1.0,1.0,1.0
259,1.0,0.0416,1.0,0.393538952,0.0674,1.0,0.717143059,1.0,1.0,1.0
260,1.0,0.0,1.0,0.307857603,0.0,1.0,0.85931164,1.0,1.0,1.0
261,1.0,0.0,1.0,0.898757994,0.0,1.0,0.721602619,1.0,1.0,1.0
262,1.0,0.0,1.0,0.783025742,0.0,1.0,0.519651413,1.0,1.0,1.0
263,1.0,0.0,1.0,0.695123971,0.0,1.0,0.470836759,1.0,1.0,1.0
264,1.0,0.0,1.0,0.727230906,0.0,1.0,0.51728344,1.0,1.0,1.0
265,1.0,0.0,1.0,0.906098187,0.0,1.0,0.602226555,1.0,1.0,1.0
266,1.0,0.0,1.0,0.964462399,0.0,1.0,0.717101514,1.0,1.0,1.0
267,1.0,0.0,1.0,0.972168505,0.0,1.0,0.703789055,1.0,1.0,1.0
268,1.0,0.0,1.0,0.986720443,0.0,1.0,0.664553881,1.0,1.0,1.0
269,1.0,0.0,1.0,0.910772681,0.0,1.0,0.582078278,1.0,1.0,1.0
270,1.0,0.0,1.0,0.839319825,0.0,1.0,0.534162283,1.0,1.0,1.0
271,1.0,0.0778,1.0,0.381622046,0.1059,1.0,0.536282241,1.0,1.0,1.0
272,1.0,0.2571,1.0,0.143958166,0.2839,1.0,0.345888674,1.0,1.0,1.0
273,1.0,0.4415,1.0,0.000218557,0.463,1.0,0.067623883,1.0,1.0,1.0
274,1.0,0.5769,1.0,0.000510002,0.5831,1.0,0.021597832,1.0,1.0,1.0
275,1.0,0.659,1.0,0.083214864,0.6466,1.0,0.020723,1.0,1.0,1.0
276,1.0,0.648,1.0,0.379179806,0.6319,1.0,0.04386403,1.0,1.0,1.0
277,1.0,0.6455,1.0,0.844168305,0.685,1.0,0.124951094,1.0,1.0,1.0
278,1.0,0.6584,1.0,0.888040662,0.7031,1.0,0.163836449,1.0,1.0,1.0
279,1.0,0.6393,1.0,0.916626334,0.6401,1.0,0.313371807,1.0,1.0,1.0
280,1.0,0.5194,1.0,0.972031176,0.5318,1.0,0.445517898,1.0,1.0,1.0
281,1.0,0.3527,1.0,0.999287188,0.3754,1.0,0.545267344,1.0,1.0,1.0
282,1.0,0.1498,1.0,0.94767946,0.1825,1.0,0.638798833,1.0,1.0,1.0
283,1.0,0.0324,1.0,0.873701751,0.0398,1.0,0.721302986,1.0,1.0,1.0
284,1.0,0.0,1.0,0.705336988,0.0,1.0,0.715687037,1.0,1.0,1.0
285,1.0,0.0,1.0,0.639790893,0.0,1.0,0.814773202,1.0,1.0,1.0
286,1.0,0.0,1.0,0.219112173,0.0,1.0,0.911356688,1.0,1.0,1.0
287,1.0,0.0,1.0,0.361968666,0.0,1.0,0.957081795,1.0,1.0,1.0
288,1.0,0.0,1.0,0.236685067,0.0,1.0,0.963609755,1.0,1.0,1.0
289,1.0,0.0,1.0,0.259338766,0.0,1.0,0.959987164,1.0,1.0,1.0
290,1.0,0.0,1.0,0.281132579,0.0,1.0,0.869126678,1.0,1.0,1.0
291,1.0,0.0,1.0,0.204233021,0.0,1.0,0.886592984,1.0,1.0,1.0
292,1.0,0.0,1.0,0.215455055,0.0,1.0,0.860317469,1.0,1.0,1.0
293,1.0,0.0,1.0,0.175008059,0.0,1.0,0.862108827,1.0,1.0,1.0
294,1.0,0.0,1.0,0.152520984,0.0,1.0,0.782500505,1.0,1.0,1.0
