Time_Index,ng,coal,biomass,nuclear,None
4373,3.6,1.95,1.02,0.66,0
4374,3.6,1.95,1.02,0.66,0
4375,3.6,1.95,1.02,0.66,0
4376,3.6,1.95,1.02,0.66,0
4377,3.6,1.95,1.02,0.66,0
4378,3.6,1.95,1.02,0.66,0
4379,3.6,1.95,1.02,0.66,0
4380,3.6,1.95,1.02,0.66,0
4381,3.6,1.95,1.02,0.66,0
4382,3.6,1.95,1.02,0.66,0
4383,3.6,1.95,1.02,0.66,0
4384,3.6,1.95,1.02,0.66,0
4385,3.6,1.95,1.02,0.66,0
4386,3.6,1.95,1.02,0.66,0
4387,3.6,1.95,1.02,0.66,0
4388,3.6,1.95,1.02,0.66,0
4389,3.6,1.95,1.02,0.66,0
4390,3.6,1.95,1.02,0.66,0
4391,3.6,1.95,1.02,0.66,0
4392,3.6,1.95,1.02,0.66,0
4393,3.6,1.95,1.02,0.66,0
4394,3.6,1.95,1.02,0.66,0
4395,3.6,1.95,1.02,0.66,0
4396,3.6,1.95,1.02,0.66,0
4397,3.6,1.95,1.02,0.66,0
4398,3.6,1.95,1.02,0.66,0
4399,3.6,1.95,1.02,0.66,0
4400,3.6,1.95,1.02,0.66,0
4401,3.6,1.95,1.02,0.66,0
4402,3.6,1.95,1.02,0.66,0
4403,3.6,1.95,1.02,0.66,0
4404,3.6,1.95,1.02,0.66,0
4405,3.6,1.95,1.02,0.66,0
4406,3.6,1.95,1.02,0.66,0
4407,3.6,1.95,1.02,0.66,0
4408,3.6,1.95,1.02,0.66,0
4409,3.6,1.95,1.02,0.66,0
4410,3.6,1.95,1.02,0.66,0
4411,3.6,1.95,1.02,0.66,0
4412,3.6,1.95,1.02,0.66,0
4413,3.6,1.95,1.02,0.66,0
4414,3.6,1.95,1.02,0.66,0
4415,3.6,1.95,1.02,0.66,0
4416,3.6,1.95,1.02,0.66,0
4417,3.6,1.95,1.02,0.66,0
4418,3.6,1.95,1.02,0.66,0
4419,3.6,1.95,1.02,0.66,0
4420,3.6,1.95,1.02,0.66,0
4421,3.6,1.95,1.02,0.66,0
4422,3.6,1.95,1.02,0.66,0
4423,3.6,1.95,1.02,0.66,0
4424,3.6,1.95,1.02,0.66,0
4425,3.6,1.95,1.02,0.66,0
4426,3.6,1.95,1.02,0.66,0
4427,3.6,1.95,1.02,0.66,0
4428,3.6,1.95,1.02,0.66,0
4429,3.6,1.95,1.02,0.66,0
4430,3.6,1.95,1.02,0.66,0
4431,3.6,1.95,1.02,0.66,0
4432,3.6,1.95,1.02,0.66,0
4433,3.6,1.95,1.02,0.66,0
4434,3.6,1.95,1.02,0.66,0
4435,3.6,1.95,1.02,0.66,0
4436,3.6,1.95,1.02,0.66,0
4437,3.6,1.95,1.02,0.66,0
4438,3.6,1.95,1.02,0.66,0
4439,3.6,1.95,1.02,0.66,0
4440,3.6,1.95,1.02,0.66,0
4441,3.6,1.95,1.02,0.66,0
4442,3.6,1.95,1.02,0.66,0
4443,3.6,1.95,1.02,0.66,0
4444,3.6,1.95,1.02,0.66,0
4445,3.6,1.95,1.02,0.66,0
4446,3.6,1.95,1.02,0.66,0
4447,3.6,1.95,1.02,0.66,0
4448,3.6,1.95,1.02,0.66,0
4449,3.6,1.95,1.02,0.66,0
4450,3.6,1.95,1.02,0.66,0
4451,3.6,1.95,1.02,0.66,0
4452,3.6,1.95,1.02,0.66,0
4453,3.6,1.95,1.02,0.66,0
4454,3.6,1.95,1.02,0.66,0
4455,3.6,1.95,1.02,0.66,0
4456,3.6,1.95,1.02,0.66,0
4457,3.6,1.95,1.02,0.66,0
4458,3.6,1.95,1.02,0.66,0
4459,3.6,1.95,1.02,0.66,0
4460,3.6,1.95,1.02,0.66,0
4461,3.6,1.95,1.02,0.66,0
4462,3.6,1.95,1.02,0.66,0
4463,3.6,1.95,1.02,0.66,0
4464,3.6,1.95,1.02,0.66,0
4465,3.6,1.95,1.02,0.66,0
4466,3.6,1.95,1.02,0.66,0
4467,3.6,1.95,1.02,0.66,0
4468,3.6,1.95,1.02,0.66,0
4469,3.6,1.95,1.02,0.66,0
4470,3.6,1.95,1.02,0.66,0
4471,3.6,1.95,1.02,0.66,0
4472,3.6,1.95,1.02,0.66,0
4473,3.6,1.95,1.02,0.66,0
4474,3.6,1.95,1.02,0.66,0
4475,3.6,1.95,1.02,0.66,0
4476,3.6,1.95,1.02,0.66,0
4477,3.6,1.95,1.02,0.66,0
4478,3.6,1.95,1.02,0.66,0
4479,3.6,1.95,1.02,0.66,0
4480,3.6,1.95,1.02,0.66,0
4481,3.6,1.95,1.02,0.66,0
4482,3.6,1.95,1.02,0.66,0
4483,3.6,1.95,1.02,0.66,0
4484,3.6,1.95,1.02,0.66,0
4485,3.6,1.95,1.02,0.66,0
4486,3.6,1.95,1.02,0.66,0
4487,3.6,1.95,1.02,0.66,0
4488,3.6,1.95,1.02,0.66,0
4489,3.6,1.95,1.02,0.66,0
4490,3.6,1.95,1.02,0.66,0
4491,3.6,1.95,1.02,0.66,0
4492,3.6,1.95,1.02,0.66,0
4493,3.6,1.95,1.02,0.66,0
4494,3.6,1.95,1.02,0.66,0
4495,3.6,1.95,1.02,0.66,0
4496,3.6,1.95,1.02,0.66,0
4497,3.6,1.95,1.02,0.66,0
4498,3.6,1.95,1.02,0.66,0
4499,3.6,1.95,1.02,0.66,0
4500,3.6,1.95,1.02,0.66,0
4501,3.6,1.95,1.02,0.66,0
4502,3.6,1.95,1.02,0.66,0
4503,3.6,1.95,1.02,0.66,0
4504,3.6,1.95,1.02,0.66,0
4505,3.6,1.95,1.02,0.66,0
4506,3.6,1.95,1.02,0.66,0
4507,3.6,1.95,1.02,0.66,0
4508,3.6,1.95,1.02,0.66,0
4509,3.6,1.95,1.02,0.66,0
4510,3.6,1.95,1.02,0.66,0
4511,3.6,1.95,1.02,0.66,0
4512,3.6,1.95,1.02,0.66,0
4513,3.6,1.95,1.02,0.66,0
4514,3.6,1.95,1.02,0.66,0
4515,3.6,1.95,1.02,0.66,0
4516,3.6,1.95,1.02,0.66,0
4517,3.6,1.95,1.02,0.66,0
4518,3.6,1.95,1.02,0.66,0
4519,3.6,1.95,1.02,0.66,0
4520,3.6,1.95,1.02,0.66,0
4521,3.6,1.95,1.02,0.66,0
4522,3.6,1.95,1.02,0.66,0
4523,3.6,1.95,1.02,0.66,0
4524,3.6,1.95,1.02,0.66,0
4525,3.6,1.95,1.02,0.66,0
4526,3.6,1.95,1.02,0.66,0
4527,3.6,1.95,1.02,0.66,0
4528,3.6,1.95,1.02,0.66,0
4529,3.6,1.95,1.02,0.66,0
4530,3.6,1.95,1.02,0.66,0
4531,3.6,1.95,1.02,0.66,0
4532,3.6,1.95,1.02,0.66,0
4533,3.6,1.95,1.02,0.66,0
4534,3.6,1.95,1.02,0.66,0
4535,3.6,1.95,1.02,0.66,0
4536,3.6,1.95,1.02,0.66,0
4537,3.6,1.95,1.02,0.66,0
4538,3.6,1.95,1.02,0.66,0
4539,3.6,1.95,1.02,0.66,0
4540,3.6,1.95,1.02,0.66,0
4541,3.6,1.95,1.02,0.66,0
4542,3.6,1.95,1.02,0.66,0
4543,3.6,1.95,1.02,0.66,0
4544,3.6,1.95,1.02,0.66,0
4545,3.6,1.95,1.02,0.66,0
4546,3.6,1.95,1.02,0.66,0
4547,3.6,1.95,1.02,0.66,0
4548,3.6,1.95,1.02,0.66,0
4549,3.6,1.95,1.02,0.66,0
4550,3.6,1.95,1.02,0.66,0
4551,3.6,1.95,1.02,0.66,0
4552,3.6,1.95,1.02,0.66,0
4553,3.6,1.95,1.02,0.66,0
4554,3.6,1.95,1.02,0.66,0
4555,3.6,1.95,1.02,0.66,0
4556,3.6,1.95,1.02,0.66,0
4557,3.6,1.95,1.02,0.66,0
4558,3.6,1.95,1.02,0.66,0
4559,3.6,1.95,1.02,0.66,0
4560,3.6,1.95,1.02,0.66,0
4561,3.6,1.95,1.02,0.66,0
4562,3.6,1.95,1.02,0.66,0
4563,3.6,1.95,1.02,0.66,0
4564,3.6,1.95,1.02,0.66,0
4565,3.6,1.95,1.02,0.66,0
4566,3.6,1.95,1.02,0.66,0
4567,3.6,1.95,1.02,0.66,0
4568,3.6,1.95,1.02,0.66,0
4569,3.6,1.95,1.02,0.66,0
4570,3.6,1.95,1.02,0.66,0
4571,3.6,1.95,1.02,0.66,0
4572,3.6,1.95,1.02,0.66,0
4573,3.6,1.95,1.02,0.66,0
4574,3.6,1.95,1.02,0.66,0
4575,3.6,1.95,1.02,0.66,0
4576,3.6,1.95,1.02,0.66,0
4577,3.6,1.95,1.02,0.66,0
4578,3.6,1.95,1.02,0.66,0
4579,3.6,1.95,1.02,0.66,0
4580,3.6,1.95,1.02,0.66,0
4581,3.6,1.95,1.02,0.66,0
4582,3.6,1.95,1.02,0.66,0
4583,3.6,1.95,1.02,0.66,0
4584,3.6,1.95,1.02,0.66,0
4585,3.6,1.95,1.02,0.66,0
4586,3.6,1.95,1.02,0.66,0
4587,3.6,1.95,1.02,0.66,0
4588,3.6,1.95,1.02,0.66,0
4589,3.6,1.95,1.02,0.66,0
4590,3.6,1.95,1.02,0.66,0
4591,3.6,1.95,1.02,0.66,0
4592,3.6,1.95,1.02,0.66,0
4593,3.6,1.95,1.02,0.66,0
4594,3.6,1.95,1.02,0.66,0
4595,3.6,1.95,1.02,0.66,0
4596,3.6,1.95,1.02,0.66,0
4597,3.6,1.95,1.02,0.66,0
4598,3.6,1.95,1.02,0.66,0
4599,3.6,1.95,1.02,0.66,0
4600,3.6,1.95,1.02,0.66,0
4601,3.6,1.95,1.02,0.66,0
4602,3.6,1.95,1.02,0.66,0
4603,3.6,1.95,1.02,0.66,0
4604,3.6,1.95,1.02,0.66,0
4605,3.6,1.95,1.02,0.66,0
4606,3.6,1.95,1.02,0.66,0
4607,3.6,1.95,1.02,0.66,0
4608,3.6,1.95,1.02,0.66,0
4609,3.6,1.95,1.02,0.66,0
4610,3.6,1.95,1.02,0.66,0
4611,3.6,1.95,1.02,0.66,0
4612,3.6,1.95,1.02,0.66,0
4613,3.6,1.95,1.02,0.66,0
4614,3.6,1.95,1.02,0.66,0
4615,3.6,1.95,1.02,0.66,0
4616,3.6,1.95,1.02,0.66,0
4617,3.6,1.95,1.02,0.66,0
4618,3.6,1.95,1.02,0.66,0
4619,3.6,1.95,1.02,0.66,0
4620,3.6,1.95,1.02,0.66,0
4621,3.6,1.95,1.02,0.66,0
4622,3.6,1.95,1.02,0.66,0
4623,3.6,1.95,1.02,0.66,0
4624,3.6,1.95,1.02,0.66,0
4625,3.6,1.95,1.02,0.66,0
4626,3.6,1.95,1.02,0.66,0
4627,3.6,1.95,1.02,0.66,0
4628,3.6,1.95,1.02,0.66,0
4629,3.6,1.95,1.02,0.66,0
4630,3.6,1.95,1.02,0.66,0
4631,3.6,1.95,1.02,0.66,0
4632,3.6,1.95,1.02,0.66,0
4633,3.6,1.95,1.02,0.66,0
4634,3.6,1.95,1.02,0.66,0
4635,3.6,1.95,1.02,0.66,0
4636,3.6,1.95,1.02,0.66,0
4637,3.6,1.95,1.02,0.66,0
4638,3.6,1.95,1.02,0.66,0
4639,3.6,1.95,1.02,0.66,0
4640,3.6,1.95,1.02,0.66,0
4641,3.6,1.95,1.02,0.66,0
4642,3.6,1.95,1.02,0.66,0
4643,3.6,1.95,1.02,0.66,0
4644,3.6,1.95,1.02,0.66,0
4645,3.6,1.95,1.02,0.66,0
4646,3.6,1.95,1.02,0.66,0
4647,3.6,1.95,1.02,0.66,0
4648,3.6,1.95,1.02,0.66,0
4649,3.6,1.95,1.02,0.66,0
4650,3.6,1.95,1.02,0.66,0
4651,3.6,1.95,1.02,0.66,0
4652,3.6,1.95,1.02,0.66,0
4653,3.6,1.95,1.02,0.66,0
4654,3.6,1.95,1.02,0.66,0
4655,3.6,1.95,1.02,0.66,0
4656,3.6,1.95,1.02,0.66,0
4657,3.6,1.95,1.02,0.66,0
4658,3.6,1.95,1.02,0.66,0
4659,3.6,1.95,1.02,0.66,0
4660,3.6,1.95,1.02,0.66,0
4661,3.6,1.95,1.02,0.66,0
4662,3.6,1.95,1.02,0.66,0
4663,3.6,1.95,1.02,0.66,0
4664,3.6,1.95,1.02,0.66,0
4665,3.6,1.95,1.02,0.66,0
4666,3.6,1.95,1.02,0.66,0
4667,3.6,1.95,1.02,0.66,0
4668,3.6,1.95,1.02,0.66,0
4669,3.6,1.95,1.02,0.66,0
4670,3.6,1.95,1.02,0.66,0
4671,3.6,1.95,1.02,0.66,0
4672,3.6,1.95,1.02,0.66,0
4673,3.6,1.95,1.02,0.66,0
4674,3.6,1.95,1.02,0.66,0
4675,3.6,1.95,1.02,0.66,0
4676,3.6,1.95,1.02,0.66,0
4677,3.6,1.95,1.02,0.66,0
4678,3.6,1.95,1.02,0.66,0
4679,3.6,1.95,1.02,0.66,0
4680,3.6,1.95,1.02,0.66,0
4681,3.6,1.95,1.02,0.66,0
4682,3.6,1.95,1.02,0.66,0
4683,3.6,1.95,1.02,0.66,0
4684,3.6,1.95,1.02,0.66,0
4685,3.6,1.95,1.02,0.66,0
4686,3.6,1.95,1.02,0.66,0
4687,3.6,1.95,1.02,0.66,0
4688,3.6,1.95,1.02,0.66,0
4689,3.6,1.95,1.02,0.66,0
4690,3.6,1.95,1.02,0.66,0
4691,3.6,1.95,1.02,0.66,0
4692,3.6,1.95,1.02,0.66,0
4693,3.6,1.95,1.02,0.66,0
4694,3.6,1.95,1.02,0.66,0
4695,3.6,1.95,1.02,0.66,0
4696,3.6,1.95,1.02,0.66,0
4697,3.6,1.95,1.02,0.66,0
4698,3.6,1.95,1.02,0.66,0
4699,3.6,1.95,1.02,0.66,0
4700,3.6,1.95,1.02,0.66,0
4701,3.6,1.95,1.02,0.66,0
4702,3.6,1.95,1.02,0.66,0
4703,3.6,1.95,1.02,0.66,0
4704,3.6,1.95,1.02,0.66,0
4705,3.6,1.95,1.02,0.66,0
4706,3.6,1.95,1.02,0.66,0
4707,3.6,1.95,1.02,0.66,0
4708,3.6,1.95,1.02,0.66,0
4709,3.6,1.95,1.02,0.66,0
4710,3.6,1.95,1.02,0.66,0
4711,3.6,1.95,1.02,0.66,0
4712,3.6,1.95,1.02,0.66,0
4713,3.6,1.95,1.02,0.66,0
4714,3.6,1.95,1.02,0.66,0
4715,3.6,1.95,1.02,0.66,0
4716,3.6,1.95,1.02,0.66,0
4717,3.6,1.95,1.02,0.66,0
4718,3.6,1.95,1.02,0.66,0
4719,3.6,1.95,1.02,0.66,0
4720,3.6,1.95,1.02,0.66,0
4721,3.6,1.95,1.02,0.66,0
4722,3.6,1.95,1.02,0.66,0
4723,3.6,1.95,1.02,0.66,0
4724,3.6,1.95,1.02,0.66,0
4725,3.6,1.95,1.02,0.66,0
4726,3.6,1.95,1.02,0.66,0
4727,3.6,1.95,1.02,0.66,0
4728,3.6,1.95,1.02,0.66,0
4729,3.6,1.95,1.02,0.66,0
4730,3.6,1.95,1.02,0.66,0
4731,3.6,1.95,1.02,0.66,0
4732,3.6,1.95,1.02,0.66,0
4733,3.6,1.95,1.02,0.66,0
4734,3.6,1.95,1.02,0.66,0
4735,3.6,1.95,1.02,0.66,0
4736,3.6,1.95,1.02,0.66,0
4737,3.6,1.95,1.02,0.66,0
4738,3.6,1.95,1.02,0.66,0
4739,3.6,1.95,1.02,0.66,0
4740,3.6,1.95,1.02,0.66,0
4741,3.6,1.95,1.02,0.66,0
4742,3.6,1.95,1.02,0.66,0
4743,3.6,1.95,1.02,0.66,0
4744,3.6,1.95,1.02,0.66,0
4745,3.6,1.95,1.02,0.66,0
4746,3.6,1.95,1.02,0.66,0
4747,3.6,1.95,1.02,0.66,0
4748,3.6,1.95,1.02,0.66,0
4749,3.6,1.95,1.02,0.66,0
4750,3.6,1.95,1.02,0.66,0
4751,3.6,1.95,1.02,0.66,0
4752,3.6,1.95,1.02,0.66,0
4753,3.6,1.95,1.02,0.66,0
4754,3.6,1.95,1.02,0.66,0
4755,3.6,1.95,1.02,0.66,0
4756,3.6,1.95,1.02,0.66,0
4757,3.6,1.95,1.02,0.66,0
4758,3.6,1.95,1.02,0.66,0
4759,3.6,1.95,1.02,0.66,0
4760,3.6,1.95,1.02,0.66,0
4761,3.6,1.95,1.02,0.66,0
4762,3.6,1.95,1.02,0.66,0
4763,3.6,1.95,1.02,0.66,0
4764,3.6,1.95,1.02,0.66,0
4765,3.6,1.95,1.02,0.66,0
4766,3.6,1.95,1.02,0.66,0
4767,3.6,1.95,1.02,0.66,0
4768,3.6,1.95,1.02,0.66,0
4769,3.6,1.95,1.02,0.66,0
4770,3.6,1.95,1.02,0.66,0
4771,3.6,1.95,1.02,0.66,0
4772,3.6,1.95,1.02,0.66,0
4773,3.6,1.95,1.02,0.66,0
4774,3.6,1.95,1.02,0.66,0
4775,3.6,1.95,1.02,0.66,0
4776,3.6,1.95,1.02,0.66,0
4777,3.6,1.95,1.02,0.66,0
4778,3.6,1.95,1.02,0.66,0
4779,3.6,1.95,1.02,0.66,0
4780,3.6,1.95,1.02,0.66,0
4781,3.6,1.95,1.02,0.66,0
4782,3.6,1.95,1.02,0.66,0
4783,3.6,1.95,1.02,0.66,0
4784,3.6,1.95,1.02,0.66,0
4785,3.6,1.95,1.02,0.66,0
4786,3.6,1.95,1.02,0.66,0
4787,3.6,1.95,1.02,0.66,0
4788,3.6,1.95,1.02,0.66,0
4789,3.6,1.95,1.02,0.66,0
4790,3.6,1.95,1.02,0.66,0
4791,3.6,1.95,1.02,0.66,0
4792,3.6,1.95,1.02,0.66,0
4793,3.6,1.95,1.02,0.66,0
4794,3.6,1.95,1.02,0.66,0
4795,3.6,1.95,1.02,0.66,0
4796,3.6,1.95,1.02,0.66,0
4797,3.6,1.95,1.02,0.66,0
4798,3.6,1.95,1.02,0.66,0
4799,3.6,1.95,1.02,0.66,0
4800,3.6,1.95,1.02,0.66,0
4801,3.6,1.95,1.02,0.66,0
4802,3.6,1.95,1.02,0.66,0
4803,3.6,1.95,1.02,0.66,0
4804,3.6,1.95,1.02,0.66,0
4805,3.6,1.95,1.02,0.66,0
4806,3.6,1.95,1.02,0.66,0
4807,3.6,1.95,1.02,0.66,0
4808,3.6,1.95,1.02,0.66,0
4809,3.6,1.95,1.02,0.66,0
4810,3.6,1.95,1.02,0.66,0
4811,3.6,1.95,1.02,0.66,0
4812,3.6,1.95,1.02,0.66,0
4813,3.6,1.95,1.02,0.66,0
4814,3.6,1.95,1.02,0.66,0
4815,3.6,1.95,1.02,0.66,0
4816,3.6,1.95,1.02,0.66,0
4817,3.6,1.95,1.02,0.66,0
4818,3.6,1.95,1.02,0.66,0
4819,3.6,1.95,1.02,0.66,0
4820,3.6,1.95,1.02,0.66,0
4821,3.6,1.95,1.02,0.66,0
4822,3.6,1.95,1.02,0.66,0
4823,3.6,1.95,1.02,0.66,0
4824,3.6,1.95,1.02,0.66,0
4825,3.6,1.95,1.02,0.66,0
4826,3.6,1.95,1.02,0.66,0
4827,3.6,1.95,1.02,0.66,0
4828,3.6,1.95,1.02,0.66,0
4829,3.6,1.95,1.02,0.66,0
4830,3.6,1.95,1.02,0.66,0
4831,3.6,1.95,1.02,0.66,0
4832,3.6,1.95,1.02,0.66,0
4833,3.6,1.95,1.02,0.66,0
4834,3.6,1.95,1.02,0.66,0
4835,3.6,1.95,1.02,0.66,0
4836,3.6,1.95,1.02,0.66,0
4837,3.6,1.95,1.02,0.66,0
4838,3.6,1.95,1.02,0.66,0
4839,3.6,1.95,1.02,0.66,0
4840,3.6,1.95,1.02,0.66,0
4841,3.6,1.95,1.02,0.66,0
4842,3.6,1.95,1.02,0.66,0
4843,3.6,1.95,1.02,0.66,0
4844,3.6,1.95,1.02,0.66,0
4845,3.6,1.95,1.02,0.66,0
4846,3.6,1.95,1.02,0.66,0
4847,3.6,1.95,1.02,0.66,0
4848,3.6,1.95,1.02,0.66,0
4849,3.6,1.95,1.02,0.66,0
4850,3.6,1.95,1.02,0.66,0
4851,3.6,1.95,1.02,0.66,0
4852,3.6,1.95,1.02,0.66,0
4853,3.6,1.95,1.02,0.66,0
4854,3.6,1.95,1.02,0.66,0
4855,3.6,1.95,1.02,0.66,0
4856,3.6,1.95,1.02,0.66,0
4857,3.6,1.95,1.02,0.66,0
4858,3.6,1.95,1.02,0.66,0
4859,3.6,1.95,1.02,0.66,0
4860,3.6,1.95,1.02,0.66,0
4861,3.6,1.95,1.02,0.66,0
4862,3.6,1.95,1.02,0.66,0
4863,3.6,1.95,1.02,0.66,0
4864,3.6,1.95,1.02,0.66,0
4865,3.6,1.95,1.02,0.66,0
4866,3.6,1.95,1.02,0.66,0
4867,3.6,1.95,1.02,0.66,0
4868,3.6,1.95,1.02,0.66,0
4869,3.6,1.95,1.02,0.66,0
4870,3.6,1.95,1.02,0.66,0
4871,3.6,1.95,1.02,0.66,0
4872,3.6,1.95,1.02,0.66,0
4873,3.6,1.95,1.02,0.66,0
4874,3.6,1.95,1.02,0.66,0
4875,3.6,1.95,1.02,0.66,0
4876,3.6,1.95,1.02,0.66,0
4877,3.6,1.95,1.02,0.66,0
4878,3.6,1.95,1.02,0.66,0
4879,3.6,1.95,1.02,0.66,0
4880,3.6,1.95,1.02,0.66,0
4881,3.6,1.95,1.02,0.66,0
4882,3.6,1.95,1.02,0.66,0
4883,3.6,1.95,1.02,0.66,0
4884,3.6,1.95,1.02,0.66,0
4885,3.6,1.95,1.02,0.66,0
4886,3.6,1.95,1.02,0.66,0
4887,3.6,1.95,1.02,0.66,0
4888,3.6,1.95,1.02,0.66,0
4889,3.6,1.95,1.02,0.66,0
4890,3.6,1.95,1.02,0.66,0
4891,3.6,1.95,1.02,0.66,0
4892,3.6,1.95,1.02,0.66,0
4893,3.6,1.95,1.02,0.66,0
4894,3.6,1.95,1.02,0.66,0
4895,3.6,1.95,1.02,0.66,0
4896,3.6,1.95,1.02,0.66,0
4897,3.6,1.95,1.02,0.66,0
4898,3.6,1.95,1.02,0.66,0
4899,3.6,1.95,1.02,0.66,0
4900,3.6,1.95,1.02,0.66,0
4901,3.6,1.95,1.02,0.66,0
4902,3.6,1.95,1.02,0.66,0
4903,3.6,1.95,1.02,0.66,0
4904,3.6,1.95,1.02,0.66,0
4905,3.6,1.95,1.02,0.66,0
4906,3.6,1.95,1.02,0.66,0
4907,3.6,1.95,1.02,0.66,0
4908,3.6,1.95,1.02,0.66,0
4909,3.6,1.95,1.02,0.66,0
4910,3.6,1.95,1.02,0.66,0
4911,3.6,1.95,1.02,0.66,0
4912,3.6,1.95,1.02,0.66,0
4913,3.6,1.95,1.02,0.66,0
4914,3.6,1.95,1.02,0.66,0
4915,3.6,1.95,1.02,0.66,0
4916,3.6,1.95,1.02,0.66,0
4917,3.6,1.95,1.02,0.66,0
4918,3.6,1.95,1.02,0.66,0
4919,3.6,1.95,1.02,0.66,0
4920,3.6,1.95,1.02,0.66,0
4921,3.6,1.95,1.02,0.66,0
4922,3.6,1.95,1.02,0.66,0
4923,3.6,1.95,1.02,0.66,0
4924,3.6,1.95,1.02,0.66,0
4925,3.6,1.95,1.02,0.66,0
4926,3.6,1.95,1.02,0.66,0
4927,3.6,1.95,1.02,0.66,0
4928,3.6,1.95,1.02,0.66,0
4929,3.6,1.95,1.02,0.66,0
4930,3.6,1.95,1.02,0.66,0
4931,3.6,1.95,1.02,0.66,0
4932,3.6,1.95,1.02,0.66,0
4933,3.6,1.95,1.02,0.66,0
4934,3.6,1.95,1.02,0.66,0
4935,3.6,1.95,1.02,0.66,0
4936,3.6,1.95,1.02,0.66,0
4937,3.6,1.95,1.02,0.66,0
4938,3.6,1.95,1.02,0.66,0
4939,3.6,1.95,1.02,0.66,0
4940,3.6,1.95,1.02,0.66,0
4941,3.6,1.95,1.02,0.66,0
4942,3.6,1.95,1.02,0.66,0
4943,3.6,1.95,1.02,0.66,0
4944,3.6,1.95,1.02,0.66,0
4945,3.6,1.95,1.02,0.66,0
4946,3.6,1.95,1.02,0.66,0
4947,3.6,1.95,1.02,0.66,0
4948,3.6,1.95,1.02,0.66,0
4949,3.6,1.95,1.02,0.66,0
4950,3.6,1.95,1.02,0.66,0
4951,3.6,1.95,1.02,0.66,0
4952,3.6,1.95,1.02,0.66,0
4953,3.6,1.95,1.02,0.66,0
4954,3.6,1.95,1.02,0.66,0
4955,3.6,1.95,1.02,0.66,0
4956,3.6,1.95,1.02,0.66,0
4957,3.6,1.95,1.02,0.66,0
4958,3.6,1.95,1.02,0.66,0
4959,3.6,1.95,1.02,0.66,0
4960,3.6,1.95,1.02,0.66,0
4961,3.6,1.95,1.02,0.66,0
4962,3.6,1.95,1.02,0.66,0
4963,3.6,1.95,1.02,0.66,0
4964,3.6,1.95,1.02,0.66,0
4965,3.6,1.95,1.02,0.66,0
4966,3.6,1.95,1.02,0.66,0
4967,3.6,1.95,1.02,0.66,0
4968,3.6,1.95,1.02,0.66,0
4969,3.6,1.95,1.02,0.66,0
4970,3.6,1.95,1.02,0.66,0
4971,3.6,1.95,1.02,0.66,0
4972,3.6,1.95,1.02,0.66,0
4973,3.6,1.95,1.02,0.66,0
4974,3.6,1.95,1.02,0.66,0
4975,3.6,1.95,1.02,0.66,0
4976,3.6,1.95,1.02,0.66,0
4977,3.6,1.95,1.02,0.66,0
4978,3.6,1.95,1.02,0.66,0
4979,3.6,1.95,1.02,0.66,0
4980,3.6,1.95,1.02,0.66,0
4981,3.6,1.95,1.02,0.66,0
4982,3.6,1.95,1.02,0.66,0
4983,3.6,1.95,1.02,0.66,0
4984,3.6,1.95,1.02,0.66,0
4985,3.6,1.95,1.02,0.66,0
4986,3.6,1.95,1.02,0.66,0
4987,3.6,1.95,1.02,0.66,0
4988,3.6,1.95,1.02,0.66,0
4989,3.6,1.95,1.02,0.66,0
4990,3.6,1.95,1.02,0.66,0
4991,3.6,1.95,1.02,0.66,0
4992,3.6,1.95,1.02,0.66,0
4993,3.6,1.95,1.02,0.66,0
4994,3.6,1.95,1.02,0.66,0
4995,3.6,1.95,1.02,0.66,0
4996,3.6,1.95,1.02,0.66,0
4997,3.6,1.95,1.02,0.66,0
4998,3.6,1.95,1.02,0.66,0
4999,3.6,1.95,1.02,0.66,0
5000,3.6,1.95,1.02,0.66,0
5001,3.6,1.95,1.02,0.66,0
5002,3.6,1.95,1.02,0.66,0
5003,3.6,1.95,1.02,0.66,0
5004,3.6,1.95,1.02,0.66,0
5005,3.6,1.95,1.02,0.66,0
5006,3.6,1.95,1.02,0.66,0
5007,3.6,1.95,1.02,0.66,0
5008,3.6,1.95,1.02,0.66,0
5009,3.6,1.95,1.02,0.66,0
5010,3.6,1.95,1.02,0.66,0
5011,3.6,1.95,1.02,0.66,0
5012,3.6,1.95,1.02,0.66,0
5013,3.6,1.95,1.02,0.66,0
5014,3.6,1.95,1.02,0.66,0
5015,3.6,1.95,1.02,0.66,0
5016,3.6,1.95,1.02,0.66,0
5017,3.6,1.95,1.02,0.66,0
5018,3.6,1.95,1.02,0.66,0
5019,3.6,1.95,1.02,0.66,0
5020,3.6,1.95,1.02,0.66,0
5021,3.6,1.95,1.02,0.66,0
5022,3.6,1.95,1.02,0.66,0
5023,3.6,1.95,1.02,0.66,0
5024,3.6,1.95,1.02,0.66,0
5025,3.6,1.95,1.02,0.66,0
5026,3.6,1.95,1.02,0.66,0
5027,3.6,1.95,1.02,0.66,0
5028,3.6,1.95,1.02,0.66,0
5029,3.6,1.95,1.02,0.66,0
5030,3.6,1.95,1.02,0.66,0
5031,3.6,1.95,1.02,0.66,0
5032,3.6,1.95,1.02,0.66,0
5033,3.6,1.95,1.02,0.66,0
5034,3.6,1.95,1.02,0.66,0
5035,3.6,1.95,1.02,0.66,0
5036,3.6,1.95,1.02,0.66,0
5037,3.6,1.95,1.02,0.66,0
