Time_Index,ng,coal,biomass,nuclear,None
2355,3.6,1.95,1.02,0.66,0
2356,3.6,1.95,1.02,0.66,0
2357,3.6,1.95,1.02,0.66,0
2358,3.6,1.95,1.02,0.66,0
2359,3.6,1.95,1.02,0.66,0
2360,3.6,1.95,1.02,0.66,0
2361,3.6,1.95,1.02,0.66,0
2362,3.6,1.95,1.02,0.66,0
2363,3.6,1.95,1.02,0.66,0
2364,3.6,1.95,1.02,0.66,0
2365,3.6,1.95,1.02,0.66,0
2366,3.6,1.95,1.02,0.66,0
2367,3.6,1.95,1.02,0.66,0
2368,3.6,1.95,1.02,0.66,0
2369,3.6,1.95,1.02,0.66,0
2370,3.6,1.95,1.02,0.66,0
2371,3.6,1.95,1.02,0.66,0
2372,3.6,1.95,1.02,0.66,0
2373,3.6,1.95,1.02,0.66,0
2374,3.6,1.95,1.02,0.66,0
2375,3.6,1.95,1.02,0.66,0
2376,3.6,1.95,1.02,0.66,0
2377,3.6,1.95,1.02,0.66,0
2378,3.6,1.95,1.02,0.66,0
2379,3.6,1.95,1.02,0.66,0
2380,3.6,1.95,1.02,0.66,0
2381,3.6,1.95,1.02,0.66,0
2382,3.6,1.95,1.02,0.66,0
2383,3.6,1.95,1.02,0.66,0
2384,3.6,1.95,1.02,0.66,0
2385,3.6,1.95,1.02,0.66,0
2386,3.6,1.95,1.02,0.66,0
2387,3.6,1.95,1.02,0.66,0
2388,3.6,1.95,1.02,0.66,0
2389,3.6,1.95,1.02,0.66,0
2390,3.6,1.95,1.02,0.66,0
2391,3.6,1.95,1.02,0.66,0
2392,3.6,1.95,1.02,0.66,0
2393,3.6,1.95,1.02,0.66,0
2394,3.6,1.95,1.02,0.66,0
2395,3.6,1.95,1.02,0.66,0
2396,3.6,1.95,1.02,0.66,0
2397,3.6,1.95,1.02,0.66,0
2398,3.6,1.95,1.02,0.66,0
2399,3.6,1.95,1.02,0.66,0
2400,3.6,1.95,1.02,0.66,0
2401,3.6,1.95,1.02,0.66,0
2402,3.6,1.95,1.02,0.66,0
2403,3.6,1.95,1.02,0.66,0
2404,3.6,1.95,1.02,0.66,0
2405,3.6,1.95,1.02,0.66,0
2406,3.6,1.95,1.02,0.66,0
2407,3.6,1.95,1.02,0.66,0
2408,3.6,1.95,1.02,0.66,0
2409,3.6,1.95,1.02,0.66,0
2410,3.6,1.95,1.02,0.66,0
2411,3.6,1.95,1.02,0.66,0
2412,3.6,1.95,1.02,0.66,0
2413,3.6,1.95,1.02,0.66,0
2414,3.6,1.95,1.02,0.66,0
2415,3.6,1.95,1.02,0.66,0
2416,3.6,1.95,1.02,0.66,0
2417,3.6,1.95,1.02,0.66,0
2418,3.6,1.95,1.02,0.66,0
2419,3.6,1.95,1.02,0.66,0
2420,3.6,1.95,1.02,0.66,0
2421,3.6,1.95,1.02,0.66,0
2422,3.6,1.95,1.02,0.66,0
2423,3.6,1.95,1.02,0.66,0
2424,3.6,1.95,1.02,0.66,0
2425,3.6,1.95,1.02,0.66,0
2426,3.6,1.95,1.02,0.66,0
2427,3.6,1.95,1.02,0.66,0
2428,3.6,1.95,1.02,0.66,0
2429,3.6,1.95,1.02,0.66,0
2430,3.6,1.95,1.02,0.66,0
2431,3.6,1.95,1.02,0.66,0
2432,3.6,1.95,1.02,0.66,0
2433,3.6,1.95,1.02,0.66,0
2434,3.6,1.95,1.02,0.66,0
2435,3.6,1.95,1.02,0.66,0
2436,3.6,1.95,1.02,0.66,0
2437,3.6,1.95,1.02,0.66,0
2438,3.6,1.95,1.02,0.66,0
2439,3.6,1.95,1.02,0.66,0
2440,3.6,1.95,1.02,0.66,0
2441,3.6,1.95,1.02,0.66,0
2442,3.6,1.95,1.02,0.66,0
2443,3.6,1.95,1.02,0.66,0
2444,3.6,1.95,1.02,0.66,0
2445,3.6,1.95,1.02,0.66,0
2446,3.6,1.95,1.02,0.66,0
2447,3.6,1.95,1.02,0.66,0
2448,3.6,1.95,1.02,0.66,0
2449,3.6,1.95,1.02,0.66,0
2450,3.6,1.95,1.02,0.66,0
2451,3.6,1.95,1.02,0.66,0
2452,3.6,1.95,1.02,0.66,0
2453,3.6,1.95,1.02,0.66,0
2454,3.6,1.95,1.02,0.66,0
2455,3.6,1.95,1.02,0.66,0
2456,3.6,1.95,1.02,0.66,0
2457,3.6,1.95,1.02,0.66,0
2458,3.6,1.95,1.02,0.66,0
2459,3.6,1.95,1.02,0.66,0
2460,3.6,1.95,1.02,0.66,0
2461,3.6,1.95,1.02,0.66,0
2462,3.6,1.95,1.02,0.66,0
2463,3.6,1.95,1.02,0.66,0
2464,3.6,1.95,1.02,0.66,0
2465,3.6,1.95,1.02,0.66,0
2466,3.6,1.95,1.02,0.66,0
2467,3.6,1.95,1.02,0.66,0
2468,3.6,1.95,1.02,0.66,0
2469,3.6,1.95,1.02,0.66,0
2470,3.6,1.95,1.02,0.66,0
2471,3.6,1.95,1.02,0.66,0
2472,3.6,1.95,1.02,0.66,0
2473,3.6,1.95,1.02,0.66,0
2474,3.6,1.95,1.02,0.66,0
2475,3.6,1.95,1.02,0.66,0
2476,3.6,1.95,1.02,0.66,0
2477,3.6,1.95,1.02,0.66,0
2478,3.6,1.95,1.02,0.66,0
2479,3.6,1.95,1.02,0.66,0
2480,3.6,1.95,1.02,0.66,0
2481,3.6,1.95,1.02,0.66,0
2482,3.6,1.95,1.02,0.66,0
2483,3.6,1.95,1.02,0.66,0
2484,3.6,1.95,1.02,0.66,0
2485,3.6,1.95,1.02,0.66,0
2486,3.6,1.95,1.02,0.66,0
2487,3.6,1.95,1.02,0.66,0
2488,3.6,1.95,1.02,0.66,0
2489,3.6,1.95,1.02,0.66,0
2490,3.6,1.95,1.02,0.66,0
2491,3.6,1.95,1.02,0.66,0
2492,3.6,1.95,1.02,0.66,0
2493,3.6,1.95,1.02,0.66,0
2494,3.6,1.95,1.02,0.66,0
2495,3.6,1.95,1.02,0.66,0
2496,3.6,1.95,1.02,0.66,0
2497,3.6,1.95,1.02,0.66,0
2498,3.6,1.95,1.02,0.66,0
2499,3.6,1.95,1.02,0.66,0
2500,3.6,1.95,1.02,0.66,0
2501,3.6,1.95,1.02,0.66,0
2502,3.6,1.95,1.02,0.66,0
2503,3.6,1.95,1.02,0.66,0
2504,3.6,1.95,1.02,0.66,0
2505,3.6,1.95,1.02,0.66,0
2506,3.6,1.95,1.02,0.66,0
2507,3.6,1.95,1.02,0.66,0
2508,3.6,1.95,1.02,0.66,0
2509,3.6,1.95,1.02,0.66,0
2510,3.6,1.95,1.02,0.66,0
2511,3.6,1.95,1.02,0.66,0
2512,3.6,1.95,1.02,0.66,0
2513,3.6,1.95,1.02,0.66,0
2514,3.6,1.95,1.02,0.66,0
2515,3.6,1.95,1.02,0.66,0
2516,3.6,1.95,1.02,0.66,0
2517,3.6,1.95,1.02,0.66,0
2518,3.6,1.95,1.02,0.66,0
2519,3.6,1.95,1.02,0.66,0
2520,3.6,1.95,1.02,0.66,0
2521,3.6,1.95,1.02,0.66,0
2522,3.6,1.95,1.02,0.66,0
2523,3.6,1.95,1.02,0.66,0
2524,3.6,1.95,1.02,0.66,0
2525,3.6,1.95,1.02,0.66,0
2526,3.6,1.95,1.02,0.66,0
2527,3.6,1.95,1.02,0.66,0
2528,3.6,1.95,1.02,0.66,0
2529,3.6,1.95,1.02,0.66,0
2530,3.6,1.95,1.02,0.66,0
2531,3.6,1.95,1.02,0.66,0
2532,3.6,1.95,1.02,0.66,0
2533,3.6,1.95,1.02,0.66,0
2534,3.6,1.95,1.02,0.66,0
2535,3.6,1.95,1.02,0.66,0
2536,3.6,1.95,1.02,0.66,0
2537,3.6,1.95,1.02,0.66,0
2538,3.6,1.95,1.02,0.66,0
2539,3.6,1.95,1.02,0.66,0
2540,3.6,1.95,1.02,0.66,0
2541,3.6,1.95,1.02,0.66,0
2542,3.6,1.95,1.02,0.66,0
2543,3.6,1.95,1.02,0.66,0
2544,3.6,1.95,1.02,0.66,0
2545,3.6,1.95,1.02,0.66,0
2546,3.6,1.95,1.02,0.66,0
2547,3.6,1.95,1.02,0.66,0
2548,3.6,1.95,1.02,0.66,0
2549,3.6,1.95,1.02,0.66,0
2550,3.6,1.95,1.02,0.66,0
2551,3.6,1.95,1.02,0.66,0
2552,3.6,1.95,1.02,0.66,0
2553,3.6,1.95,1.02,0.66,0
2554,3.6,1.95,1.02,0.66,0
2555,3.6,1.95,1.02,0.66,0
2556,3.6,1.95,1.02,0.66,0
2557,3.6,1.95,1.02,0.66,0
2558,3.6,1.95,1.02,0.66,0
2559,3.6,1.95,1.02,0.66,0
2560,3.6,1.95,1.02,0.66,0
2561,3.6,1.95,1.02,0.66,0
2562,3.6,1.95,1.02,0.66,0
2563,3.6,1.95,1.02,0.66,0
2564,3.6,1.95,1.02,0.66,0
2565,3.6,1.95,1.02,0.66,0
2566,3.6,1.95,1.02,0.66,0
2567,3.6,1.95,1.02,0.66,0
2568,3.6,1.95,1.02,0.66,0
2569,3.6,1.95,1.02,0.66,0
2570,3.6,1.95,1.02,0.66,0
2571,3.6,1.95,1.02,0.66,0
2572,3.6,1.95,1.02,0.66,0
2573,3.6,1.95,1.02,0.66,0
2574,3.6,1.95,1.02,0.66,0
2575,3.6,1.95,1.02,0.66,0
2576,3.6,1.95,1.02,0.66,0
2577,3.6,1.95,1.02,0.66,0
2578,3.6,1.95,1.02,0.66,0
2579,3.6,1.95,1.02,0.66,0
2580,3.6,1.95,1.02,0.66,0
2581,3.6,1.95,1.02,0.66,0
2582,3.6,1.95,1.02,0.66,0
2583,3.6,1.95,1.02,0.66,0
2584,3.6,1.95,1.02,0.66,0
2585,3.6,1.95,1.02,0.66,0
2586,3.6,1.95,1.02,0.66,0
2587,3.6,1.95,1.02,0.66,0
2588,3.6,1.95,1.02,0.66,0
2589,3.6,1.95,1.02,0.66,0
2590,3.6,1.95,1.02,0.66,0
2591,3.6,1.95,1.02,0.66,0
2592,3.6,1.95,1.02,0.66,0
2593,3.6,1.95,1.02,0.66,0
2594,3.6,1.95,1.02,0.66,0
2595,3.6,1.95,1.02,0.66,0
2596,3.6,1.95,1.02,0.66,0
2597,3.6,1.95,1.02,0.66,0
2598,3.6,1.95,1.02,0.66,0
2599,3.6,1.95,1.02,0.66,0
2600,3.6,1.95,1.02,0.66,0
2601,3.6,1.95,1.02,0.66,0
2602,3.6,1.95,1.02,0.66,0
2603,3.6,1.95,1.02,0.66,0
2604,3.6,1.95,1.02,0.66,0
2605,3.6,1.95,1.02,0.66,0
2606,3.6,1.95,1.02,0.66,0
2607,3.6,1.95,1.02,0.66,0
2608,3.6,1.95,1.02,0.66,0
2609,3.6,1.95,1.02,0.66,0
2610,3.6,1.95,1.02,0.66,0
2611,3.6,1.95,1.02,0.66,0
2612,3.6,1.95,1.02,0.66,0
2613,3.6,1.95,1.02,0.66,0
2614,3.6,1.95,1.02,0.66,0
2615,3.6,1.95,1.02,0.66,0
2616,3.6,1.95,1.02,0.66,0
2617,3.6,1.95,1.02,0.66,0
2618,3.6,1.95,1.02,0.66,0
2619,3.6,1.95,1.02,0.66,0
2620,3.6,1.95,1.02,0.66,0
2621,3.6,1.95,1.02,0.66,0
2622,3.6,1.95,1.02,0.66,0
2623,3.6,1.95,1.02,0.66,0
2624,3.6,1.95,1.02,0.66,0
2625,3.6,1.95,1.02,0.66,0
2626,3.6,1.95,1.02,0.66,0
2627,3.6,1.95,1.02,0.66,0
2628,3.6,1.95,1.02,0.66,0
2629,3.6,1.95,1.02,0.66,0
2630,3.6,1.95,1.02,0.66,0
2631,3.6,1.95,1.02,0.66,0
2632,3.6,1.95,1.02,0.66,0
2633,3.6,1.95,1.02,0.66,0
2634,3.6,1.95,1.02,0.66,0
2635,3.6,1.95,1.02,0.66,0
2636,3.6,1.95,1.02,0.66,0
2637,3.6,1.95,1.02,0.66,0
2638,3.6,1.95,1.02,0.66,0
2639,3.6,1.95,1.02,0.66,0
2640,3.6,1.95,1.02,0.66,0
2641,3.6,1.95,1.02,0.66,0
2642,3.6,1.95,1.02,0.66,0
2643,3.6,1.95,1.02,0.66,0
2644,3.6,1.95,1.02,0.66,0
2645,3.6,1.95,1.02,0.66,0
2646,3.6,1.95,1.02,0.66,0
2647,3.6,1.95,1.02,0.66,0
2648,3.6,1.95,1.02,0.66,0
2649,3.6,1.95,1.02,0.66,0
2650,3.6,1.95,1.02,0.66,0
2651,3.6,1.95,1.02,0.66,0
2652,3.6,1.95,1.02,0.66,0
2653,3.6,1.95,1.02,0.66,0
2654,3.6,1.95,1.02,0.66,0
2655,3.6,1.95,1.02,0.66,0
2656,3.6,1.95,1.02,0.66,0
2657,3.6,1.95,1.02,0.66,0
2658,3.6,1.95,1.02,0.66,0
2659,3.6,1.95,1.02,0.66,0
2660,3.6,1.95,1.02,0.66,0
2661,3.6,1.95,1.02,0.66,0
2662,3.6,1.95,1.02,0.66,0
2663,3.6,1.95,1.02,0.66,0
2664,3.6,1.95,1.02,0.66,0
2665,3.6,1.95,1.02,0.66,0
2666,3.6,1.95,1.02,0.66,0
2667,3.6,1.95,1.02,0.66,0
2668,3.6,1.95,1.02,0.66,0
2669,3.6,1.95,1.02,0.66,0
2670,3.6,1.95,1.02,0.66,0
2671,3.6,1.95,1.02,0.66,0
2672,3.6,1.95,1.02,0.66,0
2673,3.6,1.95,1.02,0.66,0
2674,3.6,1.95,1.02,0.66,0
2675,3.6,1.95,1.02,0.66,0
2676,3.6,1.95,1.02,0.66,0
2677,3.6,1.95,1.02,0.66,0
2678,3.6,1.95,1.02,0.66,0
2679,3.6,1.95,1.02,0.66,0
2680,3.6,1.95,1.02,0.66,0
2681,3.6,1.95,1.02,0.66,0
2682,3.6,1.95,1.02,0.66,0
2683,3.6,1.95,1.02,0.66,0
2684,3.6,1.95,1.02,0.66,0
2685,3.6,1.95,1.02,0.66,0
2686,3.6,1.95,1.02,0.66,0
2687,3.6,1.95,1.02,0.66,0
2688,3.6,1.95,1.02,0.66,0
2689,3.6,1.95,1.02,0.66,0
2690,3.6,1.95,1.02,0.66,0
2691,3.6,1.95,1.02,0.66,0
2692,3.6,1.95,1.02,0.66,0
2693,3.6,1.95,1.02,0.66,0
2694,3.6,1.95,1.02,0.66,0
2695,3.6,1.95,1.02,0.66,0
2696,3.6,1.95,1.02,0.66,0
2697,3.6,1.95,1.02,0.66,0
2698,3.6,1.95,1.02,0.66,0
2699,3.6,1.95,1.02,0.66,0
2700,3.6,1.95,1.02,0.66,0
2701,3.6,1.95,1.02,0.66,0
2702,3.6,1.95,1.02,0.66,0
2703,3.6,1.95,1.02,0.66,0
2704,3.6,1.95,1.02,0.66,0
2705,3.6,1.95,1.02,0.66,0
2706,3.6,1.95,1.02,0.66,0
2707,3.6,1.95,1.02,0.66,0
2708,3.6,1.95,1.02,0.66,0
2709,3.6,1.95,1.02,0.66,0
2710,3.6,1.95,1.02,0.66,0
2711,3.6,1.95,1.02,0.66,0
2712,3.6,1.95,1.02,0.66,0
2713,3.6,1.95,1.02,0.66,0
2714,3.6,1.95,1.02,0.66,0
2715,3.6,1.95,1.02,0.66,0
2716,3.6,1.95,1.02,0.66,0
2717,3.6,1.95,1.02,0.66,0
2718,3.6,1.95,1.02,0.66,0
2719,3.6,1.95,1.02,0.66,0
2720,3.6,1.95,1.02,0.66,0
2721,3.6,1.95,1.02,0.66,0
2722,3.6,1.95,1.02,0.66,0
2723,3.6,1.95,1.02,0.66,0
2724,3.6,1.95,1.02,0.66,0
2725,3.6,1.95,1.02,0.66,0
2726,3.6,1.95,1.02,0.66,0
2727,3.6,1.95,1.02,0.66,0
2728,3.6,1.95,1.02,0.66,0
2729,3.6,1.95,1.02,0.66,0
2730,3.6,1.95,1.02,0.66,0
2731,3.6,1.95,1.02,0.66,0
2732,3.6,1.95,1.02,0.66,0
2733,3.6,1.95,1.02,0.66,0
2734,3.6,1.95,1.02,0.66,0
2735,3.6,1.95,1.02,0.66,0
2736,3.6,1.95,1.02,0.66,0
2737,3.6,1.95,1.02,0.66,0
2738,3.6,1.95,1.02,0.66,0
2739,3.6,1.95,1.02,0.66,0
2740,3.6,1.95,1.02,0.66,0
2741,3.6,1.95,1.02,0.66,0
2742,3.6,1.95,1.02,0.66,0
2743,3.6,1.95,1.02,0.66,0
2744,3.6,1.95,1.02,0.66,0
2745,3.6,1.95,1.02,0.66,0
2746,3.6,1.95,1.02,0.66,0
2747,3.6,1.95,1.02,0.66,0
2748,3.6,1.95,1.02,0.66,0
2749,3.6,1.95,1.02,0.66,0
2750,3.6,1.95,1.02,0.66,0
2751,3.6,1.95,1.02,0.66,0
2752,3.6,1.95,1.02,0.66,0
2753,3.6,1.95,1.02,0.66,0
2754,3.6,1.95,1.02,0.66,0
2755,3.6,1.95,1.02,0.66,0
2756,3.6,1.95,1.02,0.66,0
2757,3.6,1.95,1.02,0.66,0
2758,3.6,1.95,1.02,0.66,0
2759,3.6,1.95,1.02,0.66,0
2760,3.6,1.95,1.02,0.66,0
2761,3.6,1.95,1.02,0.66,0
2762,3.6,1.95,1.02,0.66,0
2763,3.6,1.95,1.02,0.66,0
2764,3.6,1.95,1.02,0.66,0
2765,3.6,1.95,1.02,0.66,0
2766,3.6,1.95,1.02,0.66,0
2767,3.6,1.95,1.02,0.66,0
2768,3.6,1.95,1.02,0.66,0
2769,3.6,1.95,1.02,0.66,0
2770,3.6,1.95,1.02,0.66,0
2771,3.6,1.95,1.02,0.66,0
2772,3.6,1.95,1.02,0.66,0
2773,3.6,1.95,1.02,0.66,0
2774,3.6,1.95,1.02,0.66,0
2775,3.6,1.95,1.02,0.66,0
2776,3.6,1.95,1.02,0.66,0
2777,3.6,1.95,1.02,0.66,0
2778,3.6,1.95,1.02,0.66,0
2779,3.6,1.95,1.02,0.66,0
2780,3.6,1.95,1.02,0.66,0
2781,3.6,1.95,1.02,0.66,0
2782,3.6,1.95,1.02,0.66,0
2783,3.6,1.95,1.02,0.66,0
2784,3.6,1.95,1.02,0.66,0
2785,3.6,1.95,1.02,0.66,0
2786,3.6,1.95,1.02,0.66,0
2787,3.6,1.95,1.02,0.66,0
2788,3.6,1.95,1.02,0.66,0
2789,3.6,1.95,1.02,0.66,0
2790,3.6,1.95,1.02,0.66,0
2791,3.6,1.95,1.02,0.66,0
2792,3.6,1.95,1.02,0.66,0
2793,3.6,1.95,1.02,0.66,0
2794,3.6,1.95,1.02,0.66,0
2795,3.6,1.95,1.02,0.66,0
2796,3.6,1.95,1.02,0.66,0
2797,3.6,1.95,1.02,0.66,0
2798,3.6,1.95,1.02,0.66,0
2799,3.6,1.95,1.02,0.66,0
2800,3.6,1.95,1.02,0.66,0
2801,3.6,1.95,1.02,0.66,0
2802,3.6,1.95,1.02,0.66,0
2803,3.6,1.95,1.02,0.66,0
2804,3.6,1.95,1.02,0.66,0
2805,3.6,1.95,1.02,0.66,0
2806,3.6,1.95,1.02,0.66,0
2807,3.6,1.95,1.02,0.66,0
2808,3.6,1.95,1.02,0.66,0
2809,3.6,1.95,1.02,0.66,0
2810,3.6,1.95,1.02,0.66,0
2811,3.6,1.95,1.02,0.66,0
2812,3.6,1.95,1.02,0.66,0
2813,3.6,1.95,1.02,0.66,0
2814,3.6,1.95,1.02,0.66,0
2815,3.6,1.95,1.02,0.66,0
2816,3.6,1.95,1.02,0.66,0
2817,3.6,1.95,1.02,0.66,0
2818,3.6,1.95,1.02,0.66,0
2819,3.6,1.95,1.02,0.66,0
2820,3.6,1.95,1.02,0.66,0
2821,3.6,1.95,1.02,0.66,0
2822,3.6,1.95,1.02,0.66,0
2823,3.6,1.95,1.02,0.66,0
2824,3.6,1.95,1.02,0.66,0
2825,3.6,1.95,1.02,0.66,0
2826,3.6,1.95,1.02,0.66,0
2827,3.6,1.95,1.02,0.66,0
2828,3.6,1.95,1.02,0.66,0
2829,3.6,1.95,1.02,0.66,0
2830,3.6,1.95,1.02,0.66,0
2831,3.6,1.95,1.02,0.66,0
2832,3.6,1.95,1.02,0.66,0
2833,3.6,1.95,1.02,0.66,0
2834,3.6,1.95,1.02,0.66,0
2835,3.6,1.95,1.02,0.66,0
2836,3.6,1.95,1.02,0.66,0
2837,3.6,1.95,1.02,0.66,0
2838,3.6,1.95,1.02,0.66,0
2839,3.6,1.95,1.02,0.66,0
2840,3.6,1.95,1.02,0.66,0
2841,3.6,1.95,1.02,0.66,0
2842,3.6,1.95,1.02,0.66,0
2843,3.6,1.95,1.02,0.66,0
2844,3.6,1.95,1.02,0.66,0
2845,3.6,1.95,1.02,0.66,0
2846,3.6,1.95,1.02,0.66,0
2847,3.6,1.95,1.02,0.66,0
2848,3.6,1.95,1.02,0.66,0
2849,3.6,1.95,1.02,0.66,0
2850,3.6,1.95,1.02,0.66,0
2851,3.6,1.95,1.02,0.66,0
2852,3.6,1.95,1.02,0.66,0
2853,3.6,1.95,1.02,0.66,0
2854,3.6,1.95,1.02,0.66,0
2855,3.6,1.95,1.02,0.66,0
2856,3.6,1.95,1.02,0.66,0
2857,3.6,1.95,1.02,0.66,0
2858,3.6,1.95,1.02,0.66,0
2859,3.6,1.95,1.02,0.66,0
2860,3.6,1.95,1.02,0.66,0
2861,3.6,1.95,1.02,0.66,0
2862,3.6,1.95,1.02,0.66,0
2863,3.6,1.95,1.02,0.66,0
2864,3.6,1.95,1.02,0.66,0
2865,3.6,1.95,1.02,0.66,0
2866,3.6,1.95,1.02,0.66,0
2867,3.6,1.95,1.02,0.66,0
2868,3.6,1.95,1.02,0.66,0
2869,3.6,1.95,1.02,0.66,0
2870,3.6,1.95,1.02,0.66,0
2871,3.6,1.95,1.02,0.66,0
2872,3.6,1.95,1.02,0.66,0
2873,3.6,1.95,1.02,0.66,0
2874,3.6,1.95,1.02,0.66,0
2875,3.6,1.95,1.02,0.66,0
2876,3.6,1.95,1.02,0.66,0
2877,3.6,1.95,1.02,0.66,0
2878,3.6,1.95,1.02,0.66,0
2879,3.6,1.95,1.02,0.66,0
2880,3.6,1.95,1.02,0.66,0
2881,3.6,1.95,1.02,0.66,0
2882,3.6,1.95,1.02,0.66,0
2883,3.6,1.95,1.02,0.66,0
2884,3.6,1.95,1.02,0.66,0
2885,3.6,1.95,1.02,0.66,0
2886,3.6,1.95,1.02,0.66,0
2887,3.6,1.95,1.02,0.66,0
2888,3.6,1.95,1.02,0.66,0
2889,3.6,1.95,1.02,0.66,0
2890,3.6,1.95,1.02,0.66,0
2891,3.6,1.95,1.02,0.66,0
2892,3.6,1.95,1.02,0.66,0
2893,3.6,1.95,1.02,0.66,0
2894,3.6,1.95,1.02,0.66,0
2895,3.6,1.95,1.02,0.66,0
2896,3.6,1.95,1.02,0.66,0
2897,3.6,1.95,1.02,0.66,0
2898,3.6,1.95,1.02,0.66,0
2899,3.6,1.95,1.02,0.66,0
2900,3.6,1.95,1.02,0.66,0
2901,3.6,1.95,1.02,0.66,0
2902,3.6,1.95,1.02,0.66,0
2903,3.6,1.95,1.02,0.66,0
2904,3.6,1.95,1.02,0.66,0
2905,3.6,1.95,1.02,0.66,0
2906,3.6,1.95,1.02,0.66,0
2907,3.6,1.95,1.02,0.66,0
2908,3.6,1.95,1.02,0.66,0
2909,3.6,1.95,1.02,0.66,0
2910,3.6,1.95,1.02,0.66,0
2911,3.6,1.95,1.02,0.66,0
2912,3.6,1.95,1.02,0.66,0
2913,3.6,1.95,1.02,0.66,0
2914,3.6,1.95,1.02,0.66,0
2915,3.6,1.95,1.02,0.66,0
2916,3.6,1.95,1.02,0.66,0
2917,3.6,1.95,1.02,0.66,0
2918,3.6,1.95,1.02,0.66,0
2919,3.6,1.95,1.02,0.66,0
2920,3.6,1.95,1.02,0.66,0
2921,3.6,1.95,1.02,0.66,0
2922,3.6,1.95,1.02,0.66,0
2923,3.6,1.95,1.02,0.66,0
2924,3.6,1.95,1.02,0.66,0
2925,3.6,1.95,1.02,0.66,0
2926,3.6,1.95,1.02,0.66,0
2927,3.6,1.95,1.02,0.66,0
2928,3.6,1.95,1.02,0.66,0
2929,3.6,1.95,1.02,0.66,0
2930,3.6,1.95,1.02,0.66,0
2931,3.6,1.95,1.02,0.66,0
2932,3.6,1.95,1.02,0.66,0
2933,3.6,1.95,1.02,0.66,0
2934,3.6,1.95,1.02,0.66,0
2935,3.6,1.95,1.02,0.66,0
2936,3.6,1.95,1.02,0.66,0
2937,3.6,1.95,1.02,0.66,0
2938,3.6,1.95,1.02,0.66,0
2939,3.6,1.95,1.02,0.66,0
2940,3.6,1.95,1.02,0.66,0
2941,3.6,1.95,1.02,0.66,0
2942,3.6,1.95,1.02,0.66,0
2943,3.6,1.95,1.02,0.66,0
2944,3.6,1.95,1.02,0.66,0
2945,3.6,1.95,1.02,0.66,0
2946,3.6,1.95,1.02,0.66,0
2947,3.6,1.95,1.02,0.66,0
2948,3.6,1.95,1.02,0.66,0
2949,3.6,1.95,1.02,0.66,0
2950,3.6,1.95,1.02,0.66,0
2951,3.6,1.95,1.02,0.66,0
2952,3.6,1.95,1.02,0.66,0
2953,3.6,1.95,1.02,0.66,0
2954,3.6,1.95,1.02,0.66,0
2955,3.6,1.95,1.02,0.66,0
2956,3.6,1.95,1.02,0.66,0
2957,3.6,1.95,1.02,0.66,0
2958,3.6,1.95,1.02,0.66,0
2959,3.6,1.95,1.02,0.66,0
2960,3.6,1.95,1.02,0.66,0
2961,3.6,1.95,1.02,0.66,0
2962,3.6,1.95,1.02,0.66,0
2963,3.6,1.95,1.02,0.66,0
2964,3.6,1.95,1.02,0.66,0
2965,3.6,1.95,1.02,0.66,0
2966,3.6,1.95,1.02,0.66,0
2967,3.6,1.95,1.02,0.66,0
2968,3.6,1.95,1.02,0.66,0
2969,3.6,1.95,1.02,0.66,0
2970,3.6,1.95,1.02,0.66,0
2971,3.6,1.95,1.02,0.66,0
2972,3.6,1.95,1.02,0.66,0
2973,3.6,1.95,1.02,0.66,0
2974,3.6,1.95,1.02,0.66,0
2975,3.6,1.95,1.02,0.66,0
2976,3.6,1.95,1.02,0.66,0
2977,3.6,1.95,1.02,0.66,0
2978,3.6,1.95,1.02,0.66,0
2979,3.6,1.95,1.02,0.66,0
2980,3.6,1.95,1.02,0.66,0
2981,3.6,1.95,1.02,0.66,0
2982,3.6,1.95,1.02,0.66,0
2983,3.6,1.95,1.02,0.66,0
2984,3.6,1.95,1.02,0.66,0
2985,3.6,1.95,1.02,0.66,0
2986,3.6,1.95,1.02,0.66,0
2987,3.6,1.95,1.02,0.66,0
2988,3.6,1.95,1.02,0.66,0
2989,3.6,1.95,1.02,0.66,0
2990,3.6,1.95,1.02,0.66,0
2991,3.6,1.95,1.02,0.66,0
2992,3.6,1.95,1.02,0.66,0
2993,3.6,1.95,1.02,0.66,0
2994,3.6,1.95,1.02,0.66,0
2995,3.6,1.95,1.02,0.66,0
2996,3.6,1.95,1.02,0.66,0
2997,3.6,1.95,1.02,0.66,0
2998,3.6,1.95,1.02,0.66,0
2999,3.6,1.95,1.02,0.66,0
3000,3.6,1.95,1.02,0.66,0
3001,3.6,1.95,1.02,0.66,0
3002,3.6,1.95,1.02,0.66,0
3003,3.6,1.95,1.02,0.66,0
3004,3.6,1.95,1.02,0.66,0
3005,3.6,1.95,1.02,0.66,0
3006,3.6,1.95,1.02,0.66,0
3007,3.6,1.95,1.02,0.66,0
3008,3.6,1.95,1.02,0.66,0
3009,3.6,1.95,1.02,0.66,0
3010,3.6,1.95,1.02,0.66,0
3011,3.6,1.95,1.02,0.66,0
3012,3.6,1.95,1.02,0.66,0
3013,3.6,1.95,1.02,0.66,0
3014,3.6,1.95,1.02,0.66,0
3015,3.6,1.95,1.02,0.66,0
3016,3.6,1.95,1.02,0.66,0
3017,3.6,1.95,1.02,0.66,0
3018,3.6,1.95,1.02,0.66,0
3019,3.6,1.95,1.02,0.66,0
