Resource,NGCC_bf,NGCC_gf,NGCT_bf,NGCT_gf,SolarPV,Retro_NGCC_CCS,Retro_NGCC_H2,Total
t350,0.0,0.0,0.0,0.0,1.7914987922338052e6,0.0,0.0,1.7914987922338052e6
t351,0.0,0.0,0.0,0.0,1.6779788147245809e6,0.0,0.0,1.6779788147245809e6
t352,0.0,0.0,0.0,0.0,1.3230374503747942e6,0.0,0.0,1.3230374503747942e6
t353,0.0,0.0,0.0,0.0,900167.4057940427,0.0,0.0,900167.4057940427
t354,0.0,0.0,0.0,0.0,379077.39023518,0.0,0.0,379077.39023518
t355,0.0,0.0,0.0,0.0,12838.481571841015,0.0,0.0,12838.481571841015
t356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t367,0.0,0.0,0.0,0.0,182325.98673421794,0.0,0.0,182325.98673421794
t368,0.0,0.0,0.0,0.0,740747.2071010493,0.0,0.0,740747.2071010493
t369,0.0,0.0,0.0,0.0,1.3487387161997957e6,0.0,0.0,1.3487387161997957e6
t370,0.0,0.0,0.0,0.0,1.7875208131939096e6,0.0,0.0,1.7875208131939096e6
t371,0.0,0.0,0.0,0.0,2.110028519137802e6,0.0,0.0,2.110028519137802e6
t372,0.0,0.0,0.0,0.0,2.0984012596253348e6,0.0,0.0,2.0984012596253348e6
t373,0.0,0.0,0.0,0.0,1.9402079264608002e6,0.0,0.0,1.9402079264608002e6
t374,0.0,0.0,0.0,0.0,1.7569239198353635e6,0.0,0.0,1.7569239198353635e6
t375,0.0,0.0,0.0,0.0,1.612805527536053e6,0.0,0.0,1.612805527536053e6
t376,0.0,0.0,0.0,0.0,1.3771978131479041e6,0.0,0.0,1.3771978131479041e6
t377,0.0,0.0,0.0,0.0,982478.3115029414,0.0,0.0,982478.3115029414
t378,0.0,0.0,0.0,0.0,459552.13975392084,0.0,0.0,459552.13975392084
t379,0.0,0.0,0.0,0.0,36070.01965421999,0.0,0.0,36070.01965421999
t380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t391,0.0,0.0,0.0,0.0,206193.34583512152,0.0,0.0,206193.34583512152
t392,0.0,0.0,0.0,0.0,741971.641283248,0.0,0.0,741971.641283248
t393,0.0,0.0,0.0,0.0,1.2722432128433804e6,0.0,0.0,1.2722432128433804e6
t394,0.0,0.0,0.0,0.0,1.671553374477868e6,0.0,0.0,1.671553374477868e6
t395,0.0,0.0,0.0,0.0,1.9539773609683348e6,0.0,0.0,1.9539773609683348e6
t396,0.0,0.0,0.0,0.0,1.964993014857143e6,0.0,0.0,1.964993014857143e6
t397,0.0,0.0,0.0,0.0,1.8940048522765615e6,0.0,0.0,1.8940048522765615e6
t398,0.0,0.0,0.0,0.0,1.6369781735123864e6,0.0,0.0,1.6369781735123864e6
t399,0.0,0.0,0.0,0.0,1.513666550154883e6,0.0,0.0,1.513666550154883e6
t400,0.0,0.0,0.0,0.0,1.334053784328162e6,0.0,0.0,1.334053784328162e6
t401,0.0,0.0,0.0,0.0,948513.8089324491,0.0,0.0,948513.8089324491
t402,0.0,0.0,0.0,0.0,431401.789736692,0.0,0.0,431401.789736692
t403,0.0,0.0,0.0,0.0,17423.653561784235,0.0,0.0,17423.653561784235
t404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t415,0.0,0.0,0.0,0.0,197629.485263051,0.0,0.0,197629.485263051
t416,0.0,0.0,0.0,0.0,734324.8333215864,0.0,0.0,734324.8333215864
t417,0.0,0.0,0.0,0.0,1.261841530760842e6,0.0,0.0,1.261841530760842e6
t418,0.0,0.0,0.0,0.0,1.6482994018224038e6,0.0,0.0,1.6482994018224038e6
t419,0.0,0.0,0.0,0.0,1.8181205067478754e6,0.0,0.0,1.8181205067478754e6
t420,0.0,0.0,0.0,0.0,1.765184750572584e6,0.0,0.0,1.765184750572584e6
t421,0.0,0.0,0.0,0.0,1.6666573502454231e6,0.0,0.0,1.6666573502454231e6
t422,0.0,0.0,0.0,0.0,1.657783359607113e6,0.0,0.0,1.657783359607113e6
t423,0.0,0.0,0.0,0.0,1.63391598183636e6,0.0,0.0,1.63391598183636e6
t424,0.0,0.0,0.0,0.0,1.3312974000447548e6,0.0,0.0,1.3312974000447548e6
t425,0.0,0.0,0.0,0.0,909957.2518014618,0.0,0.0,909957.2518014618
t426,0.0,0.0,0.0,0.0,388255.7611764698,0.0,0.0,388255.7611764698
t427,0.0,0.0,0.0,0.0,29039.422602973726,0.0,0.0,29039.422602973726
t428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t439,0.0,0.0,0.0,0.0,214765.45366041202,0.0,0.0,214765.45366041202
t440,0.0,0.0,0.0,0.0,799805.5144936639,0.0,0.0,799805.5144936639
t441,0.0,0.0,0.0,0.0,1.4157508972342215e6,0.0,0.0,1.4157508972342215e6
t442,0.0,0.0,0.0,0.0,1.8866599681501098e6,0.0,0.0,1.8866599681501098e6
t443,0.0,0.0,0.0,0.0,2.176120628404619e6,0.0,0.0,2.176120628404619e6
t444,0.0,0.0,0.0,0.0,2.190807414504843e6,0.0,0.0,2.190807414504843e6
t445,0.0,0.0,0.0,0.0,2.232726831218886e6,0.0,0.0,2.232726831218886e6
t446,0.0,0.0,0.0,0.0,2.225688880529564e6,0.0,0.0,2.225688880529564e6
t447,0.0,0.0,0.0,0.0,2.0883017847210662e6,0.0,0.0,2.0883017847210662e6
t448,0.0,0.0,0.0,0.0,1.6804250058054083e6,0.0,0.0,1.6804250058054083e6
t449,0.0,0.0,0.0,0.0,1.1440352200394724e6,0.0,0.0,1.1440352200394724e6
t450,0.0,0.0,0.0,0.0,474848.8996343539,0.0,0.0,474848.8996343539
t451,0.0,0.0,0.0,0.0,99100.99946466016,0.0,0.0,99100.99946466016
t452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t463,0.0,0.0,0.0,0.0,222418.77528461357,0.0,0.0,222418.77528461357
t464,0.0,0.0,0.0,0.0,782367.0285824231,0.0,0.0,782367.0285824231
t465,0.0,0.0,0.0,0.0,1.3759750476315555e6,0.0,0.0,1.3759750476315555e6
t466,0.0,0.0,0.0,0.0,1.8129198419896113e6,0.0,0.0,1.8129198419896113e6
t467,0.0,0.0,0.0,0.0,2.1540921422998933e6,0.0,0.0,2.1540921422998933e6
t468,0.0,0.0,0.0,0.0,2.210698929255101e6,0.0,0.0,2.210698929255101e6
t469,0.0,0.0,0.0,0.0,2.1449125025270535e6,0.0,0.0,2.1449125025270535e6
t470,0.0,0.0,0.0,0.0,2.071170618180455e6,0.0,0.0,2.071170618180455e6
t471,0.0,0.0,0.0,0.0,1.6749210596138642e6,0.0,0.0,1.6749210596138642e6
t472,0.0,0.0,0.0,0.0,1.1868760319039852e6,0.0,0.0,1.1868760319039852e6
t473,0.0,0.0,0.0,0.0,891295.3905805025,0.0,0.0,891295.3905805025
t474,0.0,0.0,0.0,0.0,413960.00669144135,0.0,0.0,413960.00669144135
t475,0.0,0.0,0.0,0.0,54734.792998789315,0.0,0.0,54734.792998789315
t476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t487,0.0,0.0,0.0,0.0,185699.39907161423,0.0,0.0,185699.39907161423
t488,0.0,0.0,0.0,0.0,702197.998873962,0.0,0.0,702197.998873962
t489,0.0,0.0,0.0,0.0,1.2205346334404277e6,0.0,0.0,1.2205346334404277e6
t490,0.0,0.0,0.0,0.0,1.666047712107844e6,0.0,0.0,1.666047712107844e6
t491,0.0,0.0,0.0,0.0,1.9316419133525097e6,0.0,0.0,1.9316419133525097e6
t492,0.0,0.0,0.0,0.0,1.7612088650674487e6,0.0,0.0,1.7612088650674487e6
t493,0.0,0.0,0.0,0.0,1.4674643477063242e6,0.0,0.0,1.4674643477063242e6
t494,0.0,0.0,0.0,0.0,1.3759751416170155e6,0.0,0.0,1.3759751416170155e6
t495,0.0,0.0,0.0,0.0,1.2070717540075027e6,0.0,0.0,1.2070717540075027e6
t496,0.0,0.0,0.0,0.0,1.0017558448478401e6,0.0,0.0,1.0017558448478401e6
t497,0.0,0.0,0.0,0.0,685367.8068343307,0.0,0.0,685367.8068343307
t498,0.0,0.0,0.0,0.0,337158.34856902645,0.0,0.0,337158.34856902645
t499,0.0,0.0,0.0,0.0,305.67813266288135,0.0,0.0,305.67813266288135
t500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t511,0.0,0.0,0.0,0.0,252398.60956605032,0.0,0.0,252398.60956605032
t512,0.0,0.0,0.0,0.0,637017.1634196842,0.0,0.0,637017.1634196842
t513,0.0,0.0,0.0,0.0,1.0124567683828382e6,0.0,0.0,1.0124567683828382e6
t514,0.0,0.0,0.0,0.0,1.3992179051992798e6,0.0,0.0,1.3992179051992798e6
t515,0.0,0.0,0.0,0.0,1.5191611594590268e6,0.0,0.0,1.5191611594590268e6
t516,0.0,0.0,0.0,0.0,1.4971281654485313e6,0.0,0.0,1.4971281654485313e6
t517,0.0,0.0,0.0,0.0,1.4319518004658336e6,0.0,0.0,1.4319518004658336e6
t518,0.0,0.0,0.0,0.0,1.3141466247248838e6,0.0,0.0,1.3141466247248838e6
t519,0.0,0.0,0.0,0.0,1.248053447882727e6,0.0,0.0,1.248053447882727e6
t520,0.0,0.0,0.0,0.0,1.05620132662472e6,0.0,0.0,1.05620132662472e6
t521,0.0,0.0,0.0,0.0,808660.9026302339,0.0,0.0,808660.9026302339
t522,0.0,0.0,0.0,0.0,439951.78094349254,0.0,0.0,439951.78094349254
t523,0.0,0.0,0.0,0.0,69713.9502939927,0.0,0.0,69713.9502939927
t524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t534,0.0,0.0,0.0,0.0,23842.894347704743,0.0,0.0,23842.894347704743
t535,0.0,0.0,0.0,0.0,370202.2059427098,0.0,0.0,370202.2059427098
t536,0.0,0.0,0.0,0.0,712595.8921375305,0.0,0.0,712595.8921375305
t537,0.0,0.0,0.0,0.0,1.0589676990910368e6,0.0,0.0,1.0589676990910368e6
t538,0.0,0.0,0.0,0.0,1.356688142552977e6,0.0,0.0,1.356688142552977e6
t539,0.0,0.0,0.0,0.0,1.4515411419457917e6,0.0,0.0,1.4515411419457917e6
t540,0.0,0.0,0.0,0.0,1.3915660449001582e6,0.0,0.0,1.3915660449001582e6
t541,0.0,0.0,0.0,0.0,1.2269452847225706e6,0.0,0.0,1.2269452847225706e6
t542,0.0,0.0,0.0,0.0,1.0871095653261857e6,0.0,0.0,1.0871095653261857e6
t543,0.0,0.0,0.0,0.0,1.0607942736218248e6,0.0,0.0,1.0607942736218248e6
t544,0.0,0.0,0.0,0.0,968693.3198422666,0.0,0.0,968693.3198422666
t545,0.0,0.0,0.0,0.0,701570.6163283426,0.0,0.0,701570.6163283426
t546,0.0,0.0,0.0,0.0,256672.55821652556,0.0,0.0,256672.55821652556
t547,0.0,0.0,0.0,0.0,6113.562653257627,0.0,0.0,6113.562653257627
t548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t559,0.0,0.0,0.0,0.0,62077.97308183117,0.0,0.0,62077.97308183117
t560,0.0,0.0,0.0,0.0,390702.2149218571,0.0,0.0,390702.2149218571
t561,0.0,0.0,0.0,0.0,464748.32371400506,0.0,0.0,464748.32371400506
t562,0.0,0.0,0.0,0.0,736766.4312130735,0.0,0.0,736766.4312130735
t563,0.0,0.0,0.0,0.0,1.255407674946829e6,0.0,0.0,1.255407674946829e6
t564,0.0,0.0,0.0,0.0,1.207672223462622e6,0.0,0.0,1.207672223462622e6
t565,0.0,0.0,0.0,0.0,1.2584641834537857e6,0.0,0.0,1.2584641834537857e6
t566,0.0,0.0,0.0,0.0,1.305890609426253e6,0.0,0.0,1.305890609426253e6
t567,0.0,0.0,0.0,0.0,1.4561279171991164e6,0.0,0.0,1.4561279171991164e6
t568,0.0,0.0,0.0,0.0,1.278045041030224e6,0.0,0.0,1.278045041030224e6
t569,0.0,0.0,0.0,0.0,921268.1630262291,0.0,0.0,921268.1630262291
t570,0.0,0.0,0.0,0.0,464741.5678443751,0.0,0.0,464741.5678443751
t571,0.0,0.0,0.0,0.0,192418.22743617676,0.0,0.0,192418.22743617676
t572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t582,0.0,0.0,0.0,0.0,200384.41274354796,0.0,0.0,200384.41274354796
t583,0.0,0.0,0.0,0.0,369284.88206242083,0.0,0.0,369284.88206242083
t584,0.0,0.0,0.0,0.0,767368.5098588999,0.0,0.0,767368.5098588999
t585,0.0,0.0,0.0,0.0,1.315078067642483e6,0.0,0.0,1.315078067642483e6
t586,0.0,0.0,0.0,0.0,1.785985637111871e6,0.0,0.0,1.785985637111871e6
t587,0.0,0.0,0.0,0.0,2.118588476063763e6,0.0,0.0,2.118588476063763e6
t588,0.0,0.0,0.0,0.0,2.2103816604917613e6,0.0,0.0,2.2103816604917613e6
t589,0.0,0.0,0.0,0.0,2.2008944784385418e6,0.0,0.0,2.2008944784385418e6
t590,0.0,0.0,0.0,0.0,2.181616383693143e6,0.0,0.0,2.181616383693143e6
t591,0.0,0.0,0.0,0.0,1.9245893770829476e6,0.0,0.0,1.9245893770829476e6
t592,0.0,0.0,0.0,0.0,1.5362965684356978e6,0.0,0.0,1.5362965684356978e6
t593,0.0,0.0,0.0,0.0,1.0384618333048493e6,0.0,0.0,1.0384618333048493e6
t594,0.0,0.0,0.0,0.0,470556.9452471786,0.0,0.0,470556.9452471786
t595,0.0,0.0,0.0,0.0,267385.7430029637,0.0,0.0,267385.7430029637
t596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t606,0.0,0.0,0.0,0.0,445477.6263472065,0.0,0.0,445477.6263472065
t607,0.0,0.0,0.0,0.0,322775.28791986237,0.0,0.0,322775.28791986237
t608,0.0,0.0,0.0,0.0,815714.1201169663,0.0,0.0,815714.1201169663
t609,0.0,0.0,0.0,0.0,1.3273177320746293e6,0.0,0.0,1.3273177320746293e6
t610,0.0,0.0,0.0,0.0,1.7052058304105608e6,0.0,0.0,1.7052058304105608e6
t611,0.0,0.0,0.0,0.0,1.9509089394718881e6,0.0,0.0,1.9509089394718881e6
t612,0.0,0.0,0.0,0.0,2.023425329705548e6,0.0,0.0,2.023425329705548e6
t613,0.0,0.0,0.0,0.0,2.0289315188590921e6,0.0,0.0,2.0289315188590921e6
t614,0.0,0.0,0.0,0.0,1.9805849887505358e6,0.0,0.0,1.9805849887505358e6
t615,0.0,0.0,0.0,0.0,1.792404088210884e6,0.0,0.0,1.792404088210884e6
t616,0.0,0.0,0.0,0.0,1.434096921065121e6,0.0,0.0,1.434096921065121e6
t617,0.0,0.0,0.0,0.0,1.0041905333988174e6,0.0,0.0,1.0041905333988174e6
t618,0.0,0.0,0.0,0.0,483713.499570504,0.0,0.0,483713.499570504
t619,0.0,0.0,0.0,0.0,252392.0399213203,0.0,0.0,252392.0399213203
t620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t630,0.0,0.0,0.0,0.0,421308.89923216315,0.0,0.0,421308.89923216315
t631,0.0,0.0,0.0,0.0,305949.691652541,0.0,0.0,305949.691652541
t632,0.0,0.0,0.0,0.0,811738.4853575206,0.0,0.0,811738.4853575206
t633,0.0,0.0,0.0,0.0,1.3361925056729394e6,0.0,0.0,1.3361925056729394e6
t634,0.0,0.0,0.0,0.0,1.735805297461347e6,0.0,0.0,1.735805297461347e6
t635,0.0,0.0,0.0,0.0,2.0384215155515617e6,0.0,0.0,2.0384215155515617e6
t636,0.0,0.0,0.0,0.0,2.117363725275864e6,0.0,0.0,2.117363725275864e6
t637,0.0,0.0,0.0,0.0,2.1201160945591307e6,0.0,0.0,2.1201160945591307e6
t638,0.0,0.0,0.0,0.0,2.10267395835576e6,0.0,0.0,2.10267395835576e6
t639,0.0,0.0,0.0,0.0,1.8508485080725092e6,0.0,0.0,1.8508485080725092e6
t640,0.0,0.0,0.0,0.0,1.4842795389027353e6,0.0,0.0,1.4842795389027353e6
t641,0.0,0.0,0.0,0.0,1.0176546360236024e6,0.0,0.0,1.0176546360236024e6
t642,0.0,0.0,0.0,0.0,454645.62584312627,0.0,0.0,454645.62584312627
t643,0.0,0.0,0.0,0.0,242601.38632463117,0.0,0.0,242601.38632463117
t644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t654,0.0,0.0,0.0,0.0,272602.0186703279,0.0,0.0,272602.0186703279
t655,0.0,0.0,0.0,0.0,335937.59396400774,0.0,0.0,335937.59396400774
t656,0.0,0.0,0.0,0.0,782365.9189876931,0.0,0.0,782365.9189876931
t657,0.0,0.0,0.0,0.0,1.2630645978179607e6,0.0,0.0,1.2630645978179607e6
t658,0.0,0.0,0.0,0.0,1.6599237424560809e6,0.0,0.0,1.6599237424560809e6
t659,0.0,0.0,0.0,0.0,1.9668235195065408e6,0.0,0.0,1.9668235195065408e6
t660,0.0,0.0,0.0,0.0,2.0295483363609915e6,0.0,0.0,2.0295483363609915e6
t661,0.0,0.0,0.0,0.0,2.01241182349055e6,0.0,0.0,2.01241182349055e6
t662,0.0,0.0,0.0,0.0,1.977528680913359e6,0.0,0.0,1.977528680913359e6
t663,0.0,0.0,0.0,0.0,1.7599736380732202e6,0.0,0.0,1.7599736380732202e6
t664,0.0,0.0,0.0,0.0,1.413600006069794e6,0.0,0.0,1.413600006069794e6
t665,0.0,0.0,0.0,0.0,978185.782543836,0.0,0.0,978185.782543836
t666,0.0,0.0,0.0,0.0,487694.89754873957,0.0,0.0,487694.89754873957
t667,0.0,0.0,0.0,0.0,237095.87405344727,0.0,0.0,237095.87405344727
t668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t678,0.0,0.0,0.0,0.0,113179.84899135456,0.0,0.0,113179.84899135456
t679,0.0,0.0,0.0,0.0,271676.476341009,0.0,0.0,271676.476341009
t680,0.0,0.0,0.0,0.0,647422.9431953627,0.0,0.0,647422.9431953627
t681,0.0,0.0,0.0,0.0,946061.1388969216,0.0,0.0,946061.1388969216
t682,0.0,0.0,0.0,0.0,1.2153248398789135e6,0.0,0.0,1.2153248398789135e6
t683,0.0,0.0,0.0,0.0,1.3478140512717166e6,0.0,0.0,1.3478140512717166e6
t684,0.0,0.0,0.0,0.0,1.4628622007308193e6,0.0,0.0,1.4628622007308193e6
t685,0.0,0.0,0.0,0.0,1.5430286434769202e6,0.0,0.0,1.5430286434769202e6
t686,0.0,0.0,0.0,0.0,1.4184918666600585e6,0.0,0.0,1.4184918666600585e6
