Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
Zone,1,1,2,2,2,3,3,1,2,3
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.361752942001,51951.2220709412,3046.9255058522
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.361752942001,45630.913088683,3046.9255058522
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.361752942001,39559.38321366926,3022.237808054495
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.361752942001,33944.028067744905,3022.237808054495
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.361752942001,28575.079484212267,3022.237808054495
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.361752942001,23223.94281537093,3022.237808054495
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.361752942001,17968.259192625203,3022.237808054495
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.361752942001,12647.260408204562,3022.237808054495
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.361752942001,12047.18194651496,3022.237808054495
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.361752942001,20932.24220185781,3022.237808054495
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.361752942001,33719.39936025373,3022.237808054495
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.361752942001,49099.77955030178,3022.237808054495
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.361752942001,64580.75147961301,3022.237808054495
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.361752942001,81228.26143618727,3022.237808054495
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.361752942001,94415.05647811998,3022.237808054495
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.361752942001,97643.48680269977,3022.237808054495
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.361752942001,89229.05396906017,3022.237808054495
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.361752942001,79688.31872854137,2603.618038139715
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5299.909326841965,70185.96605194108,2603.618038139715
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5299.909326841965,60830.52231999509,2603.618038139715
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5299.909326841965,52276.440512322086,2603.618038139715
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2894.6207918152168,47491.673502155274,2603.618038139715
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2894.6207918152168,41229.52040062019,2603.618038139715
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2894.6207918152168,37199.25913981587,2603.618038139715
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2894.6207918152168,34205.92475940405,2603.618038139715
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2894.6207918152168,30215.800609295784,2603.618038139715
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2894.6207918152168,26093.13491440426,2603.618038139715
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2894.6207918152168,23097.834371949208,418.9449890782307
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2894.6207918152168,17511.523623759724,0.0
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.33225678846924,14573.335159448654,0.0
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7986.152646129861,0.0
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2035.8362160466395,3679.5005583436096,1849.1072687256408
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4071.672432093279,14904.433045400221,3698.2145374512816
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6107.508648139918,35739.64238242914,5547.321806176921
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8143.344864186558,58679.47146859963,7396.429074902562
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10179.181080233198,81619.30055477009,9245.536343628202
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10830.744831889298,103551.7332920194,10832.771314610887
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10830.744831889298,119008.14457011483,12577.436406833627
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10830.744831889298,127659.88003098249,12696.650816117597
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10345.863235849536,119365.86255675394,12696.650816117597
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8508.675585351255,109717.44290079708,12696.650816117597
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6458.45958714559,100082.88361514409,12146.715083646295
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4691.651344320908,90529.35418665246,11249.078810668703
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3765.40629690176,81110.1637318756,9688.07327464356
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.4932141246477,71913.80538429234,8643.702947677079
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.4932141246477,62965.223127691,7584.778853871404
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.4932141246477,55844.713885315985,6641.069471637531
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.4932141246477,49563.38564629122,5815.76795724561
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.4932141246477,43690.89269042766,5043.94303960166
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.4932141246477,37980.85023172623,4293.853353997042
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.4932141246477,32286.949940316033,3575.8850545675946
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.4932141246477,26255.229939671077,2765.6950203590245
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.4932141246477,19170.22848425927,2011.687634785877
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.4932141246477,10223.970270287982,1012.6216002746788
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2549.127660702153,0.0,0.0
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2549.127660702153,2032.120032195507,0.0
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2549.127660702153,13088.390331849003,0.0
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2549.127660702153,28690.400665209992,0.0
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2549.127660702153,44766.79570681346,0.0
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2549.127660702153,60899.54646495789,0.0
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4228.534418440319,78490.15962085838,0.0
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4228.534418440319,96642.78131972603,0.0
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4228.534418440319,106246.85066064763,0.0
t65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3229.447066500122,97002.97321276103,0.0
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1777.3174314844741,87289.51643460892,0.0
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.09971645978732,76634.80850256872,0.0
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67027.49330080766,0.0
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57768.161423582904,0.0
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51795.789318861614,0.0
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45542.26456459377,0.0
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39847.6023848478,0.0
t73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35821.37007473738,0.0
t74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32222.937958188148,0.0
t75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29628.95920764908,0.0
t76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25296.57245545721,0.0
t77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21096.526789727563,0.0
t78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16204.405143382075,0.0
t79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9599.331433218933,0.0
t80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3054.276279441106,0.0
t81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8670.48454417192,0.0
t83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2035.8362160466395,27809.778086232473,1849.1072687256408
t84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2160.838952742463,50409.92235949301,3698.2145374512816
t85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3638.0602015060053,70883.71767962206,4274.707134300969
t86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1232.771666479258,89314.20682561326,3941.545229853061
t87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3144.1931729869634,103719.21064930831,1756.8721807915763
t88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5180.0293890336025,112610.29238747813,362.09065490365026
t89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2774.7408540068554,106077.20641126974,1542.6337384151918
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.452318980108,100317.10952992465,832.3492547922316
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405.2885350267475,90776.25516964417,1144.6068594694957
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85221.53752657138,2993.7141281951363
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2035.8362160466395,75598.02418908876,4842.821396920777
t94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4071.672432093279,67749.66035404358,2658.1483478592927
t95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1666.3838970665315,63535.32560651182,4507.255616584933
t96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3702.220113113171,58090.60271652897,6327.967355805176
t97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4814.829634173685,54285.73657266338,4143.294306743693
t98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4599.832413165964,50556.66149245716,5992.401575469334
t99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2456.935792523917,46860.06829667637,3973.734481626679
t100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3938.401572655464,43160.522202311455,3567.312740349793
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5974.237788702103,32269.767718163992,5416.420009075434
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6389.463075945642,28266.073069633585,4721.084583062652
t103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3984.174540918894,21463.18311730648,6570.191851788292
t104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.8860058921466,11574.085214110442,8419.299120513933
t105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.5146414581927,13143.523360947367,6917.986071799799
t106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.7334235164249,26893.544105604447,5420.607268368415
t107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.1973771595237,49833.37319177491,7269.714537094056
t108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4055.033593206163,72773.20227794537,9118.821805819694
t109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6090.869809252803,95713.03136411583,9245.536343628202
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6924.807713288465,102829.66235873931,11094.643612353844
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8960.643929335105,120026.21224052229,12943.750881079484
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10830.744831889298,127659.88003098249,14792.858149805126
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10030.717059928493,127659.88003098249,14792.858149805126
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9754.444328363206,117813.15046144664,14657.093828325635
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9037.533768715773,107966.42089191079,14657.093828325635
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8764.210427864966,98181.529897577,12472.420779264152
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7883.77990327624,88511.78659499873,10287.747730202667
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6452.586107613525,79054.21357630339,9417.569446344678
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6452.586107613525,69901.568704294,9229.5090687159
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4047.2975725867773,66496.51161972032,9229.5090687159
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4047.2975725867773,62861.11906465693,9229.5090687159
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4047.2975725867773,61557.868868921236,9229.5090687159
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4047.2975725867773,60673.102127953156,9229.5090687159
t124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4047.2975725867773,60120.24383345039,9229.5090687159
t125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4047.2975725867773,59765.74055554246,9229.5090687159
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4047.2975725867773,58661.98633819033,9229.5090687159
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4047.2975725867773,57078.52111553144,9229.5090687159
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4047.2975725867773,54981.37160247524,11078.616337441541
t129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4217.966772338944,58582.719805839275,12927.723606167183
t130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5393.865553428996,66550.69848909476,14690.765916094217
t131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7057.437855434313,82660.9286149297,14690.765916094217
t132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8249.933021852827,98754.12330407178,14690.765916094217
t133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9805.144563063595,111383.3255714283,14690.765916094217
t134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10563.920114156987,120355.6023420727,14690.765916094217
t135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10563.920114156987,127570.72105141343,14690.765916094217
t136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10425.285184070788,127570.72105141343,14690.765916094217
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9440.38233573518,125662.69417220325,14792.858149805126
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9440.38233573518,122319.69809537903,14617.134527344417
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8340.936976689718,112671.27843942218,12432.461478282934
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5935.648441662972,104702.65395340315,10441.053456951257
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,95294.125321937,8256.380407889772
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,86064.71532209059,6455.5731768597925
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,77355.15908428236,5377.05806858297
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,71304.73555630981,5377.05806858297
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,66082.15424558711,5377.05806858297
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,61923.39847395607,5377.05806858297
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,58412.21694813542,5377.05806858297
t148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,53983.22000908884,5377.05806858297
t149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,48599.54585617594,5377.05806858297
t150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,42577.508665366964,5070.9914971846865
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,35821.72274437877,4155.675810381999
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,28176.19695350445,3154.1594419965345
t153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,28380.52807169923,3154.1594419965345
t154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,28431.971064575828,3154.1594419965345
t155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,37380.073446044626,3154.1594419965345
t156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,51398.84436183094,3154.1594419965345
t157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,68271.5210653603,3154.1594419965345
t158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,85325.69922872639,3154.1594419965345
t159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,100123.36849724619,3154.1594419965345
t160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,106098.29884376992,3154.1594419965345
t161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,97689.6106073284,3154.1594419965345
t162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,90061.74224582806,3154.1594419965345
t163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,81967.17948306601,3154.1594419965345
t164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,74624.6783655454,3154.1594419965345
t165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,68133.84755416572,3154.1594419965345
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,62400.38456224641,3154.1594419965345
t167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.3683316532015,58861.932949305214,3154.1594419965345
t168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5748.361752942001,58861.932949305214,3154.1594419965345
t169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5667.527304781603,65935.27760583897,3289.018919281463
t170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7697.622968804103,55542.12331775897,2415.077091422233
t171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9733.459184850743,45204.27247533416,1753.8176308422005
t172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7328.1706498239955,36898.14456828359,3602.9248995678413
t173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4922.8821147972485,31326.656736736968,2763.4339206258815
t174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6958.718330843889,20954.354567510563,1811.1964168976465
t175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4553.429795817142,12412.480346596827,3660.303685623287
t176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6589.266011863781,12433.905720810906,3182.354545740205
