Period_Index,Rep_Period,Rep_Period_Index
1,95,7
2,95,7
3,95,7
4,95,7
5,151,10
6,14,1
7,151,10
8,151,10
9,151,10
10,102,8
11,102,8
12,102,8
13,102,8
14,14,1
15,14,1
16,73,5
17,73,5
18,108,9
19,73,5
20,73,5
21,73,5
22,73,5
23,73,5
24,26,2
25,26,2
26,28,3
27,28,3
28,108,9
29,28,3
30,28,3
31,28,3
32,28,3
33,89,6
34,89,6
35,89,6
36,89,6
37,89,6
38,89,6
39,108,9
40,95,7
41,95,7
42,95,7
43,95,7
44,95,7
45,151,10
46,151,10
47,151,10
48,151,10
49,102,8
50,108,9
51,102,8
52,102,8
