Time_Index,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind
3856,1,0.4522,1,0.170863658,0.4731,1,0.098285958
3857,1,0.3203,1,0.22004661,0.3513,1,0.108379349
3858,1,0.1618,1,0.287057668,0.2051,1,0.171208769
3859,1,0.0857,1,0.464647084,0.1072,1,0.210692823
3860,1,0.0362,1,0.431260109,0.0002,1,0.240595758
3861,1,0,1,0.429862708,0,1,0.401063263
3862,1,0,1,0.006805271,0,1,0.005414513
3863,1,0,1,0.284196377,0,1,0.472474217
3864,1,0,1,0.2357205,0,1,0.36043483
3865,1,0,1,0.255533934,0,1,0.371049285
3866,1,0,1,0.157546759,0,1,0.49363941
3867,1,0,1,0.199761152,0,1,0.41943267
3868,1,0,1,0.195887998,0,1,0.531292915
3869,1,0,1,0.206376255,0,1,0.592756748
3870,1,0.0862,1,0.220516995,0.0741,1,0.609481633
3871,1,0.1147,1,0.063040741,0.1331,1,0.483346254
3872,1,0.2431,1,0.109704487,0.2546,1,0.374912441
3873,1,0.3828,1,0.179136857,0.3673,1,0.332571357
3874,1,0.492,1,0.200069875,0.4812,1,0.315493822
3875,1,0.5487,1,0.356357276,0.5556,1,0.482944906
3876,1,0.5534,1,0.50347507,0.5748,1,0.596071005
3877,1,0.558,1,0.717685103,0.5721,1,0.662995458
3878,1,0.5522,1,0.871921659,0.5592,1,0.620360613
3879,1,0.5321,1,0.800152361,0.5415,1,0.672803819
3880,1,0.4367,1,0.725072324,0.4812,1,0.770771027
3881,1,0.315,1,0.708724082,0.3599,1,0.863388896
3882,1,0.1671,1,0.657537103,0.207,1,0.812877953
3883,1,0.0824,1,0.363562495,0.1017,1,0.831174731
3884,1,0.0091,1,0.504807055,0.0396,1,0.849172294
3885,1,0,1,0.408079177,0,1,0.785294414
3886,1,0,1,0.531135499,0,1,0.757732749
3887,1,0,1,0.233968467,0,1,0.876612186
3888,1,0,1,0.317590177,0,1,0.811368525
3889,1,0,1,0.431610733,0,1,0.694496393
3890,1,0,1,0.574139476,0,1,0.712165236
3891,1,0,1,0.5398283,0,1,0.687352419
3892,1,0,1,0.201132476,0,1,0.659404457
3893,1,0,1,0.107555799,0,1,0.697532237
3894,1,0.0587,1,0.144015923,0.0126,1,0.66704905
3895,1,0.1202,1,0.071583487,0.1019,1,0.370624304
3896,1,0.2267,1,0.205921009,0.2045,1,0.198139548
3897,1,0.3121,1,0.161220312,0.3112,1,0.115637213
3898,1,0.3871,1,0.336054265,0.3663,1,0.137585416
3899,1,0.4377,1,0.368090123,0.4167,1,0.213544935
3900,1,0.4715,1,0.454866886,0.4684,1,0.296501637
3901,1,0.481,1,0.460774302,0.4928,1,0.341858566
3902,1,0.4752,1,0.431218863,0.4656,1,0.504923463
3903,1,0.4683,1,0.424021393,0.3782,1,0.555706739
3904,1,0.3812,1,0.402401239,0.3149,1,0.58567667
3905,1,0.2652,1,0.201657325,0.2465,1,0.529349804
3906,1,0.1535,1,0.31398356,0.1617,1,0.271917343
3907,1,0.0289,1,0.642302394,0.0083,1,0.68558681
3908,1,0,1,0.458561152,0,1,0.740724802
3909,1,0,1,0.278454691,0,1,0.761210203
3910,1,0,1,0.406244844,0,1,0.765236795
3911,1,0,1,0.48908928,0,1,0.627387524
3912,1,0,1,0.247558758,0,1,0.580875278
3913,1,0,1,0.342755079,0,1,0.632006764
3914,1,0,1,0.309545279,0,1,0.578805923
3915,1,0,1,0.171430543,0,1,0.609469712
3916,1,0,1,0.143114701,0,1,0.574605167
3917,1,0,1,0.098292246,0,1,0.354392409
3918,1,0,1,0.035499647,0,1,0.486296773
3919,1,0.0152,1,0.059476066,0.001,1,0.380780578
3920,1,0.0911,1,0.11565797,0.0361,1,0.511300564
3921,1,0.1895,1,0.450230718,0.1556,1,0.576747477
3922,1,0.2332,1,0.528750181,0.2229,1,0.583429992
3923,1,0.2898,1,0.409164637,0.3207,1,0.519946456
3924,1,0.3538,1,0.186176032,0.3915,1,0.605123937
3925,1,0.3662,1,0.088073134,0.4183,1,0.509155095
3926,1,0.3455,1,0.035387903,0.4072,1,0.443727702
3927,1,0.2894,1,0.104915872,0.3946,1,0.44295612
3928,1,0.2522,1,0.058641382,0.3199,1,0.410591662
3929,1,0.177,1,0.102075763,0.2486,1,0.363248765
3930,1,0.1159,1,0.119901411,0.1285,1,0.475088507
3931,1,0.0529,1,0.0421708,0.068,1,0.527274489
3932,1,0.048,1,0.026643943,0.0668,1,0.398225695
3933,1,0,1,0.006000017,0,1,0.446907103
3934,1,0,1,0.011312632,0,1,0.49304834
3935,1,0,1,0.147607014,0,1,0.621403217
3936,1,0,1,0.327344626,0,1,0.594646752
3937,1,0,1,0.510582566,0,1,0.597996175
3938,1,0,1,0.665729821,0,1,0.616550386
3939,1,0,1,0.769778907,0,1,0.678454101
3940,1,0,1,0.781615794,0,1,0.732066453
3941,1,0,1,0.923156559,0,1,0.680707097
3942,1,0.1017,1,0.872993588,0.1517,1,0.700340629
3943,1,0.103,1,0.416936696,0.1317,1,0.468663871
3944,1,0.2403,1,0.640715778,0.2659,1,0.308907151
3945,1,0.3815,1,0.548123121,0.4216,1,0.433436096
3946,1,0.4815,1,0.678181589,0.4981,1,0.668577075
3947,1,0.5593,1,0.523655593,0.5462,1,0.600421906
3948,1,0.6001,1,0.422979057,0.5636,1,0.4817487
3949,1,0.6257,1,0.440276533,0.584,1,0.500855207
3950,1,0.6342,1,0.288656324,0.5905,1,0.445044398
3951,1,0.5798,1,0.088861234,0.5736,1,0.536001384
3952,1,0.4757,1,0.048434187,0.4946,1,0.585669577
3953,1,0.3352,1,0.015997954,0.3746,1,0.476768315
3954,1,0.1595,1,0.02092329,0.2176,1,0.462205201
3955,1,0.0851,1,0.016852297,0.1172,1,0.34112674
3956,1,0.1883,1,0.024710625,0.1645,1,0.224550784
3957,1,0,1,0.056830518,0,1,0.50530684
3958,1,0,1,0.067118898,0,1,0.625415683
3959,1,0,1,0.083863556,0,1,0.80799073
3960,1,0,1,0.224713877,0,1,0.827878237
3961,1,0,1,0.295715094,0,1,0.795009732
3962,1,0,1,0.475750923,0,1,0.806117177
3963,1,0,1,0.429904968,0,1,0.751525283
3964,1,0,1,0.133806333,0,1,0.688379347
3965,1,0,1,0.097172618,0,1,0.590809584
3966,1,0.187,1,0.178564966,0.1914,1,0.440276444
3967,1,0.093,1,0.15810056,0.1356,1,0.206560731
3968,1,0.2452,1,0.085907668,0.2812,1,0.076066189
3969,1,0.4187,1,0.136811152,0.4427,1,0.052358244
3970,1,0.5509,1,0.16231443,0.564,1,0.072258621
3971,1,0.6487,1,0.265915275,0.6528,1,0.163257718
3972,1,0.6968,1,0.404657096,0.7036,1,0.21888794
3973,1,0.693,1,0.51797837,0.7014,1,0.174088746
3974,1,0.6863,1,0.590401947,0.6962,1,0.271408796
3975,1,0.6064,1,0.492305607,0.6233,1,0.288551986
3976,1,0.4918,1,0.327540308,0.5182,1,0.327175796
3977,1,0.343,1,0.226276025,0.3867,1,0.23930341
3978,1,0.1604,1,0.203923002,0.2214,1,0.183847055
3979,1,0.087,1,0.11941237,0.1234,1,0.155675009
3980,1,0.2318,1,0.280301064,0.2254,1,0.147988319
3981,1,0,1,0.350494742,0,1,0.283060133
3982,1,0,1,0.308144778,0,1,0.354517639
3983,1,0,1,0.317373067,0,1,0.417354345
3984,1,0,1,0.228583589,0,1,0.352071643
3985,1,0,1,0.126057819,0,1,0.384281546
3986,1,0,1,0.145783231,0,1,0.439341187
3987,1,0,1,0.1197372,0,1,0.447830498
3988,1,0,1,0.130558938,0,1,0.448487759
3989,1,0,1,0.122706443,0,1,0.378204077
3990,1,0.1887,1,0.212007314,0.2121,1,0.328149706
3991,1,0.0929,1,0.1003922,0.1401,1,0.142711937
3992,1,0.2427,1,0.031912338,0.2791,1,0.020971987
3993,1,0.4116,1,0.048532557,0.4387,1,0.03525766
3994,1,0.5369,1,0.043898437,0.554,1,0.0197175
3995,1,0.6279,1,0.071059972,0.6423,1,0.045648471
3996,1,0.6575,1,0.042385492,0.6722,1,0.063592114
3997,1,0.6482,1,0.089992523,0.6526,1,0.095929787
3998,1,0.6391,1,0.129399985,0.6397,1,0.073528484
3999,1,0.5776,1,0.140253082,0.5868,1,0.09993241
4000,1,0.4757,1,0.140412569,0.4965,1,0.102977335
4001,1,0.3383,1,0.338652551,0.3819,1,0.080296755
4002,1,0.1684,1,0.413234174,0.2233,1,0.192715466
4003,1,0.0868,1,0.488830209,0.1236,1,0.310765326
4004,1,0.0487,1,0.315008312,0.0592,1,0.376608133
4005,1,0,1,0.294467419,0,1,0.381036401
4006,1,0,1,0.33345896,0,1,0.470916688
4007,1,0,1,0.247955799,0,1,0.443783104
4008,1,0,1,0.21165216,0,1,0.426078439
4009,1,0,1,0.08057832,0,1,0.391872585
4010,1,0,1,0.05053981,0,1,0.369980156
4011,1,0,1,0.027604669,0,1,0.293420106
4012,1,0,1,0.024256045,0,1,0.263359457
4013,1,0,1,0.022627071,0,1,0.209918827
4014,1,0.1238,1,0.007028688,0.1169,1,0.201831371
4015,1,0.1126,1,0.000443146,0.1345,1,0.159745127
4016,1,0.2482,1,0.000209463,0.267,1,0.119903788
4017,1,0.4064,1,0.006409309,0.4155,1,0.127775416
4018,1,0.5351,1,0.000249937,0.5408,1,0.094079047
4019,1,0.6317,1,2.38E-05,0.633,1,0.086347684
4020,1,0.6694,1,0.003048241,0.6776,1,0.116006024
4021,1,0.6718,1,0.042286195,0.6771,1,0.275058508
4022,1,0.6624,1,0.053152397,0.6612,1,0.289999306
4023,1,0.5849,1,0.090882063,0.5833,1,0.515571296
4024,1,0.4741,1,0.133875713,0.4927,1,0.687199116
4025,1,0.3354,1,0.328875691,0.3771,1,0.80862993
4026,1,0.1691,1,0.303652883,0.2266,1,0.789527178
4027,1,0.0894,1,0.411599845,0.1258,1,0.832211196
4028,1,0.1753,1,0.407856643,0.1013,1,0.791961193
4029,1,0,1,0.466663718,0,1,0.738780499
4030,1,0,1,0.442651212,0,1,0.638597965
4031,1,0,1,0.190238789,0,1,0.55591768
4032,1,0,1,0.081739865,0,1,0.482379586
4033,1,0,1,0.084794655,0,1,0.30826205
4034,1,0,1,0.042004775,0,1,0.32182464
4035,1,0,1,0.035979014,0,1,0.409319758
4036,1,0,1,0.079702616,0,1,0.440235674
4037,1,0,1,0.049946934,0,1,0.419636488
4038,1,0.1413,1,0.079176895,0.0819,1,0.358149648
4039,1,0.1111,1,0.043667104,0.1374,1,0.280561447
4040,1,0.2426,1,0.018809691,0.2703,1,0.216558814
4041,1,0.3826,1,0.019106941,0.3901,1,0.16113463
4042,1,0.4891,1,0.01859187,0.4868,1,0.197282195
4043,1,0.569,1,0.031475447,0.5596,1,0.199134439
4044,1,0.6004,1,0.072725773,0.5879,1,0.184223503
4045,1,0.6034,1,0.054304734,0.6235,1,0.159811124
4046,1,0.6211,1,0.015936963,0.6489,1,0.14446108
4047,1,0.5338,1,0.034133233,0.5552,1,0.176439762
4048,1,0.4669,1,0.086897612,0.5102,1,0.336762071
4049,1,0.334,1,0.103999987,0.388,1,0.486347497
4050,1,0.1671,1,0.174804866,0.2236,1,0.516227961
4051,1,0.086,1,0.2201747,0.1238,1,0.627290547
4052,1,0.1706,1,0.491415381,0.2023,1,0.679050684
4053,1,0,1,0.2646541,0,1,0.653349936
4054,1,0,1,0.403209776,0,1,0.537564874
4055,1,0,1,0.051038079,0,1,0.016529134
4056,1,0,1,0.340327442,0,1,0.562652528
4057,1,0,1,0.249855042,0,1,0.444951832
4058,1,0,1,0.233947083,0,1,0.427508712
4059,1,0,1,0.323539913,0,1,0.454078257
4060,1,0,1,0.213226259,0,1,0.30389154
4061,1,0,1,0.119329244,0,1,0.276053607
4062,1,0.1356,1,0.088602558,0.082,1,0.268219262
4063,1,0.1041,1,0.036639493,0.139,1,0.134403139
4064,1,0.2399,1,0.036242433,0.2537,1,0.120898649
4065,1,0.3785,1,0.059083246,0.3737,1,0.142803788
4066,1,0.4837,1,0.036041401,0.4621,1,0.212472588
4067,1,0.5323,1,0.02953428,0.5091,1,0.206463575
4068,1,0.5114,1,0.066774137,0.5107,1,0.31250596
4069,1,0.5175,1,0.192922726,0.5195,1,0.36366424
4070,1,0.5099,1,0.067628443,0.5249,1,0.328209043
4071,1,0.502,1,0.266051859,0.4878,1,0.514360011
4072,1,0.4113,1,0.356875837,0.4141,1,0.438186109
4073,1,0.3017,1,0.20736599,0.3055,1,0.470179141
4074,1,0.1773,1,0.143969849,0.2022,1,0.5234828
4075,1,0.0811,1,0.059980564,0.0982,1,0.432317257
4076,1,0.0006,1,0.063000545,0.0033,1,0.422967851
4077,1,0,1,0.09858638,0,1,0.422142923
4078,1,0,1,0.236438587,0,1,0.424903393
4079,1,0,1,0.422417998,0,1,0.339691877
4080,1,0,1,0.640400648,0,1,0.386226952
4081,1,0,1,0.682912886,0,1,0.435992986
4082,1,0,1,0.764979541,0,1,0.633106053
4083,1,0,1,0.866993368,0,1,0.7202214
4084,1,0,1,0.843771875,0,1,0.648012877
4085,1,0,1,0.623076618,0,1,0.578679562
4086,1,0.0521,1,0.527433455,0.0471,1,0.628221154
4087,1,0.0985,1,0.251504213,0.1273,1,0.468821257
4088,1,0.2328,1,0.325605392,0.257,1,0.377678454
4089,1,0.3833,1,0.321369052,0.3987,1,0.391336262
4090,1,0.4987,1,0.248315796,0.5031,1,0.329414308
4091,1,0.5835,1,0.237923905,0.5786,1,0.42480725
4092,1,0.6064,1,0.241748586,0.6038,1,0.449049264
4093,1,0.6063,1,0.487741411,0.5953,1,0.315262467
4094,1,0.5912,1,0.396230996,0.5798,1,0.389932871
4095,1,0.5341,1,0.527969956,0.5288,1,0.483686328
4096,1,0.4368,1,0.545257628,0.4498,1,0.608399332
4097,1,0.3104,1,0.5638237,0.3467,1,0.558783233
4098,1,0.1689,1,0.464383125,0.2084,1,0.425200045
4099,1,0.0764,1,0.409658939,0.094,1,0.288794458
4100,1,0.0051,1,0.262474149,0.0099,1,0.390709817
4101,1,0,1,0.328620791,0,1,0.442707092
4102,1,0,1,0.430390537,0,1,0.525637329
4103,1,0,1,0.235219836,0,1,0.51905036
4104,1,0,1,0.394154638,0,1,0.524290562
4105,1,0,1,0.466048807,0,1,0.555211961
4106,1,0,1,0.608515501,0,1,0.682125986
4107,1,0,1,0.761140108,0,1,0.751252294
4108,1,0,1,0.697440565,0,1,0.678217292
4109,1,0,1,0.831147194,0,1,0.554194927
4110,1,0.1443,1,0.632953525,0.1514,1,0.423558891
4111,1,0.0852,1,0.435421795,0.1229,1,0.354075879
4112,1,0.2259,1,0.392530501,0.2574,1,0.303769797
4113,1,0.3874,1,0.367562801,0.4085,1,0.296701312
4114,1,0.4981,1,0.392703414,0.5056,1,0.124634564
4115,1,0.7094,1,0.343956143,0.7166,1,0.201892465
4116,1,0.6284,1,0.32486552,0.6408,1,0.264532179
4117,1,0.5976,1,0.498742372,0.6134,1,0.102589399
4118,1,0.6137,1,0.226122901,0.6356,1,0.092956915
4119,1,0.5524,1,0.19922635,0.5786,1,0.08374697
4120,1,0.4502,1,0.123126708,0.4832,1,0.066913344
4121,1,0.3184,1,0.134108841,0.3605,1,0.075790092
4122,1,0.157,1,0.138937175,0.2053,1,0.068963557
4123,1,0.074,1,0.044449497,0.1019,1,0.097002417
4124,1,0.0333,1,0.136284024,0.0425,1,0.179200709
4125,1,0,1,0.051417522,0,1,0.189838752
4126,1,0,1,0.094535545,0,1,0.232443228
4127,1,0,1,0.160265326,0,1,0.264147133
4128,1,0,1,0.272460938,0,1,0.237362742
4129,1,0,1,0.481402189,0,1,0.303661942
4130,1,0,1,0.544087946,0,1,0.401011765
4131,1,0,1,0.510268867,0,1,0.460092008
4132,1,0,1,0.595044971,0,1,0.531506181
4133,1,0,1,0.547915876,0,1,0.566735566
4134,1,0.1089,1,0.361241817,0.0959,1,0.605379164
4135,1,0.092,1,0.301407814,0.1187,1,0.326179266
4136,1,0.2267,1,0.200391904,0.2371,1,0.207207203
4137,1,0.3764,1,0.096890703,0.3797,1,0.188235298
4138,1,0.4909,1,0.215718269,0.4531,1,0.180048719
4139,1,0.5724,1,0.113970622,0.5043,1,0.19692418
4140,1,0.6002,1,0.066572145,0.5887,1,0.309986711
4141,1,0.6122,1,0.030067835,0.5789,1,0.312495291
4142,1,0.5975,1,0.027404794,0.568,1,0.366684258
4143,1,0.5315,1,0.032034814,0.3858,1,0.546130419
4144,1,0.3419,1,0.320604116,0.2035,1,0.580540597
4145,1,0.1672,1,0.087928981,0.1565,1,0.504089952
4146,1,0.0733,1,0.274061024,0.0803,1,0.489174366
4147,1,0.0088,1,0.161947623,0.011,1,0.310073972
4148,1,0,1,0.016573334,0,1,0.207239971
4149,1,0,1,0.025352208,0,1,0.238678336
4150,1,0,1,0.206886709,0,1,0.285301805
4151,1,0,1,0.302340716,0,1,0.397995293
4152,1,0,1,0.39352867,0,1,0.417964309
4153,1,0,1,0.744931817,0,1,0.286334306
4154,1,0,1,0.589511573,0,1,0.154881313
4155,1,0,1,0.623819411,0,1,0.091030635
4156,1,0,1,0.623697937,0,1,0.113001153
4157,1,0,1,0.575999022,0,1,0.187403023
4158,1,0.0043,1,0.583417833,0.0043,1,0.258703768
4159,1,0.0623,1,0.491086632,0.0961,1,0.262409121
4160,1,0.2003,1,0.332933605,0.2305,1,0.067934118
4161,1,0.3362,1,0.225157857,0.3627,1,0.096608877
4162,1,0.4571,1,0.25522694,0.4839,1,0.107106686
4163,1,0.5548,1,0.273181945,0.5896,1,0.10371834
4164,1,0.5854,1,0.189565584,0.6302,1,0.158334956
4165,1,0.6017,1,0.322386295,0.6216,1,0.320788473
4166,1,0.6029,1,0.269486487,0.6042,1,0.296148658
4167,1,0.541,1,0.29595688,0.5685,1,0.278267741
4168,1,0.425,1,0.446696162,0.4758,1,0.264398098
4169,1,0.286,1,0.830243707,0.3732,1,0.439458221
4170,1,0.1556,1,0.930709779,0.2119,1,0.425650835
4171,1,0.072,1,0.77305305,0.1158,1,0.336099029
4172,1,0.0689,1,0.098763205,0.1682,1,0.296068668
4173,1,0,1,0.2546314,0,1,0.144366533
4174,1,0,1,0.467610925,0,1,0.121841341
4175,1,0,1,0.531553447,0,1,0.111265451
4176,1,0,1,0.718726754,0,1,0.181060523
4177,1,0,1,0.64421773,0,1,0.404956818
4178,1,0,1,0.720784247,0,1,0.483583599
4179,1,0,1,0.748633087,0,1,0.462725282
4180,1,0,1,0.748998642,0,1,0.532577515
4181,1,0,1,0.840037346,0,1,0.520656109
4182,1,0.189,1,0.847282112,0.2137,1,0.674610496
4183,1,0.0883,1,0.242995247,0.1337,1,0.70495379
4184,1,0.2346,1,0.216114059,0.2722,1,0.724631071
4185,1,0.4067,1,0.055512123,0.4308,1,0.723815858
4186,1,0.5354,1,0.164602801,0.5428,1,0.782191157
4187,1,0.6306,1,0.048733409,0.6218,1,0.755230725
4188,1,0.6745,1,0.064304769,0.6687,1,0.580811918
4189,1,0.6685,1,0.051508918,0.6634,1,0.624726057
4190,1,0.6592,1,0.043250464,0.6569,1,0.416231006
4191,1,0.5789,1,0.029379277,0.5749,1,0.324977428
4192,1,0.4474,1,0.047085375,0.3695,1,0.277542114
4193,1,0.278,1,0.193007842,0.2678,1,0.240733951
4194,1,0.1607,1,0.219697356,0.1913,1,0.142728075
4195,1,0.0851,1,0.261437625,0.0951,1,0.135502353
4196,1,0,1,0.179465726,0,1,0.226941854
4197,1,0,1,0.370052457,0,1,0.246768013
4198,1,0,1,0.558752239,0,1,0.299491704
4199,1,0,1,0.56825763,0,1,0.284923851
4200,1,0,1,0.44103545,0,1,0.190710425
4201,1,0,1,0.532149136,0,1,0.12979421
4202,1,0,1,0.69571346,0,1,0.134520352
4203,1,0,1,0.645955563,0,1,0.126343921
4204,1,0,1,0.658834159,0,1,0.133170754
4205,1,0,1,0.38859278,0,1,0.127621025
4206,1,0.0729,1,0.416368484,0.0045,1,0.177199334
4207,1,0.1009,1,0.143241048,0.0667,1,0.256902725
4208,1,0.1676,1,0.010817611,0.0988,1,0.157415688
4209,1,0.2093,1,0.029109452,0.1514,1,0.090606518
4210,1,0.2328,1,0.021189345,0.2216,1,0.097034901
4211,1,0.2979,1,0.0332046,0.2792,1,0.096120477
4212,1,0.3235,1,0.029827075,0.3546,1,0.123008795
4213,1,0.348,1,0.039100565,0.5518,1,0.166669756
4214,1,0.4524,1,0.268610835,0.5912,1,0.321857631
4215,1,0.4243,1,0.178610861,0.5081,1,0.225506812
4216,1,0.3714,1,0.17755425,0.3934,1,0.24316515
4217,1,0.2726,1,0.161512882,0.2812,1,0.26639834
4218,1,0.1542,1,0.100277871,0.1914,1,0.306458175
4219,1,0.0637,1,0.082407333,0.0871,1,0.39224261
4220,1,0.0004,1,0.257081002,0.0176,1,0.428381562
4221,1,0,1,0.543916464,0,1,0.480648905
4222,1,0,1,0.599047542,0,1,0.357862949
4223,1,0,1,0.61217916,0,1,0.367994487
4224,1,0,1,0.950617909,0,1,0.288708985
4225,1,0,1,0.896876037,0,1,0.306783319
4226,1,0,1,0.901314676,0,1,0.208088309
4227,1,0,1,0.905268729,0,1,0.206422061
4228,1,0,1,0.797776461,0,1,0.22566399
4229,1,0,1,0.781698048,0,1,0.207199633
4230,1,0.1207,1,0.807386637,0.145,1,0.188211322
4231,1,0.1022,1,0.689081967,0.1338,1,0.235068351
4232,1,0.2362,1,0.417755067,0.2663,1,0.007317907
4233,1,0.3808,1,0.616696656,0.4101,1,0.029855452
4234,1,0.4803,1,0.423230201,0.5025,1,0.082278922
4235,1,0.5357,1,0.739763916,0.5635,1,0.07017085
4236,1,0.5432,1,0.850536525,0.5587,1,0.164885312
4237,1,0.5438,1,0.987946272,0.5235,1,0.097375572
4238,1,0.5222,1,0.992906868,0.5203,1,0.157152563
4239,1,0.502,1,0.954949856,0.5073,1,0.218297303
4240,1,0.413,1,0.957483649,0.4417,1,0.284887314
4241,1,0.3067,1,0.995159686,0.3374,1,0.250350595
4242,1,0.1705,1,0.957313597,0.2166,1,0.292278349
4243,1,0.0746,1,0.839267194,0.1064,1,0.376685798
4244,1,0.0012,1,0.669839799,0.0064,1,0.378894359
4245,1,0,1,0.615554631,0,1,0.538183033
4246,1,0,1,0.531172693,0,1,0.471059918
4247,1,0,1,0.374284714,0,1,0.555653691
4248,1,0,1,0.899301589,0,1,0.535425305
4249,1,0,1,0.987569451,0,1,0.513603687
4250,1,0,1,0.831888318,0,1,0.615900338
4251,1,0,1,0.820104659,0,1,0.617354155
4252,1,0,1,0.661965132,0,1,0.621548772
4253,1,0,1,0.557559967,0,1,0.613199234
4254,1,0.0428,1,0.71585691,0.0797,1,0.674034238
4255,1,0.1073,1,0.532644331,0.1161,1,0.697947621
4256,1,0.2165,1,0.381418973,0.2643,1,0.671187818
4257,1,0.369,1,0.719067872,0.423,1,0.648022175
4258,1,0.4939,1,0.915469408,0.5249,1,0.603304744
4259,1,0.5937,1,0.991534948,0.6044,1,0.512082815
4260,1,0.595,1,0.994274199,0.645,1,0.522258401
4261,1,0.5971,1,0.984071434,0.6586,1,0.47689867
4262,1,0.5788,1,0.930274308,0.6612,1,0.43426013
4263,1,0.5256,1,0.940155029,0.5838,1,0.398068488
4264,1,0.4145,1,0.849161148,0.4878,1,0.485058069
4265,1,0.2927,1,0.938407242,0.3664,1,0.549637675
4266,1,0.1595,1,0.88310343,0.2178,1,0.603584647
4267,1,0.064,1,0.43992117,0.1144,1,0.648020506
4268,1,0.0001,1,0.482916027,0.0513,1,0.692086339
4269,1,0,1,0.635671675,0,1,0.699872613
4270,1,0,1,0.544813573,0,1,0.714989185
4271,1,0,1,0.408325285,0,1,0.712729931
4272,1,0,1,0.781023324,0,1,0.68884778
4273,1,0,1,0.815511405,0,1,0.677193761
4274,1,0,1,0.918238223,0,1,0.642627239
4275,1,0,1,0.966636121,0,1,0.61526072
4276,1,0,1,0.959990978,0,1,0.540993154
4277,1,0,1,0.725447237,0,1,0.360586166
4278,1,0.1196,1,0.245298237,0.1791,1,0.382705986
4279,1,0.0917,1,0.279651493,0.1294,1,0.324572116
4280,1,0.2305,1,0.388571203,0.2651,1,0.313019633
4281,1,0.392,1,0.398834586,0.4225,1,0.382539153
4282,1,0.5141,1,0.250578254,0.5401,1,0.442692637
4283,1,0.6074,1,0.184600756,0.6252,1,0.367659181
4284,1,0.6526,1,0.186699167,0.668,1,0.264581144
4285,1,0.6509,1,0.201297894,0.6618,1,0.162649632
4286,1,0.643,1,0.112629965,0.656,1,0.170286462
4287,1,0.5701,1,0.120832451,0.5945,1,0.229917571
4288,1,0.4684,1,0.072467804,0.4964,1,0.27787903
4289,1,0.3352,1,0.054361761,0.3775,1,0.186267853
4290,1,0.1631,1,0.092879415,0.2189,1,0.197896942
4291,1,0.0781,1,0.072004206,0.1124,1,0.204321951
4292,1,0.0021,1,0.066791676,0.0028,1,0.279196352
4293,1,0,1,0.190585867,0,1,0.395247966
4294,1,0,1,0.457088739,0,1,0.468433648
4295,1,0,1,0.45988068,0,1,0.541697562
4296,1,0,1,0.472866714,0,1,0.568696082
4297,1,0,1,0.466151059,0,1,0.517454863
4298,1,0,1,0.474777311,0,1,0.447129369
4299,1,0,1,0.806126058,0,1,0.47182405
4300,1,0,1,0.779218495,0,1,0.564639449
4301,1,0,1,0.442314804,0,1,0.589268923
4302,1,0.0147,1,0.624453485,0.0002,1,0.552271426
4303,1,0.0785,1,0.696367621,0.049,1,0.448346138
4304,1,0.1559,1,0.65118432,0.159,1,0.571629047
4305,1,0.2278,1,0.172671884,0.3285,1,0.476262391
4306,1,0.3812,1,0.051805969,0.4663,1,0.364937067
4307,1,0.5423,1,0.036903031,0.5564,1,0.050913945
4308,1,0.5978,1,0.026239254,0.622,1,0.459812164
4309,1,0.6228,1,0.01181122,0.6377,1,0.493829727
4310,1,0.6322,1,0.190033689,0.6379,1,0.625113428
4311,1,0.569,1,0.529028535,0.5803,1,0.719941199
4312,1,0.4645,1,0.826584518,0.4878,1,0.830204546
4313,1,0.3287,1,0.861350298,0.3666,1,0.750364959
4314,1,0.1604,1,0.827531636,0.2138,1,0.714815617
4315,1,0.0747,1,0.568184793,0.1071,1,0.676634371
4316,1,0.0929,1,0.277791977,0.1388,1,0.705001056
4317,1,0,1,0.586958945,0,1,0.646551192
4318,1,0,1,0.798252046,0,1,0.571797848
4319,1,0,1,0.876728177,0,1,0.565706253
4320,1,0,1,0.558286965,0,1,0.663451672
4321,1,0,1,0.458582252,0,1,0.711805582
4322,1,0,1,0.475991964,0,1,0.717718244
4323,1,0,1,0.68334502,0,1,0.647512496
4324,1,0,1,0.839030862,0,1,0.639725983
4325,1,0,1,0.835533857,0,1,0.619809151
4326,1,0.1443,1,0.920808613,0.1423,1,0.502784193
4327,1,0.0982,1,0.772970855,0.1288,1,0.385512352
4328,1,0.2283,1,0.327633321,0.2595,1,0.257294774
4329,1,0.3865,1,0.179378852,0.4111,1,0.170225352
4330,1,0.5162,1,0.521349788,0.525,1,0.190555483
4331,1,0.6098,1,0.634025276,0.6027,1,0.235677406
4332,1,0.6572,1,0.727685094,0.6716,1,0.234316453
4333,1,0.6208,1,0.655138195,0.6504,1,0.444353729
4334,1,0.59,1,0.694265127,0.6406,1,0.635225534
4335,1,0.5564,1,0.392424762,0.5846,1,0.742416561
4336,1,0.4649,1,0.338385493,0.4911,1,0.704310596
4337,1,0.328,1,0.652789056,0.3458,1,0.551085949
4338,1,0.1655,1,0.57474345,0.2061,1,0.507823825
4339,1,0.0849,1,0.370055348,0.095,1,0.498482466
4340,1,0.0224,1,0.291444421,0.0588,1,0.605923295
4341,1,0,1,0.414478302,0,1,0.731694579
