region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,EmissionsCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,RegSubsidyRevenue,Revenue,Cost,Profit
NE,natural_gas_combined_cycle,1,1,1,1.3917055286465626e9,0.0,2.1890634209766346e8,0.0,4.4730786679999995e8,3.3515833250727468e9,0.0,0.5683023913909134,0.0,0.0,5.409503e9,0.0,0.0,0.0,0.0,5.409503232e9,4.0177975345387125e9,1.3917056974612875e9
NE,solar_pv,1,1,2,0.3247950189556734,0.0,0.07143205809623017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19501318,0.0,0.0,0.0,0.0,0.19501318037509918,0.07143205809623017,0.12358112227886901
NE,onshore_wind,1,1,3,1.5068726107337565e9,0.0,6.697986743492999e8,0.0,7.2485064e6,0.0,0.0,0.0,0.0,0.0,2.1839199e9,0.0,0.0,0.0,0.0,2.183919872e9,6.770471807492999e8,1.5068726912507e9
NE,battery,1,0,4,3.1472304638606284e7,3.929216959437786e7,7.866469117952296e6,9.820422221907724e6,175488.95625,0.0,569.6036568076499,0.0,0.0,3.6772084e7,1.2560627e8,0.0,0.0,0.0,0.0,1.25606272e8,5.4635033899766825e7,7.097123810023317e7
CT,CT_natural_gas_combined_cycle,2,1,5,9.917354848559145e8,0.0,1.4706193780019355e8,0.0,4.0322473128e8,2.8790020144706974e9,0.0,0.6764240379298798,0.0,0.0,4.4210243e9,0.0,0.0,0.0,0.0,4.421024256e9,3.429288684227315e9,9.91735571772685e8
CT,CT_solar_pv,2,1,6,0.31199409314163834,0.0,0.06861675483396408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17992958,0.0,0.0,0.0,0.0,0.17992958426475525,0.06861675483396408,0.11131282943079117
