Region,Resource,Zone,Cluster,AnnualSum
NE,natural_gas_combined_cycle,1,1,5.409503e9
NE,solar_pv,1,1,0.19501318
NE,onshore_wind,1,1,2.1839199e9
NE,battery,1,0,1.2560627e8
CT,CT_natural_gas_combined_cycle,2,1,4.4210243e9
CT,CT_solar_pv,2,1,0.17992958
