Time_Index,MA_natural_gas,MA_wind,MA_solar_pv,CT_natural_gas,CT_wind,CT_solar_pv,ME_natural_gas,ME_wind,ME_solar_pv,MA_battery,CT_battery,ME_battery
723,1.0,0.820104659,0.0,1.0,0.820104659,0.0,1.0,0.617354155,0.0,1.0,1.0,1.0
724,1.0,0.661965132,0.0,1.0,0.661965132,0.0,1.0,0.621548772,0.0,1.0,1.0,1.0
725,1.0,0.557559967,0.0,1.0,0.557559967,0.0,1.0,0.613199234,0.0,1.0,1.0,1.0
726,1.0,0.71585691,0.0428,1.0,0.71585691,0.0797,1.0,0.674034238,0.0428,1.0,1.0,1.0
727,1.0,0.532644331,0.1073,1.0,0.532644331,0.1161,1.0,0.697947621,0.1073,1.0,1.0,1.0
728,1.0,0.381418973,0.2165,1.0,0.381418973,0.2643,1.0,0.671187818,0.2165,1.0,1.0,1.0
729,1.0,0.719067872,0.369,1.0,0.719067872,0.423,1.0,0.648022175,0.369,1.0,1.0,1.0
730,1.0,0.915469408,0.4939,1.0,0.915469408,0.5249,1.0,0.603304744,0.4939,1.0,1.0,1.0
731,1.0,0.991534948,0.5937,1.0,0.991534948,0.6044,1.0,0.512082815,0.5937,1.0,1.0,1.0
732,1.0,0.994274199,0.595,1.0,0.994274199,0.645,1.0,0.522258401,0.595,1.0,1.0,1.0
733,1.0,0.984071434,0.5971,1.0,0.984071434,0.6586,1.0,0.47689867,0.5971,1.0,1.0,1.0
734,1.0,0.930274308,0.5788,1.0,0.930274308,0.6612,1.0,0.43426013,0.5788,1.0,1.0,1.0
735,1.0,0.940155029,0.5256,1.0,0.940155029,0.5838,1.0,0.398068488,0.5256,1.0,1.0,1.0
736,1.0,0.849161148,0.4145,1.0,0.849161148,0.4878,1.0,0.485058069,0.4145,1.0,1.0,1.0
737,1.0,0.938407242,0.2927,1.0,0.938407242,0.3664,1.0,0.549637675,0.2927,1.0,1.0,1.0
738,1.0,0.88310343,0.1595,1.0,0.88310343,0.2178,1.0,0.603584647,0.1595,1.0,1.0,1.0
739,1.0,0.43992117,0.064,1.0,0.43992117,0.1144,1.0,0.648020506,0.064,1.0,1.0,1.0
740,1.0,0.482916027,0.0001,1.0,0.482916027,0.0513,1.0,0.692086339,0.0001,1.0,1.0,1.0
741,1.0,0.635671675,0.0,1.0,0.635671675,0.0,1.0,0.699872613,0.0,1.0,1.0,1.0
742,1.0,0.544813573,0.0,1.0,0.544813573,0.0,1.0,0.714989185,0.0,1.0,1.0,1.0
743,1.0,0.408325285,0.0,1.0,0.408325285,0.0,1.0,0.712729931,0.0,1.0,1.0,1.0
744,1.0,0.781023324,0.0,1.0,0.781023324,0.0,1.0,0.68884778,0.0,1.0,1.0,1.0
745,1.0,0.815511405,0.0,1.0,0.815511405,0.0,1.0,0.677193761,0.0,1.0,1.0,1.0
746,1.0,0.918238223,0.0,1.0,0.918238223,0.0,1.0,0.642627239,0.0,1.0,1.0,1.0
747,1.0,0.966636121,0.0,1.0,0.966636121,0.0,1.0,0.61526072,0.0,1.0,1.0,1.0
748,1.0,0.959990978,0.0,1.0,0.959990978,0.0,1.0,0.540993154,0.0,1.0,1.0,1.0
749,1.0,0.725447237,0.0,1.0,0.725447237,0.0,1.0,0.360586166,0.0,1.0,1.0,1.0
750,1.0,0.245298237,0.1196,1.0,0.245298237,0.1791,1.0,0.382705986,0.1196,1.0,1.0,1.0
751,1.0,0.279651493,0.0917,1.0,0.279651493,0.1294,1.0,0.324572116,0.0917,1.0,1.0,1.0
752,1.0,0.388571203,0.2305,1.0,0.388571203,0.2651,1.0,0.313019633,0.2305,1.0,1.0,1.0
753,1.0,0.398834586,0.392,1.0,0.398834586,0.4225,1.0,0.382539153,0.392,1.0,1.0,1.0
754,1.0,0.250578254,0.5141,1.0,0.250578254,0.5401,1.0,0.442692637,0.5141,1.0,1.0,1.0
755,1.0,0.184600756,0.6074,1.0,0.184600756,0.6252,1.0,0.367659181,0.6074,1.0,1.0,1.0
756,1.0,0.186699167,0.6526,1.0,0.186699167,0.668,1.0,0.264581144,0.6526,1.0,1.0,1.0
757,1.0,0.201297894,0.6509,1.0,0.201297894,0.6618,1.0,0.162649632,0.6509,1.0,1.0,1.0
758,1.0,0.112629965,0.643,1.0,0.112629965,0.656,1.0,0.170286462,0.643,1.0,1.0,1.0
759,1.0,0.120832451,0.5701,1.0,0.120832451,0.5945,1.0,0.229917571,0.5701,1.0,1.0,1.0
760,1.0,0.072467804,0.4684,1.0,0.072467804,0.4964,1.0,0.27787903,0.4684,1.0,1.0,1.0
761,1.0,0.054361761,0.3352,1.0,0.054361761,0.3775,1.0,0.186267853,0.3352,1.0,1.0,1.0
762,1.0,0.092879415,0.1631,1.0,0.092879415,0.2189,1.0,0.197896942,0.1631,1.0,1.0,1.0
763,1.0,0.072004206,0.0781,1.0,0.072004206,0.1124,1.0,0.204321951,0.0781,1.0,1.0,1.0
764,1.0,0.066791676,0.0021,1.0,0.066791676,0.0028,1.0,0.279196352,0.0021,1.0,1.0,1.0
765,1.0,0.190585867,0.0,1.0,0.190585867,0.0,1.0,0.395247966,0.0,1.0,1.0,1.0
766,1.0,0.457088739,0.0,1.0,0.457088739,0.0,1.0,0.468433648,0.0,1.0,1.0,1.0
767,1.0,0.45988068,0.0,1.0,0.45988068,0.0,1.0,0.541697562,0.0,1.0,1.0,1.0
768,1.0,0.472866714,0.0,1.0,0.472866714,0.0,1.0,0.568696082,0.0,1.0,1.0,1.0
769,1.0,0.466151059,0.0,1.0,0.466151059,0.0,1.0,0.517454863,0.0,1.0,1.0,1.0
770,1.0,0.474777311,0.0,1.0,0.474777311,0.0,1.0,0.447129369,0.0,1.0,1.0,1.0
771,1.0,0.806126058,0.0,1.0,0.806126058,0.0,1.0,0.47182405,0.0,1.0,1.0,1.0
772,1.0,0.779218495,0.0,1.0,0.779218495,0.0,1.0,0.564639449,0.0,1.0,1.0,1.0
773,1.0,0.442314804,0.0,1.0,0.442314804,0.0,1.0,0.589268923,0.0,1.0,1.0,1.0
774,1.0,0.624453485,0.0147,1.0,0.624453485,0.0002,1.0,0.552271426,0.0147,1.0,1.0,1.0
775,1.0,0.696367621,0.0785,1.0,0.696367621,0.049,1.0,0.448346138,0.0785,1.0,1.0,1.0
776,1.0,0.65118432,0.1559,1.0,0.65118432,0.159,1.0,0.571629047,0.1559,1.0,1.0,1.0
777,1.0,0.172671884,0.2278,1.0,0.172671884,0.3285,1.0,0.476262391,0.2278,1.0,1.0,1.0
778,1.0,0.051805969,0.3812,1.0,0.051805969,0.4663,1.0,0.364937067,0.3812,1.0,1.0,1.0
779,1.0,0.036903031,0.5423,1.0,0.036903031,0.5564,1.0,0.050913945,0.5423,1.0,1.0,1.0
780,1.0,0.026239254,0.5978,1.0,0.026239254,0.622,1.0,0.459812164,0.5978,1.0,1.0,1.0
781,1.0,0.01181122,0.6228,1.0,0.01181122,0.6377,1.0,0.493829727,0.6228,1.0,1.0,1.0
782,1.0,0.190033689,0.6322,1.0,0.190033689,0.6379,1.0,0.625113428,0.6322,1.0,1.0,1.0
783,1.0,0.529028535,0.569,1.0,0.529028535,0.5803,1.0,0.719941199,0.569,1.0,1.0,1.0
784,1.0,0.826584518,0.4645,1.0,0.826584518,0.4878,1.0,0.830204546,0.4645,1.0,1.0,1.0
785,1.0,0.861350298,0.3287,1.0,0.861350298,0.3666,1.0,0.750364959,0.3287,1.0,1.0,1.0
786,1.0,0.827531636,0.1604,1.0,0.827531636,0.2138,1.0,0.714815617,0.1604,1.0,1.0,1.0
787,1.0,0.568184793,0.0747,1.0,0.568184793,0.1071,1.0,0.676634371,0.0747,1.0,1.0,1.0
788,1.0,0.277791977,0.0929,1.0,0.277791977,0.1388,1.0,0.705001056,0.0929,1.0,1.0,1.0
789,1.0,0.586958945,0.0,1.0,0.586958945,0.0,1.0,0.646551192,0.0,1.0,1.0,1.0
790,1.0,0.798252046,0.0,1.0,0.798252046,0.0,1.0,0.571797848,0.0,1.0,1.0,1.0
791,1.0,0.876728177,0.0,1.0,0.876728177,0.0,1.0,0.565706253,0.0,1.0,1.0,1.0
792,1.0,0.558286965,0.0,1.0,0.558286965,0.0,1.0,0.663451672,0.0,1.0,1.0,1.0
793,1.0,0.458582252,0.0,1.0,0.458582252,0.0,1.0,0.711805582,0.0,1.0,1.0,1.0
794,1.0,0.475991964,0.0,1.0,0.475991964,0.0,1.0,0.717718244,0.0,1.0,1.0,1.0
795,1.0,0.68334502,0.0,1.0,0.68334502,0.0,1.0,0.647512496,0.0,1.0,1.0,1.0
796,1.0,0.839030862,0.0,1.0,0.839030862,0.0,1.0,0.639725983,0.0,1.0,1.0,1.0
797,1.0,0.835533857,0.0,1.0,0.835533857,0.0,1.0,0.619809151,0.0,1.0,1.0,1.0
798,1.0,0.920808613,0.1443,1.0,0.920808613,0.1423,1.0,0.502784193,0.1443,1.0,1.0,1.0
799,1.0,0.772970855,0.0982,1.0,0.772970855,0.1288,1.0,0.385512352,0.0982,1.0,1.0,1.0
800,1.0,0.327633321,0.2283,1.0,0.327633321,0.2595,1.0,0.257294774,0.2283,1.0,1.0,1.0
801,1.0,0.179378852,0.3865,1.0,0.179378852,0.4111,1.0,0.170225352,0.3865,1.0,1.0,1.0
802,1.0,0.521349788,0.5162,1.0,0.521349788,0.525,1.0,0.190555483,0.5162,1.0,1.0,1.0
803,1.0,0.634025276,0.6098,1.0,0.634025276,0.6027,1.0,0.235677406,0.6098,1.0,1.0,1.0
804,1.0,0.727685094,0.6572,1.0,0.727685094,0.6716,1.0,0.234316453,0.6572,1.0,1.0,1.0
805,1.0,0.655138195,0.6208,1.0,0.655138195,0.6504,1.0,0.444353729,0.6208,1.0,1.0,1.0
806,1.0,0.694265127,0.59,1.0,0.694265127,0.6406,1.0,0.635225534,0.59,1.0,1.0,1.0
807,1.0,0.392424762,0.5564,1.0,0.392424762,0.5846,1.0,0.742416561,0.5564,1.0,1.0,1.0
808,1.0,0.338385493,0.4649,1.0,0.338385493,0.4911,1.0,0.704310596,0.4649,1.0,1.0,1.0
809,1.0,0.652789056,0.328,1.0,0.652789056,0.3458,1.0,0.551085949,0.328,1.0,1.0,1.0
810,1.0,0.57474345,0.1655,1.0,0.57474345,0.2061,1.0,0.507823825,0.1655,1.0,1.0,1.0
811,1.0,0.370055348,0.0849,1.0,0.370055348,0.095,1.0,0.498482466,0.0849,1.0,1.0,1.0
812,1.0,0.291444421,0.0224,1.0,0.291444421,0.0588,1.0,0.605923295,0.0224,1.0,1.0,1.0
813,1.0,0.414478302,0.0,1.0,0.414478302,0.0,1.0,0.731694579,0.0,1.0,1.0,1.0
814,1.0,0.827148199,0.0,1.0,0.827148199,0.0,1.0,0.665429473,0.0,1.0,1.0,1.0
815,1.0,0.916300356,0.0,1.0,0.916300356,0.0,1.0,0.363048106,0.0,1.0,1.0,1.0
816,1.0,0.881966531,0.0,1.0,0.881966531,0.0,1.0,0.269551873,0.0,1.0,1.0,1.0
817,1.0,0.923477471,0.0,1.0,0.923477471,0.0,1.0,0.298874348,0.0,1.0,1.0,1.0
818,1.0,0.94402045,0.0,1.0,0.94402045,0.0,1.0,0.40108496,0.0,1.0,1.0,1.0
819,1.0,0.983298659,0.0,1.0,0.983298659,0.0,1.0,0.40505147,0.0,1.0,1.0,1.0
820,1.0,0.978707671,0.0,1.0,0.978707671,0.0,1.0,0.491876811,0.0,1.0,1.0,1.0
821,1.0,0.877108097,0.0,1.0,0.877108097,0.0,1.0,0.542218804,0.0,1.0,1.0,1.0
822,1.0,0.683879137,0.1508,1.0,0.683879137,0.1576,1.0,0.470582634,0.1508,1.0,1.0,1.0
823,1.0,0.204530478,0.0868,1.0,0.204530478,0.1266,1.0,0.17655316,0.0868,1.0,1.0,1.0
824,1.0,0.013544839,0.2252,1.0,0.013544839,0.2581,1.0,0.053572584,0.2252,1.0,1.0,1.0
825,1.0,0.00128691,0.3843,1.0,0.00128691,0.4007,1.0,0.041943666,0.3843,1.0,1.0,1.0
826,1.0,0.112565652,0.4963,1.0,0.112565652,0.491,1.0,0.098297656,0.4963,1.0,1.0,1.0
827,1.0,0.100983456,0.5815,1.0,0.100983456,0.5893,1.0,0.074232459,0.5815,1.0,1.0,1.0
828,1.0,0.084440075,0.6222,1.0,0.084440075,0.6051,1.0,0.113935329,0.6222,1.0,1.0,1.0
829,1.0,0.154688537,0.6205,1.0,0.154688537,0.6034,1.0,0.090035737,0.6205,1.0,1.0,1.0
830,1.0,0.221458226,0.592,1.0,0.221458226,0.5631,1.0,0.13283354,0.592,1.0,1.0,1.0
831,1.0,0.204176635,0.4165,1.0,0.204176635,0.3841,1.0,0.198076934,0.4165,1.0,1.0,1.0
832,1.0,0.097894594,0.2767,1.0,0.097894594,0.3151,1.0,0.199090481,0.2767,1.0,1.0,1.0
833,1.0,0.139793471,0.2584,1.0,0.139793471,0.3217,1.0,0.265329212,0.2584,1.0,1.0,1.0
834,1.0,0.52677238,0.1568,1.0,0.52677238,0.1621,1.0,0.392867118,0.1568,1.0,1.0,1.0
835,1.0,0.307773411,0.0537,1.0,0.307773411,0.0782,1.0,0.407925129,0.0537,1.0,1.0,1.0
836,1.0,0.279155374,0.0702,1.0,0.279155374,0.1001,1.0,0.320203125,0.0702,1.0,1.0,1.0
837,1.0,0.365559608,0.0,1.0,0.365559608,0.0,1.0,0.456091613,0.0,1.0,1.0,1.0
838,1.0,0.502807021,0.0,1.0,0.502807021,0.0,1.0,0.464858532,0.0,1.0,1.0,1.0
839,1.0,0.626967907,0.0,1.0,0.626967907,0.0,1.0,0.427509129,0.0,1.0,1.0,1.0
840,1.0,0.705600381,0.0,1.0,0.705600381,0.0,1.0,0.304222256,0.0,1.0,1.0,1.0
841,1.0,0.409766108,0.0,1.0,0.409766108,0.0,1.0,0.769602716,0.0,1.0,1.0,1.0
842,1.0,0.440179735,0.0,1.0,0.440179735,0.0,1.0,0.769147277,0.0,1.0,1.0,1.0
843,1.0,0.599495947,0.0,1.0,0.599495947,0.0,1.0,0.729889631,0.0,1.0,1.0,1.0
844,1.0,0.732554317,0.0,1.0,0.732554317,0.0,1.0,0.728101015,0.0,1.0,1.0,1.0
845,1.0,0.708454549,0.0,1.0,0.708454549,0.0,1.0,0.633346379,0.0,1.0,1.0,1.0
846,1.0,0.579008579,0.0009,1.0,0.579008579,0.0,1.0,0.533321559,0.0009,1.0,1.0,1.0
847,1.0,0.070053943,0.0705,1.0,0.070053943,0.0606,1.0,0.417850465,0.0705,1.0,1.0,1.0
848,1.0,0.159217551,0.1883,1.0,0.159217551,0.1575,1.0,0.30825302,0.1883,1.0,1.0,1.0
849,1.0,0.145927742,0.2657,1.0,0.145927742,0.1957,1.0,0.167522609,0.2657,1.0,1.0,1.0
850,1.0,0.15139842,0.3542,1.0,0.15139842,0.2839,1.0,0.118866235,0.3542,1.0,1.0,1.0
851,1.0,0.031285115,0.4061,1.0,0.031285115,0.3829,1.0,0.20584178,0.4061,1.0,1.0,1.0
852,1.0,0.181661546,0.451,1.0,0.181661546,0.4717,1.0,0.37851572,0.451,1.0,1.0,1.0
853,1.0,0.149828255,0.5063,1.0,0.149828255,0.5667,1.0,0.516857505,0.5063,1.0,1.0,1.0
854,1.0,0.266923249,0.5355,1.0,0.266923249,0.5689,1.0,0.62402463,0.5355,1.0,1.0,1.0
855,1.0,0.491031528,0.5429,1.0,0.491031528,0.5189,1.0,0.67634964,0.5429,1.0,1.0,1.0
856,1.0,0.47019124,0.4437,1.0,0.47019124,0.3273,1.0,0.674855649,0.4437,1.0,1.0,1.0
857,1.0,0.288553089,0.2909,1.0,0.288553089,0.1738,1.0,0.797940016,0.2909,1.0,1.0,1.0
858,1.0,0.326763928,0.1575,1.0,0.326763928,0.0791,1.0,0.743645608,0.1575,1.0,1.0,1.0
859,1.0,0.276301891,0.0422,1.0,0.276301891,0.025,1.0,0.731648445,0.0422,1.0,1.0,1.0
860,1.0,0.036212094,0.0,1.0,0.036212094,0.0,1.0,0.756825149,0.0,1.0,1.0,1.0
861,1.0,0.291960955,0.0,1.0,0.291960955,0.0,1.0,0.836522996,0.0,1.0,1.0,1.0
862,1.0,0.555636585,0.0,1.0,0.555636585,0.0,1.0,0.748120904,0.0,1.0,1.0,1.0
863,1.0,0.147788435,0.0,1.0,0.147788435,0.0,1.0,0.833764553,0.0,1.0,1.0,1.0
864,1.0,0.03690565,0.0,1.0,0.03690565,0.0,1.0,0.773369551,0.0,1.0,1.0,1.0
865,1.0,0.05028389,0.0,1.0,0.05028389,0.0,1.0,0.570466161,0.0,1.0,1.0,1.0
866,1.0,0.309187025,0.0,1.0,0.309187025,0.0,1.0,0.509614289,0.0,1.0,1.0,1.0
867,1.0,0.155633673,0.0,1.0,0.155633673,0.0,1.0,0.64368552,0.0,1.0,1.0,1.0
868,1.0,0.02770661,0.0,1.0,0.02770661,0.0,1.0,0.4498294,0.0,1.0,1.0,1.0
869,1.0,0.080907211,0.0,1.0,0.080907211,0.0,1.0,0.386471272,0.0,1.0,1.0,1.0
870,1.0,0.107065812,0.0,1.0,0.107065812,0.0,1.0,0.226429671,0.0,1.0,1.0,1.0
871,1.0,0.480480909,0.0696,1.0,0.480480909,0.0956,1.0,0.180741727,0.0696,1.0,1.0,1.0
872,1.0,0.088204063,0.2025,1.0,0.088204063,0.2315,1.0,0.256821513,0.2025,1.0,1.0,1.0
873,1.0,0.061943814,0.3519,1.0,0.061943814,0.3666,1.0,0.315360636,0.3519,1.0,1.0,1.0
874,1.0,0.157626867,0.4108,1.0,0.157626867,0.4424,1.0,0.276806056,0.4108,1.0,1.0,1.0
875,1.0,0.795571804,0.4738,1.0,0.795571804,0.4827,1.0,0.270952821,0.4738,1.0,1.0,1.0
876,1.0,0.793277204,0.5385,1.0,0.793277204,0.5894,1.0,0.457469642,0.5385,1.0,1.0,1.0
877,1.0,0.666306376,0.5878,1.0,0.666306376,0.6157,1.0,0.473373324,0.5878,1.0,1.0,1.0
878,1.0,0.734931707,0.5818,1.0,0.734931707,0.617,1.0,0.484023154,0.5818,1.0,1.0,1.0
879,1.0,0.877784491,0.4739,1.0,0.877784491,0.5598,1.0,0.690941334,0.4739,1.0,1.0,1.0
880,1.0,0.877198219,0.3739,1.0,0.877198219,0.4422,1.0,0.71916616,0.3739,1.0,1.0,1.0
881,1.0,0.770337343,0.294,1.0,0.770337343,0.3355,1.0,0.737506509,0.294,1.0,1.0,1.0
882,1.0,0.728996396,0.1633,1.0,0.728996396,0.2068,1.0,0.709909439,0.1633,1.0,1.0,1.0
883,1.0,0.717342496,0.0589,1.0,0.717342496,0.0817,1.0,0.814069033,0.0589,1.0,1.0,1.0
884,1.0,0.705081284,0.0,1.0,0.705081284,0.0,1.0,0.941306412,0.0,1.0,1.0,1.0
885,1.0,0.749585867,0.0,1.0,0.749585867,0.0,1.0,0.994492054,0.0,1.0,1.0,1.0
886,1.0,0.713142335,0.0,1.0,0.713142335,0.0,1.0,0.996944606,0.0,1.0,1.0,1.0
887,1.0,0.727296352,0.0,1.0,0.727296352,0.0,1.0,0.996489644,0.0,1.0,1.0,1.0
888,1.0,0.974952281,0.0,1.0,0.974952281,0.0,1.0,0.982471108,0.0,1.0,1.0,1.0
889,1.0,0.979996562,0.0,1.0,0.979996562,0.0,1.0,0.96164906,0.0,1.0,1.0,1.0
890,1.0,0.821930289,0.0,1.0,0.821930289,0.0,1.0,0.988954306,0.0,1.0,1.0,1.0
891,1.0,0.576981127,0.0,1.0,0.576981127,0.0,1.0,0.994898081,0.0,1.0,1.0,1.0
892,1.0,0.349986792,0.0,1.0,0.349986792,0.0,1.0,0.986552358,0.0,1.0,1.0,1.0
893,1.0,0.843137503,0.0,1.0,0.843137503,0.0,1.0,0.972140312,0.0,1.0,1.0,1.0
894,1.0,0.658087611,0.125,1.0,0.658087611,0.1003,1.0,0.959644735,0.125,1.0,1.0,1.0
895,1.0,0.368311286,0.0777,1.0,0.368311286,0.1147,1.0,0.871397495,0.0777,1.0,1.0,1.0
896,1.0,0.316490531,0.2219,1.0,0.316490531,0.253,1.0,0.536512017,0.2219,1.0,1.0,1.0
897,1.0,0.636208177,0.3995,1.0,0.636208177,0.4226,1.0,0.646966994,0.3995,1.0,1.0,1.0
898,1.0,0.630149722,0.5319,1.0,0.630149722,0.5498,1.0,0.477713019,0.5319,1.0,1.0,1.0
899,1.0,0.640478194,0.6343,1.0,0.640478194,0.6495,1.0,0.782113671,0.6343,1.0,1.0,1.0
900,1.0,0.758580685,0.6663,1.0,0.758580685,0.6885,1.0,0.610477984,0.6663,1.0,1.0,1.0
901,1.0,0.712428987,0.6765,1.0,0.712428987,0.6914,1.0,0.619778216,0.6765,1.0,1.0,1.0
902,1.0,0.47575897,0.6227,1.0,0.47575897,0.6275,1.0,0.736865222,0.6227,1.0,1.0,1.0
903,1.0,0.55289042,0.6104,1.0,0.55289042,0.6347,1.0,0.753465176,0.6104,1.0,1.0,1.0
904,1.0,0.416191459,0.4944,1.0,0.416191459,0.5308,1.0,0.730966687,0.4944,1.0,1.0,1.0
905,1.0,0.457237422,0.3509,1.0,0.457237422,0.4019,1.0,0.681679189,0.3509,1.0,1.0,1.0
906,1.0,0.520943999,0.1694,1.0,0.520943999,0.2241,1.0,0.423820138,0.1694,1.0,1.0,1.0
907,1.0,0.100752443,0.0685,1.0,0.100752443,0.0822,1.0,0.250648171,0.0685,1.0,1.0,1.0
908,1.0,0.101085603,0.0,1.0,0.101085603,0.0,1.0,0.28657788,0.0,1.0,1.0,1.0
909,1.0,0.034562234,0.0,1.0,0.034562234,0.0,1.0,0.358344316,0.0,1.0,1.0,1.0
910,1.0,0.049150672,0.0,1.0,0.049150672,0.0,1.0,0.43845439,0.0,1.0,1.0,1.0
911,1.0,0.1262521,0.0,1.0,0.1262521,0.0,1.0,0.454698384,0.0,1.0,1.0,1.0
912,1.0,0.173080131,0.0,1.0,0.173080131,0.0,1.0,0.295605659,0.0,1.0,1.0,1.0
913,1.0,0.211928219,0.0,1.0,0.211928219,0.0,1.0,0.21863237,0.0,1.0,1.0,1.0
914,1.0,0.497549713,0.0,1.0,0.497549713,0.0,1.0,0.215171725,0.0,1.0,1.0,1.0
915,1.0,0.444829255,0.0,1.0,0.444829255,0.0,1.0,0.191714242,0.0,1.0,1.0,1.0
916,1.0,0.582407892,0.0,1.0,0.582407892,0.0,1.0,0.195039183,0.0,1.0,1.0,1.0
917,1.0,0.32800284,0.0,1.0,0.32800284,0.0,1.0,0.207614243,0.0,1.0,1.0,1.0
918,1.0,0.641088128,0.002,1.0,0.641088128,0.0,1.0,0.208490029,0.002,1.0,1.0,1.0
919,1.0,0.566859007,0.0439,1.0,0.566859007,0.0159,1.0,0.217176497,0.0439,1.0,1.0,1.0
920,1.0,0.747884989,0.1485,1.0,0.747884989,0.0875,1.0,0.262508631,0.1485,1.0,1.0,1.0
921,1.0,0.272978216,0.2769,1.0,0.272978216,0.257,1.0,0.095036045,0.2769,1.0,1.0,1.0
922,1.0,0.49221769,0.3301,1.0,0.49221769,0.305,1.0,0.040261149,0.3301,1.0,1.0,1.0
923,1.0,0.542294681,0.3681,1.0,0.542294681,0.3777,1.0,0.05415415,0.3681,1.0,1.0,1.0
924,1.0,0.359153688,0.3924,1.0,0.359153688,0.4231,1.0,0.125837162,0.3924,1.0,1.0,1.0
925,1.0,0.256754071,0.4272,1.0,0.256754071,0.5228,1.0,0.185695454,0.4272,1.0,1.0,1.0
926,1.0,0.096323848,0.4446,1.0,0.096323848,0.493,1.0,0.147830978,0.4446,1.0,1.0,1.0
927,1.0,0.157160014,0.4271,1.0,0.157160014,0.405,1.0,0.116055042,0.4271,1.0,1.0,1.0
928,1.0,0.413438886,0.3544,1.0,0.413438886,0.3971,1.0,0.09906435,0.3544,1.0,1.0,1.0
929,1.0,0.383098572,0.2766,1.0,0.383098572,0.2993,1.0,0.159681082,0.2766,1.0,1.0,1.0
930,1.0,0.28505674,0.1366,1.0,0.28505674,0.1671,1.0,0.151165038,0.1366,1.0,1.0,1.0
931,1.0,0.135533303,0.0193,1.0,0.135533303,0.0308,1.0,0.143348753,0.0193,1.0,1.0,1.0
932,1.0,0.096582443,0.0,1.0,0.096582443,0.0,1.0,0.096781731,0.0,1.0,1.0,1.0
933,1.0,0.385506988,0.0,1.0,0.385506988,0.0,1.0,0.089646772,0.0,1.0,1.0,1.0
934,1.0,0.171946287,0.0,1.0,0.171946287,0.0,1.0,0.022097789,0.0,1.0,1.0,1.0
935,1.0,0.275845289,0.0,1.0,0.275845289,0.0,1.0,0.012253113,0.0,1.0,1.0,1.0
936,1.0,0.445468217,0.0,1.0,0.445468217,0.0,1.0,0.014209658,0.0,1.0,1.0,1.0
937,1.0,0.629154265,0.0,1.0,0.629154265,0.0,1.0,0.057549059,0.0,1.0,1.0,1.0
938,1.0,0.279455632,0.0,1.0,0.279455632,0.0,1.0,0.103172697,0.0,1.0,1.0,1.0
939,1.0,0.297149152,0.0,1.0,0.297149152,0.0,1.0,0.118226543,0.0,1.0,1.0,1.0
940,1.0,0.23917307,0.0,1.0,0.23917307,0.0,1.0,0.128960252,0.0,1.0,1.0,1.0
941,1.0,0.109199814,0.0,1.0,0.109199814,0.0,1.0,0.124063142,0.0,1.0,1.0,1.0
942,1.0,0.124757096,0.0,1.0,0.124757096,0.0,1.0,0.113881245,0.0,1.0,1.0,1.0
943,1.0,0.169885501,0.039,1.0,0.169885501,0.0636,1.0,0.201631308,0.039,1.0,1.0,1.0
944,1.0,0.09724471,0.1519,1.0,0.09724471,0.1466,1.0,0.093774974,0.1519,1.0,1.0,1.0
945,1.0,0.030027896,0.2595,1.0,0.030027896,0.2744,1.0,0.062471069,0.2595,1.0,1.0,1.0
946,1.0,0.028357293,0.3365,1.0,0.028357293,0.3585,1.0,0.015506114,0.3365,1.0,1.0,1.0
947,1.0,0.024169276,0.4107,1.0,0.024169276,0.4481,1.0,0.011285286,0.4107,1.0,1.0,1.0
948,1.0,0.004762101,0.4512,1.0,0.004762101,0.4864,1.0,0.023937907,0.4512,1.0,1.0,1.0
949,1.0,0.056682434,0.4759,1.0,0.056682434,0.4768,1.0,0.050875943,0.4759,1.0,1.0,1.0
950,1.0,0.067678563,0.4776,1.0,0.067678563,0.4945,1.0,0.079704881,0.4776,1.0,1.0,1.0
951,1.0,0.116307363,0.3957,1.0,0.116307363,0.4109,1.0,0.127214387,0.3957,1.0,1.0,1.0
952,1.0,0.162299857,0.3695,1.0,0.162299857,0.3802,1.0,0.072986029,0.3695,1.0,1.0,1.0
953,1.0,0.120731473,0.2665,1.0,0.120731473,0.3145,1.0,0.109789379,0.2665,1.0,1.0,1.0
954,1.0,0.043718897,0.1424,1.0,0.043718897,0.1753,1.0,0.222751141,0.1424,1.0,1.0,1.0
955,1.0,0.097648486,0.0366,1.0,0.097648486,0.0558,1.0,0.309752792,0.0366,1.0,1.0,1.0
956,1.0,0.148402616,0.0,1.0,0.148402616,0.0,1.0,0.437559605,0.0,1.0,1.0,1.0
957,1.0,0.104118586,0.0,1.0,0.104118586,0.0,1.0,0.415304601,0.0,1.0,1.0,1.0
958,1.0,0.204713181,0.0,1.0,0.204713181,0.0,1.0,0.50082016,0.0,1.0,1.0,1.0
959,1.0,0.1627675,0.0,1.0,0.1627675,0.0,1.0,0.558009028,0.0,1.0,1.0,1.0
960,1.0,0.151212633,0.0,1.0,0.151212633,0.0,1.0,0.636257827,0.0,1.0,1.0,1.0
961,1.0,0.233818233,0.0,1.0,0.233818233,0.0,1.0,0.679006934,0.0,1.0,1.0,1.0
962,1.0,0.286923617,0.0,1.0,0.286923617,0.0,1.0,0.668383479,0.0,1.0,1.0,1.0
963,1.0,0.383885324,0.0,1.0,0.383885324,0.0,1.0,0.721199095,0.0,1.0,1.0,1.0
