Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
Zone,1,1,2,2,2,3,3,1,2,3
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-98.96450978219455,-163.15469846647903
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-98.96450978219455,-163.15469846647903
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-98.96450978219455,-163.15469846647903
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-98.96450978219455,-163.15469846647903
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-118.0420628364958,-163.15469846647903
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-98.96450978219455,-163.15469846647903
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-98.96450978219455,-163.15469846647903
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-98.96450978219455,-163.15469846647903
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-98.96450978219455,-163.15469846647903
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-118.0420628364958,-163.15469846647903
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-102.28579707340191,-163.15469846647903
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-102.28579707340191,-163.15469846647937
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-102.28579707340191,-163.15469846647937
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-102.28579707340191,-163.15469846647937
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-118.0420628364958,-163.15469846647937
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-98.96450978219455,-163.15469846647937
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.73874293978193,-124.91257942328151,-163.93862170541567
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.73874293978196,-124.91257942328151,-163.93862170541567
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.73874293978196,-124.91257942328151,-163.93862170541567
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.02674284309717,-124.91257942328151,-163.93862170541567
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.73874293978196,-124.91257942328151,-163.15469846647903
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-98.96450978219455,-163.15469846647903
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-98.96450978219455,-163.15469846647903
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-98.96450978219455,-163.15469846647903
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-118.0420628364958,-163.15469846647903
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-98.96450978219455,-163.15469846647903
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-98.96450978219455,-163.15469846647903
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-98.96450978219455,-163.15469846647903
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-98.96450978219455,-163.15469846647903
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.990165308621,-118.0420628364958,-163.15469846647903
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.4693837146013,-98.96450978219455,-163.15469846647903
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.738742939782,-124.91257942328151,-163.9386217054157
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.73874293978196,-124.91257942328151,-163.9386217054157
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.73874293978196,-124.91257942328151,-163.9386217054157
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.02674284309717,-148.6990449266269,-163.9386217054157
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.73874293978196,-124.91257942328151,-163.9386217054157
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.73874293978196,-124.91257942328151,-163.9386217054157
