Costs,Total,Zone1,Zone2,Zone3
cTotal,2.2923953771913536e10,1.2300162091772697e10,1.1364408375526329e10,3.041518472767384e9
cFix,2.4774773144699883e10,1.0723187380805956e10,1.0144918513351667e10,3.906667250542261e9
cVar,2.7972972923279753e9,1.5769747109667408e9,1.2194898621746607e9,832719.1865504248
cNSE,0.0,0.0,0.0,0.0
cStart,0.0,0,0,0
cUnmetRsv,0.0,-,-,-
cNetworkExp,4.7940733401757693e8,-,-,-
