Resource,Max_Cap_1,Max_Cap_2,Max_Cap_3,Max_Cap_Stor_1,Max_Cap_Solar_1,Max_Cap_Wind_1,Max_Cap_Stor_2,Max_Cap_Solar_2,Max_Cap_Wind_2,Max_Cap_Stor_3,Max_Cap_Solar_3,Max_Cap_Wind_3
MA_landbasedwind_class1_moderate,0,0,0,0,0,0,0,0,0,0,0,0
