Time_Index,none,bio,nuc,Gas_EM_z02,Gas_EM_z04,Gas_HH_z07,Gas_HH_z11,Gas_HH_z12,Gas_CHI_z03,Gas_CHI_z05,Gas_CHI_z06,Gas_CHI_z08,Gas_CHI_z09,Gas_CHI_z10,Gas_CHI_z17,Gas_CHI_z18,Gas_PEPL_z01,Gas_NGPL_z13,Gas_NGPL_z14,Gas_NGPL_z15,Gas_NGPL_z16,Coal_IL_z08,Coal_IL_z09,Coal_IL_z12,Coal_IL_z17,Coal_PRB_z01,Coal_PRB_z02,Coal_PRB_z03,Coal_PRB_z04,Coal_PRB_z05,Coal_PRB_z06,Coal_PRB_z07,Coal_PRB_z08,Coal_PRB_z10,Coal_PRB_z11,Coal_PRB_z12,Coal_PRB_z13,Coal_PRB_z14,Coal_PRB_z15,Coal_PRB_z16,Coal_NA_z18,o-g_z02,o-g_z03,o-g_z04,o-g_z05,o-g_z06,o-g_z07,o-g_z08,o-g_z09,o-g_z10,o-g_z11,o-g_z12,o-g_z13,o-g_z14,o-g_z15,o-g_z16,o-g_z17,o-g_z18,Gas_CCS_EM_z02,Gas_CCS_EM_z04,Gas_CCS_HH_z07,Gas_CCS_HH_z11,Gas_CCS_HH_z12,Gas_CCS_CHI_z03,Gas_CCS_CHI_z05,Gas_CCS_CHI_z06,Gas_CCS_CHI_z08,Gas_CCS_CHI_z09,Gas_CCS_CHI_z10,Gas_CCS_CHI_z17,Gas_CCS_CHI_z18,Gas_CCS_PEPL_z01,Gas_CCS_NGPL_z13,Gas_CCS_NGPL_z14,Gas_CCS_NGPL_z15,Gas_CCS_NGPL_z16
1578,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1579,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1580,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1581,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1582,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1583,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1584,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1585,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1586,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1587,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1588,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1589,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1590,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1591,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1592,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1593,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1594,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1595,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1596,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1597,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1598,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1599,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1600,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1601,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1602,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1603,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1604,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1605,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1606,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1607,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1608,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1609,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1610,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1611,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1612,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1613,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1614,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1615,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1616,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1617,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1618,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
1619,0.0,1.02,0.66,3.56,3.79,3.61,3.59,3.73,3.73,3.79,3.52,3.61,3.59,3.76,3.56,3.75,3.75,3.84,3.84,3.75,3.6,2.0,1.91,2.11,1.91,1.83,1.91,1.84,1.76,1.78,1.94,2.07,2.0,1.8,1.99,2.11,1.75,1.75,1.82,1.95,2.22,11.59,12.0,12.4,12.62,11.48,9.58,11.41,11.67,12.48,9.41,11.15,12.85,12.85,11.64,9.39,11.6,11.57,4.56,4.79,4.61,4.59,4.73,4.73,4.79,4.52,4.61,4.59,4.76,4.56,4.75,4.75,4.84,4.84,4.75,4.6
