Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Subperiods,Hours_per_period,Sub_Weights_1,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18
,,,,,,,,,,46,4963.3576,10389.0501,6773.128755,16792.11963,4866.398902,15515.42154,20165.535,15910.51563,7555.918828,3552.548506,5675.451968,31468.6928,3463.281524,5028.066863,10309.97835,22646.07338,11960.93934,25725.19259
,,,,,,,,,,47,4893.1316,10010.75648,6484.349948,15999.23291,4617.386705,14936.49648,19479.57266,15408.16135,7327.306827,3370.765646,5474.003631,31292.9024,3455.579287,4950.052472,10157.75559,22354.75828,11558.0213,25513.48968
,,,,,,,,,,48,4899.614,8889.588273,5747.828344,14113.00107,4099.858721,13350.63444,17401.79288,13765.4974,6576.518012,2992.961997,4882.79698,31410.096,3487.957745,4917.33682,10052.70988,22257.73129,11236.58838,25451.91401
,,,,,,,,,,49,4932.026,9550.973237,6174.31671,15093.13867,4401.094814,14414.18034,18948.50289,14848.51313,7127.136256,3212.86913,5321.177064,31490.8048,3372.254435,4884.76281,10128.04532,22478.97663,11114.20117,25657.36632
,,,,,,,,,,50,4984.9656,9466.40053,6137.443327,14858.44564,4354.296144,14378.76895,18853.20223,14769.08656,7111.053055,3178.705358,5282.134067,31431.1024,3474.932181,4943.900404,10159.64408,22545.13365,11028.75173,26307.39707
,,,,,,,,,,51,5033.5836,9415.765454,6111.942038,14699.66871,4297.78929,14401.90474,19068.56064,14702.93515,7133.281158,3137.454456,5339.825767,32083.4064,3562.043849,5014.803841,10314.0048,22842.44686,11066.38015,27405.64552
,,,,,,,,,,52,5139.4628,9346.273105,6097.853461,14525.06012,4264.132529,14592.20794,19853.75928,14614.69216,7183.889164,3112.884486,5585.049581,32681.536,3719.850284,5173.440059,10697.11857,23734.54322,11274.12194,29077.10587
,,,,,,,,,,53,5403.0804,9474.947449,6213.605956,14551.35964,4317.999715,15322.7584,20724.78215,14766.31545,7397.810193,3152.208388,5833.366978,33197.8512,4021.742457,5518.921913,11332.25133,24939.56561,11781.32166,30308.41966
,,,,,,,,,,54,5676.4216,9993.410861,6585.718487,15226.62817,4592.347002,16475.61168,21423.21334,15392.79538,7759.503849,3352.486266,6039.500786,34122.1328,4246.999041,5684.958447,11679.75389,25456.78183,12522.91506,30576.38249
,,,,,,,,,,55,5708.8336,10684.81856,7073.823838,16517.07127,4904.807651,17205.3157,22185.89302,16240.67898,8029.33319,3580.587503,6259.445274,34596.4352,4147.016948,5532.817222,11492.03522,25074.12827,12977.59021,30557.39182
,,,,,,,,,,56,5430.0904,10850.08134,7174.804967,17184.44907,5027.014419,17437.53163,22364.36127,16407.35996,8089.32427,3669.800385,6322.43403,34980.0784,3904.141017,5344.172482,11201.36631,24425.66491,13227.68278,30473.26942
,,,,,,,,,,57,5059.5132,10761.08923,7102.995973,17062.83194,4980.417235,17376.77521,21876.28478,16219.21723,8008.209312,3635.783701,6204.280559,34427.2784,3609.255044,5171.61566,10898.40155,23696.14767,13391.6737,29940.26553
,,,,,,,,,,58,4731.0716,10666.74269,7034.216924,16904.43619,4920.536151,17083.58153,21282.95619,16021.40782,7829.263406,3592.069558,6056.154204,33807.0368,3507.186086,4967.87091,10533.00331,22819.04364,13484.20982,29372.26559
,,,,,,,,,,59,4479.3384,10482.3048,6849.662321,16727.36425,4859.377535,16659.55492,20494.12023,15666.63422,7606.393111,3547.422797,5837.104128,32582.032,3368.022016,4762.95643,10253.0894,22135.34898,13414.43575,28881.78318
,,,,,,,,,,60,4197.354,10298.90306,6660.80076,16496.86499,4779.865459,16358.45167,19868.10675,15332.27724,7410.714892,3489.377718,5652.693503,31317.2256,3316.332253,4649.92584,10029.64071,21471.9282,13294.49674,28464.91513
,,,,,,,,,,61,4000.7212,10092.63605,6435.24459,16151.83265,4666.582188,15946.87393,19336.03121,14928.50416,7214.656025,3406.679131,5501.043378,30323.2912,3357.820927,4563.476439,9792.382468,20780.95361,13283.52178,28142.67213
,,,,,,,,,,62,3875.3948,9866.194513,6247.87438,15866.51991,4604.699423,15531.23635,18882.68426,14571.58699,7070.707276,3361.503729,5368.038307,29569.272,3343.840383,4527.947656,9628.687875,20387.80975,13234.12116,28561.05922
,,,,,,,,,,63,3810.5708,9618.388555,6101.457741,15555.27024,4513.670576,15244.90392,18698.7407,14248.81626,6916.077138,3295.051225,5315.926284,29529.4704,3490.38759,4605.373789,9613.252313,20322.91411,13191.80408,29627.33001
,,,,,,,,,,64,3969.3896,9432.965143,5963.517635,15276.98357,4443.691237,15475.45598,18858.36146,13956.57112,6907.133505,3243.965196,5345.542321,30674.872,3674.78851,4900.579859,10077.19865,21136.66531,13538.28264,30497.0024
,,,,,,,,,,65,4358.3336,9621.15708,6093.718838,15479.65031,4519.811278,16042.61697,19396.11713,14138.95519,7092.711259,3299.534035,5485.787468,32861.7488,3774.890514,5149.578579,10564.18847,22332.74424,13964.70276,30327.3656
,,,,,,,,,,66,4624.112,10282.82523,6595.286803,16729.64212,4813.380869,16617.78716,20171.20612,15067.69117,7369.236955,3513.8445,5694.643831,33640.0912,3121.289991,4350.835175,15495.1337,18951.22226,13805.56121,29900.86534
,,,,,,,,,,67,4640.318,10503.72024,6720.824558,17245.14497,4921.121181,16659.89712,20462.66765,15392.69302,7442.481077,3592.49664,5778.128136,33615.768,3670.755779,5172.210482,10480.84978,22401.53621,13589.96056,29079.09458
,,,,,,,,,,68,4621.9512,10550.05242,6706.34904,17300.81598,4943.450921,16336.29646,20152.55157,15477.21826,7388.543599,3608.797704,5686.362034,33692.0544,3655.833678,5094.811825,10263.96086,21939.59768,13303.06034,27696.32863
,,,,,,,,,,69,4562.5292,10464.64988,6594.516501,17154.82142,4924.325167,15810.98139,19595.76608,15405.57415,7244.870874,3594.8356,5528.801347,33273.032,3433.111615,4932.502967,9881.59223,21174.04689,12837.45257,26305.76978
,,,,,,,,,,70,4391.826,10205.69207,6346.125407,16759.96887,4778.472082,15121.45536,18773.78724,15077.55249,6964.949957,3488.360531,5277.642017,32784.3568,3438.494222,4789.427255,9509.876785,20409.16778,12153.121,25342.51634
,,,,,,,,,,71,4336.7256,9829.576759,5984.875082,16047.957,4564.805477,14591.68354,18090.68872,14546.34015,6697.199109,3332.380515,5065.76844,32606.3552,3474.785715,4786.666751,9215.848785,20040.51092,11544.82862,24759.3931
,,,,,,,,,,72,4258.9368,9962.200699,5941.488311,16203.42638,4633.30925,14920.19398,18628.91304,14727.28052,6796.571767,3382.389357,5218.135176,32653.896,3408.324809,4806.537235,9159.109051,19874.69971,11147.35886,24684.11388
,,,,,,,,,,73,4254.6152,9380.324083,5500.975301,15187.05016,4378.262453,14079.22477,17609.1335,13823.62653,6413.777246,3196.201144,4916.157211,32672.6912,3452.15546,4788.907827,9155.018866,19756.94996,10898.09019,24653.82255
,,,,,,,,,,74,4185.4696,9258.066918,5402.410163,14886.23147,4330.428033,13998.44073,17592.68775,13665.71948,6372.047882,3161.281257,4908.683664,32835.2144,3430.72187,4791.226035,9232.657126,19844.53649,10749.92986,25143.09278
,,,,,,,,,,75,4307.5548,9152.598529,5329.072946,14706.25784,4302.16806,13980.57358,17806.16273,13517.0594,6353.580669,3140.651028,4964.332011,33168.0,3505.276992,4897.961034,9431.959102,20193.92909,10730.31213,26433.68667
,,,,,,,,,,76,4373.4592,9061.382531,5285.987516,14579.68352,4276.003543,14139.1159,18583.4381,13381.81726,6427.216283,3121.550515,5191.939971,33687.632,3672.94139,5088.060913,9874.866202,21017.0162,10928.66171,28585.84604
,,,,,,,,,,77,4587.3784,9062.90602,5360.543464,14516.8141,4303.165701,14741.56849,19783.92218,13392.40085,6640.310031,3141.379322,5548.306506,34598.6464,3892.518047,5394.455341,10497.43553,22490.92497,11510.96383,29709.15774
,,,,,,,,,,78,4861.8,9612.900379,5818.439532,15296.46964,4583.957257,15871.2432,20174.3983,14127.07166,7034.337412,3346.361619,5675.47614,35819.2288,4055.849911,5554.288357,10914.81864,23054.7165,12474.28974,29526.33984
,,,,,,,,,,79,4825.0664,10395.75297,6390.899234,16755.91603,5005.960894,16718.46698,20406.3053,15156.13915,7451.262226,3654.430977,5730.137804,35941.9504,3993.101372,5416.660149,10752.13073,22403.72479,13050.47645,29237.00131
,,,,,,,,,,80,4529.0368,10537.34642,6571.946489,17420.96203,5110.75886,16776.50993,20364.9137,15413.08838,7464.887123,3730.935157,5755.870285,34442.7568,3751.419192,5174.292867,10409.84626,21622.8367,13157.80602,29068.94976
,,,,,,,,,,81,4186.55,10339.40038,6419.455442,17298.21969,4982.493453,16524.92283,19841.73781,15084.02187,7341.590733,3637.299373,5635.889304,32205.0224,3508.845963,4960.976509,10121.50392,20871.36782,13222.83812,28743.49066
,,,,,,,,,,82,3887.2792,10097.75081,6277.228813,16861.76151,4856.513552,16045.15771,19173.42293,14725.53785,7168.653112,3545.332044,5448.618362,30266.9056,3371.358837,4746.220688,9792.45815,20168.19753,13290.23611,28390.23886
,,,,,,,,,,83,3622.5812,9814.279461,6127.531896,16320.16229,4683.539999,15611.2027,18573.98588,14356.91318,6987.150367,3419.058602,5281.962547,28445.9824,3313.730445,4560.454471,9497.360586,19488.28256,13294.96082,27989.98005
,,,,,,,,,,84,3407.5816,9548.708946,5972.641363,15725.31018,4515.856497,15184.47949,17964.89853,13984.46903,6800.137002,3296.646982,5099.615564,26888.192,3236.813118,4451.828435,9252.904093,18869.04628,13283.20194,27761.42278
,,,,,,,,,,85,3281.1748,9301.210818,5819.819348,15207.11433,4358.951198,14707.05271,17585.72042,13625.64976,6605.648633,3182.103621,4985.092855,25638.864,3176.855697,4358.488714,9058.256671,18245.60803,13336.50965,27538.04438
,,,,,,,,,,86,3189.3408,9084.745459,5682.557421,14812.783,4278.288325,14274.94745,17252.26814,13327.11038,6474.137609,3123.218443,4891.506516,24353.0512,3186.809887,4313.324038,8909.021652,17862.72156,13352.99012,27909.92632
,,,,,,,,,,87,3119.1148,8810.460763,5542.684862,14445.21212,4193.834785,13975.0215,17118.12209,12998.80256,6342.989979,3061.566017,4844.874587,24613.9728,3269.266108,4421.781275,8970.367678,17915.44173,13430.5807,28794.68175
,,,,,,,,,,88,3260.6472,8636.137514,5447.5372,14154.20955,4142.916926,14149.45066,17398.02686,12760.30164,6330.683657,3024.395171,4923.615398,25500.664,3412.833286,4627.010808,9399.739784,18752.44931,13774.04035,29402.8423
,,,,,,,,,,89,3605.2948,8813.18478,5582.501746,14306.09467,4229.911675,14546.6563,18072.38189,12954.14819,6507.729421,3087.90272,5133.002371,27546.024,3491.162342,4783.513195,9663.868315,19820.06478,14172.29404,29303.39174
,,,,,,,,,,90,3788.9628,9403.617879,6068.49576,15425.70872,4499.728371,15136.74096,18910.54871,13859.60095,6802.459522,3284.873194,5373.657561,28639.4624,3372.90829,4771.400323,9626.788211,20070.45546,14028.83413,28960.29819
,,,,,,,,,,91,3837.5808,9637.998648,6219.749045,15960.67848,4642.609746,15321.08442,19023.15097,14227.32389,6950.970346,3389.178867,5392.807114,28867.216,3276.047314,4732.497072,9504.90697,20032.3355,13857.92037,28256.48468
,,,,,,,,,,92,3838.6612,9669.82733,6245.250574,15997.69642,4644.86575,15061.76983,18678.88372,14329.41106,6925.537256,3390.825786,5297.329528,28998.7824,3201.354543,4610.263895,9212.185713,19697.12168,13630.60004,26887.90359
,,,,,,,,,,93,3771.6764,9607.564079,6185.997227,15849.85941,4594.857148,14518.86348,18115.7021,14305.57495,6803.578707,3354.318712,5127.057675,28688.1088,3108.2933,4430.204089,8778.929225,18964.48237,13163.38209,25509.08375
,,,,,,,,,,94,3623.6616,9298.363505,5951.837639,15495.95679,4435.290788,13792.06715,17364.35028,13949.67479,6539.784633,3237.832734,4907.654043,28042.4384,3009.714747,4251.938617,8397.373552,18285.62079,12467.22578,24510.14093
,,,,,,,,,,95,3584.7672,8835.26209,5586.316119,14875.75238,4217.244236,13144.39648,16794.88253,13332.57628,6227.980646,3078.655287,4746.268742,27548.2352,2950.662876,4125.690561,8261.893395,17849.7787,11836.0906,24189.68894
,,,,,,,,,,96,3455.1192,9298.934343,5781.714339,15452.78738,4449.27619,13936.35996,17994.15079,14035.53197,6597.307777,3248.0423,5078.536079,27635.5776,2936.878085,4071.416046,8165.588992,17742.0771,11463.62885,23816.67085
,,,,,,,,,,97,3458.3604,8268.825117,5098.643442,13631.79548,3972.541714,12437.07701,16285.69282,12494.0827,5913.602065,2900.018559,4605.15586,27900.9216,2976.859181,4075.099442,8128.268835,17690.38887,11262.13886,24006.2958
,,,,,,,,,,98,3477.8076,8123.414178,5019.063041,13351.16278,3902.215431,12317.01835,16259.36699,12327.98072,5857.688862,2848.679255,4587.739152,28316.6272,2999.462917,4092.136741,8106.028591,17740.58429,11138.29668,24277.45059
,,,,,,,,,,99,3478.888,8049.856347,4969.927037,13106.77284,3829.748189,12312.41309,16502.63201,12224.12753,5864.48029,2795.777018,4646.951112,28961.192,3013.056132,4144.27647,8256.705141,18030.61127,11167.30192,25582.21681
,,,,,,,,,,100,3559.918,7925.28825,4920.606891,12800.79757,3753.867946,12407.41578,17339.24403,12057.09305,5890.571561,2740.383235,4900.692138,29874.4176,3127.815429,4302.349533,8604.475235,18850.84243,11382.03084,27710.52959
,,,,,,,,,,101,3731.7016,7974.596382,5004.84955,12717.1905,3814.176927,13049.59664,18436.59785,12122.72308,6114.323007,2784.409749,5204.200019,31432.208,3410.502894,4619.983229,9192.302992,20282.1776,11959.06341,29002.38756
,,,,,,,,,,102,4087.1532,8544.175128,5470.260027,13529.50754,4073.820089,14241.94351,18968.93173,12902.35051,6556.825811,2973.953382,5381.232482,32846.2704,3594.400145,4814.763845,9594.049629,20839.92926,12915.53232,28929.85209
,,,,,,,,,,103,4091.4748,9281.017071,6049.656256,15067.72021,4495.103078,15004.71241,19263.79651,13908.97268,6927.555352,3281.496656,5466.593919,32823.0528,3478.707275,4782.797742,9521.063818,20516.50973,13440.02308,28932.57527
,,,,,,,,,,104,3847.3044,9426.1812,6201.319182,15790.77078,4560.595475,15139.49023,19173.84261,14143.88256,6954.091006,3329.307146,5463.013267,30712.4624,3314.693886,4684.986587,9355.86462,19953.41694,13495.76801,29021.46412
,,,,,,,,,,105,3570.722,9328.112976,6106.27024,15431.93486,4483.54023,15057.6007,18615.14579,13952.22971,6874.409693,3273.055593,5301.076885,28151.8928,3253.72991,4621.212767,9173.55824,19238.96178,13514.58536,28996.74797
,,,,,,,,,,106,3344.9184,9183.382276,5989.640248,14995.48558,4380.663624,14743.6152,17999.89587,13685.33165,6719.363764,3197.954037,5130.573766,26133.0672,3048.808817,4502.59677,8980.55774,18547.09289,13522.40188,28866.79765
,,,,,,,,,,107,3133.16,9014.845307,5858.615402,14605.73862,4260.991994,14412.01088,17324.00561,13410.64215,6550.377319,3110.591846,4929.428314,24571.96,2938.493677,4417.689911,8774.792866,17765.87503,13404.01111,28782.47039
,,,,,,,,,,108,3015.3964,8808.896761,5686.934987,14141.23706,4157.264458,14055.18284,16733.34134,13069.50441,6343.182756,3034.869097,4750.919464,23395.6016,2878.290041,4366.444688,8676.487024,17193.68471,13266.89238,28568.35562
,,,,,,,,,,109,2797.1556,8599.877613,5480.700921,13685.50317,4052.516274,13660.32919,16261.1528,12689.26578,6196.275897,2958.401258,4620.479417,22528.8112,2831.508871,4165.531853,9331.740359,16031.45243,13166.50289,28570.41142
,,,,,,,,,,110,2646.98,8389.043812,5356.26773,13355.28052,3962.748629,13250.50913,16049.05835,12417.06584,6086.122196,2892.869452,4568.10776,21897.5136,2945.675554,4275.62923,8520.518488,16215.45907,13077.12913,28958.3229
,,,,,,,,,,111,2637.2564,8141.282881,5248.650339,12995.1299,3853.278214,12944.12443,15886.70026,12145.35142,5977.048073,2812.954309,4511.020903,21778.1088,2964.24478,4286.166577,8539.039524,16275.3062,13052.80784,29861.16456
