uranium,coal,natural_gas,none,coal_ccs,natural_gas_ccs,Time_Index
1.06,2.13,3.46,0,2.13,3.46,1840
1.06,2.13,3.46,0,2.13,3.46,1841
1.06,2.13,3.46,0,2.13,3.46,1842
1.06,2.13,3.46,0,2.13,3.46,1843
1.06,2.13,3.46,0,2.13,3.46,1844
1.06,2.13,3.46,0,2.13,3.46,1845
1.06,2.13,3.46,0,2.13,3.46,1846
1.06,2.13,3.46,0,2.13,3.46,1847
1.06,2.13,3.46,0,2.13,3.46,1848
1.06,2.13,3.46,0,2.13,3.46,1849
1.06,2.13,3.46,0,2.13,3.46,1850
1.06,2.13,3.46,0,2.13,3.46,1851
1.06,2.13,3.46,0,2.13,3.46,1852
1.06,2.13,3.46,0,2.13,3.46,1853
1.06,2.13,3.46,0,2.13,3.46,1854
1.06,2.13,3.46,0,2.13,3.46,1855
1.06,2.13,3.46,0,2.13,3.46,1856
1.06,2.13,3.46,0,2.13,3.46,1857
1.06,2.13,3.46,0,2.13,3.46,1858
1.06,2.13,3.46,0,2.13,3.46,1859
1.06,2.13,3.46,0,2.13,3.46,1860
1.06,2.13,3.46,0,2.13,3.46,1861
1.06,2.13,3.46,0,2.13,3.46,1862
1.06,2.13,3.46,0,2.13,3.46,1863
1.06,2.13,3.46,0,2.13,3.46,1864
1.06,2.13,3.46,0,2.13,3.46,1865
1.06,2.13,3.46,0,2.13,3.46,1866
1.06,2.13,3.46,0,2.13,3.46,1867
1.06,2.13,3.46,0,2.13,3.46,1868
1.06,2.13,3.46,0,2.13,3.46,1869
1.06,2.13,3.46,0,2.13,3.46,1870
1.06,2.13,3.46,0,2.13,3.46,1871
1.06,2.13,3.46,0,2.13,3.46,1872
1.06,2.13,3.46,0,2.13,3.46,1873
1.06,2.13,3.46,0,2.13,3.46,1874
1.06,2.13,3.46,0,2.13,3.46,1875
1.06,2.13,3.46,0,2.13,3.46,1876
1.06,2.13,3.46,0,2.13,3.46,1877
1.06,2.13,3.46,0,2.13,3.46,1878
1.06,2.13,3.46,0,2.13,3.46,1879
1.06,2.13,3.46,0,2.13,3.46,1880
1.06,2.13,3.46,0,2.13,3.46,1881
1.06,2.13,3.46,0,2.13,3.46,1882
1.06,2.13,3.46,0,2.13,3.46,1883
1.06,2.13,3.46,0,2.13,3.46,1884
1.06,2.13,3.46,0,2.13,3.46,1885
1.06,2.13,3.46,0,2.13,3.46,1886
1.06,2.13,3.46,0,2.13,3.46,1887
1.06,2.13,3.46,0,2.13,3.46,1888
1.06,2.13,3.46,0,2.13,3.46,1889
1.06,2.13,3.46,0,2.13,3.46,1890
1.06,2.13,3.46,0,2.13,3.46,1891
1.06,2.13,3.46,0,2.13,3.46,1892
1.06,2.13,3.46,0,2.13,3.46,1893
1.06,2.13,3.46,0,2.13,3.46,1894
1.06,2.13,3.46,0,2.13,3.46,1895
1.06,2.13,3.46,0,2.13,3.46,1896
1.06,2.13,3.46,0,2.13,3.46,1897
1.06,2.13,3.46,0,2.13,3.46,1898
1.06,2.13,3.46,0,2.13,3.46,1899
1.06,2.13,3.46,0,2.13,3.46,1900
1.06,2.13,3.46,0,2.13,3.46,1901
1.06,2.13,3.46,0,2.13,3.46,1902
1.06,2.13,3.46,0,2.13,3.46,1903
1.06,2.13,3.46,0,2.13,3.46,1904
1.06,2.13,3.46,0,2.13,3.46,1905
1.06,2.13,3.46,0,2.13,3.46,1906
1.06,2.13,3.46,0,2.13,3.46,1907
1.06,2.13,3.46,0,2.13,3.46,1908
1.06,2.13,3.46,0,2.13,3.46,1909
1.06,2.13,3.46,0,2.13,3.46,1910
1.06,2.13,3.46,0,2.13,3.46,1911
1.06,2.13,3.46,0,2.13,3.46,1912
1.06,2.13,3.46,0,2.13,3.46,1913
1.06,2.13,3.46,0,2.13,3.46,1914
1.06,2.13,3.46,0,2.13,3.46,1915
1.06,2.13,3.46,0,2.13,3.46,1916
1.06,2.13,3.46,0,2.13,3.46,1917
1.06,2.13,3.46,0,2.13,3.46,1918
1.06,2.13,3.46,0,2.13,3.46,1919
1.06,2.13,3.46,0,2.13,3.46,1920
1.06,2.13,3.46,0,2.13,3.46,1921
1.06,2.13,3.46,0,2.13,3.46,1922
1.06,2.13,3.46,0,2.13,3.46,1923
1.06,2.13,3.46,0,2.13,3.46,1924
1.06,2.13,3.46,0,2.13,3.46,1925
1.06,2.13,3.46,0,2.13,3.46,1926
1.06,2.13,3.46,0,2.13,3.46,1927
1.06,2.13,3.46,0,2.13,3.46,1928
1.06,2.13,3.46,0,2.13,3.46,1929
1.06,2.13,3.46,0,2.13,3.46,1930
1.06,2.13,3.46,0,2.13,3.46,1931
1.06,2.13,3.46,0,2.13,3.46,1932
1.06,2.13,3.46,0,2.13,3.46,1933
1.06,2.13,3.46,0,2.13,3.46,1934
1.06,2.13,3.46,0,2.13,3.46,1935
1.06,2.13,3.46,0,2.13,3.46,1936
1.06,2.13,3.46,0,2.13,3.46,1937
1.06,2.13,3.46,0,2.13,3.46,1938
1.06,2.13,3.46,0,2.13,3.46,1939
1.06,2.13,3.46,0,2.13,3.46,1940
1.06,2.13,3.46,0,2.13,3.46,1941
1.06,2.13,3.46,0,2.13,3.46,1942
1.06,2.13,3.46,0,2.13,3.46,1943
1.06,2.13,3.46,0,2.13,3.46,1944
1.06,2.13,3.46,0,2.13,3.46,1945
1.06,2.13,3.46,0,2.13,3.46,1946
1.06,2.13,3.46,0,2.13,3.46,1947
1.06,2.13,3.46,0,2.13,3.46,1948
1.06,2.13,3.46,0,2.13,3.46,1949
1.06,2.13,3.46,0,2.13,3.46,1950
1.06,2.13,3.46,0,2.13,3.46,1951
1.06,2.13,3.46,0,2.13,3.46,1952
1.06,2.13,3.46,0,2.13,3.46,1953
1.06,2.13,3.46,0,2.13,3.46,1954
1.06,2.13,3.46,0,2.13,3.46,1955
1.06,2.13,3.46,0,2.13,3.46,1956
1.06,2.13,3.46,0,2.13,3.46,1957
1.06,2.13,3.46,0,2.13,3.46,1958
1.06,2.13,3.46,0,2.13,3.46,1959
1.06,2.13,3.46,0,2.13,3.46,1960
1.06,2.13,3.46,0,2.13,3.46,1961
1.06,2.13,3.46,0,2.13,3.46,1962
1.06,2.13,3.46,0,2.13,3.46,1963
1.06,2.13,3.46,0,2.13,3.46,1964
1.06,2.13,3.46,0,2.13,3.46,1965
1.06,2.13,3.46,0,2.13,3.46,1966
1.06,2.13,3.46,0,2.13,3.46,1967
1.06,2.13,3.46,0,2.13,3.46,1968
1.06,2.13,3.46,0,2.13,3.46,1969
1.06,2.13,3.46,0,2.13,3.46,1970
1.06,2.13,3.46,0,2.13,3.46,1971
1.06,2.13,3.46,0,2.13,3.46,1972
1.06,2.13,3.46,0,2.13,3.46,1973
1.06,2.13,3.46,0,2.13,3.46,1974
1.06,2.13,3.46,0,2.13,3.46,1975
1.06,2.13,3.46,0,2.13,3.46,1976
1.06,2.13,3.46,0,2.13,3.46,1977
1.06,2.13,3.46,0,2.13,3.46,1978
1.06,2.13,3.46,0,2.13,3.46,1979
1.06,2.13,3.46,0,2.13,3.46,1980
1.06,2.13,3.46,0,2.13,3.46,1981
1.06,2.13,3.46,0,2.13,3.46,1982
1.06,2.13,3.46,0,2.13,3.46,1983
1.06,2.13,3.46,0,2.13,3.46,1984
1.06,2.13,3.46,0,2.13,3.46,1985
1.06,2.13,3.46,0,2.13,3.46,1986
1.06,2.13,3.46,0,2.13,3.46,1987
1.06,2.13,3.46,0,2.13,3.46,1988
1.06,2.13,3.46,0,2.13,3.46,1989
1.06,2.13,3.46,0,2.13,3.46,1990
1.06,2.13,3.46,0,2.13,3.46,1991
1.06,2.13,3.46,0,2.13,3.46,1992
1.06,2.13,3.46,0,2.13,3.46,1993
1.06,2.13,3.46,0,2.13,3.46,1994
1.06,2.13,3.46,0,2.13,3.46,1995
1.06,2.13,3.46,0,2.13,3.46,1996
1.06,2.13,3.46,0,2.13,3.46,1997
1.06,2.13,3.46,0,2.13,3.46,1998
1.06,2.13,3.46,0,2.13,3.46,1999
1.06,2.13,3.46,0,2.13,3.46,2000
1.06,2.13,3.46,0,2.13,3.46,2001
1.06,2.13,3.46,0,2.13,3.46,2002
1.06,2.13,3.46,0,2.13,3.46,2003
1.06,2.13,3.46,0,2.13,3.46,2004
1.06,2.13,3.46,0,2.13,3.46,2005
1.06,2.13,3.46,0,2.13,3.46,2006
1.06,2.13,3.46,0,2.13,3.46,2007
1.06,2.13,3.46,0,2.13,3.46,2008
1.06,2.13,3.46,0,2.13,3.46,2009
1.06,2.13,3.46,0,2.13,3.46,2010
1.06,2.13,3.46,0,2.13,3.46,2011
1.06,2.13,3.46,0,2.13,3.46,2012
1.06,2.13,3.46,0,2.13,3.46,2013
1.06,2.13,3.46,0,2.13,3.46,2014
1.06,2.13,3.46,0,2.13,3.46,2015
1.06,2.13,3.46,0,2.13,3.46,2016
1.06,2.13,3.46,0,2.13,3.46,2017
1.06,2.13,3.46,0,2.13,3.46,2018
1.06,2.13,3.46,0,2.13,3.46,2019
1.06,2.13,3.46,0,2.13,3.46,2020
1.06,2.13,3.46,0,2.13,3.46,2021
1.06,2.13,3.46,0,2.13,3.46,2022
1.06,2.13,3.46,0,2.13,3.46,2023
1.06,2.13,3.46,0,2.13,3.46,2024
1.06,2.13,3.46,0,2.13,3.46,2025
1.06,2.13,3.46,0,2.13,3.46,2026
1.06,2.13,3.46,0,2.13,3.46,2027
1.06,2.13,3.46,0,2.13,3.46,2028
1.06,2.13,3.46,0,2.13,3.46,2029
1.06,2.13,3.46,0,2.13,3.46,2030
1.06,2.13,3.46,0,2.13,3.46,2031
1.06,2.13,3.46,0,2.13,3.46,2032
1.06,2.13,3.46,0,2.13,3.46,2033
1.06,2.13,3.46,0,2.13,3.46,2034
1.06,2.13,3.46,0,2.13,3.46,2035
1.06,2.13,3.46,0,2.13,3.46,2036
1.06,2.13,3.46,0,2.13,3.46,2037
1.06,2.13,3.46,0,2.13,3.46,2038
1.06,2.13,3.46,0,2.13,3.46,2039
1.06,2.13,3.46,0,2.13,3.46,2040
1.06,2.13,3.46,0,2.13,3.46,2041
1.06,2.13,3.46,0,2.13,3.46,2042
1.06,2.13,3.46,0,2.13,3.46,2043
1.06,2.13,3.46,0,2.13,3.46,2044
1.06,2.13,3.46,0,2.13,3.46,2045
1.06,2.13,3.46,0,2.13,3.46,2046
1.06,2.13,3.46,0,2.13,3.46,2047
1.06,2.13,3.46,0,2.13,3.46,2048
1.06,2.13,3.46,0,2.13,3.46,2049
1.06,2.13,3.46,0,2.13,3.46,2050
1.06,2.13,3.46,0,2.13,3.46,2051
1.06,2.13,3.46,0,2.13,3.46,2052
1.06,2.13,3.46,0,2.13,3.46,2053
1.06,2.13,3.46,0,2.13,3.46,2054
1.06,2.13,3.46,0,2.13,3.46,2055
1.06,2.13,3.46,0,2.13,3.46,2056
1.06,2.13,3.46,0,2.13,3.46,2057
1.06,2.13,3.46,0,2.13,3.46,2058
1.06,2.13,3.46,0,2.13,3.46,2059
1.06,2.13,3.46,0,2.13,3.46,2060
1.06,2.13,3.46,0,2.13,3.46,2061
1.06,2.13,3.46,0,2.13,3.46,2062
1.06,2.13,3.46,0,2.13,3.46,2063
1.06,2.13,3.46,0,2.13,3.46,2064
1.06,2.13,3.46,0,2.13,3.46,2065
1.06,2.13,3.46,0,2.13,3.46,2066
1.06,2.13,3.46,0,2.13,3.46,2067
1.06,2.13,3.46,0,2.13,3.46,2068
1.06,2.13,3.46,0,2.13,3.46,2069
1.06,2.13,3.46,0,2.13,3.46,2070
1.06,2.13,3.46,0,2.13,3.46,2071
1.06,2.13,3.46,0,2.13,3.46,2072
1.06,2.13,3.46,0,2.13,3.46,2073
1.06,2.13,3.46,0,2.13,3.46,2074
1.06,2.13,3.46,0,2.13,3.46,2075
1.06,2.13,3.46,0,2.13,3.46,2076
1.06,2.13,3.46,0,2.13,3.46,2077
1.06,2.13,3.46,0,2.13,3.46,2078
1.06,2.13,3.46,0,2.13,3.46,2079
1.06,2.13,3.46,0,2.13,3.46,2080
1.06,2.13,3.46,0,2.13,3.46,2081
1.06,2.13,3.46,0,2.13,3.46,2082
1.06,2.13,3.46,0,2.13,3.46,2083
1.06,2.13,3.46,0,2.13,3.46,2084
1.06,2.13,3.46,0,2.13,3.46,2085
1.06,2.13,3.46,0,2.13,3.46,2086
1.06,2.13,3.46,0,2.13,3.46,2087
1.06,2.13,3.46,0,2.13,3.46,2088
1.06,2.13,3.46,0,2.13,3.46,2089
1.06,2.13,3.46,0,2.13,3.46,2090
1.06,2.13,3.46,0,2.13,3.46,2091
1.06,2.13,3.46,0,2.13,3.46,2092
1.06,2.13,3.46,0,2.13,3.46,2093
1.06,2.13,3.46,0,2.13,3.46,2094
1.06,2.13,3.46,0,2.13,3.46,2095
1.06,2.13,3.46,0,2.13,3.46,2096
1.06,2.13,3.46,0,2.13,3.46,2097
1.06,2.13,3.46,0,2.13,3.46,2098
1.06,2.13,3.46,0,2.13,3.46,2099
1.06,2.13,3.46,0,2.13,3.46,2100
1.06,2.13,3.46,0,2.13,3.46,2101
1.06,2.13,3.46,0,2.13,3.46,2102
1.06,2.13,3.46,0,2.13,3.46,2103
1.06,2.13,3.46,0,2.13,3.46,2104
1.06,2.13,3.46,0,2.13,3.46,2105
1.06,2.13,3.46,0,2.13,3.46,2106
1.06,2.13,3.46,0,2.13,3.46,2107
1.06,2.13,3.46,0,2.13,3.46,2108
1.06,2.13,3.46,0,2.13,3.46,2109
1.06,2.13,3.46,0,2.13,3.46,2110
1.06,2.13,3.46,0,2.13,3.46,2111
1.06,2.13,3.46,0,2.13,3.46,2112
1.06,2.13,3.46,0,2.13,3.46,2113
1.06,2.13,3.46,0,2.13,3.46,2114
1.06,2.13,3.46,0,2.13,3.46,2115
1.06,2.13,3.46,0,2.13,3.46,2116
1.06,2.13,3.46,0,2.13,3.46,2117
1.06,2.13,3.46,0,2.13,3.46,2118
1.06,2.13,3.46,0,2.13,3.46,2119
1.06,2.13,3.46,0,2.13,3.46,2120
1.06,2.13,3.46,0,2.13,3.46,2121
1.06,2.13,3.46,0,2.13,3.46,2122
1.06,2.13,3.46,0,2.13,3.46,2123
1.06,2.13,3.46,0,2.13,3.46,2124
1.06,2.13,3.46,0,2.13,3.46,2125
1.06,2.13,3.46,0,2.13,3.46,2126
1.06,2.13,3.46,0,2.13,3.46,2127
1.06,2.13,3.46,0,2.13,3.46,2128
1.06,2.13,3.46,0,2.13,3.46,2129
1.06,2.13,3.46,0,2.13,3.46,2130
1.06,2.13,3.46,0,2.13,3.46,2131
1.06,2.13,3.46,0,2.13,3.46,2132
1.06,2.13,3.46,0,2.13,3.46,2133
1.06,2.13,3.46,0,2.13,3.46,2134
1.06,2.13,3.46,0,2.13,3.46,2135
1.06,2.13,3.46,0,2.13,3.46,2136
1.06,2.13,3.46,0,2.13,3.46,2137
1.06,2.13,3.46,0,2.13,3.46,2138
1.06,2.13,3.46,0,2.13,3.46,2139
1.06,2.13,3.46,0,2.13,3.46,2140
1.06,2.13,3.46,0,2.13,3.46,2141
1.06,2.13,3.46,0,2.13,3.46,2142
1.06,2.13,3.46,0,2.13,3.46,2143
1.06,2.13,3.46,0,2.13,3.46,2144
1.06,2.13,3.46,0,2.13,3.46,2145
1.06,2.13,3.46,0,2.13,3.46,2146
1.06,2.13,3.46,0,2.13,3.46,2147
1.06,2.13,3.46,0,2.13,3.46,2148
1.06,2.13,3.46,0,2.13,3.46,2149
1.06,2.13,3.46,0,2.13,3.46,2150
1.06,2.13,3.46,0,2.13,3.46,2151
1.06,2.13,3.46,0,2.13,3.46,2152
1.06,2.13,3.46,0,2.13,3.46,2153
1.06,2.13,3.46,0,2.13,3.46,2154
1.06,2.13,3.46,0,2.13,3.46,2155
1.06,2.13,3.46,0,2.13,3.46,2156
1.06,2.13,3.46,0,2.13,3.46,2157
1.06,2.13,3.46,0,2.13,3.46,2158
1.06,2.13,3.46,0,2.13,3.46,2159
1.06,2.13,3.46,0,2.13,3.46,2160
1.06,2.13,3.46,0,2.13,3.46,2161
1.06,2.13,3.46,0,2.13,3.46,2162
1.06,2.13,3.46,0,2.13,3.46,2163
1.06,2.13,3.46,0,2.13,3.46,2164
1.06,2.13,3.46,0,2.13,3.46,2165
1.06,2.13,3.46,0,2.13,3.46,2166
1.06,2.13,3.46,0,2.13,3.46,2167
1.06,2.13,3.46,0,2.13,3.46,2168
1.06,2.13,3.46,0,2.13,3.46,2169
1.06,2.13,3.46,0,2.13,3.46,2170
1.06,2.13,3.46,0,2.13,3.46,2171
1.06,2.13,3.46,0,2.13,3.46,2172
1.06,2.13,3.46,0,2.13,3.46,2173
1.06,2.13,3.46,0,2.13,3.46,2174
1.06,2.13,3.46,0,2.13,3.46,2175
1.06,2.13,3.46,0,2.13,3.46,2176
1.06,2.13,3.46,0,2.13,3.46,2177
1.06,2.13,3.46,0,2.13,3.46,2178
1.06,2.13,3.46,0,2.13,3.46,2179
1.06,2.13,3.46,0,2.13,3.46,2180
1.06,2.13,3.46,0,2.13,3.46,2181
1.06,2.13,3.46,0,2.13,3.46,2182
1.06,2.13,3.46,0,2.13,3.46,2183
1.06,2.13,3.46,0,2.13,3.46,2184
1.06,2.13,3.46,0,2.13,3.46,2185
1.06,2.13,3.46,0,2.13,3.46,2186
1.06,2.13,3.46,0,2.13,3.46,2187
1.06,2.13,3.46,0,2.13,3.46,2188
1.06,2.13,3.46,0,2.13,3.46,2189
1.06,2.13,3.46,0,2.13,3.46,2190
1.06,2.13,3.46,0,2.13,3.46,2191
1.06,2.13,3.46,0,2.13,3.46,2192
1.06,2.13,3.46,0,2.13,3.46,2193
1.06,2.13,3.46,0,2.13,3.46,2194
1.06,2.13,3.46,0,2.13,3.46,2195
1.06,2.13,3.46,0,2.13,3.46,2196
1.06,2.13,3.46,0,2.13,3.46,2197
1.06,2.13,3.46,0,2.13,3.46,2198
1.06,2.13,3.46,0,2.13,3.46,2199
1.06,2.13,3.46,0,2.13,3.46,2200
1.06,2.13,3.46,0,2.13,3.46,2201
1.06,2.13,3.46,0,2.13,3.46,2202
1.06,2.13,3.46,0,2.13,3.46,2203
1.06,2.13,3.46,0,2.13,3.46,2204
1.06,2.13,3.46,0,2.13,3.46,2205
1.06,2.13,3.46,0,2.13,3.46,2206
1.06,2.13,3.46,0,2.13,3.46,2207
1.06,2.13,3.46,0,2.13,3.46,2208
1.06,2.13,3.46,0,2.13,3.46,2209
1.06,2.13,3.46,0,2.13,3.46,2210
1.06,2.13,3.46,0,2.13,3.46,2211
1.06,2.13,3.46,0,2.13,3.46,2212
1.06,2.13,3.46,0,2.13,3.46,2213
1.06,2.13,3.46,0,2.13,3.46,2214
1.06,2.13,3.46,0,2.13,3.46,2215
1.06,2.13,3.46,0,2.13,3.46,2216
1.06,2.13,3.46,0,2.13,3.46,2217
1.06,2.13,3.46,0,2.13,3.46,2218
1.06,2.13,3.46,0,2.13,3.46,2219
1.06,2.13,3.46,0,2.13,3.46,2220
1.06,2.13,3.46,0,2.13,3.46,2221
1.06,2.13,3.46,0,2.13,3.46,2222
1.06,2.13,3.46,0,2.13,3.46,2223
1.06,2.13,3.46,0,2.13,3.46,2224
1.06,2.13,3.46,0,2.13,3.46,2225
1.06,2.13,3.46,0,2.13,3.46,2226
1.06,2.13,3.46,0,2.13,3.46,2227
1.06,2.13,3.46,0,2.13,3.46,2228
1.06,2.13,3.46,0,2.13,3.46,2229
1.06,2.13,3.46,0,2.13,3.46,2230
1.06,2.13,3.46,0,2.13,3.46,2231
1.06,2.13,3.46,0,2.13,3.46,2232
1.06,2.13,3.46,0,2.13,3.46,2233
1.06,2.13,3.46,0,2.13,3.46,2234
1.06,2.13,3.46,0,2.13,3.46,2235
1.06,2.13,3.46,0,2.13,3.46,2236
1.06,2.13,3.46,0,2.13,3.46,2237
1.06,2.13,3.46,0,2.13,3.46,2238
1.06,2.13,3.46,0,2.13,3.46,2239
1.06,2.13,3.46,0,2.13,3.46,2240
1.06,2.13,3.46,0,2.13,3.46,2241
1.06,2.13,3.46,0,2.13,3.46,2242
1.06,2.13,3.46,0,2.13,3.46,2243
1.06,2.13,3.46,0,2.13,3.46,2244
1.06,2.13,3.46,0,2.13,3.46,2245
1.06,2.13,3.46,0,2.13,3.46,2246
1.06,2.13,3.46,0,2.13,3.46,2247
1.06,2.13,3.46,0,2.13,3.46,2248
1.06,2.13,3.46,0,2.13,3.46,2249
1.06,2.13,3.46,0,2.13,3.46,2250
1.06,2.13,3.46,0,2.13,3.46,2251
1.06,2.13,3.46,0,2.13,3.46,2252
1.06,2.13,3.46,0,2.13,3.46,2253
1.06,2.13,3.46,0,2.13,3.46,2254
1.06,2.13,3.46,0,2.13,3.46,2255
1.06,2.13,3.46,0,2.13,3.46,2256
1.06,2.13,3.46,0,2.13,3.46,2257
1.06,2.13,3.46,0,2.13,3.46,2258
1.06,2.13,3.46,0,2.13,3.46,2259
1.06,2.13,3.46,0,2.13,3.46,2260
1.06,2.13,3.46,0,2.13,3.46,2261
1.06,2.13,3.46,0,2.13,3.46,2262
1.06,2.13,3.46,0,2.13,3.46,2263
1.06,2.13,3.46,0,2.13,3.46,2264
1.06,2.13,3.46,0,2.13,3.46,2265
1.06,2.13,3.46,0,2.13,3.46,2266
1.06,2.13,3.46,0,2.13,3.46,2267
1.06,2.13,3.46,0,2.13,3.46,2268
1.06,2.13,3.46,0,2.13,3.46,2269
1.06,2.13,3.46,0,2.13,3.46,2270
1.06,2.13,3.46,0,2.13,3.46,2271
1.06,2.13,3.46,0,2.13,3.46,2272
1.06,2.13,3.46,0,2.13,3.46,2273
1.06,2.13,3.46,0,2.13,3.46,2274
1.06,2.13,3.46,0,2.13,3.46,2275
1.06,2.13,3.46,0,2.13,3.46,2276
1.06,2.13,3.46,0,2.13,3.46,2277
1.06,2.13,3.46,0,2.13,3.46,2278
1.06,2.13,3.46,0,2.13,3.46,2279
1.06,2.13,3.46,0,2.13,3.46,2280
1.06,2.13,3.46,0,2.13,3.46,2281
1.06,2.13,3.46,0,2.13,3.46,2282
1.06,2.13,3.46,0,2.13,3.46,2283
1.06,2.13,3.46,0,2.13,3.46,2284
1.06,2.13,3.46,0,2.13,3.46,2285
1.06,2.13,3.46,0,2.13,3.46,2286
1.06,2.13,3.46,0,2.13,3.46,2287
1.06,2.13,3.46,0,2.13,3.46,2288
1.06,2.13,3.46,0,2.13,3.46,2289
1.06,2.13,3.46,0,2.13,3.46,2290
1.06,2.13,3.46,0,2.13,3.46,2291
1.06,2.13,3.46,0,2.13,3.46,2292
1.06,2.13,3.46,0,2.13,3.46,2293
1.06,2.13,3.46,0,2.13,3.46,2294
1.06,2.13,3.46,0,2.13,3.46,2295
1.06,2.13,3.46,0,2.13,3.46,2296
1.06,2.13,3.46,0,2.13,3.46,2297
1.06,2.13,3.46,0,2.13,3.46,2298
1.06,2.13,3.46,0,2.13,3.46,2299
1.06,2.13,3.46,0,2.13,3.46,2300
1.06,2.13,3.46,0,2.13,3.46,2301
1.06,2.13,3.46,0,2.13,3.46,2302
1.06,2.13,3.46,0,2.13,3.46,2303
1.06,2.13,3.46,0,2.13,3.46,2304
1.06,2.13,3.46,0,2.13,3.46,2305
1.06,2.13,3.46,0,2.13,3.46,2306
1.06,2.13,3.46,0,2.13,3.46,2307
1.06,2.13,3.46,0,2.13,3.46,2308
1.06,2.13,3.46,0,2.13,3.46,2309
1.06,2.13,3.46,0,2.13,3.46,2310
1.06,2.13,3.46,0,2.13,3.46,2311
1.06,2.13,3.46,0,2.13,3.46,2312
1.06,2.13,3.46,0,2.13,3.46,2313
1.06,2.13,3.46,0,2.13,3.46,2314
1.06,2.13,3.46,0,2.13,3.46,2315
1.06,2.13,3.46,0,2.13,3.46,2316
1.06,2.13,3.46,0,2.13,3.46,2317
1.06,2.13,3.46,0,2.13,3.46,2318
1.06,2.13,3.46,0,2.13,3.46,2319
1.06,2.13,3.46,0,2.13,3.46,2320
1.06,2.13,3.46,0,2.13,3.46,2321
1.06,2.13,3.46,0,2.13,3.46,2322
1.06,2.13,3.46,0,2.13,3.46,2323
1.06,2.13,3.46,0,2.13,3.46,2324
1.06,2.13,3.46,0,2.13,3.46,2325
1.06,2.13,3.46,0,2.13,3.46,2326
1.06,2.13,3.46,0,2.13,3.46,2327
1.06,2.13,3.46,0,2.13,3.46,2328
1.06,2.13,3.46,0,2.13,3.46,2329
1.06,2.13,3.46,0,2.13,3.46,2330
1.06,2.13,3.46,0,2.13,3.46,2331
1.06,2.13,3.46,0,2.13,3.46,2332
1.06,2.13,3.46,0,2.13,3.46,2333
1.06,2.13,3.46,0,2.13,3.46,2334
1.06,2.13,3.46,0,2.13,3.46,2335
1.06,2.13,3.46,0,2.13,3.46,2336
1.06,2.13,3.46,0,2.13,3.46,2337
1.06,2.13,3.46,0,2.13,3.46,2338
1.06,2.13,3.46,0,2.13,3.46,2339
1.06,2.13,3.46,0,2.13,3.46,2340
1.06,2.13,3.46,0,2.13,3.46,2341
1.06,2.13,3.46,0,2.13,3.46,2342
1.06,2.13,3.46,0,2.13,3.46,2343
1.06,2.13,3.46,0,2.13,3.46,2344
1.06,2.13,3.46,0,2.13,3.46,2345
1.06,2.13,3.46,0,2.13,3.46,2346
1.06,2.13,3.46,0,2.13,3.46,2347
1.06,2.13,3.46,0,2.13,3.46,2348
1.06,2.13,3.46,0,2.13,3.46,2349
1.06,2.13,3.46,0,2.13,3.46,2350
1.06,2.13,3.46,0,2.13,3.46,2351
1.06,2.13,3.46,0,2.13,3.46,2352
1.06,2.13,3.46,0,2.13,3.46,2353
1.06,2.13,3.46,0,2.13,3.46,2354
1.06,2.13,3.46,0,2.13,3.46,2355
1.06,2.13,3.46,0,2.13,3.46,2356
1.06,2.13,3.46,0,2.13,3.46,2357
1.06,2.13,3.46,0,2.13,3.46,2358
1.06,2.13,3.46,0,2.13,3.46,2359
1.06,2.13,3.46,0,2.13,3.46,2360
1.06,2.13,3.46,0,2.13,3.46,2361
1.06,2.13,3.46,0,2.13,3.46,2362
1.06,2.13,3.46,0,2.13,3.46,2363
1.06,2.13,3.46,0,2.13,3.46,2364
1.06,2.13,3.46,0,2.13,3.46,2365
1.06,2.13,3.46,0,2.13,3.46,2366
1.06,2.13,3.46,0,2.13,3.46,2367
1.06,2.13,3.46,0,2.13,3.46,2368
1.06,2.13,3.46,0,2.13,3.46,2369
1.06,2.13,3.46,0,2.13,3.46,2370
1.06,2.13,3.46,0,2.13,3.46,2371
1.06,2.13,3.46,0,2.13,3.46,2372
1.06,2.13,3.46,0,2.13,3.46,2373
1.06,2.13,3.46,0,2.13,3.46,2374
1.06,2.13,3.46,0,2.13,3.46,2375
1.06,2.13,3.46,0,2.13,3.46,2376
1.06,2.13,3.46,0,2.13,3.46,2377
1.06,2.13,3.46,0,2.13,3.46,2378
1.06,2.13,3.46,0,2.13,3.46,2379
1.06,2.13,3.46,0,2.13,3.46,2380
1.06,2.13,3.46,0,2.13,3.46,2381
1.06,2.13,3.46,0,2.13,3.46,2382
1.06,2.13,3.46,0,2.13,3.46,2383
1.06,2.13,3.46,0,2.13,3.46,2384
1.06,2.13,3.46,0,2.13,3.46,2385
1.06,2.13,3.46,0,2.13,3.46,2386
1.06,2.13,3.46,0,2.13,3.46,2387
1.06,2.13,3.46,0,2.13,3.46,2388
1.06,2.13,3.46,0,2.13,3.46,2389
1.06,2.13,3.46,0,2.13,3.46,2390
1.06,2.13,3.46,0,2.13,3.46,2391
1.06,2.13,3.46,0,2.13,3.46,2392
1.06,2.13,3.46,0,2.13,3.46,2393
1.06,2.13,3.46,0,2.13,3.46,2394
1.06,2.13,3.46,0,2.13,3.46,2395
1.06,2.13,3.46,0,2.13,3.46,2396
1.06,2.13,3.46,0,2.13,3.46,2397
