Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,UseExtremePeriods,ClusterMethod,ScalingMethod,MinPeriods,MaxPeriods,Threshold,nReps,IterativelyAddPeriods,IterateMethod,LoadWeight,ClusterFuelPrices
,,,,5389,18081.88993,30203.06361,31128.24562,35938.19118,,,,,,,,,,,,,,
,,,,5390,19003.14479,31306.42342,32802.48027,35168.31259,,,,,,,,,,,,,,
,,,,5391,19735.16921,32092.91572,33929.999,34203.27892,,,,,,,,,,,,,,
,,,,5392,20225.32591,32511.93849,34833.51387,33260.35285,,,,,,,,,,,,,,
,,,,5393,20656.5915,32173.92541,35245.67392,32574.44662,,,,,,,,,,,,,,
,,,,5394,20562.21357,31060.70036,34627.51617,31643.91482,,,,,,,,,,,,,,
,,,,5395,19882.75933,30151.03863,33265.86885,31079.86317,,,,,,,,,,,,,,
,,,,5396,19137.00253,29271.06703,32149.2991,30343.46143,,,,,,,,,,,,,,
,,,,5397,18933.72422,27243.42037,30984.52681,28661.42197,,,,,,,,,,,,,,
,,,,5398,17798.54996,24837.96986,28493.60037,26180.61061,,,,,,,,,,,,,,
,,,,5399,16263.2687,22684.19884,25635.9,23748.23251,,,,,,,,,,,,,,
,,,,5400,14879.55627,21072.44943,23152.39901,21866.86293,,,,,,,,,,,,,,
,,,,5401,14002.44685,19984.9348,21586.32356,20576.08163,,,,,,,,,,,,,,
,,,,5402,13454.08821,19341.63376,20583.74723,19771.14946,,,,,,,,,,,,,,
,,,,5403,13149.39063,19242.3155,20069.44698,19476.37436,,,,,,,,,,,,,,
,,,,5404,13067.38416,19831.05695,20069.51657,19901.3005,,,,,,,,,,,,,,
,,,,5405,13375.35883,21198.03307,20982.56832,21194.78411,,,,,,,,,,,,,,
,,,,5406,14328.62095,22502.0847,22891.97917,22825.86891,,,,,,,,,,,,,,
,,,,5407,15209.30667,23983.17439,23919.17922,24657.06267,,,,,,,,,,,,,,
,,,,5408,15860.64247,25953.81946,25066.72892,27303.92694,,,,,,,,,,,,,,
,,,,5409,16535.84259,28334.1872,26676.50018,30356.48249,,,,,,,,,,,,,,
,,,,5410,17283.22919,30625.90627,28529.54691,33303.39663,,,,,,,,,,,,,,
,,,,5411,18090.73676,32427.58235,30599.672,35440.49215,,,,,,,,,,,,,,
,,,,5412,18681.44819,33949.81923,32379.1081,37197.70191,,,,,,,,,,,,,,
,,,,5413,19185.43496,35093.23127,34073.49289,38493.77533,,,,,,,,,,,,,,
,,,,5414,19648.33617,35859.16868,35419.15527,39041.22958,,,,,,,,,,,,,,
,,,,5415,19862.5284,36249.50011,36235.40244,39005.74159,,,,,,,,,,,,,,
,,,,5416,19908.80111,36093.9,36463.47669,38635.94449,,,,,,,,,,,,,,
,,,,5417,19961.17891,35469.07788,35989.42934,38064.6707,,,,,,,,,,,,,,
,,,,5418,19891.2918,33890.46097,34944.3894,37064.45387,,,,,,,,,,,,,,
,,,,5419,19446.18117,32634.35081,33677.57873,36067.90575,,,,,,,,,,,,,,
,,,,5420,19130.43968,31294.31224,32954.3414,34650.4613,,,,,,,,,,,,,,
,,,,5421,19218.61326,28819.26189,32064.03744,32197.62445,,,,,,,,,,,,,,
,,,,5422,18345.50604,26069.89536,29506.3674,29162.58304,,,,,,,,,,,,,,
,,,,5423,16876.65628,23727.93493,26711.96101,26137.56451,,,,,,,,,,,,,,
,,,,5424,15502.09863,22182.51781,24372.27038,23902.00511,,,,,,,,,,,,,,
,,,,5425,14556.68292,21074.5233,22816.67052,22374.41751,,,,,,,,,,,,,,
,,,,5426,14168.41965,20314.1384,21978.70849,21429.36537,,,,,,,,,,,,,,
,,,,5427,13791.2242,20106.21751,21417.72626,20895.04841,,,,,,,,,,,,,,
,,,,5428,13570.94583,20597.45585,21397.40777,21158.97165,,,,,,,,,,,,,,
,,,,5429,13894.9195,22013.40683,22286.04089,22474.56339,,,,,,,,,,,,,,
,,,,5430,14831.45525,23068.45674,24359.3762,24051.12293,,,,,,,,,,,,,,
,,,,5431,15850.71086,24560.1013,25609.81245,25720.92602,,,,,,,,,,,,,,
,,,,5432,16351.89662,26382.70581,26570.27321,28431.92735,,,,,,,,,,,,,,
,,,,5433,16900.81104,28577.22437,27937.67782,31412.35454,,,,,,,,,,,,,,
,,,,5434,17653.86791,30658.85415,29370.58651,34241.62219,,,,,,,,,,,,,,
,,,,5435,18450.48566,32485.94538,30818.58826,36448.61609,,,,,,,,,,,,,,
,,,,5436,19222.93383,34017.83362,32469.80029,38158.02716,,,,,,,,,,,,,,
,,,,5437,20035.57292,35357.71521,34304.42003,39213.89347,,,,,,,,,,,,,,
,,,,5438,20888.87338,36461.43031,35853.304,39589.90085,,,,,,,,,,,,,,
,,,,5439,21506.25251,36905.83393,36938.01481,39267.81536,,,,,,,,,,,,,,
,,,,5440,21847.59509,36784.72451,37581.37822,38642.21943,,,,,,,,,,,,,,
,,,,5441,21974.77233,35934.40498,37500.37975,37417.71198,,,,,,,,,,,,,,
,,,,5442,21698.62571,34791.44596,36885.01511,36038.8063,,,,,,,,,,,,,,
,,,,5443,21041.79617,33827.48175,35759.17212,34930.6022,,,,,,,,,,,,,,
,,,,5444,20375.99613,32702.80872,34758.50584,33573.72701,,,,,,,,,,,,,,
,,,,5445,20204.91668,30450.69935,33731.59241,31383.11957,,,,,,,,,,,,,,
,,,,5446,18929.0795,27578.52812,31076.2199,28437.9692,,,,,,,,,,,,,,
,,,,5447,17318.31276,25098.15935,28028.81409,25712.01465,,,,,,,,,,,,,,
,,,,5448,15835.38494,23400.60073,25498.99953,23642.70032,,,,,,,,,,,,,,
,,,,5449,14857.30826,22192.42144,23836.21051,22214.37019,,,,,,,,,,,,,,
,,,,5450,14294.26656,21477.11095,22830.61051,21169.96001,,,,,,,,,,,,,,
,,,,5451,13706.98551,21206.89515,22114.86075,20696.78487,,,,,,,,,,,,,,
,,,,5452,13559.60924,21723.98927,22031.43031,21025.24653,,,,,,,,,,,,,,
,,,,5453,13874.05037,23113.49631,22894.86404,22436.41765,,,,,,,,,,,,,,
,,,,5454,14781.67,24348.6444,25026.448,23927.06171,,,,,,,,,,,,,,
,,,,5455,15603.31209,25715.91303,26112.77138,25465.32624,,,,,,,,,,,,,,
,,,,5456,16079.55823,27410.85892,26972.45199,28013.18644,,,,,,,,,,,,,,
,,,,5457,16727.84357,29360.47408,28387.92182,31046.88108,,,,,,,,,,,,,,
,,,,5458,17654.0529,31075.18396,30219.77553,33993.51063,,,,,,,,,,,,,,
,,,,5459,18799.66666,32695.7507,32155.41653,36458.86906,,,,,,,,,,,,,,
,,,,5460,19790.10892,34123.9971,34054.11437,38411.23919,,,,,,,,,,,,,,
,,,,5461,20550.17458,35294.0983,35416.09309,39471.48272,,,,,,,,,,,,,,
,,,,5462,21333.03014,36031.65402,36457.08294,40012.77271,,,,,,,,,,,,,,
,,,,5463,22001.01338,36092.31707,37118.54318,40339.02985,,,,,,,,,,,,,,
,,,,5464,22456.09187,35560.1001,37434.35125,40226.2667,,,,,,,,,,,,,,
,,,,5465,22627.65049,34501.86627,37274.53654,39382.90731,,,,,,,,,,,,,,
,,,,5466,22360.65345,33058.86558,36540.77559,38044.72092,,,,,,,,,,,,,,
,,,,5467,21720.05016,31924.73939,35321.05517,36737.78068,,,,,,,,,,,,,,
,,,,5468,20861.00639,30986.36044,34552.66802,35324.79375,,,,,,,,,,,,,,
,,,,5469,20673.02812,28811.20333,33634.10615,32723.0202,,,,,,,,,,,,,,
,,,,5470,19272.83844,25989.11826,30939.05904,29595.65409,,,,,,,,,,,,,,
,,,,5471,17536.81919,23667.44306,27978.00832,26682.46309,,,,,,,,,,,,,,
,,,,5472,15862.10929,21918.10382,25466.39516,24451.84001,,,,,,,,,,,,,,
,,,,5473,15035.84926,20880.51177,23893.31747,22988.66203,,,,,,,,,,,,,,
,,,,5474,14322.04479,20182.78451,22816.46786,21977.84009,,,,,,,,,,,,,,
,,,,5475,13953.0919,19887.72667,22201.72906,21454.46928,,,,,,,,,,,,,,
,,,,5476,13662.05549,20354.7387,22099.2148,21691.20349,,,,,,,,,,,,,,
,,,,5477,13809.12908,21731.22896,22956.18954,22953.97989,,,,,,,,,,,,,,
,,,,5478,14781.58997,22876.51517,24991.13068,24528.6323,,,,,,,,,,,,,,
,,,,5479,15542.40886,24176.18202,25975.58264,26262.79715,,,,,,,,,,,,,,
,,,,5480,16353.66213,25832.78301,27141.9623,28856.89355,,,,,,,,,,,,,,
,,,,5481,17374.90664,27790.21184,29016.3626,31777.58839,,,,,,,,,,,,,,
,,,,5482,18605.88323,29770.8121,31323.38454,34549.64053,,,,,,,,,,,,,,
,,,,5483,20101.39995,31624.14106,33756.72154,36295.91641,,,,,,,,,,,,,,
,,,,5484,21216.67271,33311.26127,35958.9585,37618.67928,,,,,,,,,,,,,,
,,,,5485,22205.9558,34794.93174,37874.86165,38736.43442,,,,,,,,,,,,,,
,,,,5486,23117.21928,35662.42306,39194.97737,39136.00235,,,,,,,,,,,,,,
,,,,5487,23614.59385,36012.65488,39842.55464,38931.19936,,,,,,,,,,,,,,
,,,,5488,23874.27979,35907.63197,40057.97512,38183.16039,,,,,,,,,,,,,,
,,,,5489,23880.87605,35144.74046,39561.18317,37122.47125,,,,,,,,,,,,,,
,,,,5490,23408.85681,33627.62403,38423.31716,36129.84763,,,,,,,,,,,,,,
,,,,5491,22569.00429,32404.87941,36955.52611,35120.20583,,,,,,,,,,,,,,
,,,,5492,22109.22284,31199.73519,36139.43481,34067.77703,,,,,,,,,,,,,,
,,,,5493,21744.29818,28850.29285,34919.99385,31888.27831,,,,,,,,,,,,,,
,,,,5494,20323.60437,26036.33815,32039.67411,28942.75506,,,,,,,,,,,,,,
,,,,5495,18535.75604,23477.33824,28878.18559,25928.56998,,,,,,,,,,,,,,
,,,,5496,16798.68077,21799.58976,26294.70933,23775.49184,,,,,,,,,,,,,,
,,,,5497,15613.26534,20586.89858,24466.44555,22299.86198,,,,,,,,,,,,,,
,,,,5498,14896.47293,19885.90989,23232.27556,21269.47214,,,,,,,,,,,,,,
,,,,5499,14271.77617,19634.6535,22521.36429,20754.1604,,,,,,,,,,,,,,
,,,,5500,13976.00674,20108.83148,22343.56163,21047.88592,,,,,,,,,,,,,,
,,,,5501,14227.88025,21352.50704,23116.75818,22309.87134,,,,,,,,,,,,,,
,,,,5502,15057.60783,22423.63415,25084.05927,23949.49767,,,,,,,,,,,,,,
,,,,5503,15907.86357,23965.15206,26102.89075,25916.06299,,,,,,,,,,,,,,
,,,,5504,16371.5711,26092.28885,26994.5724,28633.63764,,,,,,,,,,,,,,
,,,,5505,16901.40499,28432.35565,28685.05218,31721.63246,,,,,,,,,,,,,,
,,,,5506,17668.20065,30870.39815,30795.26716,34246.79154,,,,,,,,,,,,,,
,,,,5507,18367.02991,32836.31672,32566.17347,35919.19196,,,,,,,,,,,,,,
,,,,5508,18804.71766,34322.68316,33563.17049,36652.79996,,,,,,,,,,,,,,
,,,,5509,18939.38978,35259.81749,34305.77553,36277.46303,,,,,,,,,,,,,,
,,,,5510,19404.37235,35810.51153,34965.21895,35345.80065,,,,,,,,,,,,,,
,,,,5511,19741.81238,35488.54864,35468.32089,34947.22003,,,,,,,,,,,,,,
,,,,5512,19896.47038,34247.45056,35639.36665,34304.65359,,,,,,,,,,,,,,
,,,,5513,19931.41086,32938.84692,35423.90356,33235.81653,,,,,,,,,,,,,,
,,,,5514,19723.477,31521.17382,34516.74117,32148.84876,,,,,,,,,,,,,,
,,,,5515,19031.48939,30556.87916,33208.74711,31459.024,,,,,,,,,,,,,,
,,,,5516,18681.30818,29591.76105,32415.31509,30603.80061,,,,,,,,,,,,,,
,,,,5517,18613.31721,27790.70226,31449.98864,28894.84224,,,,,,,,,,,,,,
,,,,5518,17739.98973,25647.99199,29423.31231,26701.20376,,,,,,,,,,,,,,
,,,,5519,16609.42361,23168.8193,26987.46964,24400.27709,,,,,,,,,,,,,,
,,,,5520,15424.24298,21766.31538,25040.15573,22565.86036,,,,,,,,,,,,,,
,,,,5521,14436.00349,20570.66678,23026.12937,21215.95043,,,,,,,,,,,,,,
,,,,5522,13873.83044,19867.34521,22089.08301,20317.15415,,,,,,,,,,,,,,
,,,,5523,13458.95327,19415.71061,21242.6321,19797.60581,,,,,,,,,,,,,,
,,,,5524,13229.28312,19376.07755,20863.26604,19699.41435,,,,,,,,,,,,,,
,,,,5525,13117.8537,19596.41687,20937.59426,20069.07149,,,,,,,,,,,,,,
,,,,5526,13326.4807,19832.3913,21343.7114,20835.12847,,,,,,,,,,,,,,
,,,,5527,13504.05794,21113.16485,21871.64758,22599.25379,,,,,,,,,,,,,,
,,,,5528,14074.62739,23037.06033,23340.83606,25462.23791,,,,,,,,,,,,,,
,,,,5529,15139.31247,25091.32317,25323.31249,28402.59507,,,,,,,,,,,,,,
,,,,5530,16338.08481,26864.01062,27431.66299,30746.36291,,,,,,,,,,,,,,
,,,,5531,17369.91535,28356.36838,29285.36319,32242.60093,,,,,,,,,,,,,,
,,,,5532,18233.46491,29636.47211,30896.13613,32996.54812,,,,,,,,,,,,,,
,,,,5533,18744.39034,30626.17844,32548.84081,33486.37952,,,,,,,,,,,,,,
,,,,5534,19075.60589,31333.05427,33728.57918,33406.87003,,,,,,,,,,,,,,
,,,,5535,19320.2145,31974.182,34310.5562,32727.21154,,,,,,,,,,,,,,
,,,,5536,19447.30914,32127.97779,34615.4723,32289.57236,,,,,,,,,,,,,,
,,,,5537,19427.07721,31643.40554,34493.36368,31986.53904,,,,,,,,,,,,,,
,,,,5538,19037.20533,30458.98597,33440.98191,31289.95748,,,,,,,,,,,,,,
,,,,5539,18338.02904,29864.15304,31966.57824,30921.1636,,,,,,,,,,,,,,
,,,,5540,17998.77165,28941.43245,31476.73615,30136.87251,,,,,,,,,,,,,,
,,,,5541,17762.16453,27147.78819,30471.13804,28633.70591,,,,,,,,,,,,,,
,,,,5542,16848.5421,24941.33681,28535.47467,26444.76951,,,,,,,,,,,,,,
,,,,5543,15745.05161,22917.23344,26358.97195,24245.16422,,,,,,,,,,,,,,
,,,,5544,14591.11103,21346.51001,24390.84473,22404.97004,,,,,,,,,,,,,,
,,,,5545,13749.59102,20305.66404,22808.89513,21073.86323,,,,,,,,,,,,,,
,,,,5546,13218.34705,19519.32568,21715.60027,20201.61934,,,,,,,,,,,,,,
,,,,5547,12825.2945,19113.94331,21003.57755,19655.70186,,,,,,,,,,,,,,
,,,,5548,12624.08254,19079.71793,20533.06983,19451.59011,,,,,,,,,,,,,,
,,,,5549,12517.16953,19295.92327,20469.45859,19631.58801,,,,,,,,,,,,,,
,,,,5550,12617.72254,19738.90584,20747.21427,20153.87568,,,,,,,,,,,,,,
,,,,5551,12755.08034,20898.06903,21142.03687,21922.6019,,,,,,,,,,,,,,
,,,,5552,13308.54384,22481.0234,22507.29943,25321.2399,,,,,,,,,,,,,,
,,,,5553,14286.71346,23769.05409,24367.94259,28750.55078,,,,,,,,,,,,,,
,,,,5554,15165.61532,24576.58279,25902.87327,31750.71684,,,,,,,,,,,,,,
,,,,5555,15910.73,25212.1875,27024.26751,34122.20304,,,,,,,,,,,,,,
,,,,5556,16660.78738,25536.39096,28212.92232,35897.86561,,,,,,,,,,,,,,
,,,,5557,17448.87295,25884.16738,29323.57803,36606.9922,,,,,,,,,,,,,,
,,,,5558,18153.37517,26171.26258,30364.96052,37021.11114,,,,,,,,,,,,,,
,,,,5559,18635.5881,26501.47924,31172.47196,36962.4304,,,,,,,,,,,,,,
,,,,5560,18906.37367,26820.68937,31651.16588,36582.04478,,,,,,,,,,,,,,
,,,,5561,19144.82497,26649.082,31785.83816,35692.34982,,,,,,,,,,,,,,
,,,,5562,19011.62776,26294.52218,31298.88991,34354.69178,,,,,,,,,,,,,,
,,,,5563,18518.86742,26520.64584,30466.40383,33572.57023,,,,,,,,,,,,,,
,,,,5564,18166.34767,26047.86269,30446.56575,32559.52271,,,,,,,,,,,,,,
,,,,5565,17973.89815,24694.69238,29681.22734,30128.88178,,,,,,,,,,,,,,
,,,,5566,16882.57075,22803.57671,27532.63633,27190.71376,,,,,,,,,,,,,,
,,,,5567,15456.32837,21211.00156,25085.2281,24499.34262,,,,,,,,,,,,,,
,,,,5568,14096.39044,19979.6203,23002.91406,22511.71977,,,,,,,,,,,,,,
,,,,5569,13300.78416,19206.89119,21603.74761,21276.98866,,,,,,,,,,,,,,
,,,,5570,12749.1203,18709.93333,20758.32663,20511.55496,,,,,,,,,,,,,,
,,,,5571,12381.5798,18838.07037,20353.054,20256.89121,,,,,,,,,,,,,,
,,,,5572,12327.29154,19660.02091,20456.84879,20786.12118,,,,,,,,,,,,,,
,,,,5573,12654.20632,21577.22831,21491.41296,22528.58571,,,,,,,,,,,,,,
,,,,5574,13713.15436,22864.1294,23831.59572,24248.0716,,,,,,,,,,,,,,
,,,,5575,14678.2791,23802.94883,25116.63083,25699.00317,,,,,,,,,,,,,,
,,,,5576,15206.66205,24794.57737,25837.24601,28013.77094,,,,,,,,,,,,,,
,,,,5577,15773.13277,25845.88485,27076.94833,30952.21635,,,,,,,,,,,,,,
,,,,5578,16731.58245,27092.73477,28797.33867,33776.38922,,,,,,,,,,,,,,
,,,,5579,17647.59258,28273.89423,30442.60879,36090.12996,,,,,,,,,,,,,,
,,,,5580,18483.61011,29514.73776,31924.05198,38000.26525,,,,,,,,,,,,,,
,,,,5581,19220.91349,30586.94967,33162.77182,39152.86437,,,,,,,,,,,,,,
,,,,5582,19829.73533,31160.88224,33880.02762,39651.76884,,,,,,,,,,,,,,
,,,,5583,20269.31015,31288.92326,34245.81851,39305.72254,,,,,,,,,,,,,,
,,,,5584,20615.24314,30993.1405,34347.58684,38537.08101,,,,,,,,,,,,,,
,,,,5585,20754.80433,30415.95373,33925.24977,37549.23229,,,,,,,,,,,,,,
,,,,5586,20582.48561,29656.32964,33178.40972,36207.11405,,,,,,,,,,,,,,
,,,,5587,19960.76098,29289.99093,32354.79824,35425.0881,,,,,,,,,,,,,,
,,,,5588,19315.46886,28498.20918,31959.89016,34024.19477,,,,,,,,,,,,,,
,,,,5589,19097.98246,26528.68427,30983.68533,31187.27459,,,,,,,,,,,,,,
,,,,5590,17726.79953,24135.09437,28291.18943,27930.69851,,,,,,,,,,,,,,
,,,,5591,16096.457,22000.28025,25415.75135,24964.57518,,,,,,,,,,,,,,
,,,,5592,14583.66865,20695.37732,23088.29615,22866.71175,,,,,,,,,,,,,,
,,,,5593,13664.69311,19801.38505,21649.60691,21556.28049,,,,,,,,,,,,,,
,,,,5594,13117.04113,19331.7586,20791.24793,20758.91238,,,,,,,,,,,,,,
,,,,5595,12727.26141,19219.49172,20273.7669,20342.08294,,,,,,,,,,,,,,
,,,,5596,12616.64194,19960.82768,20251.60147,20724.91658,,,,,,,,,,,,,,
,,,,5597,12829.1014,21687.36057,21181.02249,22380.60267,,,,,,,,,,,,,,
,,,,5598,13731.09908,22849.21813,23354.45541,24097.95299,,,,,,,,,,,,,,
,,,,5599,14701.08561,23812.87131,24464.64923,25271.49315,,,,,,,,,,,,,,
,,,,5600,15161.50696,24933.95561,24980.03753,27233.18234,,,,,,,,,,,,,,
,,,,5601,15798.83737,26189.73697,26235.47402,29761.74781,,,,,,,,,,,,,,
,,,,5602,16716.42929,27678.01204,27964.45534,32576.08325,,,,,,,,,,,,,,
,,,,5603,17791.85511,29015.58253,29903.7219,34963.63338,,,,,,,,,,,,,,
,,,,5604,18659.49309,30246.6146,31580.29452,36850.47417,,,,,,,,,,,,,,
,,,,5605,19333.71947,31221.40882,33032.14189,37991.75757,,,,,,,,,,,,,,
,,,,5606,19986.18686,31904.8569,34039.87098,37777.54587,,,,,,,,,,,,,,
,,,,5607,20469.37395,32185.66832,34869.05997,36573.40372,,,,,,,,,,,,,,
,,,,5608,20837.59737,31919.23533,35326.80239,35039.95014,,,,,,,,,,,,,,
,,,,5609,20902.60014,31269.13801,35186.26758,33606.38677,,,,,,,,,,,,,,
,,,,5610,20532.90212,30356.85421,34249.03552,32337.03591,,,,,,,,,,,,,,
,,,,5611,19916.32848,29884.87713,32980.80994,31827.50362,,,,,,,,,,,,,,
,,,,5612,19383.4015,28948.89007,32404.77388,30656.39137,,,,,,,,,,,,,,
,,,,5613,19155.49556,26700.54664,31341.05928,28351.93406,,,,,,,,,,,,,,
,,,,5614,17820.75638,24234.41402,28642.51732,25496.7045,,,,,,,,,,,,,,
,,,,5615,16132.41214,22141.04068,25713.33499,22886.2051,,,,,,,,,,,,,,
,,,,5616,14534.12816,20681.94697,23319.53053,21169.21243,,,,,,,,,,,,,,
,,,,5617,13750.70165,19740.60612,21857.60421,19976.8833,,,,,,,,,,,,,,
,,,,5618,13051.57873,19246.88881,20865.09875,19331.01618,,,,,,,,,,,,,,
,,,,5619,12804.27214,19146.21623,20409.61849,19013.66425,,,,,,,,,,,,,,
,,,,5620,12653.92478,19942.85394,20357.62113,19442.18032,,,,,,,,,,,,,,
,,,,5621,12812.54151,21611.6591,21292.61191,21183.67301,,,,,,,,,,,,,,
,,,,5622,13761.2764,22883.6043,23502.14657,22967.45512,,,,,,,,,,,,,,
,,,,5623,14636.69794,23680.288,24628.37596,24100.7636,,,,,,,,,,,,,,
,,,,5624,15101.3971,24775.82394,25121.73997,25740.98666,,,,,,,,,,,,,,
,,,,5625,15820.69293,26177.62027,26283.0758,27832.5135,,,,,,,,,,,,,,
,,,,5626,16759.74587,27613.55229,27939.70922,30513.68278,,,,,,,,,,,,,,
,,,,5627,17907.01467,29157.98206,29901.44791,32806.99745,,,,,,,,,,,,,,
,,,,5628,18852.31566,30410.20534,31599.02167,34365.76845,,,,,,,,,,,,,,
,,,,5629,19514.22296,31235.23276,33100.3118,35075.76784,,,,,,,,,,,,,,
,,,,5630,20772.84227,31841.03907,34298.26939,34594.61824,,,,,,,,,,,,,,
,,,,5631,21272.02607,32018.49735,35039.63246,33875.43697,,,,,,,,,,,,,,
,,,,5632,21840.67912,31631.12499,35409.36825,33087.11878,,,,,,,,,,,,,,
,,,,5633,22139.80675,30709.97837,35436.16699,32437.18315,,,,,,,,,,,,,,
,,,,5634,21940.194,29775.90682,34828.57765,31688.01663,,,,,,,,,,,,,,
,,,,5635,21109.29113,29369.01192,33709.37905,31370.00942,,,,,,,,,,,,,,
,,,,5636,20248.20348,28482.57668,32904.38709,30447.09081,,,,,,,,,,,,,,
,,,,5637,19811.41362,26440.74922,31698.22136,28141.56102,,,,,,,,,,,,,,
,,,,5638,18413.88179,24029.58407,28945.75528,25167.097,,,,,,,,,,,,,,
,,,,5639,16555.65349,21794.70936,25845.18568,22526.55145,,,,,,,,,,,,,,
,,,,5640,15144.38727,20476.68323,23551.77201,20707.31024,,,,,,,,,,,,,,
,,,,5641,14098.4177,19567.51794,21953.35219,19638.47238,,,,,,,,,,,,,,
,,,,5642,13481.19148,19116.02505,21037.71338,18948.31274,,,,,,,,,,,,,,
,,,,5643,13061.74033,18974.43604,20518.49366,18715.75569,,,,,,,,,,,,,,
,,,,5644,12961.37793,19753.28038,20520.31439,19288.64118,,,,,,,,,,,,,,
,,,,5645,13155.97779,21580.93224,21460.29334,21158.62513,,,,,,,,,,,,,,
,,,,5646,14056.56453,22772.5261,23643.02184,23002.93725,,,,,,,,,,,,,,
,,,,5647,14878.06441,23746.3149,24789.93203,24228.80437,,,,,,,,,,,,,,
,,,,5648,15213.05319,24909.31339,25209.06483,26159.36877,,,,,,,,,,,,,,
,,,,5649,16016.21816,26438.71438,26631.72437,28544.63412,,,,,,,,,,,,,,
,,,,5650,17180.27172,27974.63219,28579.3004,30992.23426,,,,,,,,,,,,,,
,,,,5651,18433.58313,29441.76727,30615.8728,33194.47914,,,,,,,,,,,,,,
,,,,5652,19477.97038,30724.61429,32470.54149,35088.45637,,,,,,,,,,,,,,
,,,,5653,20425.38839,31661.72462,33961.05247,36575.15238,,,,,,,,,,,,,,
,,,,5654,21313.92866,32145.1145,35042.93656,37511.57298,,,,,,,,,,,,,,
,,,,5655,22004.11032,32327.25538,35861.61292,38088.48421,,,,,,,,,,,,,,
,,,,5656,22463.61358,31744.10957,36403.22138,38010.98121,,,,,,,,,,,,,,
,,,,5657,22720.58804,30739.44336,36288.62427,36956.19445,,,,,,,,,,,,,,
,,,,5658,22511.52088,29619.57032,35528.46256,35509.18381,,,,,,,,,,,,,,
,,,,5659,21640.09523,29410.93985,34234.25957,34690.8333,,,,,,,,,,,,,,
,,,,5660,20926.01866,28463.8093,33595.35912,33416.36322,,,,,,,,,,,,,,
,,,,5661,20485.85409,26407.7034,32389.24556,30781.57075,,,,,,,,,,,,,,
,,,,5662,19048.8374,23980.65089,29595.77778,27659.61275,,,,,,,,,,,,,,
,,,,5663,17217.06945,21893.02127,26620.06928,24819.57378,,,,,,,,,,,,,,
,,,,5664,15693.44713,20436.59082,24199.78876,22685.72912,,,,,,,,,,,,,,
,,,,5665,14700.93662,19680.62377,22603.87275,21222.27877,,,,,,,,,,,,,,
,,,,5666,13974.59275,19041.23599,21626.57772,20303.18331,,,,,,,,,,,,,,
,,,,5667,13478.0357,18856.87646,20924.59811,19846.15692,,,,,,,,,,,,,,
,,,,5668,13355.43891,19653.53815,20902.70349,20201.69018,,,,,,,,,,,,,,
,,,,5669,13459.6006,21279.68815,21675.38892,21848.90856,,,,,,,,,,,,,,
,,,,5670,14336.36244,22484.7071,23771.91599,23545.73377,,,,,,,,,,,,,,
,,,,5671,15176.36608,23388.78965,24874.54767,24861.25647,,,,,,,,,,,,,,
,,,,5672,15736.74027,24634.1614,25555.81977,27041.6705,,,,,,,,,,,,,,
,,,,5673,16685.67678,25991.12545,27100.07215,29528.49643,,,,,,,,,,,,,,
,,,,5674,17804.04844,27143.00309,29134.92259,31926.46268,,,,,,,,,,,,,,
,,,,5675,19020.59965,28105.2871,31237.91495,33644.27569,,,,,,,,,,,,,,
,,,,5676,20208.65883,28856.5571,33080.98866,35334.18927,,,,,,,,,,,,,,
,,,,5677,21180.44927,29501.87084,34815.84387,36860.35769,,,,,,,,,,,,,,
,,,,5678,21879.34213,29869.69909,36087.56643,37967.83939,,,,,,,,,,,,,,
,,,,5679,22393.86359,30023.35527,36992.03874,38555.30818,,,,,,,,,,,,,,
,,,,5680,22689.92589,29791.44123,37349.07785,38253.34273,,,,,,,,,,,,,,
,,,,5681,22659.35927,28983.65078,36977.5264,36724.0372,,,,,,,,,,,,,,
,,,,5682,22108.62077,27539.52142,35937.10117,35015.97119,,,,,,,,,,,,,,
,,,,5683,21042.1583,27008.50654,34082.41928,33624.95926,,,,,,,,,,,,,,
,,,,5684,20237.61779,26224.49909,33042.07792,32284.31743,,,,,,,,,,,,,,
,,,,5685,19683.6635,24604.51232,31683.12301,29851.35002,,,,,,,,,,,,,,
,,,,5686,18542.94319,22587.14438,29340.6158,26987.95452,,,,,,,,,,,,,,
,,,,5687,17111.19802,20678.27965,26801.68751,24404.29102,,,,,,,,,,,,,,
,,,,5688,15787.32055,19351.51732,24501.19193,22276.85407,,,,,,,,,,,,,,
,,,,5689,14762.39458,18410.21163,22809.93938,20754.16496,,,,,,,,,,,,,,
,,,,5690,14032.57616,17755.19376,21610.06756,19715.83778,,,,,,,,,,,,,,
,,,,5691,13575.75865,17469.02698,20822.3359,19107.15651,,,,,,,,,,,,,,
,,,,5692,13275.48223,17554.2233,20374.97397,18997.41004,,,,,,,,,,,,,,
,,,,5693,13241.82705,17928.21211,20401.46314,19360.38035,,,,,,,,,,,,,,
,,,,5694,13322.12002,18308.0179,20791.30491,20005.97081,,,,,,,,,,,,,,
