Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,UseExtremePeriods,ClusterMethod,ScalingMethod,MinPeriods,MaxPeriods,Threshold,nReps,IterativelyAddPeriods,IterateMethod,LoadWeight,ClusterFuelPrices
,,,,741,16665.96089,24309.82202,25552.89121,22172.37254,,,,,,,,,,,,,,
,,,,742,15858.3175,22883.89102,24057.29568,19949.47163,,,,,,,,,,,,,,
,,,,743,14855.91852,21480.85472,22395.42503,17709.04278,,,,,,,,,,,,,,
,,,,744,14079.83969,20554.93571,21240.81583,15960.51201,,,,,,,,,,,,,,
,,,,745,13625.85527,20123.77217,20545.39572,15103.47491,,,,,,,,,,,,,,
,,,,746,13377.25162,20044.75699,20303.37743,14677.3068,,,,,,,,,,,,,,
,,,,747,13145.5981,20177.76573,20275.38149,14572.52589,,,,,,,,,,,,,,
,,,,748,13138.52457,20743.50365,20731.75148,14994.74473,,,,,,,,,,,,,,
,,,,749,13560.97399,22446.57045,22202.28141,16609.31798,,,,,,,,,,,,,,
,,,,750,14724.37215,25509.89861,24984.39729,19657.60395,,,,,,,,,,,,,,
,,,,751,16024.87376,26441.20361,26514.97094,21037.44662,,,,,,,,,,,,,,
,,,,752,15941.11871,25541.17965,25842.91671,21302.04406,,,,,,,,,,,,,,
,,,,753,15766.25821,24521.05312,25143.2106,21646.07218,,,,,,,,,,,,,,
,,,,754,15688.70186,23677.89939,24735.76164,22339.03229,,,,,,,,,,,,,,
,,,,755,15684.31989,22949.44104,24319.16133,22842.54743,,,,,,,,,,,,,,
,,,,756,15642.91584,22305.70324,23991.93699,23265.72505,,,,,,,,,,,,,,
,,,,757,15591.3032,21991.81785,23841.28167,23486.81613,,,,,,,,,,,,,,
,,,,758,15512.74553,21789.92117,23772.57672,23709.72607,,,,,,,,,,,,,,
,,,,759,15388.97893,21811.68938,23687.74324,23855.42839,,,,,,,,,,,,,,
,,,,760,15458.38055,22108.12528,23954.53052,23953.64905,,,,,,,,,,,,,,
,,,,761,15833.136,23111.99656,24642.96427,24132.68532,,,,,,,,,,,,,,
,,,,762,16583.30555,24589.63598,26029.88056,25591.63177,,,,,,,,,,,,,,
,,,,763,16743.95657,24472.62286,26188.35869,25510.85402,,,,,,,,,,,,,,
,,,,764,16479.50796,23910.75375,25618.99383,24321.88687,,,,,,,,,,,,,,
,,,,765,16099.7419,22852.02929,24604.78854,22562.42315,,,,,,,,,,,,,,
,,,,766,15376.72974,21183.31921,23008.47781,20298.76513,,,,,,,,,,,,,,
,,,,767,14387.70498,19280.42703,21229.79149,17950.04897,,,,,,,,,,,,,,
,,,,768,13555.88263,18275.25429,19760.34092,16129.92706,,,,,,,,,,,,,,
,,,,769,13071.75719,17727.53588,18855.7384,15151.50488,,,,,,,,,,,,,,
,,,,770,12774.86839,17480.59247,18207.83969,14547.71308,,,,,,,,,,,,,,
,,,,771,12688.98513,17446.62656,18172.16662,14347.83863,,,,,,,,,,,,,,
,,,,772,12862.26123,17914.90906,18568.89183,14669.87444,,,,,,,,,,,,,,
,,,,773,13276.5622,19426.89583,19760.83344,16132.27026,,,,,,,,,,,,,,
,,,,774,14568.05952,22373.72813,22366.40548,18970.85137,,,,,,,,,,,,,,
,,,,775,16115.57266,23564.99698,24180.0625,20448.27508,,,,,,,,,,,,,,
,,,,776,16121.44388,23094.88943,23847.81428,20893.7849,,,,,,,,,,,,,,
,,,,777,15937.38798,22712.34852,23824.64978,21659.37925,,,,,,,,,,,,,,
,,,,778,15694.17933,22480.12365,23712.21858,22513.10537,,,,,,,,,,,,,,
,,,,779,15501.81797,22289.62166,23590.11558,23087.17065,,,,,,,,,,,,,,
,,,,780,15342.90646,21885.79248,23467.69607,23483.56059,,,,,,,,,,,,,,
,,,,781,15240.33388,21875.65599,23399.51051,23688.60812,,,,,,,,,,,,,,
,,,,782,15144.79356,21659.63921,23308.8153,23760.16408,,,,,,,,,,,,,,
,,,,783,15056.47735,21460.97545,23197.80779,23777.5348,,,,,,,,,,,,,,
,,,,784,14997.57766,21480.74722,23095.9593,23733.62246,,,,,,,,,,,,,,
,,,,785,15143.53347,21811.08832,23266.23338,24031.66127,,,,,,,,,,,,,,
,,,,786,16118.58841,23818.80048,24844.31916,25641.50412,,,,,,,,,,,,,,
,,,,787,16777.10472,24003.753,25740.04134,25569.76578,,,,,,,,,,,,,,
,,,,788,16773.49856,23688.95194,25472.68864,24444.09244,,,,,,,,,,,,,,
,,,,789,16636.43733,22764.8465,24665.0629,22591.33353,,,,,,,,,,,,,,
,,,,790,16048.85732,21290.33357,23191.32141,20332.36465,,,,,,,,,,,,,,
,,,,791,15215.58329,19879.0775,21574.06629,18047.88511,,,,,,,,,,,,,,
,,,,792,14522.98462,19085.76336,20302.40355,16251.02388,,,,,,,,,,,,,,
,,,,793,14278.04203,18833.45593,19768.58178,15216.85987,,,,,,,,,,,,,,
,,,,794,14183.52902,18987.1727,19516.25407,14684.7111,,,,,,,,,,,,,,
,,,,795,14200.75696,19461.57199,19657.08581,14461.61873,,,,,,,,,,,,,,
,,,,796,14470.59861,20356.1395,20219.38763,14739.76406,,,,,,,,,,,,,,
,,,,797,15062.36001,22506.0215,21732.83727,16104.72622,,,,,,,,,,,,,,
,,,,798,16377.912,26080.0382,24617.34597,18837.08487,,,,,,,,,,,,,,
,,,,799,17875.46826,27441.88044,26456.14196,20497.54279,,,,,,,,,,,,,,
,,,,800,17779.30832,26674.77545,26024.1773,21145.55361,,,,,,,,,,,,,,
,,,,801,17171.06063,25430.07219,25508.6761,21828.65483,,,,,,,,,,,,,,
,,,,802,16575.91393,24327.40249,25039.77442,22698.77226,,,,,,,,,,,,,,
,,,,803,16189.95457,23339.68726,24557.4407,23097.89364,,,,,,,,,,,,,,
,,,,804,15867.11579,22453.19052,24003.82945,23138.85823,,,,,,,,,,,,,,
,,,,805,15738.11841,21965.96407,23612.88864,23082.95196,,,,,,,,,,,,,,
,,,,806,15536.306,21379.88842,23258.26778,22832.35947,,,,,,,,,,,,,,
,,,,807,15328.74111,21060.51168,23062.29134,22656.17603,,,,,,,,,,,,,,
,,,,808,15365.27146,21183.8443,23139.74039,22505.18487,,,,,,,,,,,,,,
,,,,809,15607.70902,22106.3983,23614.58697,22848.77897,,,,,,,,,,,,,,
,,,,810,16396.74662,24295.82938,25144.70461,24261.1992,,,,,,,,,,,,,,
,,,,811,16603.90811,24553.43672,25300.62443,23951.62639,,,,,,,,,,,,,,
,,,,812,16457.48557,24448.94446,24780.98963,22902.16165,,,,,,,,,,,,,,
,,,,813,16115.42483,24173.98513,24075.00582,21587.90878,,,,,,,,,,,,,,
,,,,814,15631.04038,23363.39165,22996.98042,19960.5692,,,,,,,,,,,,,,
,,,,815,14912.75056,22250.23877,21645.92398,18264.08979,,,,,,,,,,,,,,
,,,,816,14168.47851,21361.5832,20366.57992,16524.72082,,,,,,,,,,,,,,
,,,,817,13616.7964,20761.86809,19600.83875,15419.49857,,,,,,,,,,,,,,
,,,,818,13224.12573,20481.40982,19088.14098,14785.55623,,,,,,,,,,,,,,
,,,,819,13101.35499,20403.55347,18865.12277,14455.16726,,,,,,,,,,,,,,
,,,,820,13132.32441,20510.06694,18956.10068,14447.05618,,,,,,,,,,,,,,
,,,,821,13233.41595,21119.47445,19252.77621,14881.82974,,,,,,,,,,,,,,
,,,,822,13527.12731,22025.53143,20099.81597,15846.67159,,,,,,,,,,,,,,
,,,,823,14028.17829,22835.58145,21065.82784,17094.34707,,,,,,,,,,,,,,
,,,,824,14598.70964,23679.53046,21933.5843,19111.90576,,,,,,,,,,,,,,
,,,,825,15246.61779,24137.00824,22896.68369,20829.40825,,,,,,,,,,,,,,
,,,,826,15601.57124,23943.19587,23226.86058,21985.88717,,,,,,,,,,,,,,
,,,,827,15679.42872,23518.3474,23074.36177,22558.02196,,,,,,,,,,,,,,
,,,,828,15583.45377,22920.24339,22804.81069,22997.87554,,,,,,,,,,,,,,
,,,,829,15305.2259,22370.39844,22339.2406,23181.12984,,,,,,,,,,,,,,
,,,,830,15098.84777,21834.71226,22008.40888,23139.63548,,,,,,,,,,,,,,
,,,,831,14932.15517,21590.70488,21761.65146,23005.53649,,,,,,,,,,,,,,
,,,,832,14930.12409,21687.94418,21763.58207,22861.48831,,,,,,,,,,,,,,
,,,,833,15173.26517,22406.50543,22126.467,22887.43687,,,,,,,,,,,,,,
,,,,834,15801.46438,23571.63228,23616.85448,24124.5863,,,,,,,,,,,,,,
,,,,835,15835.95174,23339.19807,23829.01209,23881.26352,,,,,,,,,,,,,,
,,,,836,15638.3336,22899.41968,23364.42824,22860.19171,,,,,,,,,,,,,,
,,,,837,15174.69775,22068.66064,22578.16547,21600.49397,,,,,,,,,,,,,,
,,,,838,14657.80434,20976.76846,21554.8546,19982.90534,,,,,,,,,,,,,,
,,,,839,13963.5803,19607.80396,20212.73929,18302.95886,,,,,,,,,,,,,,
,,,,840,13243.99059,18551.77844,18985.29242,16615.9653,,,,,,,,,,,,,,
,,,,841,12716.36972,17839.98613,18046.28263,15551.52535,,,,,,,,,,,,,,
,,,,842,12419.8132,17514.36945,17457.46434,14758.64246,,,,,,,,,,,,,,
,,,,843,12329.5487,17302.26763,17259.89013,14349.99743,,,,,,,,,,,,,,
,,,,844,12231.81442,17337.26317,17154.94129,14259.35069,,,,,,,,,,,,,,
,,,,845,12378.88771,17802.57774,17393.69929,14474.51613,,,,,,,,,,,,,,
,,,,846,12730.08325,18588.00981,17995.13131,15182.55522,,,,,,,,,,,,,,
,,,,847,13239.27898,19647.2621,18889.20136,16162.94651,,,,,,,,,,,,,,
,,,,848,13901.65187,21056.40039,20072.67455,18289.00619,,,,,,,,,,,,,,
,,,,849,14659.07743,21871.22246,21236.61975,20395.84101,,,,,,,,,,,,,,
,,,,850,14845.75256,21754.23576,21643.50874,21783.41777,,,,,,,,,,,,,,
,,,,851,14690.20066,21585.9324,21607.74553,22764.33225,,,,,,,,,,,,,,
,,,,852,14588.52037,21800.84956,21659.4943,23524.29983,,,,,,,,,,,,,,
,,,,853,14631.22167,21863.10723,21757.09393,24075.40002,,,,,,,,,,,,,,
,,,,854,14654.33163,21870.14252,21738.59976,24297.64322,,,,,,,,,,,,,,
,,,,855,14625.53622,22001.47668,21786.63225,24337.08125,,,,,,,,,,,,,,
,,,,856,14766.11137,22404.15456,21945.42064,24334.03411,,,,,,,,,,,,,,
,,,,857,15077.78584,23322.86075,22327.37603,24424.81101,,,,,,,,,,,,,,
,,,,858,15782.34576,24224.35008,23588.48497,24990.77471,,,,,,,,,,,,,,
,,,,859,15990.38517,23872.06066,23875.40984,24225.11949,,,,,,,,,,,,,,
,,,,860,15961.23529,23733.79205,23520.33178,23105.42695,,,,,,,,,,,,,,
,,,,861,15756.97315,23097.29723,22902.23502,21812.1291,,,,,,,,,,,,,,
,,,,862,15652.71318,22734.77865,22279.76064,21041.33427,,,,,,,,,,,,,,
,,,,863,15042.93102,21480.73798,20799.44881,18733.823,,,,,,,,,,,,,,
,,,,864,14346.43516,20599.70983,19495.95578,16516.008,,,,,,,,,,,,,,
,,,,865,13950.13594,20296.15239,18754.0746,15274.90777,,,,,,,,,,,,,,
,,,,866,13819.95644,20281.96791,18508.55469,14602.87562,,,,,,,,,,,,,,
,,,,867,13820.88763,20616.94688,18574.51157,14343.79534,,,,,,,,,,,,,,
,,,,868,13988.40228,21535.4879,19018.73889,14680.10851,,,,,,,,,,,,,,
,,,,869,14637.00859,23498.74173,20579.93414,16075.46839,,,,,,,,,,,,,,
,,,,870,16018.32786,26742.74272,23398.7966,18907.42465,,,,,,,,,,,,,,
,,,,871,17617.88515,28090.97449,25469.79095,20442.00932,,,,,,,,,,,,,,
,,,,872,17764.64294,27841.25039,25482.96272,21053.84968,,,,,,,,,,,,,,
,,,,873,17522.57308,27485.75849,25571.82191,22092.40226,,,,,,,,,,,,,,
,,,,874,17139.61813,26969.26279,25469.06112,23211.3125,,,,,,,,,,,,,,
,,,,875,16903.2624,26254.0147,25348.72747,23852.41367,,,,,,,,,,,,,,
,,,,876,16594.75237,25650.38431,25078.54997,24321.61779,,,,,,,,,,,,,,
,,,,877,16312.93208,25140.52351,24778.36535,24565.47351,,,,,,,,,,,,,,
,,,,878,16057.27737,24651.14342,24437.23617,24601.73519,,,,,,,,,,,,,,
,,,,879,15824.24029,24417.02908,24069.7885,24451.67061,,,,,,,,,,,,,,
,,,,880,15899.73697,24809.99433,24116.99128,24177.69082,,,,,,,,,,,,,,
,,,,881,16219.7474,25968.57321,24653.12308,24565.67813,,,,,,,,,,,,,,
,,,,882,17142.18775,28045.86382,26598.02856,26172.00198,,,,,,,,,,,,,,
,,,,883,18039.61212,28193.43793,27720.21413,26238.43751,,,,,,,,,,,,,,
,,,,884,18162.80472,27663.24388,27455.59754,24880.42815,,,,,,,,,,,,,,
,,,,885,18019.82154,26568.28494,26511.29928,23069.82581,,,,,,,,,,,,,,
,,,,886,17557.49629,24937.27626,25241.54053,20761.87595,,,,,,,,,,,,,,
,,,,887,16798.5437,23448.07528,23577.09447,18435.06154,,,,,,,,,,,,,,
,,,,888,16130.98712,22621.84646,22407.17358,16587.17808,,,,,,,,,,,,,,
,,,,889,15916.1918,22399.44035,21865.25838,15578.52832,,,,,,,,,,,,,,
,,,,890,15899.77663,22509.16758,21724.27158,15001.04351,,,,,,,,,,,,,,
,,,,891,16055.62799,22808.00314,21842.95513,14707.94696,,,,,,,,,,,,,,
,,,,892,16343.47829,23751.10127,22437.54743,14966.44156,,,,,,,,,,,,,,
,,,,893,17080.07857,25917.16936,24065.01337,16311.36992,,,,,,,,,,,,,,
,,,,894,18603.3209,29311.60255,27003.78817,19112.40118,,,,,,,,,,,,,,
,,,,895,20126.02751,30199.05462,28882.10603,20614.82612,,,,,,,,,,,,,,
,,,,896,19943.02831,28997.03224,28331.35787,21219.15065,,,,,,,,,,,,,,
,,,,897,18907.308,27207.91486,27436.09216,22016.23158,,,,,,,,,,,,,,
,,,,898,17763.3121,25751.84792,26514.9407,22822.42893,,,,,,,,,,,,,,
,,,,899,16896.20285,24442.27471,25539.68281,23211.21103,,,,,,,,,,,,,,
,,,,900,16346.60672,23300.32118,24822.49098,23609.5161,,,,,,,,,,,,,,
,,,,901,15976.92454,22735.33155,24280.89391,23637.61565,,,,,,,,,,,,,,
,,,,902,15700.33048,22230.79211,23876.25108,23594.7406,,,,,,,,,,,,,,
,,,,903,15409.88923,22040.42267,23563.60515,23546.10714,,,,,,,,,,,,,,
,,,,904,15414.57478,22285.98601,23499.4528,23519.14328,,,,,,,,,,,,,,
,,,,905,15848.4306,23452.50077,23956.52147,23951.82952,,,,,,,,,,,,,,
,,,,906,17039.5336,25927.2487,26043.06337,25674.13802,,,,,,,,,,,,,,
,,,,907,17775.64419,26698.96086,27363.52772,25733.551,,,,,,,,,,,,,,
,,,,908,17802.32729,26764.80326,27279.35372,24577.05054,,,,,,,,,,,,,,
,,,,909,17659.48379,26190.36349,26602.82862,22822.93872,,,,,,,,,,,,,,
,,,,910,17090.6071,25078.54789,25260.53622,20496.63714,,,,,,,,,,,,,,
,,,,911,16139.48834,23898.64543,23779.28107,18210.55333,,,,,,,,,,,,,,
,,,,912,15263.65823,23395.07764,22448.32003,16480.53739,,,,,,,,,,,,,,
,,,,913,14857.11967,23401.83299,21962.11153,15515.94247,,,,,,,,,,,,,,
,,,,914,14713.29895,23678.34065,21777.81667,14990.91123,,,,,,,,,,,,,,
,,,,915,14578.25765,24193.0176,21831.75355,14867.52686,,,,,,,,,,,,,,
,,,,916,14816.56419,25073.84334,22419.167,15211.18408,,,,,,,,,,,,,,
,,,,917,15370.75665,27245.29495,23883.17383,16743.68162,,,,,,,,,,,,,,
,,,,918,16745.25111,30431.88972,26778.47541,19694.4898,,,,,,,,,,,,,,
,,,,919,18151.54616,31092.9908,28301.3473,21154.41628,,,,,,,,,,,,,,
,,,,920,18110.44087,29912.69968,27652.41701,21444.78209,,,,,,,,,,,,,,
,,,,921,17795.07011,28368.32385,26915.53444,21693.35372,,,,,,,,,,,,,,
,,,,922,17503.72709,27225.15234,26202.30637,22166.12104,,,,,,,,,,,,,,
,,,,923,17215.47219,26229.85535,25436.7713,22405.15238,,,,,,,,,,,,,,
,,,,924,17031.76598,25304.12703,24825.59169,22586.23223,,,,,,,,,,,,,,
,,,,925,16970.12415,24648.16896,24462.71464,22710.72012,,,,,,,,,,,,,,
,,,,926,16959.87041,23998.7609,24129.46653,22843.19779,,,,,,,,,,,,,,
,,,,927,16870.79484,23690.3312,23743.88948,22977.96193,,,,,,,,,,,,,,
,,,,928,17111.5142,23904.9874,23966.83843,22974.45615,,,,,,,,,,,,,,
,,,,929,17626.90602,24996.96816,24456.13114,23167.72311,,,,,,,,,,,,,,
,,,,930,18678.40668,27407.51193,26508.76918,24781.50348,,,,,,,,,,,,,,
,,,,931,19211.76688,27843.19054,27855.40153,24973.51757,,,,,,,,,,,,,,
,,,,932,19141.67362,27832.1487,27749.69887,23890.84015,,,,,,,,,,,,,,
,,,,933,18903.42206,27030.34524,27244.13692,22333.32544,,,,,,,,,,,,,,
,,,,934,18305.34305,25737.94921,25988.93928,20119.04066,,,,,,,,,,,,,,
,,,,935,17333.37716,24539.93863,24459.64194,17881.07174,,,,,,,,,,,,,,
,,,,936,16587.10744,23864.45468,23382.18858,16192.39347,,,,,,,,,,,,,,
,,,,937,16223.8847,23788.11271,22916.96792,15254.30468,,,,,,,,,,,,,,
,,,,938,16131.1403,24021.33085,22843.36155,14813.90616,,,,,,,,,,,,,,
,,,,939,16133.15903,24534.51194,23109.91143,14724.24879,,,,,,,,,,,,,,
,,,,940,16356.73466,25621.5204,23870.40566,15204.73392,,,,,,,,,,,,,,
,,,,941,16867.07487,27767.39049,25599.40882,16812.21025,,,,,,,,,,,,,,
,,,,942,18284.61853,31234.56672,28814.74037,20050.99483,,,,,,,,,,,,,,
,,,,943,19776.81569,32346.86458,30656.02453,21728.74815,,,,,,,,,,,,,,
,,,,944,19759.62559,30986.98196,30095.35243,22016.99187,,,,,,,,,,,,,,
,,,,945,19379.41724,28999.08129,29148.87634,22421.79363,,,,,,,,,,,,,,
,,,,946,18891.3021,27322.34092,28119.72745,22777.83617,,,,,,,,,,,,,,
,,,,947,18380.29941,25861.73368,27031.16413,22647.80993,,,,,,,,,,,,,,
,,,,948,17885.23311,24749.521,26067.69428,22589.17884,,,,,,,,,,,,,,
,,,,949,17400.86441,24001.28159,25308.42373,22405.10146,,,,,,,,,,,,,,
,,,,950,17046.13065,23457.2235,24821.43541,22215.29167,,,,,,,,,,,,,,
,,,,951,16615.91272,23157.85846,24318.31646,22074.55063,,,,,,,,,,,,,,
,,,,952,16597.34052,23536.9776,24378.65816,22267.56447,,,,,,,,,,,,,,
,,,,953,17047.01418,24872.68789,24964.57108,22997.86393,,,,,,,,,,,,,,
,,,,954,18366.08256,27532.76568,27289.78221,24817.18355,,,,,,,,,,,,,,
,,,,955,19434.73398,28476.89446,28872.26769,25172.43162,,,,,,,,,,,,,,
,,,,956,19606.22248,28626.10455,29016.5864,24290.87917,,,,,,,,,,,,,,
,,,,957,19584.4827,28089.76439,28551.88753,22697.17271,,,,,,,,,,,,,,
,,,,958,19083.42953,26826.65386,27308.57309,20533.03744,,,,,,,,,,,,,,
,,,,959,18346.70004,25695.22602,25878.77411,18404.1273,,,,,,,,,,,,,,
,,,,960,17725.39704,25202.82745,24781.61809,16639.73325,,,,,,,,,,,,,,
,,,,961,17409.71295,25146.73555,24219.18867,15712.6505,,,,,,,,,,,,,,
,,,,962,17340.96551,25402.96221,24159.97299,15204.54121,,,,,,,,,,,,,,
,,,,963,17384.65665,25898.67372,24271.17246,15050.11803,,,,,,,,,,,,,,
,,,,964,17574.61628,26734.65866,24846.59776,15408.22415,,,,,,,,,,,,,,
,,,,965,18039.9293,28714.35551,26261.40544,16906.64901,,,,,,,,,,,,,,
,,,,966,19216.28263,31840.98114,28822.75045,19754.54032,,,,,,,,,,,,,,
,,,,967,20556.25635,32659.35211,30346.28026,21293.11555,,,,,,,,,,,,,,
,,,,968,20516.73394,31456.45792,29753.67829,21682.60132,,,,,,,,,,,,,,
,,,,969,20085.92485,29824.75989,29215.15758,22286.77373,,,,,,,,,,,,,,
,,,,970,19522.51237,28552.34922,28553.58433,22970.43188,,,,,,,,,,,,,,
,,,,971,18923.435,27432.20387,27702.36656,23329.46285,,,,,,,,,,,,,,
,,,,972,18438.60003,26304.32505,26977.17958,23756.62317,,,,,,,,,,,,,,
,,,,973,18039.351,25556.87227,26407.12617,23948.18385,,,,,,,,,,,,,,
,,,,974,17828.3179,24951.70459,25821.22105,24023.47709,,,,,,,,,,,,,,
,,,,975,17628.09691,24714.99474,25515.91991,23979.13129,,,,,,,,,,,,,,
,,,,976,17823.69857,24920.7147,25754.97677,23770.17223,,,,,,,,,,,,,,
,,,,977,18328.81137,25684.22346,26381.87105,23917.89977,,,,,,,,,,,,,,
,,,,978,19145.49424,26978.49853,27871.95767,24917.48349,,,,,,,,,,,,,,
,,,,979,19362.9792,26720.36219,28116.0325,24614.79969,,,,,,,,,,,,,,
,,,,980,19039.33102,26124.882,27627.07059,23612.9457,,,,,,,,,,,,,,
,,,,981,18713.17329,25368.63398,26840.24803,22185.69918,,,,,,,,,,,,,,
,,,,982,18177.35849,24175.50995,25796.21281,20528.28001,,,,,,,,,,,,,,
,,,,983,17502.53105,22878.1325,24484.10349,18662.13496,,,,,,,,,,,,,,
,,,,984,16927.27019,21800.41905,23378.30901,16922.47661,,,,,,,,,,,,,,
,,,,985,16584.34234,21109.76271,22603.40998,15810.03389,,,,,,,,,,,,,,
,,,,986,16471.81341,20995.02041,22279.17727,15113.55643,,,,,,,,,,,,,,
,,,,987,16585.15576,20996.89801,22347.03912,14716.20796,,,,,,,,,,,,,,
,,,,988,16821.61107,21429.53494,22656.48646,14785.51369,,,,,,,,,,,,,,
,,,,989,17260.88462,22226.77553,23391.07519,15270.48204,,,,,,,,,,,,,,
,,,,990,18023.25073,23415.08343,24592.79203,16301.95122,,,,,,,,,,,,,,
,,,,991,18899.78239,24498.65062,25994.83643,17772.76255,,,,,,,,,,,,,,
,,,,992,19880.48833,25533.17218,27451.11766,19815.54919,,,,,,,,,,,,,,
,,,,993,20780.88845,25720.13388,28760.00425,21341.85442,,,,,,,,,,,,,,
,,,,994,21155.55546,25381.16808,29256.72392,22200.46158,,,,,,,,,,,,,,
,,,,995,21122.22148,24915.37776,29011.57359,22088.48198,,,,,,,,,,,,,,
,,,,996,20757.4123,24491.53158,28277.5578,21753.04646,,,,,,,,,,,,,,
,,,,997,20279.01267,24175.58431,27513.02914,21338.1232,,,,,,,,,,,,,,
,,,,998,19790.01216,23951.11374,27069.27776,20874.5761,,,,,,,,,,,,,,
,,,,999,19466.31025,24128.27938,26866.07168,20651.12938,,,,,,,,,,,,,,
,,,,1000,19433.00824,25023.79839,27242.07254,20658.47872,,,,,,,,,,,,,,
,,,,1001,20002.37063,27038.47427,28504.92727,21202.03457,,,,,,,,,,,,,,
,,,,1002,21284.81897,30302.94866,31237.76562,23072.21036,,,,,,,,,,,,,,
,,,,1003,22178.15749,31758.93831,33009.6374,23650.41769,,,,,,,,,,,,,,
,,,,1004,22362.9693,32531.4007,33490.57305,23170.65324,,,,,,,,,,,,,,
,,,,1005,22343.57655,32719.83983,33542.68103,22573.35819,,,,,,,,,,,,,,
,,,,1006,22011.55608,32381.24355,33017.00745,21748.76009,,,,,,,,,,,,,,
,,,,1007,21544.49712,31760.07192,32215.64681,20677.96037,,,,,,,,,,,,,,
,,,,1008,21044.92735,31307.21554,31390.39001,19859.83342,,,,,,,,,,,,,,
,,,,1009,20792.95643,31331.5488,31055.58794,19544.24527,,,,,,,,,,,,,,
,,,,1010,20766.20539,31439.88982,31173.97215,19726.88326,,,,,,,,,,,,,,
,,,,1011,20849.82796,31704.64896,31453.4867,20424.01174,,,,,,,,,,,,,,
,,,,1012,20973.06034,32226.87905,31822.52588,21219.18723,,,,,,,,,,,,,,
,,,,1013,21267.74484,33072.43413,32502.0227,22578.46477,,,,,,,,,,,,,,
,,,,1014,21757.36769,34160.03446,33540.68162,24709.99805,,,,,,,,,,,,,,
,,,,1015,22261.57594,35112.47372,34717.33067,27625.41615,,,,,,,,,,,,,,
,,,,1016,22672.41567,35251.53246,35689.60703,30419.93834,,,,,,,,,,,,,,
,,,,1017,22472.53613,34057.42134,35397.60273,31313.16712,,,,,,,,,,,,,,
,,,,1018,21504.58087,31999.94192,33760.00827,30432.19549,,,,,,,,,,,,,,
,,,,1019,20299.72235,29989.54203,31819.95825,28691.04889,,,,,,,,,,,,,,
,,,,1020,19308.69225,28496.32211,30151.71966,26955.00205,,,,,,,,,,,,,,
,,,,1021,18587.91202,27106.49029,28777.9593,25365.25212,,,,,,,,,,,,,,
,,,,1022,17849.42016,25888.87596,27533.38442,24026.42312,,,,,,,,,,,,,,
,,,,1023,17320.00877,25137.61635,26635.87615,23257.29737,,,,,,,,,,,,,,
,,,,1024,17180.77861,25207.62856,26479.99204,23190.39746,,,,,,,,,,,,,,
,,,,1025,17601.71053,26707.29155,27409.37545,24492.65808,,,,,,,,,,,,,,
,,,,1026,19060.46743,29545.99023,30203.97696,28164.23761,,,,,,,,,,,,,,
,,,,1027,20369.99324,30970.16008,32408.46556,30161.97129,,,,,,,,,,,,,,
,,,,1028,20907.49238,31312.81692,33064.17397,30444.20628,,,,,,,,,,,,,,
,,,,1029,20812.08904,30790.93026,32732.49997,29963.1979,,,,,,,,,,,,,,
,,,,1030,20547.08215,29809.52343,31841.47372,28751.36168,,,,,,,,,,,,,,
,,,,1031,20065.58147,28786.38057,30742.08893,27359.84016,,,,,,,,,,,,,,
,,,,1032,19583.6689,28418.11649,29936.63074,26572.94231,,,,,,,,,,,,,,
,,,,1033,19566.38945,28374.52642,29774.43961,26463.04132,,,,,,,,,,,,,,
,,,,1034,19677.89915,28853.92312,30004.19609,26793.21754,,,,,,,,,,,,,,
,,,,1035,19999.12822,29548.33365,30575.56835,27469.90931,,,,,,,,,,,,,,
,,,,1036,20446.32845,30853.93406,31627.30601,28653.30702,,,,,,,,,,,,,,
,,,,1037,21110.56251,33132.72728,33678.04082,31353.67014,,,,,,,,,,,,,,
,,,,1038,22698.61102,36628.16017,37047.90768,35408.33101,,,,,,,,,,,,,,
,,,,1039,24046.75195,37526.43924,38792.3976,36950.88144,,,,,,,,,,,,,,
,,,,1040,23611.36924,35720.12512,37415.20867,34949.19397,,,,,,,,,,,,,,
,,,,1041,22401.20899,32632.76489,35042.45455,32068.69069,,,,,,,,,,,,,,
,,,,1042,21354.89871,30059.80798,32816.14836,29202.53272,,,,,,,,,,,,,,
,,,,1043,20534.04857,28040.35549,30865.74859,26580.71048,,,,,,,,,,,,,,
,,,,1044,19836.0748,26433.06275,29274.26566,24746.28112,,,,,,,,,,,,,,
,,,,1045,19283.16823,25392.372,27972.41721,23220.59082,,,,,,,,,,,,,,
,,,,1046,18908.84706,24510.38476,26972.81178,22263.44481,,,,,,,,,,,,,,
,,,,1047,18619.23052,24118.91235,26272.65293,21706.07428,,,,,,,,,,,,,,
,,,,1048,18665.22044,24429.22881,26275.99539,21815.94314,,,,,,,,,,,,,,
,,,,1049,19079.2402,25732.21939,27075.7906,22822.60842,,,,,,,,,,,,,,
,,,,1050,20054.76186,28362.74593,29395.84198,25490.89015,,,,,,,,,,,,,,
,,,,1051,20636.09094,29181.36617,30722.89367,26572.70628,,,,,,,,,,,,,,
,,,,1052,20545.68237,29246.44796,30682.28017,25998.99216,,,,,,,,,,,,,,
