Period_Index,Rep_Period,Rep_Period_Index
1,1,1
2,2,2
3,2,2
4,4,3
5,5,4
6,17,8
7,7,5
8,7,5
9,5,4
10,10,6
11,17,8
12,10,6
13,10,6
14,17,8
15,15,7
16,19,9
17,17,8
18,32,13
19,19,9
20,40,15
21,22,10
22,22,10
23,19,9
24,32,13
25,32,13
26,32,13
27,32,13
28,32,13
29,32,13
30,30,11
31,31,12
32,32,13
33,32,13
34,32,13
35,32,13
36,32,13
37,37,14
38,40,15
39,37,14
40,40,15
41,40,15
42,40,15
43,48,17
44,40,15
45,48,17
46,46,16
47,40,15
48,48,17
49,46,16
50,51,18
51,51,18
52,51,18
