Time_Index,Hydro_Res_1_1,Hydro_RoR_1_1,PHS_1_1,Li-ion_1,PV_1_0_1,Wind_1_0_1,Wind_1_1_1,Wind_1_2_1,CCGT_old_1,OCGT_old_1,NGST_old_1,Nuclear_old_1,Bio_1,CCGT_1,OCGT_F_1,Coal_1,Hydro_Res_2_2,Hydro_RoR_2_2,PHS_2_2,Li-ion_2,PV_2_0_2,Wind_2_0_2,Wind_2_1_2,Wind_2_2_2,CCGT_old_2,OCGT_old_2,NGST_old_2,Nuclear_old_2,Bio_2,CCGT_2,OCGT_F_2,Coal_2,Hydro_Res_3_3,Hydro_RoR_3_3,PHS_3_3,Li-ion_3,PV_3_0_3,Wind_3_0_3,Wind_3_1_3,Wind_3_2_3,CCGT_old_3,OCGT_old_3,NGST_old_3,Nuclear_old_3,Bio_3,CCGT_3,OCGT_F_3,Coal_3,Hydro_Res_4_4,Hydro_RoR_4_4,Li-ion_4,PV_4_0_4,Wind_4_0_4,Wind_4_1_4,Wind_4_2_4,CCGT_old_4,OCGT_old_4,NGST_old_4,Nuclear_old_4,Bio_4,CCGT_4,OCGT_F_4,Coal_4
784,0.250190246,0.251914164,1.0,1.0,0.874798141,0.178681859,0.061490468,0.111504362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.781348552,0.288350396,0.134184749,0.221835502,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.879975486,0.30142254,0.244545642,0.169482814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.728540492,0.498344385,0.495977444,0.540539575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
785,0.250190246,0.251914164,1.0,1.0,0.477509608,0.225080937,0.06181643,0.102378234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.239953802,0.266052065,0.133128984,0.215586671,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.467060733,0.272348578,0.215092744,0.151058457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.324524721,0.472879247,0.488523607,0.537011813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
786,0.250190246,0.251914164,1.0,1.0,0.042035813,0.305345113,0.096870805,0.140169534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.318215516,0.199551791,0.341353429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.036159145,0.321326228,0.271038366,0.221889833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.012699145,0.472968871,0.472881201,0.51828864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
787,0.250190246,0.251914164,1.0,1.0,0.0,0.457360914,0.145735656,0.115787929,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.312620661,0.216893373,0.269712798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.379023579,0.331869821,0.255726675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.56765578,0.534860062,0.551553044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
788,0.250190246,0.251914164,1.0,1.0,0.0,0.557328336,0.222404411,0.08704092,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.273684146,0.19999435,0.207768696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.394769703,0.346329756,0.231037096,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.631955409,0.579702883,0.570604301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
789,0.250190246,0.251914164,1.0,1.0,0.0,0.619872366,0.320437125,0.0815359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.216505309,0.174693222,0.146139107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.385057648,0.331615182,0.201713691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.670798084,0.605352221,0.583171003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
790,0.250190246,0.251914164,1.0,1.0,0.0,0.655121533,0.401838959,0.096268732,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.165940603,0.146346817,0.098923829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.362953478,0.30594453,0.172767825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.671825486,0.606508909,0.585411331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
791,0.250190246,0.251914164,1.0,1.0,0.0,0.673189437,0.468938826,0.125492723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.133658214,0.133899613,0.071685164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.347406381,0.286123605,0.177652735,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.649229203,0.590473998,0.566039445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
792,0.250190246,0.251914164,1.0,1.0,0.0,0.681026503,0.512234555,0.156906242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.10758511,0.134732168,0.068877543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.335332082,0.281805737,0.210855467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.59631946,0.554264012,0.539157376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
793,0.250190246,0.251914164,1.0,1.0,0.0,0.690335768,0.521797918,0.174589267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.104754771,0.15434161,0.076086434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.326992986,0.293677129,0.272627229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.529533297,0.498451429,0.519066819,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
794,0.250190246,0.251914164,1.0,1.0,0.0,0.707711549,0.525187947,0.187985698,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.122183739,0.203937271,0.087713427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.328304914,0.321578191,0.338685853,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.469516364,0.43374144,0.489597846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
795,0.250190246,0.251914164,1.0,1.0,0.0,0.728073916,0.552035577,0.188323821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.155635104,0.252409938,0.088261479,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.332854968,0.355753126,0.397990076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.407162131,0.358106738,0.449884197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
796,0.250190246,0.251914164,1.0,1.0,0.0,0.747811777,0.578778306,0.193797974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.196626034,0.281916322,0.107658355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.343191317,0.381525731,0.432868917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.359885429,0.291690598,0.392296341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
797,0.250190246,0.251914164,1.0,1.0,0.0,0.76587263,0.600569335,0.211714854,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.240414852,0.261683219,0.122092331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.350203239,0.402723524,0.451666378,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.322863173,0.240173721,0.324723402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
798,0.250190246,0.251914164,1.0,1.0,0.0,0.77802195,0.621810002,0.233284848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.284243085,0.254810518,0.140386916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.363335602,0.422539845,0.464435859,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.290590289,0.202702494,0.266941769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
799,0.250190246,0.251914164,1.0,1.0,0.01,0.78486904,0.638158225,0.264769463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.123450656,0.33495564,0.281836884,0.148986013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.071087421,0.388696605,0.450406609,0.502287139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.201919742,0.265337278,0.170836116,0.228283725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800,0.250190246,0.251914164,1.0,1.0,0.081424993,0.778251617,0.641925931,0.286157074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.524467164,0.284975921,0.281227055,0.152032327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.504709772,0.343295243,0.394215231,0.462011461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.783801144,0.167600863,0.111422978,0.13575707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
801,0.250190246,0.251914164,1.0,1.0,0.179823589,0.690825319,0.531355455,0.263618106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.666667624,0.10346447,0.187124605,0.136034249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.753397208,0.160831209,0.179486993,0.221755049,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.938030772,0.057367567,0.024013391,0.034161367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
802,0.250190246,0.251914164,1.0,1.0,0.245275479,0.666434595,0.560916852,0.371821468,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.643187436,0.195145957,0.284053507,0.188380041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.765843625,0.250713898,0.258926445,0.302086146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.930239869,0.060041965,0.026717918,0.04261946,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
803,0.250190246,0.251914164,1.0,1.0,0.257508304,0.659871644,0.619462763,0.490725359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.590415008,0.364068602,0.416825903,0.282087931,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.734742016,0.369724645,0.369330963,0.413951314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.90149639,0.078929582,0.051649382,0.066915457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
804,0.250190246,0.251914164,1.0,1.0,0.212393627,0.657403384,0.65356865,0.565883706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.541878213,0.514623754,0.542140554,0.390856298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.708837107,0.465146301,0.475756012,0.504130423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.877382551,0.130180825,0.106570228,0.101368793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
805,0.250190246,0.251914164,1.0,1.0,0.150595207,0.674934378,0.676699343,0.623923414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.522325386,0.606692971,0.634121869,0.472109683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.686021023,0.559938896,0.564761019,0.585229235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.884932692,0.190124598,0.175878285,0.143099036,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
806,0.250190246,0.251914164,1.0,1.0,0.102633294,0.706356868,0.707195486,0.66243699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.498323025,0.678446477,0.695610973,0.555354664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.68045834,0.646523973,0.64422335,0.657492351,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.905222344,0.266649905,0.245868697,0.167817213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
807,0.250190246,0.251914164,1.0,1.0,0.084320029,0.726894232,0.72911806,0.68382882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.381978905,0.725949785,0.740171202,0.605956873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.659181064,0.708190212,0.704706593,0.714645295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.911120769,0.339135482,0.305369511,0.217402245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
808,0.250190246,0.251914164,1.0,1.0,0.074839115,0.72904252,0.721868192,0.672731523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.239230494,0.72297952,0.743438202,0.632592373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.558652273,0.744530732,0.739104322,0.752575292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.827548513,0.381531673,0.3575406,0.251948667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
809,0.250190246,0.251914164,1.0,1.0,0.057733911,0.716254862,0.657513149,0.574497344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.077100523,0.698483716,0.658074173,0.55944807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.257486204,0.683477584,0.665816596,0.670607645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.372405126,0.398668251,0.382546787,0.265697538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
810,0.250190246,0.251914164,1.0,1.0,0.012583918,0.747707157,0.685367545,0.592576002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.787971436,0.747353631,0.588251257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.018523015,0.757031321,0.750247741,0.751044909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.015626102,0.457770192,0.415369079,0.29382346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
811,0.250190246,0.251914164,1.0,1.0,0.0,0.79205555,0.718171778,0.549599054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.822307121,0.774235775,0.525013347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.801220041,0.802223972,0.795043277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.541678256,0.465335883,0.334527008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
812,0.250190246,0.251914164,1.0,1.0,0.0,0.809830008,0.737484446,0.555522892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.833594128,0.762424584,0.476030856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.807028632,0.813836021,0.803022912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.591859925,0.480865441,0.361269764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
813,0.250190246,0.251914164,1.0,1.0,0.0,0.821293932,0.748136399,0.576791585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.833578032,0.73823944,0.399180362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.814804475,0.821829137,0.809630621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.606703799,0.497150437,0.35106165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
814,0.250190246,0.251914164,1.0,1.0,0.0,0.820911701,0.749649693,0.603294246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.828337829,0.710311086,0.42385711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.827057413,0.829003209,0.815168912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.625322838,0.50532746,0.329266958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
815,0.250190246,0.251914164,1.0,1.0,0.0,0.808914588,0.770360735,0.619941458,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.818501681,0.704464593,0.419940238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.833251769,0.830856775,0.812734272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.640565948,0.504583698,0.269908577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
816,0.250190246,0.251914164,1.0,1.0,0.0,0.788918729,0.765445937,0.641346954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.806866121,0.701813108,0.414548992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.833733165,0.831420546,0.805204619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.622940659,0.499404884,0.242130765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
817,0.250190246,0.251914164,1.0,1.0,0.0,0.758740273,0.742906209,0.658622254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.794716895,0.692430644,0.334380465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.835086166,0.828994667,0.795758056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.595098964,0.520385747,0.253673804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
818,0.250190246,0.251914164,1.0,1.0,0.0,0.717931424,0.712055176,0.623248781,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.786350928,0.669933096,0.322147844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.832251559,0.822991324,0.782571076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.61615824,0.552776596,0.280056574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
819,0.250190246,0.251914164,1.0,1.0,0.0,0.671578428,0.671619826,0.616151562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.781279056,0.68515096,0.413205844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.830495219,0.815205329,0.755272476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.677884357,0.586296093,0.316202485,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
820,0.250190246,0.251914164,1.0,1.0,0.0,0.627621797,0.628396031,0.559198095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.782705649,0.712293798,0.493890697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.827334327,0.804095154,0.732494126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.700704275,0.625889323,0.347782757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
821,0.250190246,0.251914164,1.0,1.0,0.0,0.584919201,0.568971792,0.480028243,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.784055502,0.711164176,0.472553904,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.820636323,0.789057936,0.704679856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.731223711,0.69136793,0.388701943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
822,0.250190246,0.251914164,1.0,1.0,0.0,0.547545683,0.504283218,0.429013436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.0,0.791211008,0.692654516,0.454662956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.0,0.810248461,0.770885392,0.67039271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.0,0.751676141,0.752304815,0.505364618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
823,0.250190246,0.251914164,1.0,1.0,0.032087004,0.520864482,0.459297075,0.375696777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.163265101,0.80241309,0.679292365,0.427727583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.066497047,0.799413895,0.744003376,0.629502113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.110681585,0.780980784,0.785844419,0.706693875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
824,0.250190246,0.251914164,1.0,1.0,0.449073362,0.478580608,0.405386765,0.315743999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.702958817,0.726939512,0.597922722,0.37025777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.550832494,0.768052096,0.701126682,0.571150494,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.53315648,0.785731254,0.77078958,0.766743863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
825,0.250190246,0.251914164,1.0,1.0,0.862042155,0.347718509,0.346822798,0.385743994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.895996572,0.698951727,0.541567424,0.448619445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.900962975,0.718935855,0.633419039,0.50600655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.658672214,0.780491986,0.767702661,0.778800762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
826,0.250190246,0.251914164,1.0,1.0,0.897267674,0.313350509,0.331205395,0.443543733,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.884724533,0.733134248,0.553680878,0.547579822,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.932184189,0.680448446,0.576654184,0.459144837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.756577746,0.780540324,0.771087068,0.799658973,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
827,0.250190246,0.251914164,1.0,1.0,0.859221195,0.320989263,0.352338791,0.51167991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.845666587,0.742483348,0.575454283,0.595086166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.898947822,0.673503554,0.568266578,0.457906353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.840990501,0.786446593,0.77375093,0.798447545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
828,0.250190246,0.251914164,1.0,1.0,0.817180203,0.342007564,0.384487071,0.580042481,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.317503769,0.152442392,1.0,1.0,0.82464513,0.752080991,0.611470462,0.659020688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.150054455,0.219561455,1.0,1.0,0.869347107,0.68207414,0.577326576,0.47408026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059907421,1.0,0.89135092,0.780709408,0.764821686,0.790141389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
