Time_Index,Hydro_Res_1_1,Hydro_RoR_1_1,PHS_1_1,Li-ion_1,PV_1_0_1,Wind_1_0_1,Wind_1_1_1,Wind_1_2_1,CCGT_old_1,OCGT_old_1,NGST_old_1,Nuclear_old_1,Bio_1,CCGT_1,OCGT_F_1,Coal_1,Hydro_Res_2_2,Hydro_RoR_2_2,PHS_2_2,Li-ion_2,PV_2_0_2,Wind_2_0_2,Wind_2_1_2,Wind_2_2_2,CCGT_old_2,OCGT_old_2,NGST_old_2,Nuclear_old_2,Bio_2,CCGT_2,OCGT_F_2,Coal_2,Hydro_Res_3_3,Hydro_RoR_3_3,PHS_3_3,Li-ion_3,PV_3_0_3,Wind_3_0_3,Wind_3_1_3,Wind_3_2_3,CCGT_old_3,OCGT_old_3,NGST_old_3,Nuclear_old_3,Bio_3,CCGT_3,OCGT_F_3,Coal_3,Hydro_Res_4_4,Hydro_RoR_4_4,Li-ion_4,PV_4_0_4,Wind_4_0_4,Wind_4_1_4,Wind_4_2_4,CCGT_old_4,OCGT_old_4,NGST_old_4,Nuclear_old_4,Bio_4,CCGT_4,OCGT_F_4,Coal_4
1560,0.129055676,0.149311509,1.0,1.0,0.0,0.63890634,0.426817283,0.120273067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.0,0.383772561,0.166705648,0.062168755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.0,0.561551397,0.502727002,0.305132744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.0,0.661363945,0.672068493,0.615076462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1561,0.129055676,0.149311509,1.0,1.0,0.0,0.591796957,0.351656629,0.078252135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.0,0.35051464,0.165483583,0.038485596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.0,0.555825359,0.47024192,0.26461347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.0,0.647980715,0.673644036,0.58557346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1562,0.129055676,0.149311509,1.0,1.0,0.0,0.539716394,0.27273712,0.052022486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.0,0.309123097,0.136993004,0.033132944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.0,0.540692839,0.450893603,0.249337743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.0,0.652954975,0.671969229,0.576396094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1563,0.129055676,0.149311509,1.0,1.0,0.0,0.478485392,0.213559274,0.048919207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.0,0.26946753,0.110769609,0.027023507,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.0,0.515826586,0.430614678,0.239589344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.0,0.639353283,0.66320771,0.557535332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1564,0.129055676,0.149311509,1.0,1.0,0.0,0.418366717,0.173073054,0.047050391,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.0,0.249595217,0.105850318,0.024795003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.0,0.476242848,0.407942359,0.230389767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.0,0.630616297,0.65041625,0.5377297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1565,0.129055676,0.149311509,1.0,1.0,0.01,0.354531214,0.150066239,0.036424664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.046523187,0.242986467,0.099511932,0.02709511,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.01,0.430535834,0.383727972,0.217573167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.015834609,0.626423464,0.650987612,0.526213337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1566,0.129055676,0.149311509,1.0,1.0,0.110058856,0.31547036,0.150033125,0.034595026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.365815215,0.18405567,0.093354427,0.029605764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.167500398,0.374869556,0.361866255,0.224271728,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.254653599,0.618109651,0.64628525,0.526765006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1567,0.129055676,0.149311509,1.0,1.0,0.317818789,0.24060803,0.129225656,0.023887377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.676981112,0.053072733,0.027656352,0.014075189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.413842602,0.271143238,0.272512881,0.175406254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.529501539,0.422885814,0.387756407,0.299076115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1568,0.129055676,0.149311509,1.0,1.0,0.478384303,0.087376536,0.057563566,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.80899822,0.026366194,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.543742416,0.136807684,0.125547153,0.072162406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.702188185,0.412398275,0.382019607,0.325417796,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1569,0.129055676,0.149311509,1.0,1.0,0.586306131,0.078653003,0.0671574,0.012868589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.865965115,0.029420856,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.626161803,0.119508265,0.119851193,0.070191292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.78404031,0.437497751,0.418135923,0.388831521,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1570,0.129055676,0.149311509,1.0,1.0,0.652098701,0.101353078,0.094912767,0.027549189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.88121748,0.036306688,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.679814224,0.139917932,0.13739842,0.100369389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.814774357,0.45830081,0.432436586,0.422710833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1571,0.129055676,0.149311509,1.0,1.0,0.700972044,0.149441304,0.141276084,0.05599579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.88273993,0.043480875,0.01,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.684925329,0.171648122,0.169671437,0.144361672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.835237784,0.493156305,0.46687628,0.463047214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1572,0.129055676,0.149311509,1.0,1.0,0.707263308,0.214850496,0.200609235,0.084991582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.860969837,0.053496387,0.011523391,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.680393279,0.223012061,0.219035865,0.21528575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.821134139,0.531412467,0.516619373,0.521942734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1573,0.129055676,0.149311509,1.0,1.0,0.67957596,0.284188117,0.25932722,0.106408209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.831239281,0.06463583,0.018932421,0.02632405,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.661315991,0.286270378,0.275734234,0.303601391,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.795632606,0.575245551,0.560459834,0.573708842,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1574,0.129055676,0.149311509,1.0,1.0,0.627902128,0.350841042,0.309216881,0.122911592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.782034769,0.080262621,0.031614944,0.070564597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.62602663,0.330161062,0.315111101,0.34338289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.726842586,0.589542836,0.591508702,0.593920021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1575,0.129055676,0.149311509,1.0,1.0,0.555732477,0.398698598,0.347216774,0.156286244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.720855426,0.110620166,0.054597928,0.092928462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.590562009,0.358668236,0.346877428,0.381054298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.623561109,0.596567306,0.621526533,0.599660188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1576,0.129055676,0.149311509,1.0,1.0,0.456918648,0.438737543,0.381440445,0.179643299,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.620676785,0.146687545,0.086644674,0.098957727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.497335803,0.374548232,0.359679219,0.372430495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.494980619,0.590659157,0.633667599,0.596798204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1577,0.129055676,0.149311509,1.0,1.0,0.3151906,0.465634323,0.409945108,0.204657574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.439025088,0.198138054,0.121257651,0.078120374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.348197144,0.383206443,0.361749146,0.367138847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.319843457,0.602298765,0.646495803,0.610164171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1578,0.129055676,0.149311509,1.0,1.0,0.148101086,0.461981904,0.41317738,0.214201094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.143470086,0.257805043,0.139881598,0.078912869,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.137213494,0.3714111,0.338082917,0.325654642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.100033791,0.572135483,0.617931637,0.596604875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1579,0.129055676,0.149311509,1.0,1.0,0.022104789,0.489040282,0.46007331,0.297635025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.0,0.399897784,0.204117194,0.2608548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.01,0.447192367,0.375118392,0.327596369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.0,0.557982221,0.61106657,0.60599184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1580,0.129055676,0.149311509,1.0,1.0,0.0,0.577392338,0.534602523,0.321251577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.0,0.529620846,0.290050578,0.239403867,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.0,0.541236875,0.436264717,0.352347343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.0,0.587548589,0.630528615,0.619796127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1581,0.129055676,0.149311509,1.0,1.0,0.0,0.625737077,0.53481449,0.262810803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.0,0.554643065,0.321606858,0.16400484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.0,0.580801717,0.452827794,0.349765925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.0,0.58153232,0.621723157,0.587773839,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1582,0.129055676,0.149311509,1.0,1.0,0.0,0.633588517,0.486531526,0.197909373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.0,0.528225602,0.311023967,0.112714661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.0,0.572866394,0.442474225,0.360463231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.0,0.59140359,0.609802442,0.549507548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1583,0.129055676,0.149311509,1.0,1.0,0.0,0.618642645,0.42645472,0.131516157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.0,0.489221855,0.337184205,0.083839469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.0,0.546510301,0.43097452,0.338190701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.0,0.579078223,0.605128954,0.537854622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1584,0.129055676,0.149311509,1.0,1.0,0.0,0.577668268,0.362554266,0.085499829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.0,0.432415548,0.3043642,0.069264447,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.0,0.52502363,0.41679716,0.305209686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.0,0.557895216,0.589391848,0.550578876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1585,0.129055676,0.149311509,1.0,1.0,0.0,0.502105297,0.290911493,0.049630218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.0,0.373287267,0.269332816,0.062353513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.0,0.502356635,0.398744615,0.259271137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.0,0.527495145,0.579753387,0.554930141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1586,0.129055676,0.149311509,1.0,1.0,0.0,0.413891821,0.232051844,0.028720426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.0,0.313025755,0.257181219,0.063715141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.0,0.467883913,0.36293444,0.210900047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.0,0.507312243,0.554973156,0.558005937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1587,0.129055676,0.149311509,1.0,1.0,0.0,0.321649296,0.181933166,0.021255752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.0,0.252543047,0.222444976,0.041865122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.0,0.410546976,0.32013691,0.177747821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.0,0.481173516,0.523745526,0.552093209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1588,0.129055676,0.149311509,1.0,1.0,0.0,0.241446638,0.137950707,0.017601403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.0,0.186380858,0.185353554,0.039306227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.0,0.33796477,0.27233295,0.148747005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.0,0.458291743,0.491463094,0.524333933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1589,0.129055676,0.149311509,1.0,1.0,0.0,0.195372481,0.11268076,0.012250356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.031666734,0.139730502,0.161477331,0.02758491,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.0,0.273412522,0.240663224,0.118720283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.01,0.443928037,0.464604373,0.509059986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1590,0.129055676,0.149311509,1.0,1.0,0.033013835,0.188223493,0.090944776,0.017032324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.245022872,0.098954238,0.117931484,0.019019517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.090971677,0.222577365,0.215925122,0.099818016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.097595979,0.40215174,0.433436962,0.505353208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1591,0.129055676,0.149311509,1.0,1.0,0.108406022,0.185851485,0.078608571,0.012224031,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.503956892,0.026029446,0.032726424,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.30945037,0.141944727,0.138704428,0.061771189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.273785329,0.265476562,0.254061569,0.35336886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1592,0.129055676,0.149311509,1.0,1.0,0.231059943,0.109728522,0.029406638,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.651831753,0.017903026,0.01,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.50329516,0.044537036,0.025840359,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.417849686,0.241837992,0.189970813,0.28485784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1593,0.129055676,0.149311509,1.0,1.0,0.401699749,0.119799528,0.033649568,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.743112061,0.015947179,0.01,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.652876998,0.047523,0.035209605,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.512988013,0.269385717,0.239023847,0.338284603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1594,0.129055676,0.149311509,1.0,1.0,0.530756258,0.167759594,0.071504734,0.019635242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.790256136,0.019532581,0.01,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.730022198,0.065005457,0.047310477,0.018725016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.645634483,0.31997973,0.26322552,0.350211526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1595,0.129055676,0.149311509,1.0,1.0,0.615304659,0.233379561,0.140052664,0.050232556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.812529715,0.029095062,0.01,0.014358234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.753119251,0.09349988,0.06640369,0.040288339,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.711149582,0.368131304,0.296077866,0.357116675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1596,0.129055676,0.149311509,1.0,1.0,0.647198935,0.313819295,0.21307195,0.112407554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.810289795,0.046015889,0.016155758,0.03797218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.743409993,0.135233112,0.098247429,0.0723321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.703688819,0.422365767,0.345517452,0.369430437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1597,0.129055676,0.149311509,1.0,1.0,0.657509847,0.36296572,0.247295045,0.183703345,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.800524951,0.074159251,0.034756891,0.105816652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.707014269,0.17856437,0.127390869,0.104283284,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.65406373,0.433762227,0.390000061,0.411175025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1598,0.129055676,0.149311509,1.0,1.0,0.643962009,0.383058368,0.264527505,0.198755606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.770248607,0.11400447,0.056894533,0.187302841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.634411849,0.220577084,0.156656171,0.130450296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.575719793,0.455323242,0.41971588,0.437615641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1599,0.129055676,0.149311509,1.0,1.0,0.606818556,0.378635801,0.274703516,0.242175188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.748669573,0.169958976,0.100031838,0.322928253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.573625368,0.259620172,0.170166047,0.141886749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.472088654,0.458587805,0.456988625,0.452739051,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1600,0.129055676,0.149311509,1.0,1.0,0.556919488,0.35901191,0.26468182,0.229145885,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.690767204,0.221949514,0.134115753,0.196311676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.499977579,0.285952488,0.174674901,0.145292953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.325331692,0.464567178,0.461907728,0.497501724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1601,0.129055676,0.149311509,1.0,1.0,0.469951424,0.3381042,0.240600342,0.21525175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.537084876,0.298245375,0.169439378,0.218388529,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.376376528,0.306833381,0.178262928,0.14283944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.174786078,0.468355033,0.482443548,0.543291526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1602,0.129055676,0.149311509,1.0,1.0,0.282822448,0.282101236,0.226980622,0.175763135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.198253678,0.373174489,0.189025146,0.231074793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.172253373,0.298172789,0.193112527,0.130664282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.04619285,0.400221989,0.460153902,0.548331329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1603,0.129055676,0.149311509,1.0,1.0,0.050366957,0.25428184,0.254102166,0.17216024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.01,0.491243906,0.271499861,0.290809683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.015260475,0.308028795,0.214109963,0.139923366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.0,0.394153467,0.451230332,0.545369135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1604,0.129055676,0.149311509,1.0,1.0,0.0,0.270786842,0.27804073,0.201074887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.188817758,0.105378416,1.0,1.0,0.0,0.569905018,0.315463556,0.251455289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.106851144,0.090254662,1.0,1.0,0.0,0.358935501,0.264812005,0.183687659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04845342,1.0,0.0,0.41803869,0.465341308,0.51549245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
