Time_Index,CCGT_3,OCGT_F_3,Hydro_Res_3_3,Hydro_RoR_3_3,PHS_3_3,Li-ion_3,PV_3_0_3,Wind_3_0_3,Wind_3_1_3,Wind_3_2_3,CCGT_old_3,OCGT_old_3,NGST_old_3,Nuclear_old_3,Bio_3,Coal_3,Hydro_Res_1_1,Hydro_RoR_1_1,PHS_1_1,Li-ion_1,PV_1_0_1,Wind_1_0_1,Wind_1_1_1,Wind_1_2_1,CCGT_old_1,OCGT_old_1,NGST_old_1,Nuclear_old_1,Bio_1,CCGT_1,OCGT_F_1,Coal_1,Hydro_Res_2_2,Hydro_RoR_2_2,PHS_2_2,Li-ion_2,PV_2_0_2,Wind_2_0_2,Wind_2_1_2,Wind_2_2_2,CCGT_old_2,OCGT_old_2,NGST_old_2,Nuclear_old_2,Bio_2,CCGT_2,OCGT_F_2,Coal_2,Hydro_Res_4_4,Hydro_RoR_4_4,Li-ion_4,PV_4_0_4,Wind_4_0_4,Wind_4_1_4,Wind_4_2_4,CCGT_old_4,OCGT_old_4,NGST_old_4,Nuclear_old_4,Bio_4,CCGT_4,OCGT_F_4,Coal_4
5108,1,1,0.137927049,0.086767972,1,1,0,0.37939245,0.320732528,0.32430431,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.226202079,0.201509249,0.192109109,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.364472697,0.236656296,0.108100739,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.083565515,0.064390902,0.055958428,1,1,1,1,1,1,1,1
5109,1,1,0.137927049,0.086767972,1,1,0,0.400611758,0.337637165,0.317664206,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.224663108,0.194833753,0.118993088,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.42169562,0.243481747,0.079837394,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.041563823,0.042782531,0.071540959,1,1,1,1,1,1,1,1
5110,1,1,0.137927049,0.086767972,1,1,0,0.398004659,0.334196795,0.298772779,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.174964354,0.165130251,0.068497052,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.429865691,0.232109824,0.04951062,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.041329874,0.03823678,0.056953996,1,1,1,1,1,1,1,1
5111,1,1,0.137927049,0.086767972,1,1,0,0.379743064,0.319497202,0.268530088,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.127753296,0.1287693,0.046178203,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.394360383,0.225302328,0.0292049,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.045657574,0.04304184,0.053398891,1,1,1,1,1,1,1,1
5112,1,1,0.137927049,0.086767972,1,1,0,0.360090019,0.288402389,0.237885286,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.112896073,0.115942095,0.045191471,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.336442354,0.203183784,0.017925372,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.056582148,0.055158583,0.071905771,1,1,1,1,1,1,1,1
5113,1,1,0.137927049,0.086767972,1,1,0,0.332177077,0.238851055,0.198222099,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.102466763,0.11410177,0.041522816,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.25845472,0.173168473,0.024755254,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.066591856,0.071130161,0.114456962,1,1,1,1,1,1,1,1
5114,1,1,0.137927049,0.086767972,1,1,0,0.300150412,0.20580403,0.155985341,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.103758734,0.10866679,0.056102178,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.174444828,0.121170248,0.025943806,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.08572469,0.089940811,0.140147189,1,1,1,1,1,1,1,1
5115,1,1,0.137927049,0.086767972,1,1,0,0.277034544,0.18675436,0.134334942,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.110577662,0.108434645,0.048682434,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.110112564,0.081779518,0.027282442,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.073034743,0.099805401,0.146348598,1,1,1,1,1,1,1,1
5116,1,1,0.137927049,0.086767972,1,1,0,0.27128232,0.174881165,0.119375668,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.113398187,0.106744409,0.04086468,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.08007054,0.050964229,0.038818738,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.077755217,0.112832401,0.155985948,1,1,1,1,1,1,1,1
5117,1,1,0.137927049,0.086767972,1,1,0,0.280842294,0.182456751,0.118233169,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.124923119,0.10435936,0.026447876,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.015470384,0.067266365,0.030228606,0.019292204,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.096385758,0.131106941,0.185653248,1,1,1,1,1,1,1,1
5118,1,1,0.137927049,0.086767972,1,1,0.11016336,0.309800878,0.205012013,0.112372081,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.075453118,0.132984098,0.099900693,0.021813828,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.259709774,0.065631088,0.019925703,0.02074023,1,1,1,1,1,1,1,1,0,0.046206923,1,0.070328275,0.128955367,0.154985301,0.220889652,1,1,1,1,1,1,1,1
5119,1,1,0.137927049,0.086767972,1,1,0.466183051,0.226137832,0.147412437,0.070583464,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.383749795,0.116612578,0.079804777,0.013854255,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.621781935,0.039902413,0.01,0.01,1,1,1,1,1,1,1,1,0,0.046206923,1,0.23710504,0.0850844,0.106083579,0.146099494,1,1,1,1,1,1,1,1
5120,1,1,0.137927049,0.086767972,1,1,0.654888634,0.130514079,0.074821381,0.021324142,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.619269896,0.0294465,0.015882285,0,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.774164776,0.016894623,0,0,1,1,1,1,1,1,1,1,0,0.046206923,1,0.334984538,0.050814967,0.048714923,0.084729274,1,1,1,1,1,1,1,1
5121,1,1,0.137927049,0.086767972,1,1,0.714266534,0.187843414,0.122803434,0.038564704,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.726141458,0.019095419,0.01,0,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.837941407,0.028583802,0,0,1,1,1,1,1,1,1,1,0,0.046206923,1,0.3811384,0.069465378,0.074706305,0.129441226,1,1,1,1,1,1,1,1
5122,1,1,0.137927049,0.086767972,1,1,0.728394643,0.251040516,0.170275302,0.070950114,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.787351484,0.018232082,0.011123707,0,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.845032506,0.049378341,0,0,1,1,1,1,1,1,1,1,0,0.046206923,1,0.413064622,0.103851121,0.097533822,0.169559547,1,1,1,1,1,1,1,1
5123,1,1,0.137927049,0.086767972,1,1,0.725612617,0.306365702,0.226951835,0.117432457,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.777565187,0.015149588,0.014225542,0.01,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.822104602,0.071520544,0.01119024,0.01,1,1,1,1,1,1,1,1,0,0.046206923,1,0.442701074,0.133665081,0.14369353,0.222069739,1,1,1,1,1,1,1,1
5124,1,1,0.137927049,0.086767972,1,1,0.718565841,0.338923907,0.267021463,0.155861779,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.724861756,0.012704352,0.021418093,0.031936537,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.814777473,0.088048961,0.029538805,0.029797525,1,1,1,1,1,1,1,1,0,0.046206923,1,0.483868079,0.155856592,0.196609732,0.304768052,1,1,1,1,1,1,1,1
5125,1,1,0.137927049,0.086767972,1,1,0.686567383,0.357575108,0.290292212,0.185120636,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.694219368,0.033321554,0.052366551,0.061438667,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.815501384,0.103890705,0.053462213,0.054795685,1,1,1,1,1,1,1,1,0,0.046206923,1,0.503976215,0.247166289,0.268887964,0.358077489,1,1,1,1,1,1,1,1
5126,1,1,0.137927049,0.086767972,1,1,0.654623608,0.367190487,0.303047048,0.198481697,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.656793769,0.059253283,0.091742025,0.106561423,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.807953999,0.11812854,0.071839177,0.057981314,1,1,1,1,1,1,1,1,0,0.046206923,1,0.504551189,0.273969647,0.30892202,0.379364153,1,1,1,1,1,1,1,1
5127,1,1,0.137927049,0.086767972,1,1,0.600246364,0.37090375,0.308618885,0.196308941,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.586514896,0.100763373,0.16427096,0.257229354,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.769999594,0.133384237,0.085195545,0.091586883,1,1,1,1,1,1,1,1,0,0.046206923,1,0.494721172,0.259494167,0.284041063,0.347983328,1,1,1,1,1,1,1,1
5128,1,1,0.137927049,0.086767972,1,1,0.525677731,0.361718348,0.301261015,0.204645764,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.512731364,0.122084619,0.210319004,0.267346155,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.693584249,0.150978159,0.080438159,0.267072473,1,1,1,1,1,1,1,1,0,0.046206923,1,0.419593202,0.220722195,0.214488484,0.34327993,1,1,1,1,1,1,1,1
5129,1,1,0.137927049,0.086767972,1,1,0.408609198,0.360124684,0.292204978,0.213444665,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.416641152,0.157340239,0.213667683,0.287664329,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.529437025,0.170570567,0.097437123,0.186501003,1,1,1,1,1,1,1,1,0,0.046206923,1,0.312211136,0.214346377,0.213721161,0.33084657,1,1,1,1,1,1,1,1
5130,1,1,0.137927049,0.086767972,1,1,0.188222788,0.327126213,0.263616181,0.207266302,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.223403512,0.174149831,0.145872139,0.205418407,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.180822818,0.204801542,0.108292596,0.117777316,1,1,1,1,1,1,1,1,0,0.046206923,1,0.099312683,0.211821497,0.19551113,0.279031501,1,1,1,1,1,1,1,1
5131,1,1,0.137927049,0.086767972,1,1,0.016603995,0.332637654,0.284759789,0.266314858,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.028334333,0.21182398,0.127260398,0.103330487,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.01,0.307783102,0.17722222,0.146054356,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.182134348,0.191758323,0.280031849,1,1,1,1,1,1,1,1
5132,1,1,0.137927049,0.086767972,1,1,0,0.341117977,0.317028775,0.312706509,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.202990386,0.123945927,0.08083222,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.383554629,0.192316277,0.084043234,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.176448211,0.192682783,0.278002384,1,1,1,1,1,1,1,1
5133,1,1,0.137927049,0.086767972,1,1,0,0.348453128,0.335951663,0.320142112,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.158945146,0.118610116,0.036324776,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.417869793,0.179320109,0.05680621,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.190153568,0.214657356,0.254373131,1,1,1,1,1,1,1,1
5134,1,1,0.137927049,0.086767972,1,1,0,0.344479515,0.321935649,0.283355644,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.133334038,0.106721451,0.024427892,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.413994616,0.180745671,0.019118792,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.203765852,0.239837537,0.217571937,1,1,1,1,1,1,1,1
5135,1,1,0.137927049,0.086767972,1,1,0,0.313054295,0.301985369,0.253765863,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.119392503,0.095985806,0.020541897,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.389475684,0.198111444,0.021420118,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.260708665,0.272973313,0.212573273,1,1,1,1,1,1,1,1
5136,1,1,0.137927049,0.086767972,1,1,0,0.270909719,0.269753114,0.205547243,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.099459665,0.078378961,0.017016393,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.339422869,0.207227139,0.011759812,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.313087229,0.30812891,0.205151456,1,1,1,1,1,1,1,1
5137,1,1,0.137927049,0.086767972,1,1,0,0.227543979,0.218855512,0.149647692,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.08564195,0.070590252,0.013811844,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.269208926,0.185177409,0.010793096,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.343417528,0.335439703,0.215875348,1,1,1,1,1,1,1,1
5138,1,1,0.137927049,0.086767972,1,1,0,0.191102057,0.171313905,0.096900585,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.077221731,0.065435763,0.010825904,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.20051556,0.150640016,0.012682239,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.35782519,0.354776721,0.240478863,1,1,1,1,1,1,1,1
5139,1,1,0.137927049,0.086767972,1,1,0,0.15120006,0.13508951,0.068544453,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.063148733,0.057476379,0.01,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.147624473,0.106256713,0.011121162,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.391486061,0.368525923,0.248831813,1,1,1,1,1,1,1,1
5140,1,1,0.137927049,0.086767972,1,1,0,0.125258858,0.113803456,0.054015627,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.049925803,0.048060822,0.01,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.109747316,0.068331052,0.01,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.376582827,0.376969119,0.25984996,1,1,1,1,1,1,1,1
5141,1,1,0.137927049,0.086767972,1,1,0,0.112934047,0.106530934,0.047138423,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.041212629,0.049785345,0.01,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.011284211,0.088282026,0.041156461,0.01,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.412651046,0.379766645,0.264862803,1,1,1,1,1,1,1,1
5142,1,1,0.137927049,0.086767972,1,1,0.07611985,0.121425842,0.110103789,0.044085774,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.075909612,0.039599341,0.05154398,0,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.188349138,0.068597253,0.024026944,0.01,1,1,1,1,1,1,1,1,0,0.046206923,1,0.125432248,0.416902146,0.379972396,0.242043594,1,1,1,1,1,1,1,1
5143,1,1,0.137927049,0.086767972,1,1,0.316225078,0.097859842,0.083569378,0.02927565,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.374669873,0.029466266,0.036481422,0,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.453091524,0.017565603,0,0,1,1,1,1,1,1,1,1,0,0.046206923,1,0.478856132,0.344267852,0.29087307,0.17061273,1,1,1,1,1,1,1,1
5144,1,1,0.137927049,0.086767972,1,1,0.474941249,0.061506861,0.039019414,0.01,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.611362516,0,0,0,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.581854131,0.01,0,0,1,1,1,1,1,1,1,1,0,0.046206923,1,0.669232448,0.250930737,0.182820129,0.05042522,1,1,1,1,1,1,1,1
5145,1,1,0.137927049,0.086767972,1,1,0.56749638,0.068647168,0.048741429,0.014717797,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.730938699,0,0,0,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.650946369,0.01080261,0,0,1,1,1,1,1,1,1,1,0,0.046206923,1,0.762448681,0.30896482,0.230529239,0.0718553,1,1,1,1,1,1,1,1
5146,1,1,0.137927049,0.086767972,1,1,0.647524786,0.090079724,0.072861351,0.025037807,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.78451703,0,0,0,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.682915097,0.019279382,0.01,0,1,1,1,1,1,1,1,1,0,0.046206923,1,0.803478893,0.373177857,0.2393217,0.084688358,1,1,1,1,1,1,1,1
5147,1,1,0.137927049,0.086767972,1,1,0.684760351,0.124118533,0.103443953,0.042720584,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.803614287,0,0,0,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.683055807,0.035842425,0.013555232,0,1,1,1,1,1,1,1,1,0,0.046206923,1,0.820367857,0.357979114,0.239001316,0.083123378,1,1,1,1,1,1,1,1
5148,1,1,0.137927049,0.086767972,1,1,0.687406247,0.134911367,0.117994141,0.054825755,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.776039632,0,0,0.01,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.654818242,0.061426971,0.026351152,0.022223476,1,1,1,1,1,1,1,1,0,0.046206923,1,0.819612367,0.362629827,0.25699149,0.081546199,1,1,1,1,1,1,1,1
5149,1,1,0.137927049,0.086767972,1,1,0.679596415,0.141655917,0.121312205,0.065356659,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.742677209,0,0,0.027507137,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.637766554,0.082822261,0.046588946,0.078200812,1,1,1,1,1,1,1,1,0,0.046206923,1,0.809897157,0.363462667,0.309212222,0.099775559,1,1,1,1,1,1,1,1
5150,1,1,0.137927049,0.086767972,1,1,0.656827656,0.14593305,0.132171111,0.083220668,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.694326886,0.01,0.01,0.030855242,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.603403514,0.119730972,0.064484327,0.161298298,1,1,1,1,1,1,1,1,0,0.046206923,1,0.75555069,0.383730594,0.337307234,0.144914,1,1,1,1,1,1,1,1
5151,1,1,0.137927049,0.086767972,1,1,0.615071107,0.136508381,0.12990819,0.096030672,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.630831172,0.030427061,0.014736671,0.053198665,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.555172676,0.162744142,0.091695623,0.204961366,1,1,1,1,1,1,1,1,0,0.046206923,1,0.667643655,0.42902478,0.355726935,0.167099867,1,1,1,1,1,1,1,1
5152,1,1,0.137927049,0.086767972,1,1,0.554134527,0.127935812,0.118323201,0.088257688,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.53622966,0.055345389,0.035806753,0.068606632,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.491022037,0.201313092,0.111618205,0.100772205,1,1,1,1,1,1,1,1,0,0.046206923,1,0.543077009,0.410403393,0.326687824,0.17781778,1,1,1,1,1,1,1,1
5153,1,1,0.137927049,0.086767972,1,1,0.453022349,0.124184886,0.106761163,0.068575981,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.388875872,0.07704807,0.059814958,0.050197072,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.380661682,0.237689973,0.110095029,0.048144837,1,1,1,1,1,1,1,1,0,0.046206923,1,0.356715951,0.386909607,0.293195492,0.178868178,1,1,1,1,1,1,1,1
5154,1,1,0.137927049,0.086767972,1,1,0.211052169,0.115266357,0.107925602,0.075546365,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.185945704,0.086852839,0.077321786,0.078999312,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.135477208,0.262721755,0.128014624,0.027008282,1,1,1,1,1,1,1,1,0,0.046206923,1,0.100414647,0.324934585,0.269081342,0.189407998,1,1,1,1,1,1,1,1
5155,1,1,0.137927049,0.086767972,1,1,0.014814762,0.125632123,0.126661716,0.086262158,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.019478411,0.102916039,0.094744689,0.059883249,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.319367075,0.221867076,0.039540007,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.298198773,0.261858032,0.241651594,1,1,1,1,1,1,1,1
5156,1,1,0.137927049,0.086767972,1,1,0,0.146095808,0.150537121,0.106390507,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.163462295,0.105627982,0.034702856,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.313769823,0.267302909,0.048867883,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.313799349,0.278306574,0.215142988,1,1,1,1,1,1,1,1
5157,1,1,0.137927049,0.086767972,1,1,0,0.137531781,0.154567914,0.119574579,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.18610062,0.101045155,0.022471622,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.302486409,0.281097955,0.05998398,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.311127121,0.268249255,0.177388663,1,1,1,1,1,1,1,1
5158,1,1,0.137927049,0.086767972,1,1,0,0.134815566,0.169768526,0.114383902,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.164535255,0.087413324,0.019449302,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.285933287,0.274207076,0.072070549,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.323495362,0.255427805,0.138795025,1,1,1,1,1,1,1,1
5159,1,1,0.137927049,0.086767972,1,1,0,0.131194163,0.191081724,0.131809387,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.135984926,0.067520499,0.010686874,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.30326472,0.259113083,0.05425252,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.334407183,0.21488881,0.10280327,1,1,1,1,1,1,1,1
5160,1,1,0.137927049,0.086767972,1,1,0,0.132707519,0.180582992,0.129079305,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.108753435,0.056182969,0.01,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.310080911,0.234649143,0.029589665,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.317093613,0.208133652,0.091216888,1,1,1,1,1,1,1,1
5161,1,1,0.137927049,0.086767972,1,1,0,0.133601228,0.173060617,0.1300236,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.078299515,0.04342122,0.01,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.298878263,0.20220745,0.014303579,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.314527947,0.212358005,0.093796479,1,1,1,1,1,1,1,1
5162,1,1,0.137927049,0.086767972,1,1,0,0.133525548,0.170698742,0.1425882,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.049401194,0.028805458,0.01,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.282036767,0.158314552,0.015595955,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.328447787,0.205230607,0.070387583,1,1,1,1,1,1,1,1
5163,1,1,0.137927049,0.086767972,1,1,0,0.126886075,0.162483523,0.137768767,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.026553075,0.019428533,0.01,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.27230734,0.119742392,0.01350704,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.335110668,0.209280742,0.059291746,1,1,1,1,1,1,1,1
5164,1,1,0.137927049,0.086767972,1,1,0,0.114084988,0.151093966,0.12577486,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.016659254,0.012781597,0,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0,0.254291338,0.097945033,0.025111547,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.323617741,0.205900441,0.049217479,1,1,1,1,1,1,1,1
5165,1,1,0.137927049,0.086767972,1,1,0,0.094901385,0.133602835,0.10678027,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0,0.017119801,0.01,0.01,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.011411497,0.225865108,0.079970601,0.034184223,1,1,1,1,1,1,1,1,0,0.046206923,1,0,0.313294638,0.193489502,0.042567419,1,1,1,1,1,1,1,1
5166,1,1,0.137927049,0.086767972,1,1,0.093748037,0.082022693,0.114770987,0.099122583,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.063295427,0.026906082,0.011462547,0.01,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.223221677,0.160142078,0.065791016,0.038121202,1,1,1,1,1,1,1,1,0,0.046206923,1,0.169567679,0.303703735,0.170936828,0.033870982,1,1,1,1,1,1,1,1
5167,1,1,0.137927049,0.086767972,1,1,0.392649945,0.051335853,0.065551083,0.059801693,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.3296383,0.032815788,0.013440192,0,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.54973638,0.0454902,0.032265805,0.029719787,1,1,1,1,1,1,1,1,0,0.046206923,1,0.607987184,0.165340089,0.085862562,0.016746332,1,1,1,1,1,1,1,1
5168,1,1,0.137927049,0.086767972,1,1,0.598150551,0.010667319,0.01,0,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.565696037,0.01,0,0,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.70335662,0.019510273,0.01,0.01,1,1,1,1,1,1,1,1,0,0.046206923,1,0.797342306,0.130565684,0.060990864,0.01,1,1,1,1,1,1,1,1
5169,1,1,0.137927049,0.086767972,1,1,0.712332933,0.01,0.01,0,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.703434742,0,0,0,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.790153748,0.013736166,0.01,0,1,1,1,1,1,1,1,1,0,0.046206923,1,0.864986331,0.166601181,0.079454756,0.01,1,1,1,1,1,1,1,1
5170,1,1,0.137927049,0.086767972,1,1,0.77776968,0.01,0,0,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.772002212,0.01,0,0,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.823424067,0.01,0,0,1,1,1,1,1,1,1,1,0,0.046206923,1,0.883174894,0.195077916,0.10653636,0.013983358,1,1,1,1,1,1,1,1
5171,1,1,0.137927049,0.086767972,1,1,0.79533064,0.01,0,0,1,1,1,1,1,1,0.365986428,0.225177911,1,1,0.789205688,0.01,0,0,1,1,1,1,1,1,1,1,0.15457495,0.093764405,1,1,0.833177906,0.01,0,0,1,1,1,1,1,1,1,1,0,0.046206923,1,0.876248748,0.213159608,0.129799246,0.021240878,1,1,1,1,1,1,1,1
