Time_Index,CCGT_3,OCGT_F_3,Hydro_Res_3_3,Hydro_RoR_3_3,PHS_3_3,Li-ion_3,PV_3_0_3,Wind_3_0_3,Wind_3_1_3,Wind_3_2_3,CCGT_old_3,OCGT_old_3,NGST_old_3,Nuclear_old_3,Bio_3,Coal_3,Hydro_Res_1_1,Hydro_RoR_1_1,PHS_1_1,Li-ion_1,PV_1_0_1,Wind_1_0_1,Wind_1_1_1,Wind_1_2_1,CCGT_old_1,OCGT_old_1,NGST_old_1,Nuclear_old_1,Bio_1,CCGT_1,OCGT_F_1,Coal_1,Hydro_Res_2_2,Hydro_RoR_2_2,PHS_2_2,Li-ion_2,PV_2_0_2,Wind_2_0_2,Wind_2_1_2,Wind_2_2_2,CCGT_old_2,OCGT_old_2,NGST_old_2,Nuclear_old_2,Bio_2,CCGT_2,OCGT_F_2,Coal_2,Hydro_Res_4_4,Hydro_RoR_4_4,Li-ion_4,PV_4_0_4,Wind_4_0_4,Wind_4_1_4,Wind_4_2_4,CCGT_old_4,OCGT_old_4,NGST_old_4,Nuclear_old_4,Bio_4,CCGT_4,OCGT_F_4,Coal_4
2025,1,1,0.131102037,0.161606671,1,1,0.693418963,0.188326309,0.104533797,0.063060277,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.611893391,0.085728018,0.114860516,0.140373723,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.460946714,0.068567418,0.069834708,0.064978392,1,1,1,1,1,1,1,1,0,0.08373722,1,0.864933248,0.261668539,0.252747301,0.425070124,1,1,1,1,1,1,1,1
2026,1,1,0.131102037,0.161606671,1,1,0.734608899,0.208605517,0.128366952,0.078261764,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.660983242,0.067746502,0.120773115,0.153214201,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.569350534,0.059771622,0.061572379,0.055703747,1,1,1,1,1,1,1,1,0,0.08373722,1,0.843925536,0.305361205,0.303166445,0.48563212,1,1,1,1,1,1,1,1
2027,1,1,0.131102037,0.161606671,1,1,0.746890303,0.240152608,0.171127178,0.123316762,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.68327284,0.089631513,0.147188334,0.191888064,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.638601959,0.057437411,0.0632476,0.073325437,1,1,1,1,1,1,1,1,0,0.08373722,1,0.856844029,0.365937087,0.361407521,0.499359838,1,1,1,1,1,1,1,1
2028,1,1,0.131102037,0.161606671,1,1,0.757071489,0.270246022,0.218596423,0.1977541,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.67637298,0.153729787,0.206846794,0.263841961,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.673708776,0.062153463,0.071423274,0.097947264,1,1,1,1,1,1,1,1,0,0.08373722,1,0.85730308,0.401125274,0.406388437,0.517270601,1,1,1,1,1,1,1,1
2029,1,1,0.131102037,0.161606671,1,1,0.731777863,0.293311528,0.263404573,0.260748626,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.65901576,0.246252004,0.303720545,0.337882441,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.698401593,0.078847461,0.085722935,0.142267676,1,1,1,1,1,1,1,1,0,0.08373722,1,0.86004482,0.433511127,0.438111404,0.537072884,1,1,1,1,1,1,1,1
2030,1,1,0.131102037,0.161606671,1,1,0.678774322,0.311291715,0.293195447,0.296830195,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.618151877,0.328784385,0.376711073,0.391440977,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.69350255,0.108434031,0.102517668,0.183843644,1,1,1,1,1,1,1,1,0,0.08373722,1,0.866570781,0.467917816,0.46336992,0.552311013,1,1,1,1,1,1,1,1
2031,1,1,0.131102037,0.161606671,1,1,0.606816579,0.324635245,0.316191644,0.323914877,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.529461155,0.385141485,0.433009459,0.442962864,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.623762197,0.14217283,0.123774697,0.218269208,1,1,1,1,1,1,1,1,0,0.08373722,1,0.855479987,0.478702028,0.489919919,0.562693595,1,1,1,1,1,1,1,1
2032,1,1,0.131102037,0.161606671,1,1,0.512156327,0.335256095,0.33453986,0.345415588,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.439211425,0.407892944,0.465476382,0.474189417,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.500246913,0.183270968,0.149428949,0.241550021,1,1,1,1,1,1,1,1,0,0.08373722,1,0.78042303,0.486453968,0.508793697,0.573344144,1,1,1,1,1,1,1,1
2033,1,1,0.131102037,0.161606671,1,1,0.304548833,0.350360119,0.349606118,0.361469127,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.2850684,0.403246842,0.468959441,0.478220955,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.225087345,0.239699984,0.177451085,0.240999073,1,1,1,1,1,1,1,1,0,0.08373722,1,0.465204301,0.479709916,0.521862597,0.578301354,1,1,1,1,1,1,1,1
2034,1,1,0.131102037,0.161606671,1,1,0.053496679,0.361055714,0.347853571,0.373206732,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.064133307,0.375923315,0.463780859,0.466591053,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.01572693,0.329745699,0.217189665,0.244725763,1,1,1,1,1,1,1,1,0,0.08373722,1,0.052224902,0.429355663,0.48741371,0.531058202,1,1,1,1,1,1,1,1
2035,1,1,0.131102037,0.161606671,1,1,0,0.497051124,0.480996523,0.505911455,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.451117419,0.582326374,0.549840569,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.484545104,0.312280648,0.278677199,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.467887296,0.53849875,0.594009244,1,1,1,1,1,1,1,1
2036,1,1,0.131102037,0.161606671,1,1,0,0.58100653,0.544145479,0.551361534,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.483277608,0.638241759,0.499765832,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.566328861,0.367771482,0.286547705,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.522239635,0.55708728,0.586118923,1,1,1,1,1,1,1,1
2037,1,1,0.131102037,0.161606671,1,1,0,0.616711072,0.562505894,0.544632667,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.499140032,0.659472884,0.438496556,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.608032636,0.400651493,0.253880745,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.574791967,0.580977115,0.567800132,1,1,1,1,1,1,1,1
2038,1,1,0.131102037,0.161606671,1,1,0,0.619850607,0.560409952,0.527587332,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.51430141,0.662671297,0.396712442,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.618305969,0.441670792,0.241996642,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.616332907,0.605828983,0.551594154,1,1,1,1,1,1,1,1
2039,1,1,0.131102037,0.161606671,1,1,0,0.60261067,0.547232634,0.488412623,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.537055975,0.650550442,0.356679257,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.611778509,0.479783925,0.233069886,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.647614014,0.616724056,0.545855198,1,1,1,1,1,1,1,1
2040,1,1,0.131102037,0.161606671,1,1,0,0.588919051,0.525645372,0.443560373,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.568089162,0.632487329,0.317481706,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.610099816,0.511154731,0.226896856,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.664588815,0.619530948,0.568953157,1,1,1,1,1,1,1,1
2041,1,1,0.131102037,0.161606671,1,1,0,0.569067375,0.509802146,0.399105162,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.589206745,0.618774286,0.30119698,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.61285834,0.538233195,0.230896385,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.664523857,0.624470607,0.586110463,1,1,1,1,1,1,1,1
2042,1,1,0.131102037,0.161606671,1,1,0,0.546958127,0.491894532,0.344589623,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.606102488,0.606090191,0.274391431,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.603589246,0.541746524,0.227766454,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.66458026,0.620265005,0.593435102,1,1,1,1,1,1,1,1
2043,1,1,0.131102037,0.161606671,1,1,0,0.523136405,0.472402388,0.312286949,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.620294346,0.579695154,0.247763481,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.589785931,0.539485802,0.223493399,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.661681609,0.612348299,0.604433445,1,1,1,1,1,1,1,1
2044,1,1,0.131102037,0.161606671,1,1,0,0.492028919,0.445387786,0.277982496,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.628706232,0.540991279,0.234088065,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.568100421,0.521109525,0.256163341,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.639807837,0.603531317,0.60033047,1,1,1,1,1,1,1,1
2045,1,1,0.131102037,0.161606671,1,1,0,0.452813211,0.407058924,0.256795432,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.62679759,0.500043883,0.228211778,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.528996538,0.482459819,0.253072,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.606300321,0.585201186,0.576936239,1,1,1,1,1,1,1,1
2046,1,1,0.131102037,0.161606671,1,1,0.01,0.400649699,0.355714125,0.227603444,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.616924531,0.462059822,0.205860198,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.030211975,0.486776015,0.426155756,0.209222192,1,1,1,1,1,1,1,1,0,0.08373722,1,0.013729519,0.561973653,0.567739431,0.567296113,1,1,1,1,1,1,1,1
2047,1,1,0.131102037,0.161606671,1,1,0.133997726,0.321419668,0.303147111,0.216144967,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.118493978,0.593060917,0.424207368,0.168791741,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.301660579,0.408221254,0.342500932,0.163910504,1,1,1,1,1,1,1,1,0,0.08373722,1,0.180320953,0.502861103,0.531145144,0.531351112,1,1,1,1,1,1,1,1
2048,1,1,0.131102037,0.161606671,1,1,0.423943277,0.179102297,0.187511527,0.131630699,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.381930539,0.407196021,0.259042123,0.082248163,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.592034434,0.215898624,0.118038867,0.04651641,1,1,1,1,1,1,1,1,0,0.08373722,1,0.451888925,0.274445984,0.282069109,0.367176941,1,1,1,1,1,1,1,1
2049,1,1,0.131102037,0.161606671,1,1,0.587832232,0.084096788,0.078480729,0.052713162,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.562816923,0.157628272,0.132869755,0.072215394,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.69837739,0.196173069,0.070925506,0.026975039,1,1,1,1,1,1,1,1,0,0.08373722,1,0.598631547,0.236923297,0.277989561,0.42372363,1,1,1,1,1,1,1,1
2050,1,1,0.131102037,0.161606671,1,1,0.657994845,0.08154636,0.082334124,0.057472844,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.637734845,0.161067926,0.155397597,0.093530738,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.726923272,0.18969,0.070444938,0.030883956,1,1,1,1,1,1,1,1,0,0.08373722,1,0.655584833,0.196428769,0.231063877,0.363605404,1,1,1,1,1,1,1,1
2051,1,1,0.131102037,0.161606671,1,1,0.6924278,0.086805696,0.102130381,0.095996208,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.667421303,0.19408866,0.175557845,0.109314449,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.739413392,0.178198263,0.069807753,0.047665015,1,1,1,1,1,1,1,1,0,0.08373722,1,0.693427092,0.170362379,0.183488143,0.303562573,1,1,1,1,1,1,1,1
2052,1,1,0.131102037,0.161606671,1,1,0.701955985,0.095327373,0.12001106,0.129145272,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.652609543,0.238624805,0.199421324,0.108933288,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.740295486,0.161107555,0.060685489,0.051272783,1,1,1,1,1,1,1,1,0,0.08373722,1,0.708882405,0.170316443,0.164844326,0.26693746,1,1,1,1,1,1,1,1
2053,1,1,0.131102037,0.161606671,1,1,0.699402377,0.101020283,0.131029646,0.157553292,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.635351064,0.287141691,0.217486768,0.090202217,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.725433446,0.147589719,0.052916624,0.065735152,1,1,1,1,1,1,1,1,0,0.08373722,1,0.695001793,0.178183162,0.16575246,0.255420457,1,1,1,1,1,1,1,1
2054,1,1,0.131102037,0.161606671,1,1,0.680097429,0.112742247,0.153428945,0.186051811,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.609601227,0.320883129,0.228815172,0.083757462,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.69377199,0.135862656,0.056582447,0.088784502,1,1,1,1,1,1,1,1,0,0.08373722,1,0.665316722,0.196255198,0.174925853,0.256496189,1,1,1,1,1,1,1,1
2055,1,1,0.131102037,0.161606671,1,1,0.630830647,0.12583146,0.170142803,0.20840582,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.550232863,0.342094039,0.230837889,0.076985523,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.625792839,0.132449613,0.070743199,0.13087771,1,1,1,1,1,1,1,1,0,0.08373722,1,0.633805579,0.216777268,0.193641446,0.269795436,1,1,1,1,1,1,1,1
2056,1,1,0.131102037,0.161606671,1,1,0.56602509,0.134546825,0.179472108,0.229574481,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.493130173,0.346096181,0.218515277,0.077563512,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.504200907,0.144057815,0.10568915,0.181959966,1,1,1,1,1,1,1,1,0,0.08373722,1,0.58745858,0.23814518,0.22507184,0.301042429,1,1,1,1,1,1,1,1
2057,1,1,0.131102037,0.161606671,1,1,0.395307638,0.137586606,0.187634057,0.234600149,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.358405551,0.329349766,0.21340145,0.093354714,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.232299258,0.181599175,0.12732065,0.17054597,1,1,1,1,1,1,1,1,0,0.08373722,1,0.352815044,0.267646979,0.269059876,0.357540199,1,1,1,1,1,1,1,1
2058,1,1,0.131102037,0.161606671,1,1,0.084036706,0.155465907,0.191996453,0.221421806,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.083926388,0.27545571,0.185513784,0.079870363,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.017930999,0.261121608,0.187173874,0.176477603,1,1,1,1,1,1,1,1,0,0.08373722,1,0.037885466,0.309374671,0.339009485,0.429298895,1,1,1,1,1,1,1,1
2059,1,1,0.131102037,0.161606671,1,1,0,0.237296677,0.278818603,0.329882821,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.304290382,0.239182561,0.095693886,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.389789251,0.26576279,0.21467771,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.415802167,0.456885189,0.550462711,1,1,1,1,1,1,1,1
2060,1,1,0.131102037,0.161606671,1,1,0,0.309192454,0.359615221,0.399487809,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.327056762,0.282339719,0.093442876,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.456416004,0.305227109,0.190738716,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.430825539,0.46705856,0.584369319,1,1,1,1,1,1,1,1
2061,1,1,0.131102037,0.161606671,1,1,0,0.360103952,0.400472464,0.415227024,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.347150262,0.314201758,0.090411368,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.458091334,0.274445286,0.105075228,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.436247053,0.451069938,0.565889989,1,1,1,1,1,1,1,1
2062,1,1,0.131102037,0.161606671,1,1,0,0.378695021,0.417164882,0.400232043,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.364382033,0.320196727,0.086470915,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.436338589,0.242206057,0.046622405,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.428207393,0.443189432,0.539730125,1,1,1,1,1,1,1,1
2063,1,1,0.131102037,0.161606671,1,1,0,0.39992279,0.416117732,0.383000447,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.368538595,0.310389192,0.076700219,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.425013044,0.213989432,0.030572411,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.426859591,0.434737392,0.525079676,1,1,1,1,1,1,1,1
2064,1,1,0.131102037,0.161606671,1,1,0,0.426453681,0.40082586,0.351520077,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.364345941,0.330163209,0.092072535,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.44751946,0.218325953,0.026988884,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.429012425,0.428297808,0.509124227,1,1,1,1,1,1,1,1
2065,1,1,0.131102037,0.161606671,1,1,0,0.432805222,0.377918849,0.30843555,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.387605378,0.366545541,0.083655762,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.49200716,0.240045283,0.029435446,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.396478879,0.412559713,0.482628738,1,1,1,1,1,1,1,1
2066,1,1,0.131102037,0.161606671,1,1,0,0.417689066,0.343722832,0.250344893,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.422618956,0.384090768,0.095948312,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.523768657,0.250120646,0.023398002,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.347978371,0.385870238,0.454148132,1,1,1,1,1,1,1,1
2067,1,1,0.131102037,0.161606671,1,1,0,0.396378749,0.297429991,0.199337479,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.436436907,0.400349417,0.114380479,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.515063974,0.260948544,0.027885162,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.282646757,0.328785252,0.411895719,1,1,1,1,1,1,1,1
2068,1,1,0.131102037,0.161606671,1,1,0,0.362971642,0.241907265,0.151557869,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.436193583,0.380970178,0.120043037,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.505365386,0.271081882,0.028031392,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.211097789,0.275825149,0.340298755,1,1,1,1,1,1,1,1
2069,1,1,0.131102037,0.161606671,1,1,0,0.315606156,0.191098132,0.110064077,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.425152547,0.331704358,0.102408474,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.486759607,0.280592137,0.019951978,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.169938719,0.218314581,0.262845432,1,1,1,1,1,1,1,1
2070,1,1,0.131102037,0.161606671,1,1,0.017429059,0.255448305,0.145928574,0.079268153,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.397460567,0.275712905,0.066140948,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.044312411,0.453920916,0.303021283,0.020839145,1,1,1,1,1,1,1,1,0,0.08373722,1,0.050643095,0.119560896,0.166070852,0.213524535,1,1,1,1,1,1,1,1
2071,1,1,0.131102037,0.161606671,1,1,0.298527522,0.19639846,0.105640827,0.055656298,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.100762338,0.371743976,0.243965949,0.055849314,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.367043797,0.367085214,0.299337857,0.019350941,1,1,1,1,1,1,1,1,0,0.08373722,1,0.489874958,0.079810052,0.126811336,0.179901718,1,1,1,1,1,1,1,1
2072,1,1,0.131102037,0.161606671,1,1,0.66401602,0.075231424,0.033260474,0.018268584,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.260153055,0.217765872,0.107989683,0.025329196,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.657639068,0.1061984,0.062436129,0.01,1,1,1,1,1,1,1,1,0,0.08373722,1,0.813138917,0.042136045,0.051088775,0.084022272,1,1,1,1,1,1,1,1
2073,1,1,0.131102037,0.161606671,1,1,0.801539518,0.01594316,0.01,0.01,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.364918748,0.078164237,0.044199123,0.037930083,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.750523488,0.054757834,0.023482711,0,1,1,1,1,1,1,1,1,0,0.08373722,1,0.870357289,0.040760119,0.041628183,0.07450171,1,1,1,1,1,1,1,1
2074,1,1,0.131102037,0.161606671,1,1,0.838745108,0.01,0,0.01,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.427371945,0.08482196,0.038890789,0.072386468,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.775814825,0.049729154,0.026572835,0.01,1,1,1,1,1,1,1,1,0,0.08373722,1,0.894896528,0.044823567,0.047069995,0.096266749,1,1,1,1,1,1,1,1
2075,1,1,0.131102037,0.161606671,1,1,0.824810926,0.012620705,0.01,0.013235682,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.473634429,0.097403801,0.041880789,0.094013382,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.777920423,0.050251786,0.040494002,0.035818521,1,1,1,1,1,1,1,1,0,0.08373722,1,0.911099884,0.06164656,0.048759272,0.087642055,1,1,1,1,1,1,1,1
2076,1,1,0.131102037,0.161606671,1,1,0.817118843,0.014344866,0.01,0.018694708,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.495920472,0.105123843,0.055654646,0.104676372,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.776075681,0.048173241,0.059091282,0.100243929,1,1,1,1,1,1,1,1,0,0.08373722,1,0.910135534,0.076325526,0.060931053,0.089663775,1,1,1,1,1,1,1,1
2077,1,1,0.131102037,0.161606671,1,1,0.826031964,0.017914021,0.011576928,0.024550122,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.525235267,0.112855692,0.068055772,0.105246234,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.771687343,0.066831203,0.096539041,0.159905838,1,1,1,1,1,1,1,1,0,0.08373722,1,0.911095705,0.095617015,0.075420032,0.110084748,1,1,1,1,1,1,1,1
2078,1,1,0.131102037,0.161606671,1,1,0.837005382,0.024756515,0.013795084,0.03775577,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.524286875,0.116823895,0.081760027,0.13496196,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.757525388,0.117975308,0.136448244,0.208738429,1,1,1,1,1,1,1,1,0,0.08373722,1,0.901320429,0.125051115,0.091146222,0.129695649,1,1,1,1,1,1,1,1
2079,1,1,0.131102037,0.161606671,1,1,0.834243767,0.034549047,0.018388575,0.042648163,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.493414534,0.120229272,0.101580138,0.17931391,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.696108403,0.171420147,0.179655374,0.257512875,1,1,1,1,1,1,1,1,0,0.08373722,1,0.860207119,0.156639315,0.113952172,0.150551821,1,1,1,1,1,1,1,1
2080,1,1,0.131102037,0.161606671,1,1,0.788958954,0.044023194,0.022835067,0.053854562,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.451703252,0.11265426,0.093424409,0.188942876,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.588750649,0.210147533,0.175456193,0.266786868,1,1,1,1,1,1,1,1,0,0.08373722,1,0.7816696,0.184075827,0.144803593,0.184312551,1,1,1,1,1,1,1,1
2081,1,1,0.131102037,0.161606671,1,1,0.56505015,0.05222571,0.029417696,0.053904406,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.354500794,0.095910133,0.0699511,0.132526774,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.306701943,0.254938787,0.193460474,0.24916441,1,1,1,1,1,1,1,1,0,0.08373722,1,0.508983469,0.21038412,0.186599397,0.246780524,1,1,1,1,1,1,1,1
2082,1,1,0.131102037,0.161606671,1,1,0.118846244,0.07708015,0.048820448,0.059240748,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0.109830692,0.078819295,0.059154093,0.059988491,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0.028756457,0.324314714,0.249315502,0.360712361,1,1,1,1,1,1,1,1,0,0.08373722,1,0.063705235,0.243392785,0.243103671,0.337224542,1,1,1,1,1,1,1,1
2083,1,1,0.131102037,0.161606671,1,1,0,0.161591028,0.104185481,0.092474437,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.102542028,0.094242405,0.070107089,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.429418917,0.316352961,0.341922265,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.362655641,0.397105185,0.493730125,1,1,1,1,1,1,1,1
2084,1,1,0.131102037,0.161606671,1,1,0,0.231590636,0.157827384,0.114879664,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.114847192,0.109224998,0.086165618,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.494464604,0.350780736,0.309637264,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.476534039,0.48164068,0.543630502,1,1,1,1,1,1,1,1
2085,1,1,0.131102037,0.161606671,1,1,0,0.265751735,0.197129897,0.110823902,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.142941935,0.114469629,0.094688725,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.584442328,0.371290645,0.261681192,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.526094584,0.507307776,0.543841117,1,1,1,1,1,1,1,1
2086,1,1,0.131102037,0.161606671,1,1,0,0.304303311,0.214588547,0.114542628,1,1,1,1,1,1,0.17326335,0.24275395,1,1,0,0.175191713,0.112402735,0.099241331,1,1,1,1,1,1,1,1,0.420156558,0.193157042,1,1,0,0.639332442,0.436548292,0.254087001,1,1,1,1,1,1,1,1,0,0.08373722,1,0,0.534012676,0.521826608,0.544280226,1,1,1,1,1,1,1,1
