Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,UseExtremePeriods,ClusterMethod,ScalingMethod,MinPeriods,MaxPeriods,Threshold,nReps,IterativelyAddPeriods,IterateMethod,LoadWeight,ClusterFuelPrices,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4
,,,,,,,,,,,,,,,,,,26,14.41276808,17.51459899,19.75224775,14.19922242
,,,,,,,,,,,,,,,,,,27,14.601482110000001,17.988724050000002,20.06365049,14.088717220000001
,,,,,,,,,,,,,,,,,,28,14.923238289999999,18.92712994,20.71675428,14.238875980000001
,,,,,,,,,,,,,,,,,,29,15.50478166,20.45465514,21.9148129,14.99170125
,,,,,,,,,,,,,,,,,,30,16.44149125,22.66150504,23.56611736,16.33547391
,,,,,,,,,,,,,,,,,,31,17.30621011,24.15268851,25.010810829999997,17.48465659
,,,,,,,,,,,,,,,,,,32,17.74782928,24.89733876,26.047657599999997,19.1179576
,,,,,,,,,,,,,,,,,,33,18.04162214,25.0308045,26.81274252,20.81654646
,,,,,,,,,,,,,,,,,,34,18.24221236,24.85452129,27.208293689999998,21.90759892
,,,,,,,,,,,,,,,,,,35,18.25121338,24.29659721,27.11458159,22.36770246
,,,,,,,,,,,,,,,,,,36,18.047391049999998,23.59940528,26.62029819,22.48776487
,,,,,,,,,,,,,,,,,,37,17.772948369999998,23.05498235,25.91656484,22.26582808
,,,,,,,,,,,,,,,,,,38,17.57003543,22.640051630000002,25.35546004,21.99150749
,,,,,,,,,,,,,,,,,,39,17.52256118,22.67740723,25.04021529,21.861474949999998
,,,,,,,,,,,,,,,,,,40,17.89465586,23.78802449,25.49935117,22.122064350000002
,,,,,,,,,,,,,,,,,,41,19.113522550000003,26.79665663,27.57423959,23.90051366
,,,,,,,,,,,,,,,,,,42,20.61378003,28.99899743,30.59938766,26.05513475
,,,,,,,,,,,,,,,,,,43,21.0587014,29.52933645,31.35063525,25.949024249999997
,,,,,,,,,,,,,,,,,,44,21.12075098,29.55194705,31.46306273,25.1718062
,,,,,,,,,,,,,,,,,,45,21.014816149999998,28.969707139999997,31.01069677,23.880143110000002
,,,,,,,,,,,,,,,,,,46,20.52202628,27.86163277,30.029820039999997,22.20593763
,,,,,,,,,,,,,,,,,,47,19.912707259999998,26.93884234,28.8622758,20.46109613
,,,,,,,,,,,,,,,,,,48,19.382658940000002,26.537594079999998,28.0812505,19.35616121
,,,,,,,,,,,,,,,,,,49,19.1088181,26.6870029,27.91057867,18.78776856
,,,,,,,,,,,,,,,,,,50,19.07088521,27.15055121,28.04864787,18.52936774
,,,,,,,,,,,,,,,,,,51,19.240321469999998,27.92841573,28.47918785,18.873689579999997
,,,,,,,,,,,,,,,,,,52,19.582485769999998,29.043622380000002,29.437393779999997,19.89075265
,,,,,,,,,,,,,,,,,,53,20.264058170000002,31.299063460000003,31.409579819999998,22.20297673
,,,,,,,,,,,,,,,,,,54,21.55806253,34.482339939999996,34.28198393,25.78852864
,,,,,,,,,,,,,,,,,,55,22.98310115,35.810701200000004,36.15292293,28.06093292
,,,,,,,,,,,,,,,,,,56,23.09237687,35.30932749,36.22147943,28.59067005
,,,,,,,,,,,,,,,,,,57,22.58826637,34.31738729,35.66675364,28.601878669999998
,,,,,,,,,,,,,,,,,,58,22.0761064,33.33961822,34.83851629,28.48486093
,,,,,,,,,,,,,,,,,,59,21.52975997,32.201840069999996,33.790179519999995,27.80843257
,,,,,,,,,,,,,,,,,,60,20.88801867,31.03227346,32.59954764,26.94654378
,,,,,,,,,,,,,,,,,,61,20.17495743,30.23172789,31.53672537,26.03869052
,,,,,,,,,,,,,,,,,,62,19.63721716,29.59839792,30.61356173,25.29369894
,,,,,,,,,,,,,,,,,,63,19.16047288,29.700214940000002,30.11217105,24.990219850000003
,,,,,,,,,,,,,,,,,,64,19.13264948,30.791156230000002,30.48562127,25.8317083
,,,,,,,,,,,,,,,,,,65,20.14850735,33.61308127,32.494432669999995,29.12239738
,,,,,,,,,,,,,,,,,,66,21.963914529999997,35.89863226,35.68518017,33.60609016
,,,,,,,,,,,,,,,,,,67,22.64350619,36.212583120000005,36.69648716,34.87772034
,,,,,,,,,,,,,,,,,,68,22.82882852,35.94270506,36.85793867,35.10737675
,,,,,,,,,,,,,,,,,,69,22.6512782,35.064133139999996,36.189364739999995,34.251887419999996
,,,,,,,,,,,,,,,,,,70,22.1246288,33.53334921,34.87102474,32.74509936
,,,,,,,,,,,,,,,,,,71,21.38525422,32.3049962,33.487527730000004,31.13669918
,,,,,,,,,,,,,,,,,,72,20.79648735,31.72881338,32.57155153,30.12036307
,,,,,,,,,,,,,,,,,,73,20.59328209,31.69056983,32.33108949,29.9553183
,,,,,,,,,,,,,,,,,,74,20.50050384,32.08492543,32.41692179,30.24375976
,,,,,,,,,,,,,,,,,,75,20.59848187,32.6363617,32.834812639999996,30.74319668
,,,,,,,,,,,,,,,,,,76,20.853654600000002,33.67659339,33.65192183,31.89078932
,,,,,,,,,,,,,,,,,,77,21.43741206,35.82575337,35.46192811,34.34857918
,,,,,,,,,,,,,,,,,,78,22.55351803,38.816019419999996,38.204482580000004,37.83774527
,,,,,,,,,,,,,,,,,,79,23.81137329,39.643263870000006,39.88319437,39.43031868
,,,,,,,,,,,,,,,,,,80,23.56631482,38.21715208,39.02017175,38.082678290000004
,,,,,,,,,,,,,,,,,,81,22.376782419999998,35.57643208,36.879216650000004,35.592494630000004
,,,,,,,,,,,,,,,,,,82,21.151987990000002,33.053279159999995,34.48885837,32.80972657
,,,,,,,,,,,,,,,,,,83,20.0310592,30.91230354,32.35634117,30.063910749999998
,,,,,,,,,,,,,,,,,,84,19.13913681,29.13307705,30.534188320000002,27.651021619999998
,,,,,,,,,,,,,,,,,,85,18.31595093,27.89916603,29.06294223,25.76852267
,,,,,,,,,,,,,,,,,,86,17.7820006,26.81678743,27.77223789,24.37067554
,,,,,,,,,,,,,,,,,,87,17.361963749999997,26.58859909,27.19358031,23.73973526
,,,,,,,,,,,,,,,,,,88,17.36176598,27.46427415,27.32108664,24.171805980000002
,,,,,,,,,,,,,,,,,,89,18.12307357,30.115414010000002,28.96101643,26.76751384
,,,,,,,,,,,,,,,,,,90,19.585187,32.27309067,31.82004789,30.43884818
,,,,,,,,,,,,,,,,,,91,19.98729467,32.52338019,32.544191500000004,31.297270509999997
,,,,,,,,,,,,,,,,,,92,19.94460388,32.2864,32.63723161,31.37191846
,,,,,,,,,,,,,,,,,,93,19.71830792,31.263308560000002,31.86979939,30.60460558
,,,,,,,,,,,,,,,,,,94,19.11432633,29.60187114,30.38823548,29.04282764
,,,,,,,,,,,,,,,,,,95,18.15598636,28.02618814,28.6068673,27.517822329999998
,,,,,,,,,,,,,,,,,,96,17.3882059,26.92389029,27.35782747,26.54547758
,,,,,,,,,,,,,,,,,,97,17.18233588,26.52834521,26.924162090000003,26.529689880000003
,,,,,,,,,,,,,,,,,,98,17.13376857,26.265622439999998,26.80551428,26.77892772
,,,,,,,,,,,,,,,,,,99,17.265860359999998,26.44984299,27.06461183,27.45580406
,,,,,,,,,,,,,,,,,,100,17.63239973,27.04957837,27.725855380000002,28.66900141
,,,,,,,,,,,,,,,,,,101,18.25011813,28.88873171,29.42435555,31.1747037
,,,,,,,,,,,,,,,,,,102,19.60536012,31.97550101,32.36633542,35.144909760000004
,,,,,,,,,,,,,,,,,,103,21.09613653,32.96697004,33.97464548,36.32437172
,,,,,,,,,,,,,,,,,,104,21.0631588,31.925279279999998,33.046333010000005,34.38076356
,,,,,,,,,,,,,,,,,,105,20.061748329999997,29.91321493,31.29244297,30.88187717
,,,,,,,,,,,,,,,,,,106,18.76371111,27.97556724,29.34989838,27.93663344
,,,,,,,,,,,,,,,,,,107,17.81442727,26.33643463,27.74935813,25.78397649
,,,,,,,,,,,,,,,,,,108,17.033439880000003,24.98816326,26.401132450000002,24.18486018
,,,,,,,,,,,,,,,,,,109,16.59829223,24.16407792,25.62482437,22.99352592
,,,,,,,,,,,,,,,,,,110,16.17508131,23.496195370000002,24.81495554,22.074888520000002
,,,,,,,,,,,,,,,,,,111,15.801225689999999,23.1620406,24.27337255,21.658278300000003
,,,,,,,,,,,,,,,,,,112,15.761175849999999,23.5295997,24.3485601,21.92759697
,,,,,,,,,,,,,,,,,,113,16.32178932,25.549319630000003,25.443367300000002,23.619561089999998
,,,,,,,,,,,,,,,,,,114,17.81610521,27.71491401,28.020828,26.39368192
,,,,,,,,,,,,,,,,,,115,18.3441695,28.11035687,28.82804109,26.57552555
,,,,,,,,,,,,,,,,,,116,18.47498129,28.26784547,28.88399813,26.13674802
,,,,,,,,,,,,,,,,,,117,18.412510320000003,27.66087146,28.33777572,24.97274691
,,,,,,,,,,,,,,,,,,118,17.97560494,26.40836181,27.11491869,23.315124469999997
,,,,,,,,,,,,,,,,,,119,17.15395216,25.19539668,25.78198522,21.652814439999997
,,,,,,,,,,,,,,,,,,120,16.5510542,24.47287736,24.87302017,20.588376789999998
,,,,,,,,,,,,,,,,,,121,16.30647954,24.34493147,24.54312513,20.15479697
,,,,,,,,,,,,,,,,,,122,16.25228135,24.4769821,24.60463902,20.21601168
,,,,,,,,,,,,,,,,,,123,16.31415872,24.90074227,24.96271816,20.532786039999998
,,,,,,,,,,,,,,,,,,124,16.64456243,25.83890499,25.89173293,21.51445437
,,,,,,,,,,,,,,,,,,125,17.281519199999998,27.75316373,27.739103439999997,23.80859398
,,,,,,,,,,,,,,,,,,126,18.70295268,30.93013768,30.74051918,27.39615859
,,,,,,,,,,,,,,,,,,127,20.21189462,32.03698939,32.6379578,29.03132217
,,,,,,,,,,,,,,,,,,128,20.119449499999998,30.83635247,32.0455484,27.9329119
,,,,,,,,,,,,,,,,,,129,19.06794725,28.524636129999998,30.33192443,26.08018928
,,,,,,,,,,,,,,,,,,130,18.02131652,26.3486783,28.426493030000003,24.36580929
,,,,,,,,,,,,,,,,,,131,17.05953241,24.67088607,26.70711434,23.1449921
,,,,,,,,,,,,,,,,,,132,16.44584533,23.3635906,25.47623648,22.34308501
,,,,,,,,,,,,,,,,,,133,15.974608329999999,22.607906470000003,24.618559570000002,21.690415690000002
,,,,,,,,,,,,,,,,,,134,15.62366216,21.938446950000003,23.90624884,21.21854862
,,,,,,,,,,,,,,,,,,135,15.21780624,21.54246668,23.30581838,21.03990478
,,,,,,,,,,,,,,,,,,136,15.06145745,21.67859429,23.26372062,21.043817599999997
,,,,,,,,,,,,,,,,,,137,15.51274844,23.2088736,24.136140479999998,22.06962555
,,,,,,,,,,,,,,,,,,138,16.6332064,24.75504323,26.1245397,24.03408768
,,,,,,,,,,,,,,,,,,139,16.69693622,24.617535940000003,26.208214499999997,23.57942338
,,,,,,,,,,,,,,,,,,140,16.59227925,24.296972959999998,25.96641306,22.85380995
,,,,,,,,,,,,,,,,,,141,16.381407629999998,23.90109997,25.42394642,21.80694922
,,,,,,,,,,,,,,,,,,142,15.90386007,23.081060119999997,24.64678567,20.61331349
,,,,,,,,,,,,,,,,,,143,15.06985195,21.924137350000002,23.457964540000003,19.19226677
,,,,,,,,,,,,,,,,,,144,14.33736461,21.04126141,22.33343564,17.96484332
,,,,,,,,,,,,,,,,,,145,13.873188319999999,20.64536662,21.55228352,17.39142025
,,,,,,,,,,,,,,,,,,146,13.50599897,20.55335574,21.05392454,17.116855179999998
,,,,,,,,,,,,,,,,,,147,13.28887538,20.699922299999997,20.83831828,17.129828290000003
,,,,,,,,,,,,,,,,,,148,13.22244778,21.055523270000002,20.86926089,17.57463375
,,,,,,,,,,,,,,,,,,149,13.34016655,21.784898109999997,21.25057111,18.45874922
,,,,,,,,,,,,,,,,,,150,13.70482423,22.86416863,22.05447339,19.728158630000003
,,,,,,,,,,,,,,,,,,151,14.14295787,23.80547974,22.935224480000002,21.16877081
,,,,,,,,,,,,,,,,,,152,14.571948189999999,24.45468268,23.606120320000002,22.38982019
,,,,,,,,,,,,,,,,,,153,15.08373085,24.178778880000003,24.106783110000002,22.62009862
,,,,,,,,,,,,,,,,,,154,15.32172496,23.255786230000002,24.107324430000002,22.349080139999998
,,,,,,,,,,,,,,,,,,155,15.418999320000001,22.2357596,23.747981380000002,21.83465997
,,,,,,,,,,,,,,,,,,156,15.23118543,21.364264640000002,23.266422310000003,21.41379509
,,,,,,,,,,,,,,,,,,157,15.02747852,20.65293899,22.65692094,21.041851559999998
,,,,,,,,,,,,,,,,,,158,14.8232526,20.10313582,22.21492441,20.66080173
,,,,,,,,,,,,,,,,,,159,14.71128012,19.97203138,21.879991580000002,20.453682110000003
,,,,,,,,,,,,,,,,,,160,14.69050164,20.182136439999997,21.80436431,20.46087053
,,,,,,,,,,,,,,,,,,161,15.08773748,21.53687664,22.486327850000002,21.209336439999998
,,,,,,,,,,,,,,,,,,162,15.97087796,22.6621226,24.27447191,23.02158269
,,,,,,,,,,,,,,,,,,163,15.95095855,22.35201402,24.24099209,22.46023452
,,,,,,,,,,,,,,,,,,164,15.76048731,21.90552269,23.82236065,21.62413854
,,,,,,,,,,,,,,,,,,165,15.507502650000001,21.222057359999997,23.15272647,20.58615746
,,,,,,,,,,,,,,,,,,166,15.022181060000001,20.2288174,22.26469176,19.28344287
,,,,,,,,,,,,,,,,,,167,14.34908107,19.02624979,21.088257730000002,17.8698358
,,,,,,,,,,,,,,,,,,168,13.73102295,17.93495324,19.98422785,16.65420993
,,,,,,,,,,,,,,,,,,169,13.305191820672727,17.847783244950108,19.22387830967048,16.157590240310082
,,,,,,,,,,,,,,,,,,170,13.118047049171775,17.62028601532322,18.820804359908486,15.912375081463335
,,,,,,,,,,,,,,,,,,171,12.999624687864396,17.573610925129124,18.668492156287396,15.964947199091442
,,,,,,,,,,,,,,,,,,172,13.032411572871563,17.825838487487548,18.769936513436583,16.307823189664656
,,,,,,,,,,,,,,,,,,173,13.195110793763982,18.388174103442132,19.183498932256313,17.043659129823784
,,,,,,,,,,,,,,,,,,174,13.55968741355232,19.329055858739473,19.872072259226606,18.287328591310125
,,,,,,,,,,,,,,,,,,175,14.114964164663764,20.53450646903517,20.870956803272968,19.813798843912817
,,,,,,,,,,,,,,,,,,176,14.708125644301552,21.89696412745709,21.948596504020934,21.342129091367266
,,,,,,,,,,,,,,,,,,177,15.348726980509928,22.262116737901515,22.75839382514565,21.591272474866237
,,,,,,,,,,,,,,,,,,178,15.418068209961012,21.781047878708055,22.803228550737376,21.496648836441203
,,,,,,,,,,,,,,,,,,179,15.15272997583503,21.219878767205394,22.449676379761843,21.316524378441486
,,,,,,,,,,,,,,,,,,180,15.032494187266318,21.143406348248096,22.35616004260166,21.420007957986297
,,,,,,,,,,,,,,,,,,181,15.070148139359844,20.940661676142554,22.43636815385572,21.34194040285267
,,,,,,,,,,,,,,,,,,182,15.027911682257555,20.70518101524292,22.348093768514993,21.259354081370713
,,,,,,,,,,,,,,,,,,183,14.913058279331747,20.550164919094183,22.221855873220857,21.1469748151774
,,,,,,,,,,,,,,,,,,184,15.132850787557972,21.070499604924088,22.379991819204896,21.316554453779933
,,,,,,,,,,,,,,,,,,185,15.673825914771815,22.819340017204834,23.169388846649582,21.997759337913518
,,,,,,,,,,,,,,,,,,186,16.57667865202569,23.843452719316463,24.91861413113954,23.869053945704604
,,,,,,,,,,,,,,,,,,187,16.64939491821533,23.663393289606002,24.996180536879322,23.337414541281163
,,,,,,,,,,,,,,,,,,188,16.57178000794699,23.38037847357217,24.68400818076519,22.435219326297048
,,,,,,,,,,,,,,,,,,189,16.17438861762428,22.44230562445218,23.755776686803124,21.070785391389673
,,,,,,,,,,,,,,,,,,190,15.479056002993968,21.102255183474057,22.276706356796304,19.042448240016896
,,,,,,,,,,,,,,,,,,191,14.624595011493108,19.6908293896085,20.692669909564604,17.133699793842347
,,,,,,,,,,,,,,,,,,192,13.828572417361306,18.73720427781236,19.42325952081511,15.633324345245482
,,,,,,,,,,,,,,,,,,193,13.39634529906352,18.336051512427805,18.670631125089383,14.794355271702749
,,,,,,,,,,,,,,,,,,194,13.191283382937979,18.28991536826579,18.334779523415385,14.468509002820062
,,,,,,,,,,,,,,,,,,195,13.10323543439975,18.439465968683827,18.336708002381094,14.533097268004619
,,,,,,,,,,,,,,,,,,196,13.228355969179756,19.191029702880066,18.756902993586774,15.09476699422889
,,,,,,,,,,,,,,,,,,197,13.73844401893203,21.09315547372599,20.10998455399373,16.946843917208565
,,,,,,,,,,,,,,,,,,198,14.97740606388858,24.353120120545864,22.820181142243115,20.18504069678055
,,,,,,,,,,,,,,,,,,199,16.46107559234551,25.85211267191433,24.60939546083784,21.951892884692054
,,,,,,,,,,,,,,,,,,200,16.589235589729014,25.521943089174446,24.453155935768905,21.985163055843838
,,,,,,,,,,,,,,,,,,201,16.52153462789342,25.482190754719678,24.40048179535613,22.097636777872427
,,,,,,,,,,,,,,,,,,202,16.48808839732767,25.577434261879585,24.45309570427846,22.460374826258782
,,,,,,,,,,,,,,,,,,203,16.501285205616732,25.61231553691739,24.475747570412906,22.702351778993975
,,,,,,,,,,,,,,,,,,204,16.336640343149394,25.53428517043595,24.266014732632648,22.788539077044206
,,,,,,,,,,,,,,,,,,205,16.263407980202448,25.26807717061685,24.177276546794122,22.787550222231705
,,,,,,,,,,,,,,,,,,206,16.10425396261458,25.054686394033073,23.835431150917884,22.802080962242357
,,,,,,,,,,,,,,,,,,207,15.999691097427348,25.103879225174282,23.596823540861564,22.747746115334284
,,,,,,,,,,,,,,,,,,208,16.121689221384475,25.662404129506495,23.702539057569677,22.826981455793117
,,,,,,,,,,,,,,,,,,209,16.713757957502427,27.09787322332684,24.56097267647865,23.5920429158971
,,,,,,,,,,,,,,,,,,210,17.600848028864203,28.145961629258345,26.38180706582109,25.576298283617444
,,,,,,,,,,,,,,,,,,211,17.684090248498986,27.683064342001792,26.465978791600254,25.231796966979967
,,,,,,,,,,,,,,,,,,212,17.24210318570331,26.88134051694101,25.64396570123684,23.87642181530352
,,,,,,,,,,,,,,,,,,213,16.604597053222044,25.52834738255894,24.245463589905665,22.01704181910334
,,,,,,,,,,,,,,,,,,214,15.985162717800854,23.784539318169806,22.902930249476483,19.853338064675945
,,,,,,,,,,,,,,,,,,215,15.135574959130826,22.045538680654253,21.298576987648417,17.621871357255763
,,,,,,,,,,,,,,,,,,216,14.435404100773042,20.913900857936447,20.070283201346147,15.894744806488484
,,,,,,,,,,,,,,,,,,217,13.92503659713277,20.297446834116702,19.215198347179854,14.943504788688113
,,,,,,,,,,,,,,,,,,218,13.65092701282713,19.985921381747833,18.811904486399314,14.494296592061804
,,,,,,,,,,,,,,,,,,219,13.564134771029247,19.99295620368538,18.6775310848449,14.457950256461768
,,,,,,,,,,,,,,,,,,220,13.735551097517636,20.577988543136147,19.104074260888996,14.912588081238013
,,,,,,,,,,,,,,,,,,221,14.190729471312402,22.22189423136103,20.35921970817988,16.5563118639832
,,,,,,,,,,,,,,,,,,222,15.351541193901387,25.201378773820778,22.9981016010196,19.74991901777977
,,,,,,,,,,,,,,,,,,223,16.72753734882904,26.37646720771131,24.725939259937643,21.397475281123356
,,,,,,,,,,,,,,,,,,224,16.97896402719948,25.88910508690588,24.515486757967803,21.558367315874307
,,,,,,,,,,,,,,,,,,225,16.856125037368233,25.46810782717988,24.492970472758156,21.776713988973373
,,,,,,,,,,,,,,,,,,226,16.70021494964487,25.013640771406056,24.62198007787232,22.286980458100775
,,,,,,,,,,,,,,,,,,227,16.584590579236203,24.404357366062175,24.645095804575867,22.491680859725818
,,,,,,,,,,,,,,,,,,228,16.430655155985306,23.823217160850845,24.528298674790772,22.882461731855756
,,,,,,,,,,,,,,,,,,229,16.30729662735493,23.514084611658102,24.385967818310203,23.073596299589873
,,,,,,,,,,,,,,,,,,230,16.298914846470687,23.222366281161538,24.276799022808753,23.11675955299017
,,,,,,,,,,,,,,,,,,231,16.15488970014126,23.119849347949657,24.161420827196373,23.114857259938983
,,,,,,,,,,,,,,,,,,232,16.31783633899042,23.60800488350962,24.476127691589383,23.172397894482486
,,,,,,,,,,,,,,,,,,233,16.948970284301684,25.393556797632137,25.61638408384253,23.962584850213926
,,,,,,,,,,,,,,,,,,234,17.770282407719176,26.763561595243257,27.045063593573207,25.665458607484787
,,,,,,,,,,,,,,,,,,235,17.877161078642434,26.77300093460193,26.978526598950435,25.132624983897358
,,,,,,,,,,,,,,,,,,236,17.548878624844207,26.299579963564216,26.340400519231046,23.926569738931462
,,,,,,,,,,,,,,,,,,237,17.055965166538307,25.135237963203082,25.16485551193218,22.24292152764817
,,,,,,,,,,,,,,,,,,238,16.117857570362027,23.352403639024757,23.3796323906013,19.78363526756859
,,,,,,,,,,,,,,,,,,239,15.18534439958165,21.632204129024498,21.591617275374652,17.51423354678018
,,,,,,,,,,,,,,,,,,240,14.368856093246784,20.507384339246084,20.33666832130708,15.815875583825898
,,,,,,,,,,,,,,,,,,241,13.817029136031435,19.95920137726864,19.34991225288818,14.881882743063642
,,,,,,,,,,,,,,,,,,242,13.508012408865667,19.594714619478687,18.871609161550715,14.346582353403385
,,,,,,,,,,,,,,,,,,243,13.28723886883628,19.60268825955371,18.64482854928938,14.247910229546155
,,,,,,,,,,,,,,,,,,244,13.172701235833895,19.98139037185687,18.861284136489243,14.536047217465931
,,,,,,,,,,,,,,,,,,245,13.576616702151709,21.52814143607644,20.07708853879179,16.061186649021717
,,,,,,,,,,,,,,,,,,246,14.770579248302887,24.460996741053616,22.606089450817365,18.75462427905983
,,,,,,,,,,,,,,,,,,247,16.13178404163212,25.696651281105893,24.43657448478024,20.540494457621538
,,,,,,,,,,,,,,,,,,248,16.309862943896874,25.28545426264801,24.329974558341444,21.051936674684832
,,,,,,,,,,,,,,,,,,249,16.181505363336004,25.161926156531507,24.40744417920455,21.666540893399254
,,,,,,,,,,,,,,,,,,250,16.124455605360044,25.270598557658516,24.508069924720655,22.432697673999492
,,,,,,,,,,,,,,,,,,251,16.20354603415239,25.280077748011276,24.559658256356585,22.723997360165928
,,,,,,,,,,,,,,,,,,252,16.193783705167554,25.17336254176165,24.500296738508197,22.73686465501557
,,,,,,,,,,,,,,,,,,253,16.234430298118905,25.025015408591134,24.358473114075554,22.512080997295616
,,,,,,,,,,,,,,,,,,254,16.23905347908273,24.675850799847126,24.19878507586978,22.28045303445203
,,,,,,,,,,,,,,,,,,255,16.22153788604986,24.553538840374358,24.206946252599053,22.18386722617215
,,,,,,,,,,,,,,,,,,256,16.4833110029134,24.97636504667449,24.63709787160518,22.331663890530475
,,,,,,,,,,,,,,,,,,257,17.085278502572358,26.05716931618719,25.795471107247245,23.455959424294544
,,,,,,,,,,,,,,,,,,258,17.907893972584365,26.920063987013116,27.592118878815526,25.477544048507355
,,,,,,,,,,,,,,,,,,259,17.99128912862219,26.436716707915675,27.679420659744835,25.019972808098352
,,,,,,,,,,,,,,,,,,260,17.778293974557656,25.790367474080988,27.27711924692858,23.927971848166766
,,,,,,,,,,,,,,,,,,261,17.576011272743273,24.71055947942044,26.361711684049546,22.332693065569046
,,,,,,,,,,,,,,,,,,262,16.798901281684074,23.047557831871796,24.810126754433146,20.180333231774167
,,,,,,,,,,,,,,,,,,263,15.783072959890076,21.4912161358534,23.105228422845286,17.981704209095884
,,,,,,,,,,,,,,,,,,264,14.923926311872137,20.476478351935494,21.78978698855842,16.362247532259445
,,,,,,,,,,,,,,,,,,265,14.443324468468708,20.09520906133018,21.091719462657455,15.491624656960093
,,,,,,,,,,,,,,,,,,266,14.180237519254272,19.97409161773798,20.80957654933016,15.084814937944047
,,,,,,,,,,,,,,,,,,267,14.120415949851292,20.19062404759417,20.78194467228126,15.056103021603523
,,,,,,,,,,,,,,,,,,268,14.211197707679469,20.960775151891774,21.197961284051345,15.520024225949264
,,,,,,,,,,,,,,,,,,269,14.73525922005537,22.80351055916632,22.697228366148984,17.16696782472553
,,,,,,,,,,,,,,,,,,270,15.960128368525627,26.06774501826672,25.498731748990583,20.281759962472883
,,,,,,,,,,,,,,,,,,271,17.508856059109295,27.245647868443786,27.35617912531288,21.857714351132564
,,,,,,,,,,,,,,,,,,272,17.667047871366208,26.61359168371011,26.94913555389575,21.88252986283324
,,,,,,,,,,,,,,,,,,273,17.533793761836392,25.910735614517616,26.52543314964327,22.065671531531788
,,,,,,,,,,,,,,,,,,274,17.59200895526463,25.270048110041664,26.168121316219057,22.470465137809395
,,,,,,,,,,,,,,,,,,275,17.684119989735695,24.75656468167565,25.714918837501834,22.688993865604722
,,,,,,,,,,,,,,,,,,276,17.91416396603161,24.059398363512365,25.50216899875862,22.792288959504
,,,,,,,,,,,,,,,,,,277,18.08301549247184,23.52139807305726,25.3983477403988,22.953166458686656
,,,,,,,,,,,,,,,,,,278,18.405695100342875,23.031585377282408,25.41275354905664,22.851298903659607
