Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
NGCC_bf,1,1458.8638809196962,0.0,0.0,1458.8638809196962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCC_gf,1,23146.812461430094,14186.671195134122,8109.415604465428,17069.5568707614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCT_bf,1,8200.0,0.0,0.0,8200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCT_gf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGST,1,1060.0,0.0,0.0,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal,1,6.727604342517225,-2.99214078600751e-12,0.0,6.727604342520217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuclear,1,2360.0,0.0,0.0,2360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarPV,1,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,1,5720.0,0.0,0.0,5720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydro,1,480.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Li-ion,1,1313.9752530577207,0.0,0.0,1313.9752530577207,4368.028747176176,0.0,0.0,4368.028747176176,0.0,0.0,0.0,0.0
Retro_NGCC_CCS,1,1649.9657012182581,0.0,12768.004075620709,14417.969776838967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retro_NGCC_H2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retro_Coal_TES,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retro_Coal_SMR,1,12489.28153630886,0.0,-2.5433196681063833e-12,12489.281536308858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,n/a,57945.62643727714,14186.671195134119,20877.419680086135,64636.37492222916,4368.028747176176,0.0,0.0,4368.028747176176,0.0,0.0,0.0,0.0
