Resource,NGCC_bf,NGCC_gf,NGCT_bf,NGCT_gf,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2,Retro_Coal_TES,Retro_Coal_SMR
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t2,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t3,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t4,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t5,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t6,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154428
t7,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154428
t8,6.8302314004710025,14.771958976495586,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t9,6.8302314004710025,55.48685687870268,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t10,6.8302314004710025,85.347784353807,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t11,6.8302314004710025,85.347784353807,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t12,6.8302314004710025,85.347784353807,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t13,6.8302314004710025,85.347784353807,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t14,6.8302314004710025,85.347784353807,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t15,6.8302314004710025,85.347784353807,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t16,6.8302314004710025,85.347784353807,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t17,6.8302314004710025,85.347784353807,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t18,0.06830231400471003,85.347784353807,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t19,0.06830231400471003,85.347784353807,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t20,0.06830231400471003,64.60078796311188,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t21,0.06830231400471003,50.233530701761886,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t22,0.06830231400471003,37.858612643623005,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t23,0.06830231400471003,37.858612643623005,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t24,0.06830231400471003,37.858612643623005,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t25,0.06830231400471003,37.858612643623005,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t26,0.06830231400471003,37.858612643623005,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t27,0.06830231400471003,37.858612643623005,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t28,0.06830231400471003,37.858612643623005,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t29,0.06830231400471003,37.858612643623005,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t30,0.06830231400471003,37.858612643623005,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t31,0.06830231400471003,37.858612643623005,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t32,0.06830231400471003,37.858612643623005,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t33,7.294319404598481,52.513283031718956,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t34,7.294319404598481,85.347784353807,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t35,7.294319404598481,85.347784353807,0.0,0.0,1.9768024866890228,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t36,7.294319404598481,85.347784353807,0.0,0.0,1.9768024866890228,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t37,7.294319404598481,85.347784353807,0.0,0.0,1.9768024866890228,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t38,7.294319404598481,85.347784353807,0.0,0.0,1.9768024866890228,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t39,7.294319404598481,85.347784353807,0.0,0.0,1.9768024866890228,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t40,7.294319404598481,85.347784353807,0.0,0.0,1.9768024866890228,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t41,7.294319404598481,85.347784353807,0.0,0.0,1.9768024866890228,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t42,7.294319404598481,85.347784353807,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t43,7.294319404598481,82.4578683753451,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t44,0.0,82.4578683753451,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t45,0.0,82.4578683753451,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t46,0.0,58.142597782555164,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419482,0.0,0.0,62.44640768154429
t47,0.0,58.142597782555164,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419482,0.0,0.0,62.44640768154429
t48,0.0,58.142597782555164,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419482,0.0,0.0,62.44640768154429
t49,0.0,58.142597782555164,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419482,0.0,0.0,62.44640768154429
t50,0.0,58.142597782555164,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419482,0.0,0.0,62.44640768154429
t51,0.0,58.142597782555164,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419482,0.0,0.0,62.44640768154429
t52,0.0,58.142597782555164,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419482,0.0,0.0,62.44640768154429
t53,0.0,58.142597782555164,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419482,0.0,0.0,62.44640768154429
t54,0.0,58.142597782555164,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t55,0.0,58.142597782555164,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t56,0.0,58.142597782555164,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t57,7.294319404598481,58.142597782555164,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t58,7.294319404598481,85.347784353807,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t59,7.294319404598481,85.347784353807,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t60,7.294319404598481,85.347784353807,15.159791193905065,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t61,7.294319404598481,85.347784353807,15.159791193905065,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t62,7.294319404598481,85.347784353807,15.159791193905065,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t63,7.294319404598481,85.347784353807,15.159791193905065,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t64,7.294319404598481,85.347784353807,15.159791193905065,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t65,7.294319404598481,85.347784353807,15.159791193905065,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t66,7.294319404598481,85.347784353807,15.159791193905065,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t67,7.294319404598481,85.347784353807,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t68,7.294319404598481,85.347784353807,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t69,7.294319404598481,85.347784353807,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t70,7.294319404598481,35.7809854377353,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t71,7.294319404598481,35.7809854377353,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t72,7.294319404598481,35.7809854377353,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t73,7.294319404598481,35.7809854377353,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t74,7.294319404598481,35.7809854377353,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t75,7.294319404598481,35.7809854377353,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t76,7.294319404598481,35.7809854377353,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t77,7.294319404598481,35.7809854377353,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t78,7.294319404598481,35.7809854377353,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t79,7.294319404598481,35.7809854377353,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t80,7.294319404598481,53.979364064192964,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t81,7.294319404598481,85.347784353807,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t82,7.294319404598481,85.347784353807,0.0,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t83,7.294319404598481,85.347784353807,7.556420278634596,0.0,0.0,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t84,7.294319404598481,85.347784353807,12.56181242224493,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t85,7.294319404598481,85.347784353807,12.56181242224493,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
t86,7.294319404598481,85.347784353807,12.56181242224493,0.0,2.12,0.0,2.36,0.2,0.0,0.0,0.0,0.0,0.0,72.08984888419484,0.0,0.0,62.44640768154429
