Resource,NGCC_bf,NGCC_gf,NGCT_bf,NGCT_gf,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2,Retro_Coal_TES,Retro_Coal_SMR,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,952017.5314700204,1.2638907054595407e7,352662.5901499157,0.0,183944.95123884725,1181.352228563655,6.8912e6,54867.655677655675,23080.557069597075,6.189140119871019e6,568976.8144595606,0.0,370683.4619148372,2.93993251623297e7,-5.4719598815459147e-11,0.0,3.646870208602182e7,9.409468933702694e7
t1,0.0,0.0,0.0,0.0,0.0,0.0,2360.0,13.0,0.0,3717.48572624,0.0,0.0,0.0,6145.052918835587,0.0,0.0,12489.281536308858,24724.820181384443
t2,0.0,0.0,0.0,0.0,0.0,0.0,2360.0,13.0,0.0,2246.7095815781413,0.0,0.0,0.0,6133.729796635587,0.0,0.0,12489.281536308858,23242.720914522586
t3,0.0,0.0,0.0,0.0,0.0,0.0,2360.0,13.0,0.0,2055.586450504423,0.0,0.0,0.0,6127.9996499355875,0.0,0.0,12489.281536308858,23045.867636748866
t4,0.0,0.0,0.0,0.0,0.0,0.0,2360.0,13.0,0.0,2685.6205992044233,0.0,0.0,0.0,6134.363631235587,0.0,0.0,12489.281536308858,23682.265766748867
t5,0.0,0.0,0.0,0.0,0.0,0.0,2360.0,13.0,0.0,2642.5413824466923,0.0,0.0,0.0,6147.200964935588,0.0,0.0,12489.281536308858,23652.023883691138
t6,0.0,0.0,0.0,0.0,0.0,0.0,2360.0,20.0,6.356000000000001,4022.0301264000004,0.0,0.0,0.0,6890.810900982286,0.0,0.0,12489.281536308856,25788.47856369114
t7,0.0,0.0,0.0,0.0,0.0,0.0,2360.0,20.0,3.772,1836.84148076,0.0,0.0,0.0,12070.734536622293,0.0,0.0,12489.281536308856,28780.62955369115
t8,874.2696192602883,1429.8538879230296,0.0,0.0,0.0,0.0,2360.0,20.0,8.9,441.48011336,0.0,0.0,0.0,14417.969776838967,0.0,0.0,12489.281536308858,32041.75493369114
t9,1024.5347100706504,4600.277968272664,0.0,0.0,0.0,0.0,2360.0,20.0,14.796,27.957272200000002,480.0,0.0,0.0,14417.969776838967,0.0,0.0,12489.281536308858,35434.81726369114
t10,1366.0462800942005,7670.744674289119,0.0,0.0,0.0,0.0,2360.0,20.0,20.344,619.57082616,0.0,0.0,0.0,14417.969776838967,0.0,0.0,12489.281536308858,38963.95709369114
t11,683.0231400471002,9985.345370416215,0.0,0.0,0.0,0.0,2360.0,20.0,23.631999999999998,1549.13195008,480.0,0.0,0.0,14417.969776838967,0.0,0.0,12489.281536308858,42008.38377369114
