Resource,natural_gas_combined_cycle,coal_super_1,coal_super_2,coal_super_3,coal_super_4,coal_super_5,20A_retrofit_1,20A_retrofit_2,20A_retrofit_3,20A_retrofit_4,20A_retrofit_5,solar_pv,onshore_wind,battery,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,8368.098468192353,2029.1423899135323,13484.335611386308,2848.7920339078028,0.0,1.3882789798560159e6,2.2153528354803077e6,650841.2576374626,0.0,1.5894284770262134e6,0.0,0.0,0.0,5.8706319185034e6
t1,0.0,0.0,0.0,0.0,0.0,0.0,128.10546874999983,156.9525454545455,0.0,0.0,271.04198579545465,0.0,0.0,0.0,556.0999999999999
t2,0.0,0.0,0.0,0.0,0.0,0.0,128.10546874999983,239.64453125000009,0.0,0.0,165.0,0.0,0.0,0.0,532.7499999999999
t3,0.0,0.0,0.0,0.0,0.0,0.0,128.10546874999983,228.94453125000015,0.0,0.0,165.0,0.0,0.0,0.0,522.05
t4,0.0,0.0,0.0,0.0,0.0,0.0,128.10546874999983,225.14453125000014,0.0,0.0,165.0,0.0,0.0,0.0,518.25
t5,0.0,0.0,0.0,0.0,0.0,0.0,128.10546874999983,238.84453125000007,0.0,0.0,165.0,0.0,0.0,0.0,531.9499999999999
t6,0.0,0.0,0.0,0.0,0.0,0.0,128.10546874999983,285.3682644628099,0.0,0.0,165.37626678719022,0.0,0.0,0.0,578.8499999999999
t7,0.0,0.0,0.0,0.0,0.0,0.0,128.10546874999983,285.3682644628099,0.0,0.0,253.9762667871902,0.0,0.0,0.0,667.4499999999999
t8,0.0,0.0,0.0,0.0,0.0,0.0,142.1317355371901,285.3682644628099,0.0,0.0,300.0,0.0,0.0,0.0,727.5
t9,0.0,0.0,0.0,0.0,0.0,0.0,160.73173553719008,285.3682644628099,0.0,0.0,300.0,0.0,0.0,0.0,746.1
t10,0.0,0.0,0.0,0.0,0.0,0.0,172.88173553719002,285.3682644628099,0.0,0.0,300.0,0.0,0.0,0.0,758.25
t11,0.0,0.0,0.0,0.0,0.0,0.0,181.03173553719003,285.3682644628099,0.0,0.0,300.0,0.0,0.0,0.0,766.4
