Resource,Fuel,Zone,AnnualSumCosts
natural_gas_combined_cycle,NG,1,0.0
coal_super_1,coal,1,163839.73122070954
coal_super_2,coal,1,39728.75618465291
coal_super_3,coal,1,264010.98536984756
coal_super_4,coal,1,55776.74819593485
coal_super_5,coal,1,0.0
20A_retrofit_1,blue_ammonia,1,2.6001569852761185e8
20A_retrofit_2,blue_ammonia,1,4.149212970596724e8
20A_retrofit_3,blue_ammonia,1,1.2189836962938492e8
20A_retrofit_4,blue_ammonia,1,0.0
20A_retrofit_5,blue_ammonia,1,2.976897019333332e8
